,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
3661,20241029,060230,142616,142611,143827,1004,912,1040,1000,13,5,1009,20.410,1040,1000,13,5,110.170,1366606,635985,700661,1816,2301,543,2.810,27.530,20.050,82305,1322,-1,-1,-1,-1,0.079,-0.028,-0.028,682,760,소니드,0.075
3660,20241029,067730,141612,141606,142819,2900,2635,2950,2705,20,7,2740,5.180,2950,2705,20,7,84.100,223886,113482,95437,635,661,8,5.450,23.390,11.820,10524,13539,2835,2395,2835,2395,0.016,-0.035,-0.015,704,687,로지시스,-0.015
3659,20241029,052600,141546,141546,142749,4590,4170,4760,4335,18,8,4480,11.440,4760,4335,18,8,94.770,3024757,1472723,1395768,9753,10899,385,5.980,21.790,11.690,10486,13444,4760,3590,4760,3590,0.017,-0.115,-0.109,667,754,한네트,-0.048
3658,20241029,089150,140823,140820,142032,2575,2340,2830,2605,2,15,2760,26.610,2830,2605,2,15,58.200,2887742,1777629,1034630,5678,4278,385,6.400,26.150,13.060,7837,10548,2550,1992,2550,1932,-0.007,-0.112,-0.091,704,751,케이씨티,-0.048
3657,20241029,089150,140533,140533,141744,2415,2195,2830,2325,0,20,2830,29.820,2830,2325,0,20,100.260,1962671,942391,944797,4639,3833,385,7.640,29.820,14.050,5208,6153,2550,1992,2550,1932,0.000,-0.134,-0.113,635,751,케이씨티,-0.002
3656,20241029,163730,140035,140032,141237,11610,10550,12250,11590,16,8,11750,11.370,12250,11590,16,8,89.560,3928891,2019160,1808304,15814,16795,531,4.540,21.390,13.410,54865,174086,12310,8810,12310,6070,0.075,-0.021,0.075,760,628,핑거,0.075
3655,20241029,123420,135835,135831,141049,8350,7590,8320,7830,20,3,7850,4.810,8320,7830,20,3,99.160,254612,125639,124588,2143,2380,265,0.920,11.300,6.510,26000,980,8880,7320,8880,6970,0.031,-0.001,0.001,659,621,위메이드플레이,0.001
3654,20241029,112040,135835,135831,141045,38700,35150,39500,38600,16,13,38900,11.300,39500,38600,16,13,206.500,691330,223305,461119,5193,8854,331,3.740,18.570,13.650,6466,172863,37900,32500,38550,29800,0.021,-0.001,0.012,657,622,위메이드,0.012
3653,20241029,381620,135517,135517,140721,30650,27850,31650,28100,19,6,28350,1.980,31650,28100,19,6,81.920,460373,235483,192901,3978,4228,562,-1.340,4.780,4.530,9389,63337,46000,26050,46000,26050,0.009,-0.030,-0.023,631,706,제닉스,-0.023
3652,20241029,060230,135200,135159,140408,913,830,914,900,20,2,910,8.590,914,900,20,2,167.590,342172,126022,211195,430,570,543,2.200,26.580,16.780,71749,15027,-1,-1,-1,-1,0.197,-0.004,0.078,682,611,소니드,0.120
3651,20241029,222080,135153,135152,140357,9310,8460,9300,8640,20,16,8680,2.720,9300,8640,20,16,88.600,806241,395949,350795,2819,2838,64,-1.470,9.150,8.440,102951,1532,10140,7980,11470,7980,0.008,-0.012,0.005,723,619,씨아이에스,0.005
3650,20241029,033230,134903,134900,140106,2235,2030,2245,2135,13,1,2155,5.120,2245,2135,13,1,106.250,2733542,1279097,1359086,3075,3807,543,2.190,25.430,20.560,71336,14711,2325,1966,2730,1813,0.095,-0.021,-0.005,679,718,인성정보,-0.005
3649,20241029,006050,134452,134447,135654,2160,1962,2165,2050,19,8,2080,6.390,2165,2050,19,8,121.580,2661711,1155762,1405184,2533,3142,250,0.650,16.290,5.880,6605,5499,1955,1691,1955,1045,0.010,-0.024,0.002,667,600,국영지앤엠,0.002
3648,20241029,026960,133937,133936,135143,25750,23400,26700,24900,19,0,24950,17.410,26700,24900,19,0,114.040,2018101,912971,1041155,12051,13522,113,0.330,16.470,7.400,49427,921,25300,18130,25300,17450,-0.012,-0.078,-0.056,583,671,동서,-0.048
3647,20241029,026960,133415,133409,134619,23400,21250,26700,23150,8,19,25900,21.880,26700,23150,8,19,130.600,1669679,696327,909377,9239,11348,113,0.380,21.880,7.400,40209,921,25300,18130,25300,17450,0.012,-0.112,-0.091,573,671,동서,-0.048
3646,20241029,141000,132117,132117,133321,7280,6610,7270,6760,20,0,6760,1.200,7270,6760,20,0,79.760,75946,35262,28125,483,422,9,-0.470,16.380,6.540,4911,915,6750,6480,7840,6480,0.003,-0.028,-0.012,676,552,비아트론,-0.012
3645,20241029,206650,125735,125729,130941,15070,13700,15040,14460,20,5,14680,20.920,15040,14460,20,5,106.940,6742415,3188597,3409751,32384,37332,470,3.420,29.860,20.840,2494,94924,12940,9860,12940,9830,0.074,0.001,0.054,755,499,유바이오로직스,0.071
3644,20241029,004920,124335,124334,125540,1445,1312,1439,1428,13,16,1432,9.150,1439,1428,13,16,187.500,354486,122272,229265,426,626,398,1.710,20.690,9.150,63812,490,1526,1199,1526,1065,0.020,-0.015,-0.006,515,732,씨아이테크,-0.006
3643,20241029,354200,123928,123928,125138,3455,3140,3675,3430,15,20,3530,16.120,3675,3430,15,20,101.940,1832555,888584,905857,5685,6547,543,1.700,26.390,16.120,62435,6330,4390,2460,4390,2350,0.058,-0.040,-0.031,531,481,엔젠바이오,-0.031
3642,20241029,094170,123550,123549,124754,20150,18300,20500,19880,19,10,20300,11.110,20500,19880,19,10,207.660,638752,203450,422491,2850,4548,106,1.100,13.360,11.110,2168,12494,19560,18030,21600,16710,0.030,-0.015,0.002,480,461,동운아나텍,0.002
3641,20241029,051780,123350,123348,124557,147,133,143,137,18,4,139,6.110,143,137,18,4,121.570,1498644,632403,768811,219,429,128,0.370,6.870,6.860,207,6563,243,131,316,131,0.014,-0.043,-0.022,456,608,큐로홀딩스,-0.022
3640,20241029,094480,122426,122423,123631,9060,8230,9100,8860,1,8,9090,14.050,9100,8860,1,8,130.490,3559478,1513441,1974826,9669,12534,531,4.300,20.060,14.050,38248,31008,9250,7780,9980,6030,0.003,-0.039,-0.030,492,552,갤럭시아머니트리,-0.030
3639,20241029,302550,120128,120127,121334,4400,4000,4420,4290,16,0,4290,13.790,4420,4290,16,0,100.170,12123220,5967987,5977965,26695,27656,377,0.300,29.820,13.790,31785,50908,3770,2865,3770,2865,0.012,-0.100,-0.073,395,594,리메드,-0.048
3638,20241029,200880,114952,114952,120159,14850,13500,15460,14550,15,18,14730,9.110,15460,14550,15,18,91.950,939518,465606,428116,5270,5079,462,1.450,15.820,9.190,31427,13867,15110,12570,16500,12570,0.012,-0.068,-0.050,586,532,서연이화,-0.048
3637,20241029,376930,114850,114847,120052,3180,2890,3275,3145,1,8,3255,24.470,3275,3145,1,8,104.930,15198527,7349697,7711865,22471,27495,543,1.230,24.670,6.740,44731,1926,3695,1842,3695,1842,0.041,-0.023,0.012,385,561,노을,0.040
3636,20241029,064260,114223,114221,115432,3390,3080,3470,3355,2,14,3395,10.590,3470,3355,2,14,139.350,2505861,1018362,1419101,6306,9491,531,4.070,21.390,13.770,33322,107539,3375,3035,4060,3000,-0.013,-0.049,-0.043,349,561,다날,-0.048
3635,20241029,241840,113713,113709,114924,7440,6760,7430,6900,20,5,6930,1.610,7430,6900,20,5,59.350,29613,17547,10415,348,240,492,2.990,21.530,10.260,32643,5140,7420,6520,8210,6510,0.020,-0.009,0.000,389,424,에이스토리,0.000
3634,20241029,063170,113436,113434,114642,8360,7600,8460,8200,19,4,8300,22.420,8460,8200,19,4,112.520,4057875,1871374,2105593,17264,21194,531,4.380,22.420,14.250,32037,105893,7940,6450,8540,6270,0.027,-0.042,-0.008,487,653,서울옥션,-0.008
3633,20241029,081000,112828,112827,114032,13410,12190,13280,12590,20,11,12690,4.100,13280,12590,20,11,84.360,113992,57046,48122,920,999,386,-0.010,6.050,4.510,900,4392,13310,11990,15030,11990,-0.005,-0.039,-0.026,321,358,일진다이아,-0.026
3632,20241029,102370,112654,112652,113858,4705,4275,4980,4700,2,18,4940,16.240,4980,4700,2,18,123.530,3633618,1608437,1986855,9867,13491,531,4.590,23.300,16.350,29590,17097,5490,3890,5490,2935,0.001,-0.065,-0.065,317,656,케이옥션,-0.048
3631,20241029,302550,110231,110231,111440,4125,3750,4365,3815,1,20,4320,14.590,4365,3815,1,20,118.980,4592000,2033073,2418925,8298,8931,377,0.570,29.820,14.720,31687,18627,3770,2865,3770,2865,0.020,-0.106,-0.080,370,594,리메드,-0.048
3630,20241029,063170,105517,105516,110723,7540,6850,7860,7450,19,8,7820,15.340,7860,7450,19,8,124.840,1361380,584453,729636,6577,8000,531,2.460,14.750,12.560,10310,78143,7940,6450,8540,6270,0.090,-0.018,0.052,487,275,서울옥션,0.052
3629,20241029,008930,104558,104552,105803,42700,38800,42800,41750,20,2,41900,9.830,42800,41750,20,2,105.110,2824378,1362164,1431793,24419,28453,493,0.730,9.830,1.840,116691,10404,40700,31350,40700,26750,0.018,-0.019,-0.010,254,694,한미사이언스,-0.010
3628,20241029,065440,104521,104517,105732,1524,1385,1539,1365,13,3,1395,0.790,1539,1365,13,3,118.880,2914324,1298319,1543487,4966,5979,97,0.550,6.210,3.420,117,256,1384,1243,1452,1150,0.011,-0.047,-0.046,238,732,이루온,-0.046
3627,20241029,147760,104045,104043,105249,4620,4200,4820,4480,15,3,4800,14.290,4820,4480,15,3,89.980,2120283,1065990,959157,6673,6707,14,-1.190,14.520,4.110,9502,528,4230,3135,4295,3135,0.006,-0.160,-0.158,228,712,피엠티,-0.048
3626,20241029,140430,103003,103002,104205,3480,3160,3620,3495,3,20,3575,12.070,3620,3495,3,20,110.230,2336971,1083174,1193930,7727,10355,144,1.270,13.060,12.230,39579,8042,4540,3070,4805,3070,0.011,-0.117,-0.090,213,459,카티스,-0.048
3625,20241029,489790,102512,102512,103720,48750,44300,48700,47850,17,0,47900,8.620,48700,47850,17,0,149.770,3888722,1534982,2298991,18937,25660,28,2.660,12.850,8.620,39223,181370,47300,33300,47300,33300,0.033,-0.013,0.006,550,375,한화인더스트리얼솔루,0.006
3624,20241029,027830,102049,102049,103259,1590,1445,1597,1451,19,2,1475,3.150,1597,1451,19,2,102.070,1970180,884413,902748,2299,3193,482,1.600,8.450,5.170,24432,3864,1577,1412,1747,1412,0.018,-0.012,0.010,332,190,대성창투,0.010
3623,20241029,317770,101933,101929,103141,3380,3070,3440,3325,19,8,3360,9.450,3440,3325,19,8,161.240,204892,75497,121731,680,778,106,0.280,9.450,2.680,670,1870,3450,2605,4315,2605,0.062,-0.018,0.006,424,241,엑스페릭스,0.006
3622,20241029,014990,101740,101739,102946,820,745,834,794,2,14,831,11.540,834,794,2,14,141.710,1697420,683310,968291,1201,1636,121,1.160,21.230,11.540,35134,1363,790,617,849,607,0.026,-0.069,-0.032,192,644,인디에프,-0.048
3621,20241029,294140,101447,101446,102651,4850,4405,4875,4685,19,16,4770,6.000,4875,4685,19,16,116.650,145723,61260,71461,568,805,285,0.970,6.000,4.530,689,2664,4500,3840,5860,3840,0.040,-0.016,0.028,721,206,레몬,0.028
3620,20241029,011390,101229,101226,102435,58200,52900,64500,59400,14,20,61500,16.480,64500,59400,14,20,91.830,55687,28062,25770,1440,1451,213,2.070,16.670,0.880,3437,72,55700,49100,66400,49100,0.026,-0.037,0.011,339,269,부산산업,0.011
3619,20241029,376300,100921,100920,102130,33400,30350,33350,31750,16,2,31850,6.880,33350,31750,16,2,112.210,2062130,949635,1065570,16120,17309,128,0.030,6.880,2.290,65478,1178,29800,18220,29800,18220,0.000,-0.046,-0.011,164,440,디어유,-0.011
3618,20241029,376930,100358,100355,101605,2930,2660,2900,2765,20,18,2820,7.840,2900,2765,20,18,102.990,6223923,3012852,3102948,7578,8653,543,0.260,7.840,7.470,17340,51716,3695,1842,3695,1842,0.202,-0.002,0.168,385,153,노을,0.120
3617,20241029,037270,100358,100354,101603,7040,6400,7040,6770,20,3,6810,-1.450,7040,6770,20,3,91.360,8311817,4064762,3713514,15585,19550,98,-1.070,2.280,0.290,477,1040,6910,2410,6910,2410,0.004,-0.062,-0.047,155,426,YG PLUS,-0.048
3616,20241029,062040,100005,100002,101212,40100,36450,40900,39500,2,19,40550,2.140,40900,39500,2,19,132.980,960678,368456,489980,9784,9334,123,0.940,9.430,3.920,109271,11240,49150,32500,55500,29650,0.042,-0.022,0.014,648,164,산일전기,0.014
3615,20241029,005870,95642,95640,100852,8580,7800,8940,8500,13,19,8730,11.640,8940,8500,13,19,180.140,1822701,641860,1156251,4835,6838,349,2.530,16.360,16.240,6418,25064,8440,7060,10330,6350,0.016,-0.029,-0.022,187,683,휴니드,-0.022
3614,20241029,089790,95556,95555,100801,5190,4715,5490,4750,20,3,4770,2.470,5490,4750,20,3,82.970,535736,260401,216058,2071,1998,12,-0.660,16.240,3.510,24979,67596,5430,4580,6970,4580,0.005,-0.038,-0.014,143,357,제이티,-0.014
3613,20241029,214680,95149,95146,100401,3230,2935,3320,3210,18,1,3215,14.010,3320,3210,18,1,104.420,9235777,4294085,4483670,13148,14668,175,0.130,14.010,6.730,29387,47714,3275,2730,3930,2730,0.002,-0.053,-0.022,130,400,디알텍,-0.048
3612,20241029,222040,94922,94917,100125,3865,3510,3860,3755,19,2,3765,7.110,3860,3755,19,2,290.170,189655,47250,137105,346,528,487,-0.300,7.110,2.230,714,29,3515,2935,3760,2935,0.024,-0.007,0.023,759,208,코스맥스엔비티,0.023
3611,20241029,222980,94845,94842,100055,4190,3805,4180,3830,20,9,3905,3.170,4180,3830,20,9,92.080,141847,70794,65188,515,578,113,-0.060,6.970,5.490,713,1252,4190,3670,4190,3390,0.033,-0.032,-0.023,558,523,한국맥널티,-0.023
3610,20241029,276730,94419,94414,95625,3150,2860,3180,3030,19,0,3050,4.630,3180,3030,19,0,93.440,390588,187553,175244,1032,949,76,-0.580,4.800,1.640,1192,3,-1,-1,-1,-1,0.049,-0.025,0.049,182,451,제주맥주,0.049
3609,20241029,007110,94143,94141,95351,1467,1333,1479,1437,20,2,1456,11.570,1479,1437,20,2,130.810,9505873,4049612,5297187,6889,7983,398,0.920,11.420,4.650,13607,256,1560,1241,1650,1179,0.129,-0.011,0.129,760,109,일신석재,0.120
3608,20241029,051380,94126,94126,95330,3010,2735,3065,2975,0,18,3065,13.940,3065,2975,0,18,136.940,1409325,587837,805005,6523,9432,349,2.540,19.200,14.780,22340,33403,2875,2215,3280,2215,0.029,-0.098,-0.077,140,528,피씨디렉트,-0.048
3607,20241029,290520,93557,93553,94805,2510,2275,2500,2245,19,0,2245,8.720,2500,2245,19,0,78.910,267727,137090,108179,1146,1085,352,0.060,8.720,8.450,639,22474,2405,2055,2940,2035,0.004,-0.047,-0.038,99,113,신도기연,-0.038
3606,20241029,290520,93241,93239,94444,2275,2065,2500,2250,12,3,2280,10.410,2500,2250,12,3,82.800,259484,129663,107363,1044,1069,352,0.220,10.410,7.510,621,21780,2405,2055,2940,2035,-0.002,-0.061,-0.053,89,113,신도기연,-0.048
3605,20241029,304840,93216,93212,94423,5290,4805,5420,5420,0,0,5420,29.820,5420,5420,0,0,75.600,5614656,2857279,2160098,11511,10904,506,0.860,29.820,2.080,27143,22,4185,3400,4185,2935,0.000,0.000,0.000,88,88,피플바이오,-0.002
3604,20241029,263050,92628,92626,93831,2260,2050,2280,2170,20,10,2195,2.570,2280,2170,20,10,67.160,80980,37707,25325,133,118,436,0.570,29.860,9.570,2328,36604,2880,2140,3600,2140,0.116,0.000,0.071,119,78,유틸렉스,0.071
3603,20241029,304840,92516,92516,93719,4725,4295,5420,4625,0,15,5420,29.820,5420,4625,0,15,87.870,5215717,2458340,2160098,10831,10904,506,0.930,29.820,2.420,24981,17,4185,3400,4185,2935,0.000,0.000,0.000,74,74,피플바이오,-0.002
3602,20241029,015710,92106,92100,93315,5170,4700,5650,5150,7,20,5570,19.270,5650,5150,7,20,130.480,4872888,2083254,2718146,11346,14638,349,2.730,19.270,17.930,25741,19418,4925,3300,4925,3300,0.002,-0.101,-0.093,70,641,코콤,-0.048
3601,20241029,079970,91954,91954,93159,1195,1086,1194,1113,20,11,1117,5.580,1194,1113,20,11,114.150,771523,336915,384603,1175,1451,464,0.400,6.330,1.340,877,36,-1,-1,-1,-1,0.101,-0.010,-0.004,375,727,투비소프트,-0.004
3600,20241029,184230,91617,91617,92825,559,508,618,570,17,1,578,13.780,618,570,17,1,82.900,3816726,1901556,1576460,2054,3812,331,3.180,29.970,13.780,867,2296,536,486,578,479,0.024,-0.109,-0.104,60,740,SGA솔루션즈,-0.048
3599,20241029,049470,91341,91341,92550,345,313,399,344,0,20,399,29.970,399,344,0,20,118.420,2216134,947147,1121577,787,1461,331,3.050,29.970,17.130,860,2096,-1,-1,-1,-1,0.000,-0.148,-0.148,51,760,SGA,-0.004
3598,20241029,464500,91116,91115,92321,4930,4480,5070,4810,19,4,4835,8.770,5070,4810,19,4,96.050,576638,270258,259584,1699,2028,562,0.090,9.000,4.270,2814,76030,11180,4445,11180,4445,0.022,-0.075,-0.068,54,615,아이언디바이스,-0.048
3597,20241029,070590,91039,91034,92248,1202,1092,1202,1095,20,1,1156,5.860,1202,1095,20,1,63.630,22326,10052,6396,193,124,17,1.890,29.970,19.490,858,1825,1245,1051,1353,1051,0.010,-0.055,-0.010,692,165,한솔인티큐브,-0.048
3596,20241029,011700,90439,90437,91649,3880,3525,3970,3760,13,15,3815,9.940,3970,3760,13,15,101.510,1807054,852595,865430,3969,4978,205,2.070,13.680,9.940,65304,6934,3640,3080,4160,3080,0.000,-0.055,-0.042,34,690,한신기계,-0.048
3595,20241029,106080,90432,90431,91637,6540,5930,6520,6230,19,13,6370,4.430,6520,6230,19,13,134.770,31880,12371,16673,111,195,352,-0.460,5.870,4.430,5895,203,6970,2910,6970,2910,0.014,-0.050,-0.019,51,517,하이소닉,-0.048
3594,20241029,250930,90336,90335,91540,655,593,674,674,0,0,674,29.870,674,674,0,0,32.380,597246,282772,91556,195,81,9,-0.070,29.870,4.890,395,786,610,515,665,488,0.000,-0.214,-0.212,31,759,예선테크,-0.003
3593,20241029,016670,90334,90331,91538,5250,4750,5120,4680,20,5,4880,6.090,5120,4680,20,5,82.770,352962,161728,133855,1637,1764,289,-0.810,6.090,0.480,1721,8,4995,3540,7350,3540,0.006,-0.174,-0.145,33,619,디모아,-0.048
3592,20241029,090710,90300,90259,91508,1348,1225,1348,1290,17,9,1308,7.300,1348,1290,17,9,105.130,4837328,2237272,2352040,4339,4911,401,2.330,7.380,7.200,6377,25876,1404,1074,2325,1074,-0.003,-0.060,-0.056,30,725,휴림로봇,-0.048
3591,20241029,177350,90204,90204,91410,335,303,333,315,20,2,325,5.860,333,315,20,2,123.930,2218162,929473,1151936,504,1146,349,1.900,21.520,8.350,13032,5631,357,250,364,250,0.025,-0.068,-0.031,65,436,베셀,-0.048
3590,20241029,306620,90106,90100,91312,2805,2550,2910,2700,9,19,2835,19.620,2910,2700,9,19,112.750,4314835,1908988,2152340,6317,7963,349,1.700,19.620,7.620,12001,261,2370,1701,2370,1701,0.030,-0.058,-0.025,28,686,네온테크,-0.048
3589,20241029,291650,90031,90030,91240,2520,2290,2500,2250,19,12,2285,5.790,2500,2250,19,12,73.550,413585,210378,154738,941,913,540,-0.560,5.790,3.070,985,260,2536,1597,3261,1597,0.039,-0.046,-0.046,43,760,압타머사이언스,-0.046
3588,20241029,071850,90022,90021,91226,2300,2050,2150,2050,19,20,2075,1.220,2150,2050,19,20,92.830,2466,544,505,29,106,27,-0.280,2.600,2.480,9,130,2355,2045,2355,1433,0.031,-0.034,0.031,720,222,캐스텍코리아,0.031
3587,20241029,187420,90020,90017,91224,5240,4035,5240,5240,0,0,5240,29.860,5240,5240,0,0,0.000,396128,165104,0,282,0,470,3.250,29.860,9.270,2076,15528,4035,2985,4035,2880,0.000,0.000,0.000,24,24,제노포커스,-0.003
3586,20241028,089140,142434,142432,143642,5540,5030,5930,5390,1,6,5900,20.160,5930,5390,1,6,85.690,6941175,3597568,3082660,27888,28976,297,1.670,20.160,3.450,36062,280,4910,2710,4910,2600,0.020,-0.132,-0.117,678,749,넥스턴바이오,-0.048
3585,20241028,099220,140304,140302,141507,1353,1230,1355,1265,19,2,1269,4.530,1355,1265,19,2,81.700,3124451,1655293,1352294,4090,4649,191,2.500,25.330,21.940,119697,3201,1572,1210,1669,1210,0.024,-0.002,0.009,645,630,SDN,0.009
3584,20241028,094820,135911,135909,141121,11100,10090,11040,10660,18,0,10670,5.540,11040,10660,18,0,99.970,467263,228413,228337,2245,2709,205,2.580,25.620,10.060,118568,4475,10620,8690,11130,8680,0.017,-0.008,-0.002,632,652,일진파워,-0.002
3583,20241028,348350,135353,135352,140556,8890,8080,9500,8500,19,12,8630,12.520,9500,8500,19,12,91.580,191095,93010,85181,1756,2014,12,1.750,12.520,8.530,1647,4117,9430,7670,9430,6500,0.015,-0.054,-0.032,615,689,위드텍,-0.048
3582,20241028,388050,135332,135331,140535,8510,7730,8840,8530,15,20,8600,25.180,8840,8530,15,20,105.510,14600275,7027422,7414473,62162,69687,329,2.920,25.180,13.990,116880,48735,7520,5200,7940,5200,0.029,-0.012,0.012,708,680,지투파워,0.012
3581,20241028,147760,133858,133857,135106,4090,3715,4250,4035,15,1,4075,19.850,4250,4035,15,1,105.990,991419,452882,480028,3061,3581,14,2.140,19.850,6.880,3980,1519,4230,3135,4295,3135,0.064,-0.054,0.031,744,688,피엠티,-0.048
3580,20241028,147760,133445,133442,134651,3710,3370,4250,3670,6,20,4120,21.180,4250,3670,6,20,110.720,883456,391486,433461,2633,3170,14,1.940,21.470,6.700,3537,1516,4230,3135,4295,3135,0.052,-0.064,0.019,744,688,피엠티,-0.048
3579,20241028,376300,132813,132811,134016,29350,26650,30700,28850,11,19,29600,24.370,30700,28850,11,19,143.520,1364120,551654,791761,11225,11889,480,1.510,24.370,12.750,38055,4711,24700,18220,25050,18220,0.015,-0.027,0.007,694,663,디어유,0.007
3578,20241028,443250,132246,132244,133449,10650,9680,10770,10200,18,14,10420,11.800,10770,10200,18,14,104.130,944582,448524,467035,5604,6273,59,1.890,11.800,11.660,9661,1702,9400,7730,10210,7340,0.065,-0.077,-0.070,651,694,레뷰코퍼레이션,-0.048
3577,20241028,203400,131812,131812,133019,9000,8150,8880,8130,20,0,8140,-1.570,8880,8130,20,0,51.360,120947,76725,39407,697,529,436,0.870,29.950,11.700,3250,83798,9200,7690,9480,7200,0.027,0.000,0.005,668,555,에이비온,0.005
3576,20241028,215100,130448,130448,131658,3785,3440,3815,3720,17,2,3735,19.330,3815,3720,17,2,76.230,3301733,1828920,1394101,10719,11579,375,2.510,19.330,14.150,12214,24634,3700,3130,4350,3130,0.029,-0.066,-0.056,666,758,로보로보,-0.048
3575,20241028,148930,125635,125635,130839,4820,4380,4790,4605,20,18,4635,4.860,4790,4605,20,18,119.690,34243,14394,17228,168,236,64,2.700,12.830,11.840,8749,3366,5180,4420,5590,4420,0.037,-0.028,-0.023,537,508,에이치와이티씨,-0.023
3574,20241028,064520,125528,125522,130738,2155,1958,2155,1995,20,6,1997,1.990,2155,1995,20,6,119.230,48293,20935,24961,113,185,279,1.500,7.980,7.640,411,4344,2610,1958,3340,1958,0.074,0.000,0.074,760,542,테크엘,0.074
3573,20241028,037270,124854,124851,130102,6900,6270,7000,6750,17,16,6880,13.340,7000,6750,17,16,108.600,17734038,8256488,8966497,33005,43920,59,1.600,13.180,9.360,113857,1201,6070,2410,6070,2410,0.029,-0.045,0.004,726,591,YG PLUS,0.004
3572,20241028,084690,124743,124742,125946,8990,8170,8910,8500,19,16,8610,4.740,8910,8500,19,16,93.590,269991,133104,124576,1098,1334,111,0.460,24.340,7.360,2807,14012,9110,8000,9650,8000,0.020,-0.001,0.015,508,493,대상홀딩스,0.015
3571,20241028,007160,123955,123953,125202,73300,66600,74200,72000,19,0,72000,18.620,74200,72000,19,0,124.230,214869,94449,117336,3806,4769,90,3.340,18.620,5.790,15018,3957,65600,58800,72300,43950,0.018,-0.028,0.011,486,590,사조산업,0.011
3570,20241028,009310,123555,123550,124808,400,363,397,376,20,4,382,4.090,397,376,20,4,140.100,176434,64434,90271,103,167,9,0.960,5.480,5.190,728,141,429,367,464,367,0.013,-0.018,-0.010,759,559,참엔지니어링,-0.010
3569,20241028,010470,123248,123247,124459,7180,6520,7190,6930,19,14,7080,8.590,7190,6930,19,14,118.070,162831,72722,85860,703,889,59,1.280,11.040,8.590,92132,1129,6670,5750,7230,5750,0.031,-0.001,0.028,546,452,오리콤,0.028
3568,20241028,240600,123202,123201,124410,6770,6150,6900,6300,13,2,6350,2.420,6900,6300,13,2,90.000,147859,77098,69388,2617,3453,446,2.680,11.730,10.190,8232,43813,7990,6200,9410,6200,0.013,-0.013,0.009,489,461,유진테크놀로지,0.009
3567,20241028,434480,122436,122434,123645,3955,3595,4180,3935,17,20,4100,10.810,4180,3935,17,20,108.000,805050,362573,391570,2515,2833,55,1.330,15.920,10.950,62446,3225,5310,3680,5520,3270,0.004,-0.061,-0.029,434,709,모니터랩,-0.048
3566,20241028,465480,121554,121548,122759,12510,11370,12660,12270,13,3,12340,16.970,12660,12270,13,3,96.240,5120693,2583289,2486236,47477,45891,55,1.280,16.970,8.240,61109,1403,20550,10550,20550,10550,0.002,-0.116,-0.100,417,708,인스피언,-0.048
3565,20241028,431190,121516,121512,122720,6110,5550,6040,5660,18,3,5670,3.090,6040,5660,18,3,80.510,175459,94300,75925,1693,1746,289,2.580,29.940,7.240,678,423,8130,5500,10550,5500,0.011,-0.012,0.000,419,534,케이쓰리아이,0.000
3564,20241028,036010,121312,121311,122516,5370,4875,5450,5080,15,2,5150,4.780,5450,5080,15,2,120.430,113863,49711,59868,854,1131,279,1.410,6.400,5.900,15436,92845,6120,4915,8180,4915,0.016,-0.010,0.010,566,413,아비코전자,0.010
3563,20241028,418550,121053,121053,122257,19490,17710,19590,19250,18,1,19310,9.840,19590,19250,18,1,194.070,403428,135990,263918,2513,3737,242,4.470,9.840,4.810,7611,65571,19400,15170,19400,14210,0.025,-0.013,0.025,750,418,제이오,0.025
3562,20241028,066970,120837,120836,122045,111700,101500,111800,111000,4,0,111000,9.790,111800,111000,4,0,212.680,387229,122866,261314,6152,13551,446,2.660,12.190,9.790,7692,42141,119400,82900,119400,82900,0.027,-0.003,0.004,584,417,엘앤에프,0.004
3561,20241028,012690,115132,115127,120338,3465,3150,3465,3435,12,0,3435,9.050,3465,3435,12,0,136.320,1372421,573168,781365,2414,3511,19,1.570,9.050,8.310,4619,1791,3235,3040,4040,2730,0.039,-0.006,0.032,681,371,모나리자,0.032
3560,20241028,475150,115113,115113,120318,16440,14940,17120,16430,17,6,16550,10.780,17120,16430,17,6,111.000,1082675,498901,553797,6060,7653,559,3.160,10.840,7.800,17611,92843,19920,14160,19920,11468,0.046,-0.027,-0.003,520,397,SK이터닉스,-0.003
3559,20241028,393890,114539,114534,115749,17220,15650,17450,17130,17,5,17200,10.900,17450,17130,17,5,144.280,370596,148252,213904,5271,4962,446,2.510,10.900,10.190,6223,39541,21150,15510,24350,15510,0.057,-0.001,0.040,585,372,더블유씨피,0.040
3558,20241028,038870,113900,113857,115106,4605,4185,4755,4500,3,2,4590,18.450,4755,4500,3,2,132.800,3609697,1544425,2051073,31540,45502,152,3.200,18.060,7.580,16205,1779,4290,3875,4800,3875,0.046,-0.131,-0.100,365,718,에코바이오,-0.048
3557,20241028,388050,113749,113746,114958,7680,6980,7880,7560,1,5,7830,13.970,7880,7560,1,5,118.020,3009208,1344937,1587345,8651,10816,329,2.160,14.120,8.300,22577,7288,7520,5200,7940,5200,0.130,-0.047,0.111,708,399,지투파워,0.120
