,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
1775,20250115,067630,0.007,0.015,-0.009,0.005,503,20,518239,158305,177277,1193,1445,10790,0.034,0.037,-0.063,0,49,602903,422957,168617,2834,1315,58,100000,10780,-0.002,-0.0530204,-0.0391058,0,579,HLB생명과학,-0.048
1774,20250115,062970,-0.294,-0.193,-0.3,-0.3,43,210,23135163,10638034,9000279,26521,37415,4460,0.086,0.2,0.062,27,4,9705371,5078633,4392215,15464,18310,304,120300,5120,0.128859,-0.002,0.128859,257,0,한국첨단소재,0.12
1772,20250115,052220,0.001,0.268,-0.009,0.251,730,153,25605205,13055040,11592510,49125,54440,4280,0.103,0.105,-0.014,0,23,4968090,2929170,2038920,17339,17525,133,103730,4535,0.0895105,-0.08028,-0.0725623,22,547,iMBC,-0.048
1767,20250115,025950,0.002,0.016,-0.027,0.014,18,144,330633,151298,154538,2824,3900,57200,-0.002,0.009,-0.066,0,16,300093,184491,107124,3067,3207,129,103530,56100,0.0443458,-0.172232,-0.172232,21,570,동신건설,-0.048
1766,20250115,489790,0.009,0.076,0.001,0.055,567,141,2403089,934374,1413534,10225,16239,35400,0.028,0.092,0.027,10,0,1539819,701817,838002,8579,10382,114,102800,37800,0.00725926,-0.0139048,-0.000677249,261,98,한화인더스트리얼솔루,-0.000677249
1764,20250115,012170,-0.235,-0.205,-0.298,-0.298,6,50,8364911,4738435,3017380,1771,3683,278,-0.108,-0.094,-0.151,0,47,3446615,1996886,1449729,840,2853,116,102900,247,0.095166,-0.0141457,0.095166,583,2,아센디오,0.095166
1761,20250114,203690,-0.01,-0.002,-0.056,-0.04,1,571,38128,14405,20583,175,336,5700,0.023,0.023,-0.044,0,26,8438,5468,2970,33,55,609,143530,5690,0.00502988,-0.0248471,0.00502988,90,41,아크솔루션스,0.00502988
1758,20250114,115610,0.021,0.031,-0.08,-0.052,83,746,772227,502488,254253,1187,1034,3540,-0.008,0.013,-0.09,3,37,209715,147421,58136,272,198,115,102830,3445,0.0168679,-0.0803745,-0.0208679,0,12,이미지스,-0.048
1756,20250114,113810,-0.005,-0.004,-0.094,-0.063,0,523,1980992,1444565,478330,2077,1735,1819,0.001,0.001,-0.057,0,37,270622,178472,92150,332,187,400,125100,1781,0.0249512,-0.00424593,0.0193363,33,1,디젠스,0.0193363
1755,20250114,106240,0.224,0.264,0.037,0.066,6,758,6249759,3324227,2450968,12395,17100,1420,-0.011,-0,-0.085,4,1,266504,165476,101028,445,343,77,100930,1374,0.126093,-0.00491121,0.0402125,22,14,파인테크닉스,0.12
1754,20250114,090410,0.007,0.216,0.007,0.21,756,0,20309068,8888773,8955914,21083,23819,1928,0.035,0.053,-0.02,18,5,4496843,2610694,1886149,6160,6756,251,113630,1977,0.0526282,-0.062698,-0.00958725,35,97,덕신이피씨,-0.048
1749,20250114,093240,-0.029,-0.024,-0.068,-0.063,0,591,1754833,1233097,453611,2218,2304,2545,0.008,0.012,-0.049,1,24,377388,213306,164082,328,401,302,120200,2520,0.0733968,-0.00596825,0.0654603,369,1,형지엘리트,0.0654603
1747,20250113,378800,0.007,0.035,-0.027,-0.014,11,202,1219853,795186,376188,2527,2177,4200,0.045,0.06,-0.002,2,50,599365,417961,181404,1423,846,80,101100,4355,0.00144432,-0.0387394,-0.0261102,24,403,샤페론,-0.0261102
1746,20250113,344860,-0,-0,-0.038,-0.029,0,0,85809,44584,37995,212,232,1523,0.062,0.234,0.047,14,41,707387,345552,254755,1021,1082,137,103930,1768,0.117344,-0.0461176,-0.0404615,351,550,이노진,0.115546
1745,20250113,219420,-0.002,-0.002,-0.041,-0.032,0,719,141367,90481,44786,678,529,5720,0.002,0.063,-0.004,10,3,104481,56538,47943,339,397,74,100800,5940,0.146148,-0.0104175,0.0232525,351,0,링크제니시스,0.12
1744,20250113,205500,0.025,0.066,-0.043,-0.018,104,384,881039,532168,317984,3637,2415,3870,-0.066,-0.03,-0.13,10,19,403893,228776,175117,752,828,233,112730,3605,0.0312871,-0.0158696,0.0215784,105,20,액션스퀘어,0.0215784
1741,20250113,083640,0,0.289,-0.003,0.137,222,37,15273862,7945391,6906161,10736,20968,358,0.003,0.014,-0.047,1,28,611638,389470,222168,313,326,63,100230,356,0.0260899,-0.0385169,-0.0188539,6,125,인콘,-0.0188539
1735,20250113,168490,0,0,-0.041,-0.027,0,692,578370,434942,129912,130,223,142,-0.007,0,-0.063,9,42,448763,373037,75726,203,73,257,113930,140,0.0122857,-0.0162857,-0.00914286,82,161,한국패러랠,-0.00914286
1733,20250113,006660,-0.001,0.05,-0.029,0,469,629,2976222,1572864,1184304,14757,15138,12710,0.112,0.18,0.109,18,1,2969812,1533950,1395639,18255,19725,65,100330,14660,0.0027749,-0.134333,-0.134333,80,634,삼성공조,-0.048
1731,20250110,227610,0,0.022,0,0.011,679,0,33585,10719,20420,64,130,1083,0.053,0.17,0.031,10,37,475448,239965,207242,793,925,538,140000,1209,0.118761,0.00792556,0.0434921,38,94,아우딘퓨쳐스,0.0434921
1727,20250110,148150,0.011,0.02,-0.018,-0.012,27,214,404464,254531,138763,3748,2605,8340,-0.011,-0,-0.06,6,29,332720,185619,147101,1112,927,64,100300,8160,0.0176078,-0.00445098,-0.00322549,327,633,세경하이테크,-0.00322549
1726,20250110,115500,-0.138,-0.096,-0.195,-0.109,491,60,2407893,1188508,1012837,9732,9603,11340,-0.011,0.027,-0.034,7,48,288505,171007,117498,1686,1424,517,134930,11390,0.0234609,-0.00902371,0.00677963,15,146,케이씨에스,0.00677963
1722,20250110,056090,0,0.043,-0.013,0.043,661,14,607894,161061,417653,265,797,1093,0.03,0.07,0.006,9,36,386250,258915,127335,459,542,189,110530,1144,-0.002,-0.0290979,-0.0203566,0,437,시지메드텍,-0.0203566
1717,20250109,473980,-0.015,-0.011,-0.048,-0.021,0,121,167870,104868,60775,2343,2306,17910,0.009,0.023,-0.06,12,49,55613,39414,16199,515,201,61,100130,17760,0.0897793,-0.00256306,0.0897793,638,165,노머스,0.0897793
1716,20250109,448710,-0.001,0.015,-0.02,-0.017,18,120,60666,34571,22487,2349,1024,15140,0.008,0.009,-0.089,2,16,19158,13462,4123,442,125,61,100130,14710,0.0047981,-0.0149164,0.0047981,623,146,코츠테크놀로지,0.0047981
1715,20250109,376270,0,0.036,-0.004,0.018,15,53,58355,32435,25265,727,544,19170,0.001,0.004,-0.077,5,36,31401,22637,8764,397,188,516,134900,18660,-0.00146409,-0.0309389,-0.0266517,2,175,에이치이엠파마,-0.0266517
1714,20250109,356680,-0.065,-0.042,-0.126,-0.113,10,705,3340977,2097371,1063055,10288,10872,9700,-0.173,-0.147,-0.219,6,50,2099225,1289739,809486,5403,4922,72,100700,8010,0.0741548,-0.0282172,0.049186,369,124,엑스게이트,0.049186
1713,20250109,347850,-0.01,0.081,-0.083,-0.073,27,699,981197,560107,402901,12052,15252,54900,0.004,0.035,-0.027,24,42,113807,61694,52113,1222,1059,586,142400,55600,0.0285755,-0.00919424,0.00699281,71,0,디앤디파마텍,0.00699281
1711,20250109,288330,0.012,0.041,-0.07,-0.054,6,528,1597210,879617,683438,6944,3703,4295,0.049,0.05,-0.033,0,44,308638,226578,82060,715,362,67,100430,4375,0.0425714,-0.0122857,0.0334286,570,133,브릿지바이오테라퓨틱,0.0334286
1710,20250109,277810,-0.027,0.002,-0.058,-0.033,41,651,954907,571043,324645,20307,16028,234000,-0.013,-0.002,-0.06,7,48,289482,209406,80076,5087,3252,103,102230,228500,0.0417637,-0.00637637,0.0330109,556,4,레인보우로보틱스,0.0330109
1709,20250109,244460,0,0.013,-0.071,-0.038,15,680,87404,65749,20739,448,357,4130,0.017,0.081,0.006,28,0,18006,7002,11004,71,123,578,142000,4350,-0.002,-0.0261379,-0.0157931,1,79,올리패스,-0.0157931
1708,20250109,239340,-0.003,-0,-0.024,-0.014,33,740,68188,46771,18476,266,215,1858,-0.002,-0.002,-0.065,0,33,94924,38020,56904,119,221,73,100730,1811,0.0068349,-0.0467267,-0.0196698,103,528,이스트에이드,-0.0196698
1706,20250109,208710,0.114,0.27,-0.031,0.009,19,418,75760775,41268805,31558252,41130,46733,940,-0.136,-0.059,-0.138,38,0,4614388,2364596,2170107,2840,3716,71,100630,857,0.0388401,-0.101183,-0.094182,2,625,바이오로그디바이스,-0.048
1703,20250109,172670,-0.008,0.034,-0.049,-0,278,74,405131,206942,189245,2236,2034,8820,-0.121,-0.088,-0.158,13,49,148531,87065,61466,716,555,335,121830,7810,0.0120845,-0.0160845,0.0108041,260,136,에이엘티,0.0108041
1702,20250109,127120,-0,-0,-0.097,-0.092,0,730,611502,423254,172247,1312,1194,5820,0.012,0.012,-0.048,0,50,112992,52975,60017,241,204,296,115900,5770,0.00666551,-0.0314627,-0.0037331,12,382,디엔에이링크,-0.0037331
1701,20250109,123010,-0.105,0.053,-0.136,-0.129,136,24,17927290,9738280,7406139,16363,19579,1630,-0.148,-0.126,-0.224,11,48,2003546,1305628,697918,1728,1405,150,104600,1363,-0.000532649,-0.0680308,-0.0533573,4,119,아이윈플러스,-0.048
1700,20250109,115500,-0.047,-0.045,-0.09,-0.09,5,760,1230540,695907,434327,6333,5567,12720,-0.142,-0.129,-0.195,2,50,569884,365407,204477,2707,1644,70,100600,10760,0.0649145,-0.00850558,0.0519033,359,15,케이씨에스,0.0519033
1698,20250109,092870,-0.017,0.062,-0.017,0.048,63,0,435092,145177,223674,2005,2402,12510,0.108,0.126,0.04,1,48,837906,551619,286287,4510,3694,307,120430,13680,0.0126199,-0.0465906,-0.0422047,6,388,엑시콘,-0.0422047
1697,20250109,089790,-0.019,0.163,-0.025,0.082,111,1,2112490,1101192,977959,10641,13764,4475,0.078,0.18,0.069,29,0,1529285,730318,772271,7033,8120,79,101030,5100,0.137216,0.00192157,0.137216,124,0,제이티,0.12
1696,20250109,066310,-0.044,-0.024,-0.062,-0.062,300,760,209931,605,1967,4,5,9610,-0.082,-0.07,-0.136,6,47,148986,106530,42456,803,447,374,123800,8700,0.0117931,-0.0192414,0.0117931,325,112,큐에스아이,0.0117931
1695,20250109,062970,-0.05,0.245,-0.077,-0.038,111,6,29301779,15239584,13224964,81971,97118,9010,-0.075,-0.019,-0.143,11,47,2683215,1557318,1125897,7189,8250,119,103030,8410,0.138309,-0.0721546,-0.0436171,53,530,한국첨단소재,0.12
1694,20250109,056360,-0.024,-0.019,-0.097,-0.085,5,759,1021354,577710,380533,2882,2919,7090,-0.134,-0.095,-0.166,13,50,311240,194076,117164,947,626,427,130430,6230,0.0301027,-0.0100257,0.0284976,271,46,코위버,0.0284976
1692,20250109,046940,0.009,0.009,-0.035,-0.028,0,757,234397,137902,79099,404,352,2640,0.093,0.095,0.017,0,27,295871,203736,92135,515,417,216,111900,2815,0.0477336,-0.0162096,0.00688099,52,289,우원개발,0.00688099
1690,20250109,032980,0.025,0.291,-0.02,0.148,433,17,14153966,7388356,6407329,11522,12986,458,0.074,0.144,0.05,1,9,2056037,1105384,950653,1440,1941,167,105430,508,0.0491811,-0.0374331,-0.0118425,15,360,바이온,-0.0118425
1688,20250109,077500,-0.028,0.01,-0.028,-0.018,240,0,503567,1150,1890,1,23,7700,-0.049,-0.013,-0.093,10,38,525506,334290,191216,1145,923,106,102400,7370,0.175748,-0.0196391,0.139113,556,24,유니퀘스트,0.12
1687,20250109,062040,-0.014,0.053,-0.026,-0.016,63,2,610379,352810,245018,10204,11377,69000,0.009,0.025,-0.041,2,39,105595,72186,33409,1381,1033,62,100200,69100,0.00523589,-0.0237077,-0.0135774,1,424,산일전기,-0.0135774
1686,20250109,026960,-0.006,0.013,-0.036,-0.032,0,635,162098,102222,54777,750,1625,25700,-0.021,-0.021,-0.078,0,46,124501,79688,44813,795,459,347,122430,24600,-0.002,-0.0304553,-0.0243577,0,272,동서,-0.0243577
1683,20250108,347700,-0.006,0.015,-0.027,0,673,56,176186,97304,75019,719,606,4730,-0.015,-0.002,-0.078,4,44,87524,51254,36270,353,255,100,102100,4585,0.0187197,-0.00745256,0.00454308,483,114,라이프시맨틱스,0.00454308
1681,20250108,263800,-0.011,0.024,-0.015,0.003,551,36,202270,92572,98591,603,656,4740,0.01,0.055,-0.007,3,38,170210,88225,81985,449,449,111,102630,4890,0.0511697,-0.00506748,0.0470798,555,3,데이타솔루션,0.0470798
1679,20250108,246960,0,0.195,-0.002,0.01,282,28,182168,97559,72520,1455,1204,8350,0.054,0.117,0.047,0,23,31558,12787,18771,174,172,104,102300,9110,0.00678156,-0.0623732,-0.0492009,0,411,SCL사이언스,-0.048
1674,20250108,091440,0.015,0.015,-0.104,-0.089,0,129,302088,207587,91524,1180,1020,6730,-0.007,-0.003,-0.061,0,48,40241,31507,8734,193,139,116,102900,6570,0.0101766,-0.0293973,-0.0172207,302,110,한울소재과학,-0.0172207
1668,20250108,007370,-0.051,0.051,-0.103,0,243,11,14740284,7386264,6398090,39212,44233,7850,0.08,0.104,0.013,22,29,2647241,1492479,1154762,8364,7787,213,111730,8400,-0.00914286,-0.0722381,-0.0579524,5,219,진양제약,-0.048
1666,20250107,464500,0.001,0.025,-0.013,0.013,166,16,299836,170744,118973,942,960,3980,0.074,0.108,0.04,3,37,518203,299864,218339,1278,1218,598,143000,4310,-0.00432019,-0.014761,-0.00780046,0,53,아이언디바이스,-0.00780046
1665,20250107,412350,0.005,0.028,-0.013,0.023,710,30,80332,48459,30431,385,398,4030,0.033,0.087,-0.002,13,38,86900,48957,37943,422,444,565,141330,4245,-0.000822144,-0.026735,-0.0243793,1,79,레이저쎌,-0.0243793
1664,20250107,396470,0.012,0.046,0.006,0.037,19,592,794219,362460,373929,2704,2881,8750,0.008,0.095,-0.014,8,37,945683,523237,422446,3488,3675,294,115800,9220,0.0402993,-0.0573145,-0.0421302,4,58,워트,-0.048
1661,20250107,130740,0.007,0.05,-0.031,-0.005,1,19,110679,65055,41318,245,328,2075,0.007,0.007,-0.053,0,3,40170,20492,12945,88,87,105,102330,2045,0.0175599,-0.01178,0.0102249,473,37,티피씨글로벌,0.0102249
1657,20250107,090150,0.024,0.3,0.018,0.3,320,5,5490172,2240782,3175163,4776,12069,1127,-0.07,-0.048,-0.108,22,42,1468503,1024516,443987,1164,1068,166,105400,1048,0.0209008,-0.0554351,-0.0535267,3,527,아이윈,-0.048
1655,20250107,069920,0,0.057,-0.006,0.031,4,651,58238,23426,29924,204,196,929,0.008,0.023,-0.037,0,36,15674,14134,1540,69,36,499,134030,930,0.00875269,-0.0159785,-0.002,0,24,엑시온그룹,-0.002
1650,20250107,001210,0.013,0.047,-0.001,0.03,0,26,443287,207505,224597,298,537,934,0.085,0.103,0.025,13,34,345826,201901,143925,306,387,197,110930,1003,0.0249192,-0.0149611,0.00398205,8,224,금호전기,0.00398205
1649,20250106,126640,0.016,0.036,0.001,0.023,155,9,46030,22201,22561,144,176,1289,0.14,0.186,0.099,2,8,1006931,597600,409331,1815,3897,175,105830,1487,0.00539744,-0.104892,-0.0806819,6,363,화신정공,-0.048
1645,20250106,065130,0.004,0.094,-0.013,0.051,313,46,152893,24005,128515,532,710,5720,0.037,0.066,-0.021,1,11,49440,17002,26771,88,168,583,142230,5920,-0.00706757,-0.0881486,-0.0881486,0,116,탑엔지니어링,-0.048
1644,20250106,060240,0,0.033,-0.012,0.021,193,12,64896,33662,29755,104,166,430,0.005,0.088,0.005,21,0,38233,5237,32996,75,116,197,110930,455,0.00459341,-0.0261758,-0.0217802,4,449,스타코링크,-0.0217802
1636,20250103,276040,-0.007,0.08,-0.007,0.08,26,0,29157,9439,16931,141,412,3245,0.015,0.079,0.006,19,26,27178,14145,12615,124,172,71,100630,3410,0.0273255,-0.00346628,0.00239883,50,1,스코넥,0.00239883
1635,20250103,210120,0,0.07,-0.097,0.046,593,41,57300,19100,33335,350,446,23800,0.048,0.092,0.01,4,35,22298,10252,12046,139,144,163,105230,25250,0.0158218,-0.150515,-0.146554,150,531,빅텐츠,-0.048
1632,20250103,101670,-0.001,-0.001,-0.087,-0.024,0,129,704274,402693,202953,1534,1148,1825,0.004,0.065,0.004,26,0,458506,216734,241772,606,882,312,120700,1902,-0.00357729,-0.0388034,-0.0193502,0,327,하이드로리튬,-0.0193502
1629,20250103,043220,-0,0.018,-0.021,0.005,0,217,450649,254996,193638,224,295,385,0.018,0.104,0.005,16,2,381365,132277,249088,141,252,617,143930,411,0.00043309,-0.0214647,-0.0165985,17,25,티에스넥스젠,-0.0165985
1627,20250103,006920,-0.02,-0.002,-0.02,-0.012,112,0,15524,6238,7656,71,253,2895,0,0.06,0,45,0,3039,13,3026,5,62,502,134200,3005,-0.000336106,-0.0369418,-0.00699168,20,109,모헨즈,-0.00699168
1620,20241230,115500,0.079,0.3,0.055,0.3,497,3,9450221,4952005,4415601,41117,40679,12610,0.11,0.168,0.094,36,9,4584233,2400000,2184233,30481,32845,94,101800,14380,0.0480695,-0.0186898,-0.00408623,212,550,케이씨에스,-0.00408623
1618,20241230,095190,-0.02,0.036,-0.02,0,9,0,145823,77052,63736,282,422,2250,0.118,0.124,0.022,0,38,547868,360345,181595,1148,667,62,100200,2445,0.0757096,-0.104249,-0.104249,75,612,이엠코리아,-0.048
1617,20241230,065570,0.006,0.3,-0.02,0.3,755,176,1222872,412265,473913,1232,1673,1990,-0.011,0.038,-0.055,0,27,341671,210768,130903,702,538,338,122000,1994,-0.00400602,-0.132391,-0.129382,0,281,삼영이엔씨,-0.048
1615,20241230,45014K,-0.053,0.299,-0.067,0.257,536,19,1545403,809110,624635,7993,8695,9200,-0.065,-0.054,-0.138,0,8,108289,75151,32328,600,384,238,113000,8410,0.0919358,-0.0329156,-0.0269703,17,454,코오롱모빌리티그룹우,-0.0269703
1613,20241230,034120,-0.084,-0.054,-0.148,-0.132,33,721,1104499,703753,331198,8889,9256,21700,0.014,0.018,-0.046,0,31,166295,103484,62811,616,670,355,122830,21600,0.023463,-0.0205185,0.023463,344,272,SBS,0.023463
1611,20241230,001210,0.002,0.216,0.002,0.109,17,0,2739394,1302039,1303252,4492,4868,897,-0.01,0.059,-0.02,25,1,300689,157032,143657,863,895,499,134030,924,0.0250563,-0.002,0.015316,77,20,금호전기,0.015316
1609,20241227,389470,0.003,0.144,0.002,0.112,728,1,1617697,737010,844469,12350,15618,19300,0.008,0.041,-0.021,8,48,247879,146062,101817,2062,1573,625,144330,19650,0.0132672,-0.002,0.00258015,22,3,인벤티지랩,0.00258015
1607,20241227,356680,0.019,0.049,-0.046,-0.029,143,599,2759381,1600349,1084822,10990,10571,9300,0.087,0.105,0.037,2,38,1684327,975499,708828,8167,7479,129,103530,10040,0.0298725,-0.0518008,-0.0328765,28,508,엑스게이트,-0.048
1606,20241227,330860,0.013,0.019,-0.021,-0.018,11,741,19586,13830,5534,291,284,10520,-0.006,0.055,-0.011,39,14,5502,3257,2245,64,447,81,101130,10840,-0.002,-0.0416679,-0.0324428,0,243,네패스아크,-0.0324428
1604,20241227,310210,0.006,0.055,-0.004,0.024,507,1,369883,174292,187068,3264,4719,84000,-0.002,0.016,-0.043,9,34,58978,39070,19908,682,577,86,101400,83500,-0.002,-0.0630778,-0.0499042,0,329,보로노이,-0.048
1603,20241227,250930,0,0.163,0,0.017,736,0,522041,230519,235777,429,621,411,0.036,0.068,0.007,11,14,90296,68298,21998,100,79,62,100200,430,0.0142791,-0.0438605,-0.0438605,67,637,예선테크,-0.0438605
1600,20241227,172670,0.023,0.054,-0.01,-0.01,184,760,516715,289594,209677,2232,2082,7890,0.113,0.215,0.087,17,9,1135812,601730,513769,5787,6229,101,102130,9210,0.0132009,-0.0508599,-0.00960043,466,226,에이엘티,-0.048
1598,20241227,158430,0.005,0.037,-0.006,0.016,315,103,823109,439230,319442,2428,2126,5540,0.052,0.076,0.005,1,33,1085773,698695,387078,4614,4880,142,104200,5820,0.022055,-0.0999381,-0.058701,323,186,아톤,-0.048
1597,20241227,123010,0.017,0.017,-0.044,-0.034,0,54,830377,485484,329714,1232,1393,965,0.15,0.174,0.056,1,30,1524027,926333,430661,1622,1798,119,103030,1089,0.0843177,-0.0662792,-0.0479137,147,540,아이윈플러스,-0.048
1596,20241227,115530,0,0,-0.049,-0.031,0,742,71612,42885,26453,68,70,412,0.002,0.019,-0.087,0,23,51448,41478,6437,41,32,358,123000,404,0.0400792,-0.0292277,0.0128515,336,327,씨엔플러스,0.0128515
1595,20241227,115500,0.015,0.029,-0.012,-0.002,143,609,700056,414740,244994,3117,2342,9700,0.142,0.176,0.098,1,30,1424921,835580,589341,7515,6615,101,102130,11130,0.130974,-0.000203055,0.130974,335,0,케이씨에스,0.12
1592,20241227,091440,0.036,0.036,-0.011,-0.01,0,659,28051,16813,9162,154,100,5000,0.064,0.142,0.046,13,2,95652,38584,53732,384,424,112,102700,5530,0.0667161,-0.047208,-0.00923327,425,208,한울소재과학,-0.00923327
1591,20241227,066310,0,0.062,-0.015,0.014,166,48,177046,85018,86357,836,1024,7500,0.068,0.147,0.051,32,3,288087,145370,142717,1540,1628,115,102830,8330,0.0196086,-0.0716279,-0.0440168,45,199,큐에스아이,-0.048
1590,20241227,060380,0.033,0.033,-0.009,-0.008,0,733,21537,14581,6001,79,44,1417,-0.039,0.041,-0.039,10,0,2620,20,2533,2,37,91,101630,1432,-0.002,-0.0313296,-0.029933,0,352,동양에스텍,-0.029933
1589,20241227,046970,0.011,0.028,-0.011,-0.009,143,615,709362,398753,283290,1278,1012,1312,0.066,0.085,0.022,4,31,930715,518519,412196,1156,1056,102,102200,1393,0.0518406,-0.0213826,0.0109218,346,224,우리로,0.0109218
1585,20241227,035510,-0.018,0.057,-0.039,-0.016,29,681,5690933,2974777,2209903,27848,26175,15060,0.082,0.088,0.013,14,50,1758668,1058467,700201,10656,9098,75,100830,15960,0.103263,-0.0546316,-0.0508722,243,563,신세계 I&C,-0.048
1583,20241226,398120,-0.001,0.122,-0.022,0.056,293,33,2326982,1177929,881403,6451,7218,4280,0.044,0.089,0.009,2,50,336320,199688,136632,1430,1262,247,113430,4530,0.0377351,-0.0483576,-0.002,272,48,에스지헬스케어,-0.048
1582,20241226,389500,-0.003,0.116,-0.008,0.078,252,9,126932,62509,62017,2071,2046,15550,0.038,0.086,0.016,15,35,54363,28601,25762,593,584,182,110200,16480,0.0174175,-0.0189903,-0.0141359,244,60,에스비비테크,-0.0141359
1581,20241226,348340,0.009,0.211,0,0.16,253,3,1928404,852244,1033531,15775,18334,26450,0.076,0.1,0.036,8,40,390623,222543,168080,4796,4155,279,115030,28450,0.00678735,-0.028362,-0.0107873,124,391,뉴로메카,-0.0107873
1580,20241226,321820,-0.062,-0.04,-0.155,-0.085,660,2,1031914,545128,407494,8797,7234,16590,0.034,0.036,-0.046,0,12,150877,92560,58317,1425,926,165,105330,16660,0.128852,-0.0206074,0.112046,450,22,아티스트유나이티드,0.12
1579,20241226,303030,0.01,0.299,0.01,0.299,21,0,12126680,7137362,4795161,12543,14945,1133,0.092,0.095,0.001,0,10,1342718,839007,449341,2331,2124,325,121330,1200,0.0913333,-0.0445,-0.0353333,273,127,지니틱스,-0.0353333
1578,20241226,301300,0,0.056,-0.025,-0.02,49,610,21075,13460,5306,142,124,3845,0.017,0.04,-0.022,3,26,8407,4875,3532,57,41,116,102900,3910,0.0197391,-0.0454783,-0.013509,104,503,바이브컴퍼니,-0.013509
1576,20241226,206560,-0.009,0.193,-0.07,0.177,663,10,7643940,3527389,3301540,25905,28597,10190,0.077,0.094,0.017,2,28,2107659,1245041,758966,11444,8754,275,114830,10850,-0.00292166,-0.0655945,-0.045318,202,368,덱스터,-0.048
1572,20241226,106080,0.008,0.02,-0.052,0.002,10,58,446962,264620,175130,908,739,2505,0.018,0.018,-0.056,0,46,66662,57771,8891,181,52,61,100130,2480,-0.002,-0.0826452,-0.0705484,0,575,하이소닉,-0.048
1571,20241226,056360,-0.004,0.178,-0.015,0.013,244,115,3562391,1903695,1537337,15083,15742,5530,0.052,0.099,0.033,16,4,304586,167608,136978,1029,1193,89,101530,5950,0.0753109,-0.0389748,-0.0137647,40,156,코위버,-0.0137647
1568,20241226,000230,0.02,0.3,0,0.103,101,65,867581,483578,333905,6111,6781,7360,0.06,0.063,-0.009,0,50,38211,26970,11241,318,194,426,130400,7630,0.12513,-0.0177274,0.0871219,116,65,일동홀딩스,0.12
1566,20241224,356680,0.041,0.083,-0.005,0.03,108,47,3824351,2124253,1542924,16057,16661,9330,-0.016,0.038,-0.023,36,4,525228,278828,246400,2092,2305,74,100800,9480,0.0307004,-0.0167679,0.00854852,116,426,엑스게이트,0.00854852
1565,20241224,354320,0.002,0.299,-0,0.299,668,613,1309639,593417,652214,9833,11667,30850,-0.021,-0.018,-0.097,0,19,248608,162291,86317,2039,2129,418,130000,29350,-0.002,-0.0565145,-0.0445894,3,276,알멕,-0.048
1562,20241224,244460,0.014,0.014,-0.172,-0.124,0,687,91550,59877,29387,523,408,5080,0.067,0.067,-0.014,0,24,3097,2345,725,32,13,107,102430,5270,0.0226679,-0.0532334,-0.0532334,8,592,올리패스,-0.048
1561,20241224,106080,-0.233,-0.215,-0.259,-0.259,33,717,2140243,964909,1003704,1784,2263,2500,0.02,0.02,-0.052,0,48,125568,82178,43390,213,149,191,110630,2485,0.0161087,-0.0281569,0.00604829,441,314,하이소닉,0.00604829
1560,20241224,062970,0.097,0.279,0.049,0.049,10,760,11091374,6027648,4628660,27840,29852,3200,-0.034,-0.003,-0.073,13,26,681887,452578,229309,1819,1886,64,100300,3105,0.0414783,-0.0760741,-0.0615813,108,591,한국첨단소재,-0.048
1559,20241224,052020,0.008,0.012,-0.055,-0.055,3,755,487022,299332,103204,888,518,7200,0.004,0.008,-0.061,1,50,115431,83381,32050,231,184,616,143900,7080,0.0304859,-0.002,0.000824859,29,0,에스티큐브,0.000824859
1558,20241224,049120,0.004,0.041,-0.006,-0.001,2,91,60884,27247,33044,67,85,993,0.072,0.097,0.015,0,33,38680,26633,12047,96,53,617,143930,1059,-0.00105571,-0.0227743,-0.0104986,0,32,파인디앤씨,-0.0104986
1554,20241223,476060,-0.056,0.272,-0.064,0.237,736,2,20293845,10497883,9252057,125288,135148,21400,-0.023,0.037,-0.054,18,45,1260512,650235,610277,7718,8323,142,104200,21450,0.018979,-0.0761259,-0.004331,42,368,온코닉테라퓨틱스,-0.048
1553,20241223,389470,0.018,0.191,0.003,0.145,186,57,2484724,1265366,1151935,18359,18178,17420,0.028,0.053,-0.016,2,50,243695,158128,85567,2144,1321,65,100330,17890,0.0320973,-0.0288306,0.018123,397,84,인벤티지랩,0.018123
1552,20241223,358570,0.003,0.009,-0.056,-0.054,6,759,539134,356171,168090,1832,2893,9220,-0.106,-0.059,-0.113,7,48,495491,258207,237284,1292,1207,319,121030,8500,0.0144706,-0.0278824,-0.00905882,202,152,지아이이노베이션,-0.00905882
1549,20241223,227100,0.018,0.299,-0,0.146,17,1,10408510,6088350,4111092,7648,15783,698,-0.079,-0.017,-0.095,5,0,193141,111127,82014,253,189,438,131000,666,-0.002,-0.0485465,-0.038036,0,225,퀀텀온,-0.048
1547,20241223,215790,0,0.011,-0.053,-0.053,13,634,176016,83536,69776,126,146,450,0.022,0.102,0.022,24,0,64529,26799,37730,116,169,271,114630,483,0.0249151,-0.0371967,0.0124928,6,69,이노인스트루먼트,0.0124928
1546,20241223,196300,0,0.078,-0.065,-0.048,15,694,243085,119330,116028,1302,2238,12800,0.027,0.045,-0.022,13,50,31460,22071,9389,212,195,86,101400,13060,0.0117825,-0.0333936,-0.0157825,1,240,애니젠,-0.0157825
