,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
3363,20250513,199800,0,0,-0.023,-0.005,0,12,8407,4833,3528,224,223,36800,-0.076,-0.075,-0.149,0,32,38289,24778,13511,746,586,212,111700,33000,0.00406061,-0.0338182,-0.0247273,0,485,툴젠,-0.0247273
3362,20250513,101000,0.006,0.048,-0.01,0.023,2,195,347517,178218,150518,470,527,2440,0.002,0.004,-0.074,1,28,197987,136067,61920,288,500,149,104530,2380,0.151361,-0.0293109,0.136655,538,141,KS인더스트리,0.12
3360,20250513,025750,0.133,0.3,0.12,0.3,148,11,14490343,5537756,8337196,8114,11394,941,-0.063,0.022,-0.065,19,0,3565053,1992592,1572461,2503,2442,210,111600,931,-0.00307411,-0.121227,-0.100818,0,389,한솔홈데코,-0.048
3358,20250513,004985,-0.009,0.127,-0.012,0.052,253,6,194421,92434,85721,1825,1967,14640,-0.029,-0.027,-0.094,2,34,41115,30357,10758,327,180,104,102300,13870,0.0253973,-0.0178616,-0.0142567,2,570,성신양회우,-0.0142567
3357,20250512,460870,-0.011,-0.008,-0.063,-0.042,1,88,995193,589537,348159,4385,3197,7000,-0.001,-0,-0.076,0,47,218978,155280,63698,817,414,186,110400,6800,0.00388235,-0.0343529,-0.0343529,296,513,에스엠씨지,-0.0343529
3356,20250512,448900,0.032,0.046,-0.01,0.017,7,142,1057617,567327,437824,8509,8063,17550,-0.021,-0.018,-0.074,1,49,112454,84338,28116,917,382,229,112530,16870,0.00333491,-0.0298601,-0.0120771,180,455,한국피아이엠,-0.0120771
3355,20250512,444530,0,0.02,-0.047,-0.046,21,525,473487,312616,138194,8387,12554,14140,0.009,0.01,-0.076,7,43,180156,122535,57621,1417,777,144,104300,13820,0.00306512,-0.0345615,-0.014301,4,448,심플랫폼,-0.014301
3353,20250512,389140,-0.022,0.104,-0.089,-0.02,53,708,6722684,3712815,2791525,33495,36091,26350,0.127,0.135,0.055,0,3,944891,562173,382718,5718,6181,397,124930,29100,0.0478282,-0.0621375,-0.0226186,90,277,포바이포,-0.048
3350,20250512,258610,0,0,-0.091,-0.091,0,760,92393,63869,26690,249,393,1741,0.062,0.062,-0.091,0,39,59224,26504,29456,103,184,159,105030,1745,-0.000853868,-0.0340917,-0.0220573,0,78,케일럼,-0.0220573
3349,20250512,257720,-0,0.057,-0.024,0.033,558,25,3084933,1421015,1629887,20284,27066,42650,0.028,0.034,-0.027,0,25,580979,324745,256234,4122,4197,66,100400,43150,0.0466674,-0.0970174,-0.0819537,45,819,실리콘투,-0.048
3341,20250512,101140,0.048,0.3,0.002,0.106,53,5,728399,429385,253061,7636,7385,14100,0.021,0.021,-0.043,0,21,14809,11246,3563,208,85,360,123100,14060,0.0150697,-0.00697866,0.00511238,178,31,인바이오젠,0.00511238
3340,20250512,089150,0.002,0.299,-0.009,0.107,700,22,8238297,4269082,3507236,12307,12198,2425,0.035,0.124,0.035,26,0,1425511,687431,703352,2822,2983,58,100000,2645,-0.00578072,-0.0832854,-0.0530397,4,440,케이씨티,-0.048
3337,20250512,019490,-0.009,-0.008,-0.045,-0.028,1,182,855923,545513,296162,622,464,727,0.007,0.059,-0.003,9,27,305538,180919,124619,231,230,140,104100,754,0.00595756,-0.0444403,-0.0417878,2,475,엑시큐어하이트론,-0.0417878
3336,20250512,016590,-0.018,0.018,-0.024,0.012,575,0,22741,11736,10293,220,210,7460,0.04,0.172,0.034,9,17,103725,44899,52749,1080,1496,172,105700,8350,0.0159641,-0.0403234,-0.0031976,350,206,신대양제지,-0.0031976
3335,20250512,058450,0.031,0.299,0.002,0.299,292,72,2794804,1451292,1178498,5378,8252,1216,0.036,0.102,-0.053,1,38,495365,286251,178338,1299,1447,273,114730,1267,0.0327277,-0.0911871,-0.0422526,5,154,한주에이알티,-0.048
3334,20250512,013360,0.002,0.002,-0.057,-0.044,0,487,881930,546202,314236,3024,1883,3175,0.039,0.039,-0.036,0,44,420611,277357,143254,2630,899,419,130030,3210,-0.00293458,-0.0440561,-0.0393832,0,184,일성건설,-0.0393832
3333,20250512,044180,0,0.001,-0.068,-0.065,0,706,517760,282503,223027,704,478,746,0.038,0.138,0.038,16,0,394318,174175,181345,365,361,139,104030,821,0.0223605,-0.0227065,0.00287211,114,23,KD,0.00287211
3329,20250512,021045,0.299,0.299,-0.158,-0.158,40,760,371208,1206,111,2,4,4060,-0.069,-0.069,-0.133,0,50,11994,0,0,0,0,59,100030,3680,0.0985435,-0.0183043,0.0985435,640,240,대호특수강우,0.0985435
3325,20250509,473980,0.007,0.03,-0.023,0.016,515,14,247536,115858,129472,3389,3650,28900,-0.002,0.017,-0.045,2,49,79154,52805,26349,716,517,93,101730,28750,0.00321739,-0.0402609,-0.00721739,0,520,노머스,-0.00721739
3323,20250509,355390,0.014,0.053,-0.054,-0.002,309,33,1333781,764484,547394,9704,8874,12090,0.014,0.059,-0.007,31,1,363261,171919,191342,1754,1969,536,135900,12510,0.229015,-0.0203853,0.11071,70,6,크라우드웍스,0.12
3322,20250509,247660,0,0.05,-0.018,0.038,299,42,32790,12211,18214,228,253,6250,0.003,0.051,-0.029,27,13,15709,9481,6228,94,95,58,100000,6390,-0.000435055,-0.058338,-0.0411236,0,6,나노씨엠에스,-0.048
3320,20250509,090080,0.062,0.247,0.058,0.187,159,1,42120073,20575539,19406477,33532,35836,1476,0.091,0.104,-0.007,1,44,6172514,3761259,2411255,5297,4677,70,100600,1566,0.134654,-0.0281814,0.0222656,254,618,평화산업,0.12
3318,20250509,063080,-0.005,0.022,-0.014,0.022,760,275,27125,10859,14786,477,429,20450,0.117,0.13,0.059,0,16,72638,49272,23366,988,624,63,100230,22550,0.0201729,-0.0663016,-0.0663016,49,1154,컴투스홀딩스,-0.048
3317,20250509,014160,0.067,0.169,0.023,0.061,159,55,52597596,27725497,22636791,35133,36266,1416,0.026,0.041,-0.033,2,44,4756262,3083133,1673129,3452,2529,70,100600,1435,0.0934704,-0.017331,0.00984669,252,618,대영포장,0.00984669
3313,20250509,024830,0.03,0.048,-0.014,0.026,2,59,233527,98110,118698,897,1050,7420,0.034,0.036,-0.023,0,47,33753,27141,6612,262,132,90,101600,7530,0.059089,-0.0139522,0.0391687,236,139,세원물산,0.0391687
3312,20250509,014970,-0.021,0.107,-0.07,-0.05,663,759,3126305,1646838,1187928,10361,10702,6910,0.156,0.179,0.042,2,9,1099994,630266,384898,5013,5572,196,110900,7790,0.15076,-0.031525,0.15076,39,7,삼륭물산,0.12
3311,20250509,002630,0.039,0.114,-0.019,0.013,95,5,45366046,24452002,20046042,44797,48068,1814,-0.028,0.036,-0.038,19,2,4076474,2230771,1845703,4009,4078,103,102230,1829,-0.002,-0.0708901,-0.053941,0,546,오리엔트바이오,-0.048
3309,20250509,000050,-0,0.299,-0,0.214,92,0,2696348,1620965,979895,12092,11329,8400,-0.041,0.024,-0.077,5,49,215403,124668,90735,1016,937,76,100900,8280,0.316841,-0.0164928,0.111527,436,3,경방,0.12
3308,20250508,461030,-0.025,0.006,-0.031,-0.006,221,37,76455,40149,33555,651,1158,8690,0.086,0.122,0.056,2,47,169873,104343,65530,1449,1528,355,122830,9540,0.0525073,-0.0806164,-0.0607002,126,200,아이엠비디엑스,-0.048
3303,20250508,096870,0,0.012,0,0.01,84,0,13848,10365,3011,35,30,2595,0.01,0.071,0.01,35,0,13256,3088,10168,43,90,67,100430,2720,-0.002,-0.0277353,-0.0277353,0,632,엘디티,-0.0277353
3302,20250508,090080,0.118,0.282,0.117,0.172,349,4,30774152,15386025,13802661,25185,26948,1243,0.148,0.167,0.072,0,42,4779808,2679132,1792094,4495,3238,81,101130,1406,0.0783698,-0.0190697,0.0477866,17,367,평화산업,0.0477866
3301,20250508,066980,0.007,0.3,0.007,0.3,54,0,7991410,4547094,2478795,6702,4705,1566,0.02,0.02,-0.038,0,10,2118394,1408836,709558,3523,3429,66,100400,1564,0.0235754,-0.0736113,-0.0601841,44,630,한성크린텍,-0.048
3299,20250508,060900,0,0.077,-0.029,0.055,688,119,232074,96245,133440,486,491,1363,-0.012,0.046,-0.013,33,0,22900,14693,7693,41,39,591,142630,1396,0.0180573,-0.0141777,0.0159083,11,32,DGP,0.0159083
3295,20250508,024830,0.045,0.102,-0.027,-0.019,12,536,453147,243670,196614,2035,2090,7230,0.033,0.047,-0.014,10,49,69366,28602,40764,267,227,98,102000,7410,0.00609717,-0.0168448,-0.000650472,488,554,세원물산,-0.000650472
3292,20250507,435570,-0.05,0.017,-0.074,-0.017,50,15,775314,376417,276901,5393,5309,20600,0.04,0.051,-0.024,1,40,207656,152559,52434,1782,1582,113,102730,21100,0.135441,-0.0280664,0.0998957,550,34,에르코스,0.12
3291,20250507,419080,0.001,0.024,0.001,0.001,9,0,6109,2780,3002,77,88,7810,0.082,0.082,-0.01,0,23,5470,3448,1910,68,32,587,142430,8180,0.133697,-0.0423423,-0.0423423,2,65,엔젯,0.12
3290,20250507,389140,-0.113,-0.017,-0.132,-0.055,143,7,2200301,1111357,907419,10018,11996,18740,0.008,0.039,-0.05,7,43,450438,303816,146622,2516,2453,329,121530,18840,0.290463,0.0123312,0.290463,198,0,포바이포,0.12
3289,20250507,376980,-0.034,-0.021,-0.099,-0.062,205,6,282773,170609,94952,1448,1200,7100,0.031,0.053,-0.01,3,49,88907,53856,35051,379,357,544,140300,7320,0.00346448,-0.025224,-0.00473224,0,72,원티드랩,-0.00473224
3284,20250507,308100,-0.212,0.124,-0.225,-0.095,209,6,10293028,5287071,4524779,23597,25206,6120,0.057,0.057,-0.033,0,50,250127,186473,63654,700,537,317,120930,6270,0.163869,0.00597448,0.0873142,274,0,형지글로벌,0.12
3283,20250507,290720,0,0.138,-0.017,0.019,68,13,47474,21396,23408,265,303,2100,0,0.067,-0.019,26,1,6872,3864,3008,58,62,98,102000,2175,-0.0249885,-0.0456782,-0.0364828,592,0,푸드나무,-0.0364828
3282,20250507,33637L,0.028,0.028,-0.033,-0.014,0,728,34133,26296,6529,269,196,4350,0.047,0.092,0.017,1,50,31831,19886,11945,150,126,197,110930,4625,-0.00308108,-0.0765946,-0.0657838,2,350,솔루스첨단소재2우B,-0.048
3280,20250507,215790,0,0.013,-0.019,-0.015,40,8,42305,15505,20768,73,91,463,0.004,0.026,-0.05,10,6,30840,25183,4348,50,12,92,101700,462,0.0131515,-0.00849351,-0.0041645,123,0,이노인스트루먼트,-0.0041645
3278,20250507,208640,0,0.034,-0.021,-0.014,1,557,465914,295820,156405,341,484,287,-0.028,-0.024,-0.084,6,28,431443,281234,150209,112,134,243,113230,274,0.0308467,-0.00564964,0.00164964,142,7,썸에이지,0.00164964
3277,20250507,159580,-0.033,0.016,-0.051,-0.02,47,3,394983,203747,121390,1063,1347,5940,0.005,0.007,-0.052,3,49,198271,148419,49852,560,485,254,113800,5860,0.0730853,-0.0105324,0.0287167,209,7,제로투세븐,0.0287167
3274,20250507,088340,-0.078,0,-0.126,-0.045,191,3,382515,194591,160734,3064,3056,20350,0.054,0.076,-0.012,1,46,126836,77276,49560,958,698,282,115200,21250,0.193294,-0.0302353,0.148588,95,34,유라클,0.12
3272,20250507,025750,0.02,0.037,-0.022,-0.02,16,758,1375466,944744,392978,897,1028,721,0.058,0.089,0.011,3,42,1383267,749561,633706,674,610,196,110900,764,0.0176335,-0.0609005,-0.0438848,92,263,한솔홈데코,-0.048
3271,20250507,065500,-0.198,-0.03,-0.216,-0.154,206,6,17279663,8929866,7723048,44176,49619,9860,0.048,0.093,0.028,3,48,1474686,825282,649404,4250,4811,312,120700,10540,0.179214,-0.00294877,0.162137,381,0,오리엔트정공,0.12
3268,20250507,063170,-0.12,-0.067,-0.131,-0.094,208,7,1829681,1011557,711176,6854,6576,8030,0.102,0.106,0.035,0,50,897209,634006,263203,4566,3408,325,121330,8670,0.0798916,-0.0250681,0.0648973,391,123,서울옥션,0.0648973
3267,20250507,010770,0.055,0.191,-0.193,-0.18,16,741,5854653,3373934,2091277,13837,12678,4510,0.248,0.299,0.22,1,9,2057850,1113697,944153,4281,4900,81,101130,5730,0.0206876,-0.0316684,0.0206876,36,498,평화홀딩스,0.0192757
3265,20250507,042940,-0.208,-0.002,-0.252,-0.153,184,5,5056243,2631421,2154351,33418,35763,26250,0.2,0.229,0.118,3,15,871066,497593,373473,7041,7456,315,120830,31150,0.092703,-0.00521027,0.092703,14,3,상지건설,0.0912921
3264,20250507,036630,0.153,0.299,0.105,0.105,14,24,5179051,2541424,2309097,22084,27899,3785,-0.037,-0.036,-0.139,0,10,358654,174084,166599,890,995,128,103500,3500,0.286571,0.000857143,0.088,16,0,세종텔레콤,0.12
3263,20250507,031310,0.099,0.298,0.007,0.057,38,721,20294564,11652080,8143582,33549,30886,2125,0.049,0.056,-0.007,0,29,761695,549201,212494,982,865,128,103500,2195,0.020779,-0.0817267,-0.0612255,19,480,아이즈비전,-0.048
3261,20250507,021320,-0.014,0.018,-0.021,-0.01,22,104,5858,2668,2489,128,446,4315,-0.014,0.029,-0.034,36,32,10535,7359,2962,63,87,139,104030,4340,-0.00660829,-0.0204332,-0.018129,86,192,KCC건설,-0.018129
3260,20250507,021045,-0.232,-0.147,-0.232,-0.19,240,0,177281,0,1310,0,6,3800,-0.025,-0.025,-0.091,0,50,16894,0,0,0,0,419,130030,3610,0.0423213,-0.0186205,0.0257008,180,120,대호특수강우,0.0257008
3259,20250507,021040,-0.119,-0.099,-0.211,-0.199,195,696,2447434,1519440,789162,3108,2803,1482,-0.013,-0.005,-0.088,0,35,280065,195496,84569,335,219,466,132400,1427,0.199822,-0.026527,0.0975095,105,70,대호특수강,0.12
3258,20250507,002630,-0.204,-0.058,-0.21,-0.163,206,5,23021731,12272765,9596563,18524,18902,1377,0.059,0.117,0.046,3,50,2616360,1399107,1217253,2694,2974,312,120700,1501,0.190538,0.00066489,0.190538,362,0,오리엔트바이오,0.12
3257,20250507,011080,-0.155,0.231,-0.162,0.183,205,5,69518802,33531896,32568264,62794,74891,2325,0.071,0.073,-0.037,0,50,4206739,2905324,1301415,4034,3275,316,120900,2400,0.1855,-0.00408333,0.102167,240,0,형지I&C,0.12
3256,20250507,000890,0.019,0.085,0.006,0.049,266,2,1227383,516231,653768,710,1064,494,0.059,0.113,0.049,19,30,2906212,1518754,1387458,2894,2983,135,103830,539,0.0406716,-0.161555,-0.124449,30,330,보해양조,-0.048
3255,20250507,000545,-0.189,-0.091,-0.214,-0.158,208,6,381003,222602,137751,2216,2151,9090,0.077,0.079,-0.004,0,34,31780,20448,11332,233,139,322,121200,9530,0.129165,-0.0744029,0.0473179,253,3,흥국화재우,-0.048
3253,20250502,457550,0.025,0.045,-0.006,0.017,48,387,317029,168187,139242,3397,2763,19860,-0.006,-0.006,-0.066,0,39,178790,120668,58122,1522,1170,300,120100,19290,-0.00977605,-0.0455459,-0.0455459,0,919,우진엔텍,-0.0455459
3251,20250502,308100,0.085,0.3,0.071,0.3,752,0,6863152,3323015,3282840,15219,18704,6760,-0.151,-0.033,-0.198,23,4,2063791,1024805,940061,4002,4717,110,102600,6110,0.233679,-0.0330966,-0.000363339,33,572,형지글로벌,0.12
3250,20250502,289010,-0.044,-0.041,-0.222,-0.175,0,712,4487642,2521935,1601798,7211,8571,5090,0.299,0.299,0.202,2,4,3604753,2397943,1206810,5645,5809,61,100130,6430,0.00422084,-0.11553,-0.0439907,1,432,아이스크림에듀,-0.048
3247,20250502,148250,0,0.031,-0.074,-0.067,18,542,66556,47054,18533,402,374,7420,0.042,0.042,-0.028,0,49,4889,3761,1128,62,45,92,101700,7540,0.00197878,-0.0470928,-0.0351565,68,546,알엔투테크놀로지,-0.0351565
3246,20250502,138360,-0.005,0.135,-0.023,0.024,705,3,2868191,1463979,1226847,3016,3165,854,-0.078,-0.026,-0.083,27,2,151435,83020,68415,195,170,115,102830,814,0.012742,-0.0474545,-0.031484,9,576,협진,-0.031484
3244,20250502,121850,0.004,0.095,0.004,0.054,18,0,722564,337447,370711,1432,1742,1425,-0.124,-0.053,-0.128,19,0,147745,81768,62861,427,287,113,102730,1309,0.0125149,-0.0203346,-0.0142231,4,482,코이즈,-0.0142231
3242,20250502,093240,0.058,0.276,0.041,0.276,757,0,16226390,7558265,7882887,20493,24918,2655,-0.139,-0.081,-0.17,28,4,3733969,1929550,1734683,3374,3652,107,102430,2350,0.204383,-0.014766,0.0192766,37,2,형지엘리트,0.12
3237,20250502,043100,0.001,0.147,-0.011,-0.009,10,269,932815,528088,381088,3792,3734,1883,-0.033,-0.033,-0.092,0,2,101408,44083,35232,164,193,390,124600,1779,0.108736,0.00586959,0.082317,233,0,알파녹스,0.082317
3236,20250502,042940,0.069,0.3,0.031,0.3,702,121,5342841,2446805,2545925,32024,38535,31000,-0.185,-0.139,-0.2,24,3,983027,533176,449851,6362,6863,101,102130,26000,0.174923,-0.00969231,0.00761538,25,0,상지건설,0.12
3234,20250502,020710,0.001,0.01,-0.153,-0.131,1,717,4073553,2370211,1350150,8768,8437,7830,0.257,0.258,0.162,0,4,3877441,2174881,1702560,9477,9780,61,100130,9570,0.00740439,-0.116943,-0.0835047,1,473,시공테크,-0.048
3233,20250502,002995,0.246,0.299,0.246,0.299,60,0,27129,0,0,0,0,18660,0,0,-0.132,0,50,9010,0,0,0,0,419,130030,17700,0.0471525,-0.0584972,-0.0545424,0,239,금호건설우,-0.048
3230,20250430,355390,0.012,0.097,-0.036,0.082,740,75,1240375,599737,588140,5971,6545,11310,-0.035,-0.004,-0.067,26,1,189904,118474,71430,842,920,241,113130,11000,0.0534545,-0.00927273,0.0452727,432,9,크라우드웍스,0.0452727
3228,20250430,347860,0.094,0.286,0.054,0.106,184,1,15989856,8388727,7409405,25287,27681,1845,0.002,0.036,-0.024,20,50,402188,263573,138615,984,685,83,101230,1870,0.00976471,-0.0394332,-0.0388984,15,549,알체라,-0.0388984
3226,20250430,088340,0.138,0.197,0.051,0.077,33,136,1468969,762645,635105,12956,12855,21000,-0.012,0.05,-0.014,10,0,82783,45272,37511,625,651,162,105200,21550,0.0328028,-0.0507239,-0.0136009,182,293,유라클,-0.048
3225,20250430,076610,0.024,0.024,-0.031,0.017,0,273,196591,119061,59771,319,244,729,0.069,0.119,0.016,10,33,268496,108484,137004,306,410,115,102830,788,0.0931777,-0.0261117,0.0551066,436,323,해성옵틱스,0.0551066
3224,20250430,065770,0,0.01,-0.02,-0.016,387,15,156041,82221,70079,360,362,1671,0.05,0.107,0.02,8,0,209967,114970,94997,456,524,261,114130,1795,0.0208412,-0.0270696,-0.00589972,58,173,CS,-0.00589972
3223,20250430,064090,0.084,0.105,-0.003,0.058,187,207,303158,162805,135375,997,1152,3925,0.052,0.118,0.042,2,47,166023,42218,123805,258,459,258,114000,4275,0.0459532,-0.00550877,0.0155439,110,17,인크레더블버즈,0.0155439
3221,20250430,043260,-0,0.052,-0.022,0.002,400,16,1984095,1080766,867430,2621,2794,1206,0.02,0.113,0.016,42,3,3288913,1475679,1813234,2628,4231,103,102230,1297,-0.00277101,-0.0451766,-0.0366955,0,251,성호전자,-0.0366955
3220,20250430,042940,0.042,0.08,-0.048,0.004,2,38,1036580,546723,420607,7724,8149,23850,0.132,0.132,0.054,0,1,602712,348040,254672,5080,5359,258,114000,26300,0.176707,0.00180228,0.176707,386,1,상지건설,0.12
3217,20250430,001525,0.089,0.299,0.089,0.299,120,0,75181,0,0,0,0,5520,-0.094,-0.094,-0.158,0,50,15962,0,0,0,0,59,100030,4865,0.231299,-0.0461932,0.101803,360,180,동양우,0.12
3215,20250429,462860,-0.023,0.299,-0.047,0.26,583,7,31362772,14966431,15232194,56755,65708,3875,-0.071,-0.054,-0.108,1,24,1234508,865304,369204,2613,2291,287,115430,3585,0.381543,-0.0131576,0.315992,390,0,더즌,0.12
3214,20250429,446540,0.011,0.083,-0.06,-0.057,222,278,7606996,4321695,3081584,18888,18917,4165,0.014,0.042,-0.023,17,49,748420,456035,292385,1697,1725,274,114800,4240,0.00743396,-0.0338396,-0.00907547,51,383,메가터치,-0.00907547
3212,20250429,389140,0.063,0.063,-0.074,-0.06,0,152,3343559,2025612,1143427,14862,13122,20200,0.005,0.015,-0.082,0,46,633333,388999,244334,2659,2474,61,100130,19750,0.0866076,-0.0156709,0.0015443,407,25,포바이포,0.0015443
3211,20250429,369370,0,0.008,-0.051,-0.051,2,760,67749,50568,13376,139,145,1421,0.029,0.068,0.007,4,18,3866,2596,1270,28,19,146,104400,1486,0.00405653,-0.0390121,0.00136474,0,202,블리츠웨이엔터테인먼,0.00136474
3210,20250429,347860,0.001,0.036,-0.026,-0.021,62,653,266499,180387,79108,669,482,1668,0.18,0.192,0.098,0,50,2993927,1732742,1187842,5044,4489,79,101030,1929,0.102199,-0.0496931,-0.0455459,121,618,알체라,-0.048
3208,20250429,317770,0.011,0.04,-0.01,0.009,326,3,2096926,1107103,871572,4055,4636,4460,0.002,0.011,-0.048,5,29,368948,248826,120122,749,592,107,102430,4410,0.0705624,-0.00426757,0.0705624,592,7,엑스페릭스,0.0705624
3207,20250429,232830,0.07,0.084,0,0.048,1,3,243593,126867,99811,437,438,2315,0.071,0.123,0.009,14,23,382349,180557,201792,662,916,103,102230,2500,0.048,-0.068,-0.068,154,596,시큐센,-0.048
3203,20250429,070590,0.218,0.298,0.13,0.298,6,57,5074737,2571935,2347371,6871,8164,2655,0.045,0.119,0.015,14,1,1234288,702440,531848,2455,2233,176,105900,2865,-0.002,-0.097986,-0.0683176,0,423,한솔인티큐브,-0.048
3202,20250429,067160,0.006,0.056,0.001,0.032,121,1,156834,75426,79043,3216,3925,84100,0.021,0.033,-0.051,11,23,88679,44783,43896,1858,1394,316,120900,84200,0.00750119,-0.0210024,0.00275059,316,172,SOOP,0.00275059
3201,20250429,066430,-0,0.093,-0.031,0.085,638,3,981445,410185,563087,931,1544,1633,0.037,0.046,-0.045,0,49,270930,200162,70768,370,299,113,102730,1651,0.000422774,-0.0268334,-0.0219879,0,251,와이오엠,-0.0219879
3199,20250429,013360,0.026,0.041,-0.062,-0.05,1,60,711241,461919,222894,1562,1373,3150,-0.005,-0.005,-0.064,0,27,308819,188077,120742,619,472,93,101730,3065,-0.00526264,-0.0362577,-0.0297325,0,276,일성건설,-0.0297325
3198,20250429,010770,-0.001,0.006,-0.095,-0.055,331,4,1784741,973750,746326,5194,5318,6590,0.067,0.084,-0.026,6,20,647172,347741,299431,2080,1975,58,100000,6870,0.152294,-0.166483,-0.166483,540,641,평화홀딩스,0.12
3197,20250429,008600,-0.006,0.005,-0.139,-0.126,8,712,1880200,1193027,614673,1670,1709,640,0.012,0.083,-0.002,36,16,367573,160401,207172,252,329,85,101330,673,0.1243,-0.0242883,0.0559495,391,140,윌비스,0.12
3195,20250429,039240,-0.039,-0.019,-0.26,-0.246,0,756,11204588,6346617,4412805,16092,20388,4790,0.004,0.005,-0.07,1,21,1535771,908999,626772,2907,2542,399,125030,4680,0.0289829,-0.28512,-0.28512,1,224,경남스틸,-0.048
3191,20250429,009620,-0.022,0.015,-0.056,-0.048,483,149,257073,145149,105925,535,476,2785,0.002,0.002,-0.066,0,12,54645,35384,16280,116,95,462,132200,2720,0.124838,-0.0148676,0.0623382,213,136,삼보산업,0.12
3190,20250429,002070,-0.08,-0.077,-0.17,-0.159,0,6,1605201,953286,570166,1655,1343,815,0.004,0.01,-0.049,1,23,317511,241860,75651,479,238,515,134830,806,0.0104069,-0.00324069,0.00668486,180,16,비비안,0.00668486
3189,20250429,001210,0,0.055,-0.064,-0.064,6,759,656859,517790,127200,690,578,1127,-0,-0,-0.132,0,22,502113,187108,210572,362,430,425,130330,1069,0.0644172,-0.00854818,0.0531918,217,20,금호전기,0.0531918
3187,20250428,465480,0.002,0.014,-0.017,-0.01,6,721,185522,120228,58078,1066,933,7940,0.096,0.149,0.077,18,41,756012,349484,406528,3664,4097,184,110300,8910,0.0731964,-0.039037,0.0731964,515,276,인스피언,0.0731964
3186,20250428,460870,-0.001,0.015,-0.054,-0.015,207,64,2003588,1106823,797541,6679,7084,6990,-0.037,-0.034,-0.092,0,50,470012,330006,140006,1204,814,115,102830,6610,-0.000487141,-0.0488986,-0.0398215,12,496,에스엠씨지,-0.048
3184,20250428,348030,0,0.031,-0.03,0.019,86,460,16307,4667,11535,57,82,4910,0,0.018,-0.043,23,34,8545,7031,1514,44,31,305,120330,4885,0.00414125,-0.0112119,0.00107062,0,268,모비릭스,0.00107062
3183,20250428,347700,0.055,0.184,-0.058,0.028,25,556,1556715,888537,602542,12177,5241,9600,-0.01,0.021,-0.04,7,50,71056,37568,33488,216,83,271,114630,9590,0.0303253,-0.0218123,0.0251116,422,21,스피어,0.0251116
3178,20250428,247660,0,0.136,-0.022,0.046,408,1,240929,113833,116706,1334,2029,6100,0.079,0.131,0.056,5,22,78123,41356,27667,480,372,604,143300,6730,0.00542942,-0.0450906,-0.0361753,36,67,나노씨엠에스,-0.0361753
3176,20250428,184230,-0.013,-0.002,-0.034,-0.008,618,2,89805,55152,33179,275,187,467,0.026,0.079,-0.009,16,44,262100,143869,118231,426,162,437,130930,489,0.0368548,-0.0408548,-0.0326748,184,2,SGA솔루션즈,-0.0326748
3175,20250428,158430,0.004,0.016,-0.005,0.009,520,39,412203,187950,184940,1749,3116,5680,0.127,0.18,0.1,14,3,4305297,1970004,2335293,9117,11766,390,124600,6540,0.0117615,-0.0356391,-0.0157615,99,252,아톤,-0.0157615
3170,20250428,078860,0,0.203,-0.016,0.114,681,21,733674,263002,421934,844,1362,1710,0.065,0.111,0.027,1,33,318322,124458,193864,323,334,105,102330,1845,0.00179404,-0.0356043,-0.0318103,4,281,엔에스이엔엠,-0.0318103
3167,20250428,065440,0.003,0.076,-0.007,0.039,415,294,592835,284689,305195,1291,1267,1558,0.102,0.22,0.037,31,2,5952867,2834577,3039587,6809,9961,278,115000,1789,0.0661945,-0.0573382,-0.0109435,351,71,이루온,-0.048
3166,20250428,060900,0.018,0.076,0.002,0.042,298,2,306911,135898,162958,645,938,1308,0.005,0.097,0.005,16,0,186513,96348,90165,687,1051,91,101630,1389,0.0138387,-0.0192786,-0.0070396,464,56,DGP,-0.0070396
3164,20250428,031310,0.004,0.07,0.004,0.045,661,0,186228,64645,116833,294,566,1648,0.131,0.152,0.075,3,21,386109,229718,156391,863,599,209,111530,1851,0.129821,-0.00956348,0.0974057,373,11,아이즈비전,0.12
3163,20250425,438700,-0.001,0.299,-0.068,0.299,21,0,6000852,3082878,2567711,14571,12981,5800,-0.024,-0.014,-0.159,2,21,1447067,856014,519515,3249,3244,88,101500,5400,0.00911111,-0.183481,-0.17237,0,603,버넥트,-0.048
3162,20250425,424980,0.014,0.11,0.012,0.026,163,0,216349,118026,92427,1318,1534,6720,0.161,0.28,0.161,6,0,510824,273618,229521,3290,3237,554,140800,8300,0.0498072,-0.028506,0.0498072,89,36,마이크로투나노,0.0484819
3160,20250425,383310,0.02,0.031,-0.006,0.009,14,171,86788,50614,33640,1415,1388,27200,0.033,0.129,0.031,16,0,214265,109803,101597,2248,2245,420,130100,29700,0.0165185,-0.018835,-0.002,121,276,에코프로에이치엔,-0.002
3159,20250425,382480,0.008,0.255,-0.035,0.049,628,564,16403493,8244239,7426840,21287,23374,2550,0.02,0.084,0,14,7,2185640,1139706,1045934,2803,2937,203,111230,2685,0.00731099,-0.0466927,-0.0392439,18,221,지아이텍,-0.0392439
