,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
8977,2025-02-21,252670,0.0,124100,2120,0.0,0.24,-0.24,0.0,398,386,3358780,1888653,814,372,0.5,0.586,441,124100,2125,0.00236,497,130900,2130,0.00472,559,134000,2130,0.00472,559,134000,2130,0.00472,559,134000,2130,0.00472
8976,2025-02-21,252670,0.0,123100,2120,0.24,0.47,-0.24,0.0,365,386,3515186,1811620,874,375,0.433,0.561,422,123130,2125,0.00236,497,130900,2130,0.00472,539,133000,2130,0.00472,539,133000,2130,0.00472,539,133000,2130,0.00472
8975,2025-02-21,252670,0.0,122100,2125,0.47,0.47,-0.24,0.24,340,386,3592777,1551998,827,368,0.467,0.632,497,130900,2130,0.00235,519,132000,2130,0.00235,519,132000,2130,0.00235,519,132000,2130,0.00235,519,132000,2130,0.00235
8974,2025-02-21,252670,0.0,121100,2120,0.71,0.71,0.0,0.0,320,349,3112517,918451,934,257,0.458,0.536,382,121130,2125,0.00236,497,130900,2130,0.00472,499,131000,2120,0.0,499,131000,2120,0.0,499,131000,2120,0.0
8973,2025-02-21,252670,0.0,120100,2125,0.71,0.71,0.0,0.47,300,349,5413866,1375074,903,248,0.491,0.481,364,120230,2130,0.00235,479,130000,2125,0.0,479,130000,2125,0.0,479,130000,2125,0.0,479,130000,2125,0.0
8972,2025-02-21,252670,0.0,115100,2125,0.71,0.94,0.24,0.24,289,328,4899390,1813548,871,272,0.439,0.415,342,115130,2130,0.00235,459,125000,2120,-0.00235,459,125000,2120,-0.00235,459,125000,2120,-0.00235,459,125000,2120,-0.00235
8971,2025-02-21,252670,0.0,114100,2135,0.71,0.94,0.47,0.71,289,262,3469957,1550600,339,217,0.491,0.481,439,124000,2120,-0.00703,439,124000,2120,-0.00703,439,124000,2120,-0.00703,439,124000,2120,-0.00703,439,124000,2120,-0.00703
8970,2025-02-21,252670,0.0,113100,2135,0.71,0.94,0.47,0.71,289,241,1120156,1803827,388,422,0.542,0.537,312,113630,2140,0.00234,419,123000,2120,-0.00703,419,123000,2120,-0.00703,419,123000,2120,-0.00703,419,123000,2120,-0.00703
8969,2025-02-21,252670,0.0,112100,2135,0.47,0.71,0.47,0.47,221,220,1694495,1636965,494,359,0.559,0.464,287,112400,2140,0.00234,399,122000,2125,-0.00468,399,122000,2125,-0.00468,399,122000,2125,-0.00468,399,122000,2125,-0.00468
8968,2025-02-21,252670,0.0,111100,2135,0.24,0.71,0.24,0.71,209,200,3273562,2813179,615,496,0.517,0.418,287,112400,2140,0.00234,379,121000,2120,-0.00703,379,121000,2120,-0.00703,379,121000,2120,-0.00703,379,121000,2120,-0.00703
8967,2025-02-21,252670,0.0,110100,2130,0.94,0.94,0.24,0.71,180,200,4082145,1976228,804,323,0.483,0.404,243,110200,2135,0.00235,253,110700,2140,0.00469,359,120000,2130,0.0,359,120000,2130,0.0,359,120000,2130,0.0
8966,2025-02-21,252670,0.0,105100,2135,0.71,1.18,0.24,0.47,164,200,4749025,2842011,789,689,0.533,0.491,253,110700,2140,0.00234,339,115000,2125,-0.00468,339,115000,2125,-0.00468,339,115000,2125,-0.00468,339,115000,2125,-0.00468
8965,2025-02-21,252670,0.0,104100,2130,0.71,1.18,0.47,0.71,164,193,4937942,2170752,690,594,0.525,0.439,209,104500,2135,0.00235,253,110700,2140,0.00469,319,114000,2135,0.00235,319,114000,2135,0.00235,319,114000,2135,0.00235
8964,2025-02-21,252670,0.0,103100,2140,0.24,1.18,0.24,0.94,164,120,4946091,3341573,565,825,0.508,0.429,299,113000,2135,-0.00234,299,113000,2135,-0.00234,299,113000,2135,-0.00234,299,113000,2135,-0.00234,299,113000,2135,-0.00234
8963,2025-02-21,252670,0.0,102100,2135,0.47,0.94,0.24,0.71,138,104,8275365,5412017,1067,834,0.492,0.518,162,102130,2140,0.00234,164,102230,2145,0.00468,279,112000,2130,-0.00234,279,112000,2130,-0.00234,279,112000,2130,-0.00234
8962,2025-02-21,252670,0.0,101100,2140,0.94,1.18,0.24,0.71,83,104,11961703,12557197,1812,2244,0.567,0.621,164,102230,2145,0.00234,259,111000,2135,-0.00234,259,111000,2135,-0.00234,259,111000,2135,-0.00234,259,111000,2135,-0.00234
8961,2025-02-21,252670,0.0,100100,2125,0.47,1.18,0.24,0.47,83,104,14908682,17539885,1929,2672,0.533,0.579,121,100100,2130,0.00235,123,100200,2135,0.00471,136,100830,2140,0.00706,164,102230,2145,0.00941,239,110000,2135,0.00471
8960,2025-02-21,252670,0.0,95100,2125,0.47,1.18,0.24,0.47,83,45,11096241,16364931,1559,2760,0.467,0.527,101,95100,2130,0.00235,101,95100,2135,0.00471,136,100830,2140,0.00706,164,102230,2145,0.00941,219,105000,2130,0.00235
8959,2025-02-21,252670,0.0,94100,2145,0.24,0.94,0.24,0.94,75,20,6776367,18255852,773,2236,0.533,0.625,85,94300,2150,0.00233,199,104000,2135,-0.00466,199,104000,2135,-0.00466,199,104000,2135,-0.00466,199,104000,2135,-0.00466
8958,2025-02-21,252670,0.0,93100,2130,0.0,0.71,0.0,0.47,41,0,7138584,21971512,995,2705,0.567,0.759,61,93100,2135,0.00235,75,93800,2140,0.00469,81,94100,2145,0.00704,85,94300,2150,0.00939,179,103000,2140,0.00469
8957,2025-02-20,252670,0.48,142100,2120,1.2,1.67,0.96,1.67,632,586,594121,4417951,158,1810,0.717,0.897,641,142100,2125,0.00236,737,150900,2130,0.00472,759,152000,2125,0.00236,759,152000,2125,0.00236,759,152000,2125,0.00236
8956,2025-02-20,252670,0.48,141100,2120,1.2,1.44,0.96,1.2,566,575,1110224,1886542,224,748,0.7,0.828,631,141600,2125,0.00236,737,150900,2130,0.00472,739,151000,2130,0.00472,739,151000,2130,0.00472,739,151000,2130,0.00472
8955,2025-02-20,252670,0.48,140100,2115,1.2,1.44,0.96,1.2,548,575,2391860,2606208,433,543,0.633,0.733,615,140800,2120,0.00236,631,141600,2125,0.00473,719,150000,2120,0.00236,719,150000,2120,0.00236,719,150000,2120,0.00236
8954,2025-02-20,252670,0.48,135100,2115,1.2,1.44,0.96,1.2,548,523,2336379,5123461,372,848,0.672,0.754,582,135130,2120,0.00236,631,141600,2125,0.00473,699,145000,2120,0.00236,699,145000,2120,0.00236,699,145000,2120,0.00236
8953,2025-02-20,252670,0.48,134100,2115,1.2,1.44,0.96,1.2,548,501,2098141,4472643,365,795,0.638,0.789,565,134300,2120,0.00236,631,141600,2125,0.00473,679,144000,2125,0.00473,679,144000,2125,0.00473,679,144000,2125,0.00473
8952,2025-02-20,252670,0.48,133100,2115,1.2,1.2,0.96,1.2,480,481,926013,3603530,204,592,0.655,0.774,548,133430,2120,0.00236,631,141600,2125,0.00473,659,143000,2120,0.00236,659,143000,2120,0.00236,659,143000,2120,0.00236
8951,2025-02-20,252670,0.48,132100,2115,0.96,1.2,0.96,1.2,473,460,813477,1078061,231,297,0.667,0.786,548,133430,2120,0.00236,631,141600,2125,0.00473,639,142000,2125,0.00473,639,142000,2125,0.00473,639,142000,2125,0.00473
8950,2025-02-20,252670,0.48,131100,2110,0.96,1.2,0.72,0.96,456,441,493302,1867190,190,460,0.65,0.698,505,131300,2115,0.00237,548,133430,2120,0.00474,619,141000,2115,0.00237,619,141000,2115,0.00237,619,141000,2115,0.00237
8949,2025-02-20,252670,0.48,130100,2110,0.96,1.2,0.72,1.2,456,424,809339,2159660,163,494,0.593,0.736,485,130300,2115,0.00237,548,133430,2120,0.00474,599,140000,2115,0.00237,599,140000,2115,0.00237,599,140000,2115,0.00237
8948,2025-02-20,252670,0.48,125100,2110,0.96,1.2,0.48,0.96,456,408,1661703,1990063,342,474,0.542,0.673,473,125700,2115,0.00237,548,133430,2120,0.00474,579,135000,2115,0.00237,579,135000,2115,0.00237,579,135000,2115,0.00237
8947,2025-02-20,252670,0.48,124100,2105,0.96,0.96,0.48,0.72,380,408,1624667,1145405,280,277,0.586,0.774,441,124100,2110,0.00238,456,124830,2115,0.00475,548,133430,2120,0.00713,559,134000,2115,0.00475,559,134000,2115,0.00475
8946,2025-02-20,252670,0.48,123100,2110,0.96,0.96,0.48,0.72,360,408,1090716,613095,265,221,0.69,0.796,456,124830,2115,0.00237,539,133000,2115,0.00237,539,133000,2115,0.00237,539,133000,2115,0.00237,539,133000,2115,0.00237
8945,2025-02-20,252670,0.48,122100,2105,1.2,1.2,0.48,0.96,340,358,2250503,353796,824,147,0.632,0.725,401,122100,2110,0.00238,456,124830,2115,0.00475,519,132000,2115,0.00475,519,132000,2115,0.00475,519,132000,2115,0.00475
8944,2025-02-20,252670,0.48,121100,2110,0.96,1.2,0.48,0.96,332,358,2498282,887753,858,327,0.638,0.731,456,124830,2115,0.00237,499,131000,2110,0.0,499,131000,2110,0.0,499,131000,2110,0.0,499,131000,2110,0.0
8943,2025-02-20,252670,0.48,120100,2110,1.2,1.2,0.48,0.72,300,358,3684684,2926964,1021,868,0.627,0.741,456,124830,2115,0.00237,479,130000,2115,0.00237,479,130000,2115,0.00237,479,130000,2115,0.00237,479,130000,2115,0.00237
8942,2025-02-20,252670,0.48,115100,2110,0.96,1.2,0.72,1.2,289,284,1675267,2989530,266,1003,0.717,0.879,341,115100,2115,0.00237,459,125000,2110,0.0,459,125000,2110,0.0,459,125000,2110,0.0,459,125000,2110,0.0
8941,2025-02-20,252670,0.48,114100,2110,0.72,1.2,0.72,0.96,289,260,1554075,2899142,264,857,0.683,0.873,330,114530,2115,0.00237,439,124000,2105,-0.00237,439,124000,2105,-0.00237,439,124000,2105,-0.00237,439,124000,2105,-0.00237
8940,2025-02-20,252670,0.48,113100,2115,0.96,1.2,0.72,0.96,245,255,1618015,1130357,216,388,0.667,0.852,419,123000,2105,-0.00473,419,123000,2105,-0.00473,419,123000,2105,-0.00473,419,123000,2105,-0.00473,419,123000,2105,-0.00473
8939,2025-02-20,252670,0.48,112100,2110,0.72,1.2,0.72,0.72,233,220,1748667,1866445,268,385,0.633,0.804,288,112430,2115,0.00237,399,122000,2110,0.0,399,122000,2110,0.0,399,122000,2110,0.0,399,122000,2110,0.0
8938,2025-02-20,252670,0.48,111100,2110,0.72,1.2,0.72,0.96,207,200,2161008,4115457,319,494,0.6,0.736,274,111730,2115,0.00237,379,121000,2110,0.0,379,121000,2110,0.0,379,121000,2110,0.0,379,121000,2110,0.0
8937,2025-02-20,252670,0.48,110100,2110,0.96,1.2,0.72,0.72,181,184,2368472,4764625,610,507,0.517,0.685,242,110130,2115,0.00237,359,120000,2105,-0.00237,359,120000,2105,-0.00237,359,120000,2105,-0.00237,359,120000,2105,-0.00237
8936,2025-02-20,252670,0.48,105100,2105,1.2,1.44,0.72,0.96,170,184,3335555,5507479,651,685,0.533,0.702,221,105100,2110,0.00238,233,105700,2115,0.00475,339,115000,2115,0.00475,339,115000,2115,0.00475,339,115000,2115,0.00475
8935,2025-02-20,252670,0.48,104100,2105,1.2,1.44,0.72,0.96,142,184,4103427,3915979,923,907,0.533,0.729,202,104130,2110,0.00238,206,104330,2115,0.00475,319,114000,2110,0.00238,319,114000,2110,0.00238,319,114000,2110,0.00238
8934,2025-02-20,252670,0.48,103100,2115,1.2,1.44,0.96,0.96,133,125,3694383,6322095,710,1787,0.65,0.831,299,113000,2110,-0.00236,299,113000,2110,-0.00236,299,113000,2110,-0.00236,299,113000,2110,-0.00236,299,113000,2110,-0.00236
8933,2025-02-20,252670,0.48,102100,2115,0.72,1.44,0.72,0.96,133,100,3216973,8394855,834,2448,0.7,0.814,168,102430,2120,0.00236,279,112000,2105,-0.00473,279,112000,2105,-0.00473,279,112000,2105,-0.00473,279,112000,2105,-0.00473
8932,2025-02-20,252670,0.48,101100,2115,0.24,1.44,0.24,1.2,133,80,3009463,10555029,628,2608,0.733,0.831,141,101100,2120,0.00236,259,111000,2110,-0.00236,259,111000,2110,-0.00236,259,111000,2110,-0.00236,259,111000,2110,-0.00236
8931,2025-02-20,252670,0.48,100100,2110,0.96,1.2,0.0,1.2,109,77,4736669,8298260,1231,2078,0.683,0.763,121,100100,2115,0.00237,132,100630,2120,0.00474,239,110000,2105,-0.00237,239,110000,2105,-0.00237,239,110000,2105,-0.00237
8930,2025-02-20,252670,0.48,95100,2105,0.24,0.96,0.0,0.96,51,77,5886086,7615576,1200,1978,0.65,0.81,102,95130,2110,0.00238,108,95430,2115,0.00475,132,100630,2120,0.00713,219,105000,2110,0.00238,219,105000,2110,0.00238
8929,2025-02-20,252670,0.48,94100,2095,0.48,0.96,0.0,0.24,51,77,8228205,8361716,1659,1890,0.567,0.719,81,94100,2100,0.00239,88,94430,2105,0.00477,94,94730,2110,0.00716,108,95430,2115,0.00955,132,100630,2120,0.01193
8928,2025-02-20,252670,0.48,93100,2110,0.48,0.96,0.0,0.72,51,19,14809015,17849486,2039,2963,0.567,0.707,108,95430,2115,0.00237,132,100630,2120,0.00474,179,103000,2110,0.0,179,103000,2110,0.0,179,103000,2110,0.0
8927,2025-02-19,252670,-0.69,142100,2080,-4.37,-4.37,-4.83,-4.6,580,600,2067734,1047982,602,471,0.533,0.75,650,142530,2085,0.0024,700,145030,2090,0.00481,759,152000,2090,0.00481,759,152000,2090,0.00481,759,152000,2090,0.00481
8926,2025-02-19,252670,-0.69,141100,2075,-4.37,-4.37,-4.83,-4.37,560,600,2090971,1152092,569,592,0.567,0.8,623,141200,2080,0.00241,650,142530,2085,0.00482,700,145030,2090,0.00723,739,151000,2080,0.00241,739,151000,2080,0.00241
8925,2025-02-19,252670,-0.69,140100,2075,-4.83,-4.37,-4.83,-4.6,552,540,1524264,1918530,417,801,0.65,0.9,602,140130,2080,0.00241,650,142530,2085,0.00482,700,145030,2090,0.00723,719,150000,2080,0.00241,719,150000,2080,0.00241
8924,2025-02-19,252670,-0.69,135100,2080,-4.37,-4.37,-4.83,-4.6,520,533,3659100,2736002,1044,884,0.767,0.967,650,142530,2085,0.0024,699,145000,2085,0.0024,699,145000,2085,0.0024,699,145000,2085,0.0024,699,145000,2085,0.0024
8923,2025-02-19,252670,-0.69,134100,2080,-4.37,-4.37,-4.83,-4.6,500,533,4083551,2746593,1238,811,0.717,0.933,650,142530,2085,0.0024,679,144000,2080,0.0,679,144000,2080,0.0,679,144000,2080,0.0,679,144000,2080,0.0
8922,2025-02-19,252670,-0.69,133100,2070,-4.37,-4.37,-4.83,-4.83,480,533,5878983,3269964,1495,541,0.567,0.817,548,133430,2075,0.00242,552,133630,2080,0.00483,650,142530,2085,0.00725,659,143000,2085,0.00725,659,143000,2085,0.00725
8921,2025-02-19,252670,-0.69,132100,2080,-4.6,-4.37,-4.6,-4.37,462,460,4702622,6516175,819,603,0.533,0.767,639,142000,2075,-0.0024,639,142000,2075,-0.0024,639,142000,2075,-0.0024,639,142000,2075,-0.0024,639,142000,2075,-0.0024
8920,2025-02-19,252670,-0.69,131100,2080,-4.83,-4.37,-5.06,-4.37,455,442,4493524,8312631,678,820,0.633,0.783,619,141000,2080,0.0,619,141000,2080,0.0,619,141000,2080,0.0,619,141000,2080,0.0,619,141000,2080,0.0
8919,2025-02-19,252670,-0.69,130100,2080,-4.6,-4.37,-5.06,-4.37,455,442,4527475,6770078,1012,928,0.717,0.817,599,140000,2075,-0.0024,599,140000,2075,-0.0024,599,140000,2075,-0.0024,599,140000,2075,-0.0024,599,140000,2075,-0.0024
8918,2025-02-19,252670,-0.69,125100,2075,-4.6,-4.37,-5.06,-4.6,455,442,7664240,3025405,2337,890,0.683,0.817,462,125130,2080,0.00241,579,135000,2075,0.0,579,135000,2075,0.0,579,135000,2075,0.0,579,135000,2075,0.0
8917,2025-02-19,252670,-0.69,124100,2070,-4.83,-4.6,-4.83,-4.83,386,380,7231257,1166211,2744,756,0.633,0.5,443,124200,2075,0.00242,455,124800,2080,0.00483,559,134000,2075,0.00242,559,134000,2075,0.00242,559,134000,2075,0.00242
8916,2025-02-19,252670,-0.69,123100,2075,-4.37,-4.37,-4.83,-4.6,360,365,9669601,2729327,4821,881,0.583,0.322,455,124800,2080,0.00241,539,133000,2070,-0.00241,539,133000,2070,-0.00241,539,133000,2070,-0.00241,539,133000,2070,-0.00241
8915,2025-02-19,252670,-0.69,122100,2070,-4.37,-4.37,-4.83,-4.83,340,365,4846249,3356052,3201,1004,0.733,0.407,401,122100,2075,0.00242,455,124800,2080,0.00483,519,132000,2080,0.00483,519,132000,2080,0.00483,519,132000,2080,0.00483
8914,2025-02-19,252670,-0.69,121100,2070,-4.37,-4.14,-4.83,-4.83,321,365,7481252,3684166,3451,967,0.65,0.638,381,121100,2075,0.00242,455,124800,2080,0.00483,499,131000,2080,0.00483,499,131000,2080,0.00483,499,131000,2080,0.00483
8913,2025-02-19,252670,-0.69,120100,2075,-4.14,-4.14,-4.6,-4.37,300,356,2951937,2518730,785,818,0.783,0.898,364,120230,2080,0.00241,479,130000,2080,0.00241,479,130000,2080,0.00241,479,130000,2080,0.00241,479,130000,2080,0.00241
8912,2025-02-19,252670,-0.69,115100,2075,-4.37,-4.14,-4.37,-4.37,281,280,3680575,5027361,818,974,0.783,0.898,341,115100,2080,0.00241,459,125000,2075,0.0,459,125000,2075,0.0,459,125000,2075,0.0,459,125000,2075,0.0
8911,2025-02-19,252670,-0.69,114100,2085,-4.37,-4.14,-4.6,-4.14,270,263,5874244,7138057,2168,1487,0.85,0.966,439,124000,2070,-0.00719,439,124000,2070,-0.00719,439,124000,2070,-0.00719,439,124000,2070,-0.00719,439,124000,2070,-0.00719
8910,2025-02-19,252670,-0.69,113100,2085,-4.14,-4.14,-4.6,-4.37,240,263,6075113,8082926,2195,1871,0.783,0.966,419,123000,2075,-0.0048,419,123000,2075,-0.0048,419,123000,2075,-0.0048,419,123000,2075,-0.0048,419,123000,2075,-0.0048
8909,2025-02-19,252670,-0.69,112100,2080,-4.14,-3.91,-4.6,-4.6,221,263,9481222,6440419,4038,2027,0.667,0.81,281,112100,2085,0.0024,300,113030,2090,0.00481,399,122000,2070,-0.00481,399,122000,2070,-0.00481,399,122000,2070,-0.00481
8908,2025-02-19,252670,-0.69,111100,2080,-3.45,-3.45,-4.37,-4.14,200,241,9823786,5294418,4539,1618,0.633,0.724,270,111530,2085,0.0024,300,113030,2090,0.00481,379,121000,2070,-0.00481,379,121000,2070,-0.00481,379,121000,2070,-0.00481
8907,2025-02-19,252670,-0.69,110100,2085,-3.68,-3.45,-4.14,-4.14,183,217,9958390,4623443,4673,1304,0.617,0.614,300,113030,2090,0.0024,359,120000,2080,-0.0024,359,120000,2080,-0.0024,359,120000,2080,-0.0024,359,120000,2080,-0.0024
8906,2025-02-19,252670,-0.69,105100,2085,-3.45,-3.45,-4.14,-4.14,160,217,9016695,3993050,3999,956,0.583,0.684,221,105100,2090,0.0024,339,115000,2080,-0.0024,339,115000,2080,-0.0024,339,115000,2080,-0.0024,339,115000,2080,-0.0024
8905,2025-02-19,252670,-0.69,104100,2100,-3.45,-3.45,-3.68,-3.68,140,144,4014712,3702226,1486,1009,0.65,0.807,319,114000,2085,-0.00714,319,114000,2085,-0.00714,319,114000,2085,-0.00714,319,114000,2085,-0.00714,319,114000,2085,-0.00714
8904,2025-02-19,252670,-0.69,103100,2095,-3.45,-3.22,-3.68,-3.68,124,122,6416764,4303931,1985,1322,0.633,0.864,181,103100,2100,0.00239,299,113000,2080,-0.00716,299,113000,2080,-0.00716,299,113000,2080,-0.00716,299,113000,2080,-0.00716
8903,2025-02-19,252670,-0.69,102100,2100,-3.68,-3.22,-3.68,-3.45,124,100,4232573,6386531,946,1762,0.7,0.932,279,112000,2075,-0.0119,279,112000,2075,-0.0119,279,112000,2075,-0.0119,279,112000,2075,-0.0119,279,112000,2075,-0.0119
8902,2025-02-19,252670,-0.69,101100,2095,-2.99,-2.99,-3.68,-3.45,80,83,12399663,11214291,5244,2519,0.633,0.817,141,101100,2100,0.00239,259,111000,2085,-0.00477,259,111000,2085,-0.00477,259,111000,2085,-0.00477,259,111000,2085,-0.00477
8901,2025-02-19,252670,-0.69,100100,2100,-2.99,-2.99,-3.68,-3.45,60,83,13345339,13420281,5790,2871,0.683,0.817,124,100230,2105,0.00238,126,100330,2110,0.00476,239,110000,2085,-0.00714,239,110000,2085,-0.00714,239,110000,2085,-0.00714
8900,2025-02-19,252670,-0.69,95100,2095,-2.76,-2.53,-3.68,-3.68,48,83,16415490,13873684,6665,3184,0.6,0.683,102,95130,2100,0.00239,117,95900,2105,0.00477,126,100330,2110,0.00716,219,105000,2085,-0.00477,219,105000,2085,-0.00477
8899,2025-02-19,252670,-0.69,94100,2110,-1.61,-1.61,-3.22,-2.99,20,35,22102569,14247318,7903,3782,0.533,0.667,199,104000,2095,-0.00711,199,104000,2095,-0.00711,199,104000,2095,-0.00711,199,104000,2095,-0.00711,199,104000,2095,-0.00711
8898,2025-02-19,252670,-0.69,93100,2110,-0.69,-0.69,-3.22,-3.22,0,35,32639632,19890885,10548,4984,0.517,0.633,62,93130,2115,0.00237,179,103000,2095,-0.00711,179,103000,2095,-0.00711,179,103000,2095,-0.00711,179,103000,2095,-0.00711
8897,2025-02-18,252670,0.0,142100,2165,-1.36,-1.36,-1.81,-1.81,580,639,2732441,2911635,720,718,0.633,0.81,641,142100,2170,0.00231,643,142200,2175,0.00462,759,152000,2170,0.00231,759,152000,2170,0.00231,759,152000,2170,0.00231
8896,2025-02-18,252670,0.0,141100,2175,-1.59,-1.36,-1.59,-1.36,561,560,976897,2031210,147,648,0.667,0.839,739,151000,2170,-0.0023,739,151000,2170,-0.0023,739,151000,2170,-0.0023,739,151000,2170,-0.0023,739,151000,2170,-0.0023
8895,2025-02-18,252670,0.0,140100,2175,-1.36,-1.36,-1.59,-1.59,540,541,795023,2106377,359,646,0.717,0.875,719,150000,2170,-0.0023,719,150000,2170,-0.0023,719,150000,2170,-0.0023,719,150000,2170,-0.0023,719,150000,2170,-0.0023
8894,2025-02-18,252670,0.0,135100,2175,-1.59,-1.36,-1.59,-1.36,521,520,1216467,1440069,412,238,0.633,0.789,582,135130,2180,0.0023,699,145000,2175,0.0,699,145000,2175,0.0,699,145000,2175,0.0,699,145000,2175,0.0
8893,2025-02-18,252670,0.0,134100,2175,-1.36,-1.36,-1.59,-1.59,500,501,2798613,1976158,866,326,0.533,0.737,582,135130,2180,0.0023,679,144000,2175,0.0,679,144000,2175,0.0,679,144000,2175,0.0,679,144000,2175,0.0
8892,2025-02-18,252670,0.0,133100,2170,-1.36,-1.36,-1.59,-1.36,480,501,2360623,2284836,605,416,0.617,0.807,542,133130,2175,0.0023,582,135130,2180,0.00461,659,143000,2175,0.0023,659,143000,2175,0.0023,659,143000,2175,0.0023
8891,2025-02-18,252670,0.0,132100,2170,-1.59,-1.36,-1.81,-1.36,467,463,1921982,2053178,540,649,0.75,0.912,521,132100,2175,0.0023,582,135130,2180,0.00461,639,142000,2165,-0.0023,639,142000,2165,-0.0023,639,142000,2165,-0.0023
8890,2025-02-18,252670,0.0,131100,2175,-1.36,-1.36,-1.81,-1.36,440,463,1326220,2260139,389,711,0.817,0.932,582,135130,2180,0.0023,619,141000,2175,0.0,619,141000,2175,0.0,619,141000,2175,0.0,619,141000,2175,0.0
8889,2025-02-18,252670,0.0,130100,2175,-1.36,-1.36,-1.81,-1.59,420,439,4495413,2884851,1985,931,0.783,0.917,582,135130,2180,0.0023,599,140000,2170,-0.0023,599,140000,2170,-0.0023,599,140000,2170,-0.0023,599,140000,2170,-0.0023
8888,2025-02-18,252670,0.0,125100,2170,-1.13,-1.13,-1.81,-1.59,400,439,5571386,2551515,2228,839,0.683,0.883,467,125400,2175,0.0023,579,135000,2175,0.0023,579,135000,2175,0.0023,579,135000,2175,0.0023,579,135000,2175,0.0023
8887,2025-02-18,252670,0.0,124100,2170,-1.36,-1.13,-1.81,-1.81,382,439,5935264,3348722,1984,868,0.7,0.9,441,124100,2175,0.0023,559,134000,2170,0.0,559,134000,2170,0.0,559,134000,2170,0.0,559,134000,2170,0.0
8886,2025-02-18,252670,0.0,123100,2175,-1.13,-1.13,-1.59,-1.59,360,413,5755622,3828126,1937,829,0.65,0.817,539,133000,2175,0.0,539,133000,2175,0.0,539,133000,2175,0.0,539,133000,2175,0.0,539,133000,2175,0.0
8885,2025-02-18,252670,0.0,122100,2180,-1.13,-0.91,-1.36,-1.13,342,361,5953987,3733718,1994,860,0.667,0.733,519,132000,2175,-0.00229,519,132000,2175,-0.00229,519,132000,2175,-0.00229,519,132000,2175,-0.00229,519,132000,2175,-0.00229
8884,2025-02-18,252670,0.0,121100,2175,-1.13,-0.91,-1.36,-1.36,321,330,7553569,4041720,3750,1246,0.617,0.633,382,121130,2180,0.0023,499,131000,2175,0.0,499,131000,2175,0.0,499,131000,2175,0.0,499,131000,2175,0.0
