,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
6216,2024-10-04,252670,0.22,113100,2250,-1.75,-0.88,-1.75,-1.32,252,240,5863518,7531264,660,1025,0.6,0.672,303,113200,2255,0.00222,345,115300,2260,0.00444,388,121430,2265,0.00667,404,122230,2270,0.00889,415,122800,2275,0.01111
6215,2024-10-04,252670,0.22,112100,2260,-1.75,-0.88,-1.97,-1.1,252,221,6546666,8133521,699,1217,0.617,0.707,388,121430,2265,0.00221,399,122000,2265,0.00221,399,122000,2265,0.00221,399,122000,2265,0.00221,399,122000,2265,0.00221
6214,2024-10-04,252670,0.22,111100,2255,-1.32,-0.88,-1.97,-1.1,252,217,11175753,9263308,2576,1326,0.517,0.661,264,111230,2260,0.00222,379,121000,2260,0.00222,379,121000,2260,0.00222,379,121000,2260,0.00222,379,121000,2260,0.00222
6213,2024-10-04,252670,0.22,110100,2240,-0.88,-0.88,-1.97,-1.54,180,217,10986917,6737233,3438,978,0.5,0.571,241,110100,2245,0.00223,242,110130,2250,0.00446,249,110500,2255,0.0067,251,110600,2260,0.00893,359,120000,2255,0.0067
6212,2024-10-04,252670,0.22,105100,2240,-0.88,-0.66,-1.97,-1.97,161,217,10913684,6506328,3448,934,0.5,0.536,222,105130,2245,0.00223,242,110130,2250,0.00446,249,110500,2255,0.0067,251,110600,2260,0.00893,339,115000,2255,0.0067
6211,2024-10-04,252670,0.22,104100,2255,-0.88,-0.66,-1.32,-1.1,161,186,8337459,4700055,2252,1078,0.583,0.643,251,110600,2260,0.00222,319,114000,2245,-0.00443,319,114000,2245,-0.00443,319,114000,2245,-0.00443,319,114000,2245,-0.00443
6210,2024-10-04,252670,0.22,103100,2260,-0.44,-0.44,-1.1,-0.88,120,128,7590406,4527345,2131,1027,0.5,0.593,299,113000,2250,-0.00442,299,113000,2250,-0.00442,299,113000,2250,-0.00442,299,113000,2250,-0.00442,299,113000,2250,-0.00442
6209,2024-10-04,252670,0.22,102100,2260,-0.22,-0.22,-1.1,-0.88,100,128,10190956,6501935,2954,1148,0.45,0.508,161,102100,2265,0.00221,279,112000,2255,-0.00221,279,112000,2255,-0.00221,279,112000,2255,-0.00221,279,112000,2255,-0.00221
6208,2024-10-04,252670,0.22,101100,2260,0.22,0.22,-1.1,-0.88,80,128,13549363,8333946,3136,945,0.3,0.322,161,102100,2265,0.00221,259,111000,2255,-0.00221,259,111000,2255,-0.00221,259,111000,2255,-0.00221,259,111000,2255,-0.00221
6207,2024-10-04,252670,0.22,100100,2265,0.44,0.66,-0.88,-0.44,74,115,11921592,7707714,2523,1066,0.367,0.373,121,100100,2270,0.00221,239,110000,2245,-0.00883,239,110000,2245,-0.00883,239,110000,2245,-0.00883,239,110000,2245,-0.00883
6206,2024-10-04,252670,0.22,95100,2280,0.88,0.88,-0.22,0.0,40,91,10656250,7893878,2248,1177,0.417,0.379,205,104300,2240,-0.01754,205,104300,2240,-0.01754,205,104300,2240,-0.01754,205,104300,2240,-0.01754,205,104300,2240,-0.01754
6205,2024-10-04,252670,0.22,94100,2280,0.44,0.88,0.0,0.22,32,23,8894205,11595658,1986,2505,0.583,0.576,81,94100,2285,0.00219,199,104000,2255,-0.01096,199,104000,2255,-0.01096,199,104000,2255,-0.01096,199,104000,2255,-0.01096
6204,2024-10-04,252670,0.22,93100,2285,0.22,0.88,0.0,0.44,32,4,15661654,19591606,2782,3815,0.55,0.586,61,93100,2290,0.00219,74,93730,2295,0.00438,179,103000,2260,-0.01094,179,103000,2260,-0.01094,179,103000,2260,-0.01094
6203,2024-10-02,252670,3.15,142100,2255,2.03,2.25,1.35,1.35,591,623,6905924,3264866,1009,673,0.583,0.508,641,142100,2260,0.00222,643,142200,2265,0.00443,655,142800,2270,0.00665,674,143730,2275,0.00887,708,145430,2280,0.01109
6202,2024-10-02,252670,3.15,141100,2260,2.03,2.25,1.58,1.8,561,611,6531663,2852596,816,695,0.617,0.509,643,142200,2265,0.00221,655,142800,2270,0.00442,674,143730,2275,0.00664,708,145430,2280,0.00885,710,145530,2285,0.01106
6201,2024-10-02,252670,3.15,140100,2265,1.8,2.25,1.8,2.25,548,540,6142909,6023289,712,1549,0.717,0.702,601,140100,2270,0.00221,674,143730,2275,0.00442,708,145430,2280,0.00662,710,145530,2285,0.00883,719,150000,2275,0.00442
6200,2024-10-02,252670,3.15,135100,2265,1.58,2.25,1.35,1.8,548,521,3770723,5093496,549,1433,0.617,0.724,591,135600,2270,0.00221,674,143730,2275,0.00442,699,145000,2270,0.00221,699,145000,2270,0.00221,699,145000,2270,0.00221
6199,2024-10-02,252670,3.15,134100,2270,0.9,2.25,0.9,2.03,548,500,2636629,6639206,387,1885,0.717,0.85,674,143730,2275,0.0022,679,144000,2265,-0.0022,679,144000,2265,-0.0022,679,144000,2265,-0.0022,679,144000,2265,-0.0022
6198,2024-10-02,252670,3.15,133100,2260,0.9,2.03,0.9,2.03,538,480,2432130,4247389,440,1225,0.65,0.783,541,133100,2265,0.00221,548,133430,2270,0.00442,558,133930,2275,0.00664,659,143000,2265,0.00221,659,143000,2265,0.00221
6197,2024-10-02,252670,3.15,132100,2255,0.9,1.58,0.9,1.58,516,460,1950008,3473336,466,1028,0.667,0.733,524,132230,2260,0.00222,538,132930,2265,0.00443,548,133430,2270,0.00665,558,133930,2275,0.00887,639,142000,2250,-0.00222
6196,2024-10-02,252670,3.15,131100,2245,0.68,1.35,0.45,0.9,490,446,2196851,2488887,550,811,0.667,0.712,505,131300,2250,0.00223,513,131700,2255,0.00445,524,132230,2260,0.00668,538,132930,2265,0.00891,548,133430,2270,0.01114
6195,2024-10-02,252670,3.15,130100,2240,1.13,1.13,0.45,0.9,420,434,3780974,2895145,1161,749,0.633,0.661,484,130230,2245,0.00223,490,130530,2250,0.00446,513,131700,2255,0.0067,524,132230,2260,0.00893,538,132930,2265,0.01116
6194,2024-10-02,252670,3.15,125100,2240,1.13,1.35,0.45,0.9,402,434,7064941,4705790,2634,927,0.6,0.661,464,125230,2245,0.00223,490,130530,2250,0.00446,513,131700,2255,0.0067,524,132230,2260,0.00893,538,132930,2265,0.01116
6193,2024-10-02,252670,3.15,124100,2235,1.58,1.58,0.45,0.68,380,434,7428893,4666568,2891,752,0.583,0.678,443,124200,2240,0.00224,459,125000,2245,0.00447,490,130530,2250,0.00671,513,131700,2255,0.00895,524,132230,2260,0.01119
6192,2024-10-02,252670,3.15,123100,2245,1.8,1.8,0.9,0.9,360,410,6194500,3647452,2399,697,0.6,0.712,490,130530,2250,0.00223,513,131700,2255,0.00445,524,132230,2260,0.00668,538,132930,2265,0.00891,539,133000,2265,0.00891
6191,2024-10-02,252670,3.15,122100,2245,2.03,2.25,1.13,1.13,345,387,2834731,2341860,1010,597,0.633,0.754,401,122100,2250,0.00223,513,131700,2255,0.00445,519,132000,2255,0.00445,519,132000,2255,0.00445,519,132000,2255,0.00445
6190,2024-10-02,252670,3.15,121100,2255,2.03,2.25,1.35,1.58,334,371,2317486,3094144,692,856,0.633,0.772,499,131000,2240,-0.00665,499,131000,2240,-0.00665,499,131000,2240,-0.00665,499,131000,2240,-0.00665,499,131000,2240,-0.00665
6189,2024-10-02,252670,3.15,120100,2260,1.35,2.25,1.35,1.8,334,300,2612300,4376275,634,1009,0.633,0.759,365,120300,2265,0.00221,479,130000,2240,-0.00885,479,130000,2240,-0.00885,479,130000,2240,-0.00885,479,130000,2240,-0.00885
6188,2024-10-02,252670,3.15,115100,2265,1.58,2.25,1.35,2.03,334,288,2318494,3979001,481,1052,0.617,0.75,345,115300,2270,0.00221,459,125000,2240,-0.01104,459,125000,2240,-0.01104,459,125000,2240,-0.01104,459,125000,2240,-0.01104
6187,2024-10-02,252670,3.15,114100,2265,1.35,2.03,1.13,2.03,319,271,2508171,3645813,533,786,0.567,0.614,334,114730,2270,0.00221,439,124000,2235,-0.01325,439,124000,2235,-0.01325,439,124000,2235,-0.01325,439,124000,2235,-0.01325
6186,2024-10-02,252670,3.15,113100,2250,1.58,1.8,1.13,1.35,241,271,5380735,4473973,1056,834,0.55,0.533,302,113130,2255,0.00222,313,113700,2260,0.00444,318,113930,2265,0.00667,334,114730,2270,0.00889,419,123000,2240,-0.00444
6185,2024-10-02,252670,3.15,112100,2255,1.8,2.03,1.13,1.58,225,271,6253243,4340871,1160,733,0.533,0.45,283,112200,2260,0.00222,318,113930,2265,0.00443,334,114730,2270,0.00665,399,122000,2245,-0.00443,399,122000,2245,-0.00443
6184,2024-10-02,252670,3.15,111100,2250,1.8,2.25,1.35,1.35,211,248,8285585,4900693,1350,1085,0.517,0.467,261,111100,2255,0.00222,283,112200,2260,0.00444,318,113930,2265,0.00667,334,114730,2270,0.00889,379,121000,2255,0.00222
6183,2024-10-02,252670,3.15,110100,2260,1.35,2.25,1.35,1.58,211,180,6540029,4820711,1419,1435,0.567,0.583,242,110130,2265,0.00221,334,114730,2270,0.00442,359,120000,2260,0.0,359,120000,2260,0.0,359,120000,2260,0.0
6182,2024-10-02,252670,3.15,105100,2260,2.48,2.48,1.35,1.8,160,179,9314770,6264860,2547,1701,0.567,0.627,225,105300,2265,0.00221,334,114730,2270,0.00442,339,115000,2265,0.00221,339,115000,2265,0.00221,339,115000,2265,0.00221
6181,2024-10-02,252670,3.15,104100,2255,2.48,2.48,1.35,1.58,140,179,9722962,7333087,3104,1600,0.517,0.576,201,104100,2260,0.00222,203,104200,2265,0.00443,209,104500,2270,0.00665,319,114000,2265,0.00443,319,114000,2265,0.00443
6180,2024-10-02,252670,3.15,103100,2250,2.93,2.93,1.35,1.35,120,179,13379885,8727228,4370,1375,0.367,0.431,181,103100,2255,0.00222,182,103130,2260,0.00444,203,104200,2265,0.00667,209,104500,2270,0.00889,299,113000,2250,0.0
6179,2024-10-02,252670,3.15,102100,2275,3.15,3.6,2.03,2.25,112,152,10808684,8189048,3429,1499,0.367,0.441,279,112000,2255,-0.00879,279,112000,2255,-0.00879,279,112000,2255,-0.00879,279,112000,2255,-0.00879,279,112000,2255,-0.00879
6178,2024-10-02,252670,3.15,101100,2275,2.93,3.6,2.25,2.25,112,129,9522638,7261245,3068,1422,0.35,0.397,142,101130,2280,0.0022,259,111000,2250,-0.01099,259,111000,2250,-0.01099,259,111000,2250,-0.01099,259,111000,2250,-0.01099
6177,2024-10-02,252670,3.15,100100,2285,3.6,3.83,2.93,2.93,61,80,5400962,5626306,1801,1578,0.417,0.431,121,100100,2290,0.00219,239,110000,2255,-0.01313,239,110000,2255,-0.01313,239,110000,2255,-0.01313,239,110000,2255,-0.01313
6176,2024-10-02,252670,3.15,95100,2290,3.6,3.83,2.93,2.93,61,53,7855398,10263929,2313,2651,0.45,0.483,102,95130,2295,0.00218,105,95300,2300,0.00437,178,102930,2250,-0.01747,178,102930,2250,-0.01747,178,102930,2250,-0.01747
6175,2024-10-02,252670,3.15,94100,2285,3.38,3.83,2.7,3.15,61,27,13056451,15408444,3066,3811,0.5,0.576,81,94100,2290,0.00219,102,95130,2295,0.00438,105,95300,2300,0.00656,199,104000,2255,-0.01313,199,104000,2255,-0.01313
6174,2024-10-02,252670,3.15,93100,2300,3.15,3.83,2.48,3.6,6,16,31787634,43261178,5238,6826,0.583,0.633,61,93100,2305,0.00217,171,102600,2260,-0.01739,171,102600,2260,-0.01739,171,102600,2260,-0.01739,171,102600,2260,-0.01739
6173,2024-09-30,252670,-1.42,142100,2190,3.3,3.3,2.83,3.3,580,612,3111684,4342719,621,1116,0.617,0.667,641,142100,2195,0.00228,670,143530,2200,0.00457,697,144900,2205,0.00685,706,145330,2210,0.00913,731,150600,2215,0.01142
6172,2024-09-30,252670,-1.42,141100,2180,2.83,3.3,2.59,2.83,578,564,2930094,3576519,663,908,0.533,0.614,621,141100,2185,0.00229,626,141330,2190,0.00459,629,141500,2195,0.00688,670,143530,2200,0.00917,697,144900,2205,0.01147
6171,2024-09-30,252670,-1.42,140100,2185,2.83,3.3,2.59,3.3,578,547,1877707,5605582,405,1333,0.667,0.695,601,140100,2190,0.00229,629,141500,2195,0.00458,670,143530,2200,0.00686,697,144900,2205,0.00915,706,145330,2210,0.01144
6170,2024-09-30,252670,-1.42,135100,2190,2.36,3.3,2.12,3.3,578,523,1405946,6503800,293,1618,0.7,0.746,629,141500,2195,0.00228,670,143530,2200,0.00457,697,144900,2205,0.00685,699,145000,2200,0.00457,699,145000,2200,0.00457
6169,2024-09-30,252670,-1.42,134100,2180,2.12,2.83,1.89,2.83,538,501,1505224,5455537,210,1271,0.75,0.729,572,134630,2185,0.00229,577,134900,2190,0.00459,629,141500,2195,0.00688,670,143530,2200,0.00917,679,144000,2195,0.00688
6168,2024-09-30,252670,-1.42,133100,2180,2.12,2.83,1.89,2.83,538,483,1947302,4596515,539,880,0.667,0.643,543,133200,2185,0.00229,577,134900,2190,0.00459,629,141500,2195,0.00688,659,143000,2195,0.00688,659,143000,2195,0.00688
6167,2024-09-30,252670,-1.42,132100,2170,2.36,2.59,1.89,2.36,469,477,3042847,3790149,977,436,0.5,0.482,526,132330,2175,0.0023,537,132900,2180,0.00461,543,133200,2185,0.00691,577,134900,2190,0.00922,629,141500,2195,0.01152
6166,2024-09-30,252670,-1.42,131100,2165,2.59,2.59,1.89,2.12,440,477,3543394,3605047,1120,359,0.407,0.364,507,131400,2170,0.00231,526,132330,2175,0.00462,537,132900,2180,0.00693,543,133200,2185,0.00924,577,134900,2190,0.01155
6165,2024-09-30,252670,-1.42,130100,2165,2.12,2.59,1.89,2.12,425,477,2490360,3014053,744,416,0.492,0.561,481,130100,2170,0.00231,526,132330,2175,0.00462,537,132900,2180,0.00693,543,133200,2185,0.00924,577,134900,2190,0.01155
6164,2024-09-30,252670,-1.42,125100,2170,2.59,2.83,2.12,2.36,403,413,3794530,2375007,870,556,0.424,0.561,461,125100,2175,0.0023,537,132900,2180,0.00461,543,133200,2185,0.00691,577,134900,2190,0.00922,579,135000,2190,0.00922
6163,2024-09-30,252670,-1.42,124100,2170,2.83,3.07,2.12,2.59,381,413,3351376,1775107,776,512,0.448,0.593,441,124100,2175,0.0023,537,132900,2180,0.00461,543,133200,2185,0.00691,559,134000,2180,0.00461,559,134000,2180,0.00461
6162,2024-09-30,252670,-1.42,123100,2170,2.83,3.07,2.12,2.36,363,413,3662834,2080398,898,720,0.379,0.455,425,123300,2175,0.0023,537,132900,2180,0.00461,539,133000,2180,0.00461,539,133000,2180,0.00461,539,133000,2180,0.00461
6161,2024-09-30,252670,-1.42,122100,2175,2.59,3.07,2.59,2.59,363,340,1341506,2013685,354,642,0.466,0.453,401,122100,2180,0.0023,519,132000,2170,-0.0023,519,132000,2170,-0.0023,519,132000,2170,-0.0023,519,132000,2170,-0.0023
6160,2024-09-30,252670,-1.42,121100,2185,2.83,3.07,2.59,2.83,324,332,1834563,2300386,512,720,0.433,0.509,499,131000,2165,-0.00915,499,131000,2165,-0.00915,499,131000,2165,-0.00915,499,131000,2165,-0.00915,499,131000,2165,-0.00915
6159,2024-09-30,252670,-1.42,120100,2180,2.59,3.07,2.59,2.83,304,300,1329912,3040115,419,851,0.533,0.655,363,120200,2185,0.00229,479,130000,2165,-0.00688,479,130000,2165,-0.00688,479,130000,2165,-0.00688,479,130000,2165,-0.00688
6158,2024-09-30,252670,-1.42,115100,2175,2.83,3.07,2.59,2.83,281,299,2498244,3061515,752,867,0.533,0.614,342,115130,2180,0.0023,359,120000,2185,0.0046,459,125000,2170,-0.0023,459,125000,2170,-0.0023,459,125000,2170,-0.0023
6157,2024-09-30,252670,-1.42,114100,2185,3.07,3.07,2.59,3.07,260,299,2071492,4014673,711,1301,0.467,0.518,439,124000,2175,-0.00458,439,124000,2175,-0.00458,439,124000,2175,-0.00458,439,124000,2175,-0.00458,439,124000,2175,-0.00458
6156,2024-09-30,252670,-1.42,113100,2175,2.59,3.07,2.59,2.59,256,240,2829375,4303618,843,1480,0.417,0.483,301,113100,2180,0.0023,302,113130,2185,0.0046,308,113430,2190,0.0069,419,123000,2170,-0.0023,419,123000,2170,-0.0023
6155,2024-09-30,252670,-1.42,112100,2180,2.59,3.07,2.36,2.83,256,228,2781337,7183795,733,2132,0.5,0.596,281,112100,2185,0.00229,308,113430,2190,0.00459,399,122000,2175,-0.00229,399,122000,2175,-0.00229,399,122000,2175,-0.00229
6154,2024-09-30,252670,-1.42,111100,2185,1.89,3.07,1.65,3.07,256,201,3693887,9679485,632,2780,0.667,0.737,261,111100,2190,0.00229,379,121000,2180,-0.00229,379,121000,2180,-0.00229,379,121000,2180,-0.00229,379,121000,2180,-0.00229
6153,2024-09-30,252670,-1.42,110100,2175,1.65,2.83,1.65,2.59,224,180,4962324,8499066,998,2402,0.567,0.618,242,110130,2180,0.0023,250,110530,2185,0.0046,261,111100,2190,0.0069,359,120000,2180,0.0023,359,120000,2180,0.0023
6152,2024-09-30,252670,-1.42,105100,2170,2.12,2.59,1.65,2.36,217,180,4202627,6988301,835,1890,0.617,0.6,221,105100,2175,0.0023,222,105130,2180,0.00461,250,110530,2185,0.00691,261,111100,2190,0.00922,339,115000,2180,0.00461
6151,2024-09-30,252670,-1.42,104100,2155,1.65,2.36,1.65,1.65,147,140,5207901,7482185,1021,1794,0.567,0.574,202,104130,2160,0.00232,206,104330,2165,0.00464,213,104700,2170,0.00696,216,104830,2175,0.00928,222,105130,2180,0.0116
6150,2024-09-30,252670,-1.42,103100,2155,1.89,2.36,1.42,1.89,147,135,4332412,7872295,734,1944,0.683,0.648,181,103100,2160,0.00232,206,104330,2165,0.00464,213,104700,2170,0.00696,216,104830,2175,0.00928,222,105130,2180,0.0116
6149,2024-09-30,252670,-1.42,102100,2165,1.89,2.36,1.42,1.89,147,110,5670218,7538723,1016,2062,0.617,0.679,169,102500,2170,0.00231,216,104830,2175,0.00462,222,105130,2180,0.00693,250,110530,2185,0.00924,261,111100,2190,0.01155
6148,2024-09-30,252670,-1.42,101100,2160,1.18,1.89,0.94,1.89,96,81,6340156,10596973,1308,2898,0.6,0.638,144,101230,2165,0.00231,146,101330,2170,0.00463,216,104830,2175,0.00694,222,105130,2180,0.00926,250,110530,2185,0.01157
6147,2024-09-30,252670,-1.42,100100,2160,1.18,1.89,0.94,1.89,96,61,6893669,13170983,1563,3566,0.617,0.65,144,101230,2165,0.00231,146,101330,2170,0.00463,216,104830,2175,0.00694,222,105130,2180,0.00926,239,110000,2175,0.00694
6146,2024-09-30,252670,-1.42,95100,2155,0.94,1.89,0.71,1.89,96,48,9401074,17853899,1830,4465,0.567,0.617,101,95100,2160,0.00232,104,95230,2165,0.00464,146,101330,2170,0.00696,216,104830,2175,0.00928,219,105000,2170,0.00696
6145,2024-09-30,252670,-1.42,94100,2140,0.0,1.42,0.0,1.42,43,20,12509151,21212374,2030,4856,0.6,0.667,81,94100,2145,0.00234,88,94430,2150,0.00467,90,94530,2155,0.00701,91,94600,2160,0.00935,100,95030,2165,0.01168
6144,2024-09-30,252670,-1.42,93100,2145,-1.42,1.42,-1.42,1.18,43,0,23597404,31531543,2805,5626,0.517,0.667,68,93430,2150,0.00233,90,94530,2155,0.00466,91,94600,2160,0.00699,100,95030,2165,0.00932,146,101330,2170,0.01166
6143,2024-09-27,252670,-0.95,142100,2095,-0.71,-0.24,-0.71,-0.71,609,580,4016747,4661109,742,532,0.491,0.596,644,142230,2100,0.00239,651,142600,2105,0.00477,655,142800,2110,0.00716,667,143400,2115,0.00955,699,145000,2120,0.01193
6142,2024-09-27,252670,-0.95,141100,2100,-0.48,-0.24,-0.71,-0.48,609,566,4640943,3245638,846,437,0.561,0.653,651,142600,2105,0.00238,655,142800,2110,0.00476,667,143400,2115,0.00714,699,145000,2120,0.00952,739,151000,2105,0.00238
6141,2024-09-27,252670,-0.95,140100,2095,-0.24,-0.24,-0.71,-0.71,540,566,3620285,2252953,615,219,0.544,0.723,606,140330,2100,0.00239,651,142600,2105,0.00477,655,142800,2110,0.00716,667,143400,2115,0.00955,699,145000,2120,0.01193
6140,2024-09-27,252670,-0.95,135100,2095,-0.48,0.0,-0.71,-0.48,536,566,3240456,3459137,384,610,0.661,0.796,606,140330,2100,0.00239,651,142600,2105,0.00477,655,142800,2110,0.00716,667,143400,2115,0.00955,699,145000,2120,0.01193
6139,2024-09-27,252670,-0.95,134100,2095,-0.71,0.0,-0.71,-0.24,536,500,2128945,4005454,244,695,0.576,0.654,561,134100,2100,0.00239,651,142600,2105,0.00477,655,142800,2110,0.00716,667,143400,2115,0.00955,679,144000,2110,0.00716
6138,2024-09-27,252670,-0.95,133100,2095,-0.48,0.0,-0.71,-0.24,536,487,3254463,4118182,308,672,0.475,0.472,541,133100,2100,0.00239,651,142600,2105,0.00477,655,142800,2110,0.00716,659,143000,2100,0.00239,659,143000,2100,0.00239
6137,2024-09-27,252670,-0.95,132100,2095,-0.48,-0.24,-0.71,-0.48,468,463,2292454,2675305,251,418,0.483,0.473,522,132130,2100,0.00239,534,132730,2105,0.00477,639,142000,2090,-0.00239,639,142000,2090,-0.00239,639,142000,2090,-0.00239
6136,2024-09-27,252670,-0.95,131100,2090,-0.71,-0.24,-0.71,-0.71,468,440,2915640,1728730,735,270,0.436,0.473,503,131200,2095,0.00239,522,132130,2100,0.00478,534,132730,2105,0.00718,619,141000,2095,0.00239,619,141000,2095,0.00239
6135,2024-09-27,252670,-0.95,130100,2095,-0.48,-0.24,-0.71,-0.48,468,422,2501449,2055801,772,302,0.429,0.464,522,132130,2100,0.00239,534,132730,2105,0.00477,599,140000,2090,-0.00239,599,140000,2090,-0.00239,599,140000,2090,-0.00239
6134,2024-09-27,252670,-0.95,125100,2090,-0.48,-0.24,-0.71,-0.48,403,422,2517035,916555,835,156,0.286,0.327,461,125100,2095,0.00239,464,125230,2100,0.00478,534,132730,2105,0.00718,579,135000,2095,0.00239,579,135000,2095,0.00239
6133,2024-09-27,252670,-0.95,124100,2090,-0.48,0.0,-0.71,-0.48,388,422,2756091,1712560,492,390,0.431,0.481,441,124100,2095,0.00239,464,125230,2100,0.00478,534,132730,2105,0.00718,559,134000,2100,0.00478,559,134000,2100,0.00478
6132,2024-09-27,252670,-0.95,123100,2095,-0.71,0.0,-0.71,-0.48,388,360,2827112,1363235,527,382,0.448,0.547,421,123100,2100,0.00239,534,132730,2105,0.00477,539,133000,2100,0.00239,539,133000,2100,0.00239,539,133000,2100,0.00239
6131,2024-09-27,252670,-0.95,122100,2095,-0.48,0.0,-0.71,-0.24,388,360,2807684,1517691,434,424,0.586,0.741,403,122200,2100,0.00239,519,132000,2095,0.0,519,132000,2095,0.0,519,132000,2095,0.0,519,132000,2095,0.0
6130,2024-09-27,252670,-0.95,121100,2095,-0.24,-0.24,-0.71,-0.24,320,331,3608832,1109830,496,297,0.525,0.696,382,121130,2100,0.00239,388,121430,2105,0.00477,499,131000,2090,-0.00239,499,131000,2090,-0.00239,499,131000,2090,-0.00239
6129,2024-09-27,252670,-0.95,120100,2095,-0.24,0.0,-0.71,-0.48,309,331,3478568,2062635,504,692,0.627,0.828,364,120230,2100,0.00239,388,121430,2105,0.00477,479,130000,2095,0.0,479,130000,2095,0.0,479,130000,2095,0.0
6128,2024-09-27,252670,-0.95,115100,2095,-0.71,0.0,-0.95,-0.71,309,281,4224358,5076838,526,1182,0.65,0.804,341,115100,2100,0.00239,388,121430,2105,0.00477,459,125000,2095,0.0,459,125000,2095,0.0,459,125000,2095,0.0
6127,2024-09-27,252670,-0.95,114100,2095,-0.71,0.0,-1.19,-0.24,309,268,2864432,5400371,475,1150,0.633,0.764,321,114100,2100,0.00239,388,121430,2105,0.00477,439,124000,2095,0.0,439,124000,2095,0.0,439,124000,2095,0.0
6126,2024-09-27,252670,-0.95,113100,2100,-0.48,-0.24,-1.19,-0.24,298,268,2844075,5227740,448,788,0.627,0.679,309,113500,2105,0.00238,419,123000,2095,-0.00238,419,123000,2095,-0.00238,419,123000,2095,-0.00238,419,123000,2095,-0.00238
6125,2024-09-27,252670,-0.95,112100,2085,-0.71,-0.48,-1.19,-0.95,223,268,3401270,2960518,782,447,0.576,0.6,282,112130,2090,0.0024,292,112630,2095,0.0048,298,112930,2100,0.00719,309,113500,2105,0.00959,399,122000,2100,0.00719
6124,2024-09-27,252670,-0.95,111100,2085,-0.71,-0.48,-0.95,-0.71,206,201,3581813,2974615,941,647,0.593,0.643,261,111100,2090,0.0024,292,112630,2095,0.0048,298,112930,2100,0.00719,309,113500,2105,0.00959,379,121000,2100,0.00719
6123,2024-09-27,252670,-0.95,110100,2095,-0.95,-0.48,-0.95,-0.48,188,180,6263258,4456532,1141,935,0.567,0.649,298,112930,2100,0.00239,309,113500,2105,0.00477,359,120000,2095,0.0,359,120000,2095,0.0,359,120000,2095,0.0
6122,2024-09-27,252670,-0.95,105100,2090,-1.43,-0.48,-1.43,-0.71,188,160,5515364,5578232,871,1332,0.567,0.741,222,105130,2095,0.00239,298,112930,2100,0.00478,309,113500,2105,0.00718,339,115000,2090,0.0,339,115000,2090,0.0
6121,2024-09-27,252670,-0.95,104100,2085,-0.95,-0.48,-1.43,-0.71,188,150,6281707,6624744,1116,1382,0.583,0.695,201,104100,2090,0.0024,205,104300,2095,0.0048,298,112930,2100,0.00719,309,113500,2105,0.00959,319,114000,2100,0.00719
6120,2024-09-27,252670,-0.95,103100,2085,-0.95,-0.71,-1.43,-0.71,121,150,5609534,7280362,1298,1638,0.6,0.617,182,103130,2090,0.0024,188,103430,2095,0.0048,298,112930,2100,0.00719,299,113000,2100,0.00719,299,113000,2100,0.00719
6119,2024-09-27,252670,-0.95,102100,2075,-1.66,-0.71,-1.66,-1.43,121,100,5971224,9143141,1512,1910,0.683,0.65,161,102100,2080,0.00241,164,102230,2085,0.00482,174,102730,2090,0.00723,176,102830,2095,0.00964,279,112000,2085,0.00482
6118,2024-09-27,252670,-0.95,101100,2085,-1.66,-0.71,-1.9,-0.95,121,86,6888440,10162374,1694,1975,0.7,0.65,174,102730,2090,0.0024,176,102830,2095,0.0048,259,111000,2090,0.0024,259,111000,2090,0.0024,259,111000,2090,0.0024
6117,2024-09-27,252670,-0.95,100100,2085,-1.66,-0.95,-1.9,-1.19,111,65,11535511,12811493,3058,1934,0.6,0.69,121,100100,2090,0.0024,176,102830,2095,0.0048,239,110000,2095,0.0048,239,110000,2095,0.0048,239,110000,2095,0.0048
6116,2024-09-27,252670,-0.95,95100,2075,-1.19,-1.19,-1.9,-1.66,40,65,15348784,12363658,4559,1694,0.517,0.621,105,95300,2080,0.00241,110,95530,2085,0.00482,121,100100,2090,0.00723,176,102830,2095,0.00964,219,105000,2090,0.00723
6115,2024-09-27,252670,-0.95,94100,2070,-0.48,-0.24,-1.9,-1.66,21,65,19083022,14578544,6744,2245,0.483,0.603,83,94200,2075,0.00242,105,95300,2080,0.00483,110,95530,2085,0.00725,121,100100,2090,0.00966,176,102830,2095,0.01208
6114,2024-09-27,252670,-0.95,93100,2070,-0.95,-0.24,-1.66,-1.43,6,45,16779105,17329045,6255,3261,0.583,0.6,61,93100,2075,0.00242,105,95300,2080,0.00483,110,95530,2085,0.00725,121,100100,2090,0.00966,176,102830,2095,0.01208
6113,2024-09-26,252670,-3.33,142100,2125,-5.33,-5.11,-5.78,-5.56,581,599,11011376,7629231,2766,771,0.567,0.661,641,142100,2130,0.00235,759,152000,2115,-0.00471,759,152000,2115,-0.00471,759,152000,2115,-0.00471,759,152000,2115,-0.00471
