,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
562,2024-03-22,019170,-0.027,0.014,-0.038,-0.008,565,0,456941,223426,176588,2721,2137,12670,0.049,0.141,0.016,1727462,0.124,0.08,204,610,104230,140530,14470,16260,0.1237,신풍제약
561,2024-03-22,015590,-0.014,0.052,-0.04,0.007,458,2,15596468,7912233,7377951,4045,4687,426,-0.002,0.106,-0.026,6235790,0.135,0.08,71,760,93600,153000,471,490,0.04034,KIB플러그에너지
560,2024-03-22,010600,0.001,0.002,-0.01,-0.005,1,53,1243284,776163,440034,654,1394,884,-0.186,-0.123,-0.223,5000843,0.128,0.08,141,471,101100,125600,776,714,-0.0799,웰바이오텍
559,2024-03-22,001470,-0.0,0.013,-0.037,-0.035,14,546,9127800,5777662,2681621,7037,8182,2205,-0.108,-0.043,-0.138,6434739,0.11,0.08,61,760,93100,153000,2110,2050,-0.02844,삼부토건
558,2024-03-21,373200,-0.027,-0.027,-0.16,-0.155,0,679,1971174,1248269,643898,2305,2326,1520,-0.263,-0.121,-0.276,4002182,0.213,0.08,594,760,135730,153000,1337,1266,-0.0531,하인크코리아
557,2024-03-21,258830,0.0,0.013,-0.015,-0.005,81,8,776046,400864,346679,484,531,397,-0.025,-0.013,-0.181,1867917,0.206,0.08,204,760,104230,153000,392,382,-0.02551,세종메디칼
556,2024-03-21,253840,-0.005,0.299,-0.005,0.299,514,0,5421181,2622543,2450357,16885,20771,7900,-0.048,0.104,-0.087,4223947,0.167,0.08,358,587,115930,135400,8730,8030,-0.08018,수젠텍
555,2024-03-21,088800,0.005,0.01,-0.046,-0.026,8,44,861297,433011,403987,1682,1437,1848,0.034,0.191,0.013,1857416,0.084,0.08,138,760,100930,153000,2200,2065,-0.06136,에이스테크
554,2024-03-21,082660,0.004,0.219,0.004,0.085,54,0,8496391,4107102,4086766,5953,8962,292,0.01,0.164,0.01,3819020,0.108,0.08,239,447,110000,124400,340,377,0.10882,코스나인
553,2024-03-21,079970,0.008,0.044,0.008,0.036,3,0,1129428,564263,508102,292,530,377,0.058,0.141,0.019,3045960,0.12,0.08,227,760,105400,153000,430,442,0.02791,투비소프트
552,2024-03-21,058110,0.015,0.297,0.008,0.243,735,1,10193526,5041667,4787606,21633,27367,3685,-0.077,-0.018,-0.091,1146526,0.081,0.08,271,760,111600,153000,3620,3600,-0.00552,멕아이씨에스
551,2024-03-21,041590,-0.0,0.123,-0.061,-0.003,80,3,9537805,5267214,3944127,6126,7071,671,-0.034,0.0,-0.075,1665990,0.081,0.08,108,164,95430,102230,672,726,0.08036,플래스크
550,2024-03-21,038530,-0.022,-0.011,-0.073,-0.04,1,57,3612032,2190658,1194316,1803,2211,264,0.023,0.174,0.011,4694067,0.099,0.08,157,760,101900,153000,310,320,0.03226,케이바이오
549,2024-03-21,035290,0.018,0.299,0.002,0.299,722,1,7340258,3194054,3628764,3897,5928,813,-0.026,0.071,-0.044,3031369,0.121,0.08,322,760,114130,153000,872,813,-0.06766,골드앤에스
548,2024-03-21,005290,0.01,0.063,-0.009,0.052,672,96,1519585,560311,916914,9767,12595,41150,0.029,0.13,0.023,4056902,0.105,0.08,64,760,93230,153000,46500,47950,0.03118,동진쎄미켐
547,2024-03-21,014160,0.031,0.3,0.03,0.3,546,0,82421649,43059750,38206217,62581,68584,1725,0.082,0.171,0.079,28516229,0.085,0.08,107,760,95400,153000,2020,1902,-0.05842,대영포장
546,2024-03-21,012170,-0.01,0.09,-0.023,0.052,16,1,19779661,10430770,8410386,10662,12218,1196,0.085,0.192,0.054,19856730,0.081,0.08,75,94,93800,94730,1427,1543,0.08129,아센디오
545,2024-03-21,009190,0.007,0.036,-0.014,0.0,109,4,579306,337685,222385,697,754,2095,0.007,0.167,0.005,1303360,0.103,0.08,61,760,93100,153000,2450,2500,0.02041,대양금속
544,2024-03-20,460930,-0.006,0.025,-0.047,-0.025,41,560,2109767,1290827,735978,12171,11335,18250,-0.014,0.079,-0.014,2026438,0.095,0.08,83,760,94200,153000,19720,18450,-0.0644,현대힘스
543,2024-03-20,323230,-0.002,0.02,-0.063,-0.012,102,309,1563388,913362,598872,1375,1051,580,0.002,0.126,0.002,1871391,0.124,0.08,105,760,95300,153000,654,693,0.05963,엠에프엠코리아
542,2024-03-20,290690,0.008,0.263,-0.019,0.196,221,6,23687242,11818355,11334404,20458,26805,3110,0.011,0.137,-0.003,7121682,0.133,0.08,99,373,95000,120700,3540,3260,-0.0791,소룩스
541,2024-03-20,245620,0.002,0.149,-0.026,0.022,514,42,6499221,3552556,2521561,3383,3658,515,-0.144,-0.033,-0.159,3335246,0.15,0.08,90,760,94530,153000,498,469,-0.05823,EDGC
540,2024-03-20,222810,0.0,0.134,-0.012,0.02,59,1,3445270,1847321,1400892,4285,4052,1410,-0.135,-0.067,-0.184,2394206,0.143,0.08,373,760,120700,153000,1316,1332,0.01216,세토피아
539,2024-03-20,140670,-0.003,0.251,-0.005,0.23,469,0,12639449,6286420,5993683,72467,77907,19390,0.068,0.153,0.023,4557345,0.117,0.08,136,432,100830,123630,22400,20600,-0.08036,알에스오토메이션
538,2024-03-20,123410,-0.013,-0.005,-0.063,-0.05,7,185,1141351,752597,347476,3003,2827,5270,0.013,0.091,0.006,1010437,0.085,0.08,60,760,93030,153000,5760,5600,-0.02778,코리아에프티
537,2024-03-20,112040,-0.016,0.066,-0.019,0.042,94,16,4070112,1909894,2074390,35151,41707,72400,0.015,0.095,0.004,1641826,0.091,0.08,74,760,93730,153000,79400,76100,-0.04156,위메이드
536,2024-03-20,049080,-0.002,0.0,-0.297,-0.297,0,760,3126657,1349460,256390,1425,971,852,0.056,0.161,0.056,4811458,0.099,0.08,697,760,144900,153000,990,965,-0.02525,기가레인
535,2024-03-20,041590,0.057,0.115,-0.251,-0.148,11,231,27944888,15870948,11222419,13063,14872,673,-0.0,0.091,-0.061,2934534,0.161,0.08,70,180,93530,103030,735,676,-0.08027,플래스크
534,2024-03-20,014160,0.174,0.3,0.054,0.057,37,759,51567464,27884595,18599895,30612,31153,1327,0.031,0.166,0.03,19247836,0.105,0.08,176,546,102830,133330,1549,1712,0.10523,대영포장
533,2024-03-20,007460,0.009,0.3,0.009,0.3,676,0,77158009,37788217,38725561,45312,54585,1387,-0.026,0.023,-0.066,16058693,0.096,0.08,89,760,94500,153000,1420,1478,0.04085,에이프로젠
532,2024-03-19,270660,0.006,0.088,0.0,0.086,747,1,1003768,414187,538298,5636,7873,27150,0.004,0.072,-0.018,1176877,0.092,0.08,68,760,93430,153000,29100,27900,-0.04124,에브리봇
531,2024-03-19,264850,0.013,0.056,-0.034,0.014,565,35,3834787,2034650,1673720,11992,13653,7770,0.005,0.149,-0.017,6369104,0.121,0.08,62,760,93130,153000,8940,8700,-0.02685,이랜시스
530,2024-03-19,082850,0.014,0.03,-0.005,-0.005,7,753,586316,336802,213710,924,1004,2850,0.028,0.146,0.028,8003803,0.114,0.08,94,219,94730,105000,3270,3010,-0.07951,우리바이오
529,2024-03-19,038530,0.004,0.025,-0.0,0.013,17,234,250260,127358,118063,116,246,240,0.004,0.15,0.0,1805297,0.122,0.08,81,760,94100,153000,276,275,-0.00362,케이바이오
528,2024-03-19,006220,0.0,0.006,-0.028,-0.019,5,138,840957,508777,271143,4262,4270,12160,0.001,0.118,0.001,3525203,0.118,0.08,166,760,102330,153000,13610,12810,-0.05878,제주은행
527,2024-03-19,004830,0.01,0.028,0.004,0.02,19,1,256660,118800,130245,990,1369,7970,0.053,0.191,0.046,3643793,0.082,0.08,87,653,94400,142700,9500,10280,0.08211,덕성
526,2024-03-19,003060,-0.017,0.088,-0.017,0.082,736,0,6733723,2465406,4038521,1257,2278,185,0.0,0.011,-0.065,1894283,0.081,0.08,548,562,133430,134130,187,202,0.08021,에이프로젠바이오로직
525,2024-03-18,270520,-0.018,0.018,-0.077,-0.044,290,1,5889562,3322501,2342483,8686,9833,2920,0.007,0.101,0.007,3288870,0.094,0.08,348,760,115430,153000,3220,3140,-0.02484,지오릿에너지
524,2024-03-18,217620,-0.0,0.032,-0.152,-0.116,1,663,8452013,3911792,4488384,1662,2253,441,-0.093,-0.064,-0.156,2458501,0.11,0.08,74,760,93730,153000,413,400,-0.03148,디딤이앤에프
523,2024-03-18,073570,-0.005,-0.005,-0.05,-0.032,0,320,656295,386023,252091,1836,2269,5400,0.043,0.167,0.033,1613099,0.104,0.08,88,200,94430,104030,6310,6970,0.1046,리튬포어스
522,2024-03-18,032800,0.165,0.182,-0.112,-0.075,11,750,101467619,55415727,43099946,43611,54818,331,0.018,0.178,0.003,15318439,0.095,0.08,66,541,93330,133100,390,427,0.09487,판타지오
521,2024-03-18,009620,0.012,0.045,-0.002,0.027,69,6,686831,318928,342849,827,925,1001,0.004,0.148,0.004,2407286,0.123,0.08,674,760,143730,153000,1150,1240,0.07826,삼보산업
520,2024-03-18,006880,0.003,0.06,-0.005,0.038,78,1,661131,342679,304660,2469,2264,7930,0.029,0.147,0.026,1422055,0.118,0.08,693,760,144700,153000,9110,9050,-0.00659,신송홀딩스
519,2024-03-15,460930,0.01,0.294,0.004,0.234,723,1,15508544,7807989,7365320,77557,88535,17830,0.053,0.153,0.022,8434896,0.117,0.08,69,326,93500,114330,20600,18950,-0.0801,현대힘스
518,2024-03-15,323230,-0.037,0.071,-0.167,0.016,699,155,9104708,4807434,3938498,4734,5524,634,-0.085,-0.041,-0.148,2029882,0.126,0.08,87,760,94400,153000,609,610,0.00164,엠에프엠코리아
517,2024-03-15,199430,0.064,0.3,0.053,0.168,137,5,12962546,6315463,6005954,73182,92193,27450,0.033,0.093,-0.007,2513346,0.101,0.08,66,145,93330,101300,30000,27600,-0.08,케이엔알시스템
516,2024-03-15,162300,0.0,0.021,-0.028,-0.009,687,409,500631,291686,170320,1119,1002,3740,0.019,0.128,0.019,4382537,0.108,0.08,198,573,103930,134700,4220,3880,-0.08057,신스틸
515,2024-03-15,047920,0.037,0.083,0.007,0.042,100,344,2248456,1164131,1002978,11522,11095,29550,0.034,0.127,0.015,2058284,0.11,0.08,157,760,101900,153000,33300,31750,-0.04655,HLB제약
514,2024-03-15,010660,-0.016,0.012,-0.043,-0.019,2,492,2323655,1392618,806721,5489,3814,5690,0.04,0.123,0.018,3034484,0.104,0.08,62,760,93130,153000,6400,6260,-0.02187,화천기계
513,2024-03-15,004380,0.016,0.023,-0.012,0.007,351,217,321213,200635,109686,2252,1579,14570,0.067,0.146,0.06,1922610,0.08,0.08,224,610,105230,140530,16710,15370,-0.08019,삼익THK
512,2024-03-15,000680,0.002,0.046,-0.006,0.022,48,451,1187901,673393,484510,3545,3365,4340,0.002,0.15,0.002,6335647,0.122,0.08,61,661,93100,143100,4990,5600,0.12224,LS네트웍스
511,2024-03-14,299900,0.215,0.219,0.005,0.011,5,567,25615472,14165008,9624319,53136,64098,2820,-0.043,0.025,-0.06,2142627,0.091,0.08,252,760,110630,153000,2890,2765,-0.04325,위지윅스튜디오
510,2024-03-14,227100,0.17,0.3,0.035,0.088,41,755,5765075,2824649,1719161,5962,5892,1271,-0.04,-0.007,-0.134,1392216,0.146,0.08,209,216,104500,104830,1263,1448,0.14648,에이치앤비디자인
509,2024-03-14,195990,0.0,0.016,-0.01,0.008,109,18,604380,268469,326933,275,514,510,0.002,0.088,0.002,1121080,0.086,0.08,205,212,104300,104630,556,604,0.08633,에이비프로바이오
508,2024-03-14,066790,0.028,0.048,-0.119,-0.098,3,402,30500326,17713469,12206602,39459,48477,5080,-0.004,-0.002,-0.077,5429890,0.081,0.08,388,394,121430,121730,5080,5490,0.08071,씨씨에스
507,2024-03-14,041590,0.201,0.3,0.052,0.3,224,21,15379622,7517677,7164680,6730,7470,1261,0.029,0.071,-0.063,7319328,0.142,0.08,273,760,111700,153000,1351,1350,-0.00074,플래스크
506,2024-03-14,025820,-0.0,0.017,-0.006,0.004,135,8,422095,255260,152827,5816,10280,4045,0.088,0.187,0.084,7586532,0.087,0.08,356,445,115830,124300,4800,4420,-0.07917,이구산업
505,2024-03-14,006340,0.001,0.033,-0.006,0.03,76,45,850386,329647,492459,839,1053,1309,0.0,0.077,-0.005,1444816,0.083,0.08,70,760,93530,153000,1411,1358,-0.03756,대원전선
504,2024-03-14,001780,-0.002,0.019,-0.002,0.019,691,0,454300,254251,183553,764,820,3245,0.014,0.114,0.002,3607709,0.112,0.08,83,760,94200,153000,3620,3660,0.01105,알루코
503,2024-03-13,900340,-0.019,0.012,-0.17,-0.156,76,758,8050121,5030663,2736307,8662,8876,1270,-0.01,0.021,-0.055,1243577,0.08,0.08,68,679,93430,144000,1297,1193,-0.08019,윙입푸드
502,2024-03-13,457550,-0.031,0.027,-0.076,-0.061,7,717,1850774,990589,733862,11094,10363,22400,0.022,0.123,0.002,1020262,0.12,0.08,60,760,93030,153000,25200,25150,-0.00198,우진엔텍
501,2024-03-13,445090,-0.008,0.131,-0.009,0.131,759,0,1875370,814557,970714,22076,24107,75300,0.016,0.081,0.0,1039995,0.081,0.08,95,741,94800,151100,81500,75000,-0.07975,에이직랜드
500,2024-03-13,318160,0.0,0.007,-0.009,0.001,435,1,39325,31359,7531,128,158,3745,0.0,0.158,-0.001,1080711,0.113,0.08,66,553,93330,133700,4340,4830,0.1129,셀바이오휴먼텍
499,2024-03-13,281740,0.011,0.041,-0.054,-0.006,19,65,5099783,2860172,1936676,24811,21344,30450,0.0,0.059,-0.041,2055455,0.104,0.08,61,356,93100,115830,32300,29700,-0.0805,레이크머티리얼즈
498,2024-03-13,115450,-0.009,0.025,-0.032,0.009,629,133,2669115,1433001,1153458,6742,6579,9200,0.012,0.158,0.012,3742950,0.113,0.08,81,503,94100,131200,10660,9810,-0.07974,HLB테라퓨틱스
497,2024-03-13,078150,-0.0,0.005,-0.021,-0.009,0,2,749689,396816,270854,511,828,2145,0.063,0.156,0.049,6280552,0.102,0.08,60,760,93030,153000,2480,2445,-0.01411,HB테크놀러지
496,2024-03-13,047920,-0.0,0.082,-0.019,0.061,591,2,3195592,1575235,1556067,13894,15375,27800,-0.011,0.077,-0.013,1086184,0.091,0.08,74,504,93730,131230,30000,27600,-0.08,HLB제약
495,2024-03-13,025320,0.004,0.029,-0.031,-0.004,259,7,10167545,5119177,4318544,22498,22034,11170,0.095,0.143,0.035,6408928,0.105,0.08,60,263,93030,111200,12780,11760,-0.07981,시노펙스
494,2024-03-13,016670,-0.004,0.0,-0.134,-0.11,1,659,4537495,3098250,1397190,1187,1165,226,-0.084,0.009,-0.155,3064485,0.194,0.08,104,760,95230,153000,228,241,0.05702,디모아
493,2024-03-13,005160,0.021,0.09,0.014,0.083,607,1,1495679,632186,820499,3395,4821,7840,-0.005,0.084,-0.006,1244749,0.091,0.08,133,420,100700,123030,8510,7830,-0.07991,동국산업
492,2024-03-13,011930,0.002,0.101,-0.01,0.08,748,74,6361378,2067133,3873891,5998,8388,2095,-0.007,0.098,-0.017,9415132,0.117,0.08,83,760,94200,153000,2300,2460,0.06957,신성이엔지
491,2024-03-13,010660,-0.03,0.009,-0.077,-0.061,4,719,3605253,2191088,1258377,7052,6346,5060,0.026,0.075,-0.012,1143804,0.088,0.08,70,293,93530,112700,5450,5930,0.08807,화천기계
490,2024-03-12,330860,0.052,0.085,-0.003,0.074,420,42,3549359,1829194,1588699,28971,31084,39100,-0.024,0.157,-0.033,3174467,0.113,0.08,80,476,94030,125830,45300,41700,-0.07947,네패스아크
489,2024-03-12,294140,0.028,0.076,-0.001,0.045,2,40,660742,318542,328939,1245,1643,1587,0.011,0.165,0.008,1509423,0.106,0.08,641,760,142100,153000,1851,1728,-0.06645,레몬
488,2024-03-12,033230,-0.019,-0.0,-0.048,-0.046,14,700,1903725,1154524,621532,4274,3721,3980,0.014,0.093,0.008,3855136,0.085,0.08,80,207,94030,104400,4350,4720,0.08506,인성정보
487,2024-03-12,032820,0.005,0.038,0.002,0.025,312,2,3890912,1770179,2050420,2568,3320,1331,0.016,0.127,0.003,10852067,0.124,0.08,65,760,93300,153000,1501,1477,-0.01599,우리기술
486,2024-03-12,083420,0.0,0.006,-0.02,-0.014,115,591,66717,41880,20379,509,409,6950,0.007,0.125,0.007,1157063,0.117,0.08,89,760,94500,153000,7830,7340,-0.06258,그린케미칼
485,2024-03-11,900340,0.3,0.3,-0.098,0.052,4,76,95417316,50275432,39747996,84040,98130,1510,0.001,0.046,-0.032,4686145,0.081,0.08,61,75,93100,93800,1582,1710,0.08091,윙입푸드
484,2024-03-11,182400,0.041,0.046,-0.105,-0.076,0,488,5594877,3456115,1797796,6666,6082,2120,-0.021,0.021,-0.06,1118316,0.086,0.08,94,760,94730,153000,2170,2025,-0.06682,엔케이맥스
483,2024-03-11,082850,0.005,0.005,-0.033,-0.031,0,673,351046,228870,114253,518,824,2660,0.008,0.147,0.008,2785017,0.125,0.08,60,760,93030,153000,3050,2895,-0.05082,우리바이오
482,2024-03-11,066790,0.037,0.298,0.025,0.298,657,1,97516627,46209705,50717656,114567,140815,5120,0.117,0.189,0.07,19292916,0.083,0.08,261,760,111100,153000,6100,6200,0.01639,씨씨에스
481,2024-03-11,047920,-0.0,0.139,-0.012,0.101,503,214,4030188,1849468,2115622,15665,18244,22900,0.028,0.122,0.013,1531322,0.108,0.08,68,760,93430,153000,25700,26200,0.01946,HLB제약
480,2024-03-11,039980,0.015,0.04,-0.052,-0.026,62,563,13814171,8058931,5420716,18677,19121,2830,-0.027,0.03,-0.062,2772200,0.098,0.08,60,503,93030,131200,2920,2690,-0.07877,폴라리스AI
479,2024-03-11,010660,-0.011,0.002,-0.043,-0.032,7,685,896380,655508,210592,1899,1463,4500,0.056,0.16,0.054,3017540,0.1,0.08,242,760,110130,153000,5230,5390,0.03059,화천기계
478,2024-03-11,007460,0.008,0.113,-0.009,0.094,430,250,6539249,2859436,3389880,3716,5766,811,0.0,0.122,-0.006,3866426,0.129,0.08,551,760,133600,153000,911,904,-0.00768,에이프로젠
477,2024-03-08,270520,-0.004,0.036,-0.015,0.006,153,83,1929917,1011488,799955,2496,2864,2675,0.024,0.123,0.021,2620039,0.101,0.08,114,760,95730,153000,3010,3060,0.01661,지오릿에너지
476,2024-03-08,200710,0.013,0.143,0.01,0.101,128,9,3311829,1549171,1552521,22674,24270,43000,0.128,0.148,0.056,1568569,0.087,0.08,66,760,93330,153000,49400,46850,-0.05162,에이디테크놀로지
475,2024-03-08,200470,0.019,0.03,-0.012,-0.008,8,208,772980,463234,259289,1992,1797,4685,0.035,0.178,0.034,5210092,0.093,0.08,172,173,102630,102700,5530,5090,-0.07957,에이팩트
474,2024-03-08,066790,0.059,0.198,-0.094,-0.072,53,730,69062349,38131800,29013978,90951,101885,3945,0.037,0.128,0.025,13129376,0.1,0.08,224,464,105230,125230,4450,4900,0.10112,씨씨에스
473,2024-03-08,054090,0.0,0.099,-0.045,0.005,180,129,563132,286148,249206,1041,1120,1316,-0.0,0.172,-0.0,1176666,0.099,0.08,60,621,93030,141100,1545,1421,-0.08026,삼진엘앤디
472,2024-03-08,035290,0.0,0.293,-0.026,0.238,666,51,8870479,4369630,4139867,7595,9683,769,-0.045,0.038,-0.074,1040186,0.121,0.08,154,760,101730,153000,799,769,-0.03755,골드앤에스
471,2024-03-08,024120,-0.012,0.036,-0.02,-0.016,2,91,59528,33185,18381,231,178,4270,-0.007,0.11,-0.007,1072850,0.118,0.08,61,347,93100,115400,4740,4360,-0.08017,KB오토시스
470,2024-03-08,009810,0.022,0.299,0.022,0.063,13,0,17843780,9905712,7156745,10960,14963,544,-0.018,0.127,-0.026,2325803,0.143,0.08,143,760,101200,153000,614,613,-0.00163,플레이그램
469,2024-03-07,294630,-0.021,0.083,-0.077,0.028,586,16,8995597,4623239,4124425,17210,19833,5840,-0.01,0.087,-0.017,1409007,0.106,0.08,60,508,93030,131430,6360,5850,-0.08019,서남
468,2024-03-07,281740,-0.016,0.002,-0.05,-0.037,6,672,1072412,665853,364081,7318,4796,21050,0.0,0.116,0.0,1205730,0.116,0.08,193,760,103700,153000,23500,23400,-0.00426,레이크머티리얼즈
467,2024-03-07,253590,-0.017,0.177,-0.029,0.08,198,1,29389556,14246112,13489122,101513,113466,14950,0.072,0.145,0.055,10825324,0.085,0.08,104,203,95230,104200,17140,15770,-0.07993,네오셈
466,2024-03-06,298380,0.002,0.052,-0.004,0.041,209,0,972516,420746,524380,5464,8592,23950,0.025,0.113,0.017,1774770,0.094,0.08,60,760,93030,153000,26700,27300,0.02247,에이비엘바이오
465,2024-03-06,294630,-0.146,-0.1,-0.231,-0.18,79,12,8257012,4507924,3554145,16532,17885,5680,-0.021,0.021,-0.077,1834040,0.107,0.08,130,760,100530,153000,5810,5840,0.00516,서남
464,2024-03-06,141080,0.002,0.065,-0.014,0.049,637,37,1792858,712618,955966,11551,20998,60000,0.07,0.197,0.053,3783625,0.076,0.076,80,755,94030,151800,71900,77400,0.0765,레고켐바이오
463,2024-03-06,123410,-0.024,-0.017,-0.079,-0.079,2,609,2358526,1427184,578010,3903,3705,5390,0.033,0.098,0.011,1854593,0.086,0.08,61,760,93100,153000,5930,5830,-0.01686,코리아에프티
462,2024-03-06,066790,-0.086,-0.046,-0.183,-0.121,79,586,20637839,11301022,8549561,23988,27971,3270,-0.011,0.138,-0.049,9062666,0.134,0.08,131,727,100600,150400,3720,4220,0.13441,씨씨에스
461,2024-03-06,033170,-0.012,0.034,-0.027,0.012,72,21,12842406,6726265,5807892,18313,22253,1900,-0.019,0.074,-0.037,4195182,0.115,0.08,105,540,95300,133030,2040,1877,-0.0799,시그네틱스
460,2024-03-06,012170,-0.083,-0.08,-0.197,-0.186,0,752,19759783,11960604,7381611,9339,11481,965,-0.006,0.078,-0.027,4779534,0.108,0.08,89,102,94500,95130,1041,1153,0.10759,아센디오
459,2024-03-05,383930,0.001,0.299,0.001,0.299,567,0,3045596,1336636,1668785,11680,13562,13160,-0.056,0.021,-0.073,1344773,0.102,0.08,71,760,93600,153000,13450,13160,-0.02156,디티앤씨알오
458,2024-03-05,360350,0.032,0.27,-0.031,0.184,693,13,9864856,4958203,4658138,80047,91485,35750,-0.032,0.091,-0.043,1469363,0.14,0.08,110,452,95530,124630,39000,35900,-0.07949,코셈
457,2024-03-05,340360,0.014,0.147,-0.044,0.012,70,611,3746549,2027762,1589394,4592,4524,2540,-0.0,-0.0,-0.173,1195469,0.21,0.08,195,760,103800,153000,2540,2555,0.00591,다보링크
456,2024-03-05,294630,0.04,0.09,0.009,0.056,134,15,3741592,1698848,1904856,9492,11715,6930,-0.146,-0.117,-0.231,3621346,0.148,0.08,75,530,93800,132530,6130,5640,-0.07993,서남
455,2024-03-05,294090,-0.049,0.101,-0.049,0.087,593,0,2435065,1013435,1297280,4545,5455,5600,0.014,0.095,-0.009,1556424,0.105,0.08,184,760,103230,153000,6140,6380,0.03909,이오플로우
454,2024-03-05,264850,-0.006,0.1,-0.016,0.055,354,9,3916513,1848724,1900842,9005,11114,6750,-0.013,0.071,-0.047,1732765,0.124,0.08,245,760,110300,153000,7240,7150,-0.01243,이랜시스
453,2024-03-05,258830,-0.216,-0.112,-0.279,-0.223,39,6,18706207,10525068,7231357,12106,18664,431,-0.0,0.009,-0.077,1876648,0.093,0.08,105,118,95300,95930,435,475,0.09195,세종메디칼
452,2024-03-05,230980,0.004,0.122,-0.084,-0.049,54,519,7077919,4062609,2690943,3161,8579,250,-0.02,0.012,-0.076,1386700,0.095,0.08,84,760,94230,153000,253,244,-0.03557,비유테크놀러지
451,2024-03-05,073570,-0.014,0.038,-0.018,-0.014,279,0,3462719,1887601,1375588,7979,7474,6540,-0.005,0.076,-0.024,1575221,0.103,0.08,88,760,94430,153000,7050,6700,-0.04965,리튬포어스
450,2024-03-05,066790,0.06,0.081,-0.048,-0.009,1,575,17552386,9528413,7252902,23461,27809,3720,-0.086,-0.052,-0.151,6596703,0.116,0.08,79,200,94000,104030,3530,3250,-0.07932,씨씨에스
449,2024-03-05,031860,-0.018,0.044,-0.029,-0.026,8,1,4078440,2492762,1432712,6890,9964,264,-0.0,-0.0,-0.098,2823467,0.109,0.08,136,760,100830,153000,264,255,-0.03409,에스유홀딩스
448,2024-03-05,019570,-0.0,0.002,-0.068,-0.055,0,482,501704,324420,161468,362,350,583,0.009,0.185,0.005,1323797,0.087,0.08,472,589,125630,135500,692,637,-0.07948,리더스 기술투자
447,2024-03-04,443670,0.036,0.3,0.025,0.3,654,118,10663636,5607159,4992686,47389,49424,14610,0.15,0.198,0.099,3997917,0.076,0.076,208,259,104430,111000,17520,18850,0.07591,에스피소프트
446,2024-03-04,403870,-0.008,0.015,-0.025,-0.019,24,87,1541841,744031,580347,16411,20703,51400,0.037,0.128,0.029,2010044,0.096,0.08,61,760,93100,153000,58100,56000,-0.03614,HPSP
445,2024-03-04,245620,-0.04,0.063,-0.076,-0.073,20,741,12564464,6973645,4974013,14797,16472,633,-0.028,-0.0,-0.079,2638921,0.086,0.08,82,760,94130,153000,634,613,-0.03312,EDGC
444,2024-03-04,237820,-0.032,-0.022,-0.125,-0.119,0,723,1675515,828113,378019,4632,4720,7760,0.092,0.143,0.05,1822006,0.088,0.08,350,760,115530,153000,8880,8740,-0.01577,플레이디
443,2024-03-04,182400,-0.049,-0.041,-0.112,-0.074,0,405,6914281,4000248,2766660,7409,8002,1632,-0.05,0.07,-0.05,1524251,0.126,0.08,74,760,93730,153000,1748,1705,-0.0246,엔케이맥스
442,2024-03-04,098460,-0.015,-0.011,-0.045,-0.044,280,643,2604616,1494071,847195,11921,13526,19210,0.02,0.104,0.018,2148504,0.084,0.08,69,760,93500,153000,21200,21900,0.03302,고영
441,2024-03-04,073640,0.0,0.045,-0.049,-0.027,289,3,7158639,4022637,2916999,5185,6637,973,-0.019,-0.001,-0.08,2336476,0.086,0.08,74,760,93730,153000,973,959,-0.01439,테라사이언스
440,2024-03-04,066980,-0.016,0.016,-0.054,-0.042,267,19,706709,353509,275379,1029,897,2735,0.068,0.188,0.057,1038503,0.086,0.08,61,219,93100,105000,3250,3530,0.08615,한성크린텍
439,2024-03-04,051980,0.004,0.025,-0.071,-0.015,16,414,2135811,1092435,1027086,2707,3283,3585,0.059,0.188,0.056,2329736,0.086,0.08,199,760,104000,153000,4260,4375,0.027,중앙첨단소재
438,2024-03-04,033100,-0.002,0.021,-0.01,-0.0,39,9,127110,67008,55686,1735,638,20950,0.038,0.191,0.038,1141378,0.081,0.08,142,189,101130,103500,25000,27000,0.08,제룡전기
437,2024-03-04,009310,0.03,0.048,-0.084,-0.081,0,300,3853662,2546885,1101502,3148,4715,590,-0.009,0.007,-0.07,1008482,0.082,0.08,145,760,101300,153000,595,569,-0.0437,참엔지니어링
436,2024-03-04,001380,-0.006,0.297,-0.025,0.128,497,92,19321965,10006464,8897941,50760,59761,1644,0.002,0.172,0.002,3621674,0.1,0.08,68,760,93430,153000,1928,1942,0.00726,SG글로벌
435,2024-02-29,073570,0.019,0.177,0.019,0.083,463,0,5522236,2877006,2532346,13855,15464,5630,0.021,0.123,0.014,1997948,0.107,0.08,60,760,93030,153000,6330,6630,0.04739,리튬포어스
434,2024-02-29,059270,-0.031,0.028,-0.3,-0.3,8,477,1978861,1074470,868873,6471,6679,12290,-0.047,-0.044,-0.234,1083695,0.249,0.08,151,760,101600,153000,11760,12300,0.04592,해성티피씨
433,2024-02-29,039980,0.007,0.01,-0.05,-0.034,1,699,2609267,1543080,979038,2653,2362,1689,0.071,0.178,0.068,4565843,0.094,0.08,140,760,101030,153000,1991,1853,-0.06931,리노스
