,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
10431,20250610,085660,122853,122852,130102,11330,10300,11520,11270,4,58,11370,10.500,11520,11340,4,1,175.930,1172217,423435,744930,4006,5550,124,3.270,10.500,2.220,8914,258,11450,9870,11450,9340,5,0.018,-0.010,0.018,760,522,차바이오텍,0.018
10430,20250610,003120,120653,120652,123905,24650,22400,24700,23800,60,22,23900,9.130,24000,23900,2,0,193.180,67027,22563,43588,453,616,108,0.680,9.530,9.130,700,1568,21900,15540,21900,14810,0,0.000,-0.056,-0.019,445,638,일성아이에스,-0.048
10429,20250610,403490,115516,115515,122727,2470,2245,2470,2320,59,0,2335,14.460,2360,2320,14,0,108.590,62930715,29916765,32486305,74724,88556,206,1.190,14.460,4.140,147294,1078,2155,1523,2155,1343,10,0.000,-0.090,-0.077,418,685,우듬지팜,-0.048
10428,20250610,068050,113554,113548,120806,2445,2220,2450,2375,43,13,2410,8.560,2420,2375,2,13,142.930,1607275,646440,923927,1578,2237,127,3.500,13.590,13.080,21347,19456,2315,2050,3930,2050,0,0.064,-0.008,0.029,543,482,팬엔터테인먼트,0.029
10427,20250610,235980,113520,113519,120733,4160,3780,4160,4020,54,10,4070,7.110,4080,4020,6,10,175.300,358440,126917,222480,1135,1481,389,0.350,7.770,7.110,4081,1441,3800,3130,3800,2750,1,0.025,-0.017,0.003,595,746,메드팩토,0.003
10426,20250610,900120,113435,113433,120641,64,58,65,60,59,34,61,5.170,63,61,19,0,139.690,12254957,4932356,6889771,7947,3565,228,5.580,29.910,19.150,3191,4883,60,55,60,51,0,0.113,-0.002,-0.002,547,373,씨엑스아이,-0.002
10425,20250610,900110,113401,113355,120609,58,52,59,53,58,45,55,17.020,57,54,19,11,151.680,90915226,35068866,53193606,11276,12329,228,5.370,29.910,17.020,3191,4874,49,46,50,46,2,0.107,-0.038,-0.002,433,745,이스트아시아홀딩스,0.107
10424,20250610,448710,112542,112536,115748,20050,18200,20400,18820,59,30,19070,6.240,19200,18850,2,8,91.420,392048,191073,174670,3549,3581,144,2.350,14.490,12.730,287931,70109,21800,17950,21800,15550,1,0.009,-0.026,-0.008,412,658,코츠테크놀로지,-0.008
10423,20250610,272210,111526,111522,114730,48150,43750,49450,47850,24,59,48550,13.430,49250,48300,14,1,151.880,9968059,3939219,5982965,45832,68840,200,3.120,13.550,9.320,273089,204874,47350,38800,47350,30150,11,0.065,-0.018,0.057,733,550,한화시스템,0.057
10422,20250610,900110,111421,111420,114635,53,47,59,51,19,45,55,17.020,59,53,19,6,179.050,72515280,25036173,44826353,8367,9743,228,4.850,29.910,14.890,3190,3852,49,46,50,46,2,0.107,-0.038,-0.002,433,745,이스트아시아홀딩스,0.107
10421,20250610,016600,111407,111407,114620,313,284,332,293,58,50,306,8.510,308,303,10,15,95.950,8838614,4122985,3956209,1552,2095,119,-0.870,8.510,3.180,2759,12757,282,263,282,244,0,0.008,-0.041,-0.018,339,696,큐캐피탈,-0.018
10420,20250610,142760,110614,110613,113821,1616,1469,1650,1561,1,32,1615,9.940,1650,1584,1,19,224.910,367517,111012,249675,532,904,108,0.460,11.980,4.440,576,22357,1469,1257,1469,1188,1,0.017,-0.035,-0.013,316,574,모아라이프플러스,-0.013
10419,20250610,065370,105858,105858,113106,11040,10030,9990,10030,0,2,9970,13.550,9990,10030,0,2,87.330,1868064,956681,835469,11126,10756,480,1.560,29.890,13.550,33825,18908,11300,7380,14300,6380,3,0.111,-0.035,-0.008,478,421,위세아이텍,-0.008
10418,20250610,065370,105600,105558,112806,9960,9050,11030,10030,55,60,10190,16.060,10430,10050,13,18,90.830,1815625,911640,828071,10796,10638,480,1.590,29.890,16.060,33818,18349,11300,7380,14300,6380,3,0.087,-0.056,-0.029,478,421,위세아이텍,-0.048
10417,20250610,476040,104935,104935,112139,36300,33000,37450,35350,31,16,36600,12.790,37000,35350,3,16,119.230,1554751,702427,837484,13493,16519,574,0.660,15.940,12.790,111490,55478,48150,30450,48150,30450,1,0.034,-0.044,-0.022,389,368,오가노이드사이언스,-0.022
10416,20250610,403490,103617,103614,110820,2245,2040,2425,2160,10,57,2395,17.400,2425,2255,10,13,117.500,36584579,16633314,19543470,42396,48377,206,1.710,17.650,4.540,84355,949,2155,1523,2155,1343,10,0.027,-0.113,-0.100,350,685,우듬지팜,-0.048
10415,20250610,103140,103058,103055,110304,74200,67400,74900,73400,10,37,74600,13.030,74900,73500,10,20,184.650,1353114,472401,872290,12938,18513,144,2.000,12.880,9.190,61479,177502,66000,54600,69400,50200,6,0.030,-0.017,0.030,760,258,풍산,0.030
10414,20250610,035760,102449,102443,105702,76300,69300,77000,74300,60,26,76600,11.340,76600,75200,0,17,178.500,265775,95013,169601,3972,7003,127,3.490,12.980,11.050,16535,14345,68800,53900,68800,53900,6,0.028,-0.014,0.007,446,576,CJ ENM,0.007
10413,20250610,026040,102120,102118,105330,3515,3195,3775,3245,58,21,3305,0.920,3370,3255,4,8,84.940,3664285,1937254,1645589,12020,13111,121,0.600,7.610,4.330,130282,1519,3275,1625,3275,1504,0,0.004,-0.049,-0.011,227,299,제이에스티나,-0.048
10412,20250610,004150,102018,102018,105224,3320,3015,3350,3210,59,34,3215,6.630,3255,3215,8,0,147.890,1991622,779285,1152450,3698,4605,170,2.720,11.670,6.630,3175,6413,3015,2440,3015,2295,0,0.040,-0.038,-0.035,478,618,한솔홀딩스,-0.035
10411,20250610,011170,101920,101920,105136,68000,61800,68400,66800,9,47,67700,9.900,68400,67600,9,2,215.260,319202,100705,216780,4094,5943,180,2.770,10.030,9.900,24728,15374,66000,56400,75400,54400,13,0.014,-0.027,-0.014,312,710,롯데케미칼,-0.014
10410,20250610,376900,101706,101704,104911,17540,15940,18500,16950,40,3,17090,19.510,17260,16950,19,3,109.960,5934668,2779851,3056795,31265,39102,326,2.350,19.580,2.440,101248,125,21450,14300,21450,14300,2,0.071,-0.056,0.006,630,385,로킷헬스케어,-0.048
10409,20250610,054180,100249,100243,103502,205,186,210,195,52,6,199,17.750,202,195,18,6,111.020,25161920,11600724,12878922,6037,11768,408,1.720,17.160,3.290,4882,7141,283,104,304,104,5,0.093,-0.022,0.008,336,219,메디콕스,0.008
10408,20250610,376900,100202,100159,103413,15950,14500,18500,15940,10,60,17390,21.610,18500,17250,10,4,119.440,5350790,2393714,2859054,27528,34427,326,2.940,21.540,2.900,91235,123,21450,14300,21450,14300,2,0.052,-0.072,-0.011,630,385,로킷헬스케어,-0.048
10407,20250610,950190,100128,100123,103336,9050,8220,9050,8580,56,41,8685,6.700,8710,8600,5,6,112.700,186065,83742,94376,986,1253,127,3.420,12.980,10.900,12341,10825,8140,7430,8140,6720,0,0.030,-0.012,0.011,454,187,고스트스튜디오,0.011
10406,20250610,336260,95721,95721,102925,20250,18390,20850,19630,60,5,19700,9.020,19910,19630,14,5,101.240,2949183,1453786,1471882,15973,18424,386,0.980,9.840,9.020,147101,34097,18250,14190,18250,12770,5,0.004,-0.037,-0.029,185,555,두산퓨얼셀,-0.029
10405,20250610,201490,95434,95432,102637,2300,2090,2490,2230,40,58,2390,24.670,2445,2380,17,20,91.530,11852361,6145097,5624308,12560,14634,488,9.810,29.980,24.670,69090,27508,1917,1762,1917,1650,0,0.040,-0.019,0.040,235,183,미투온,0.039
10404,20250610,011690,95018,95017,102225,4125,3750,4120,3600,60,7,3630,11.520,3720,3600,20,7,95.080,12705807,6372393,6058866,21510,22537,33,1.230,24.450,11.520,27926,48729,3510,2320,3510,1913,3,0.004,-0.126,-0.108,166,633,와이투솔루션,-0.048
10403,20250610,016590,94916,94913,102125,13250,12040,13810,12760,57,16,12870,11.240,12930,12760,18,16,117.260,222913,100420,117755,1776,2178,170,2.830,11.240,9.950,2871,4670,11570,7370,11570,6180,3,0.013,-0.059,-0.003,175,556,신대양제지,-0.048
10402,20250610,042670,94633,94631,101842,10320,9380,11150,10350,0,60,11110,18.440,11150,10740,0,12,145.790,13266440,5368898,7827470,29516,39715,378,3.370,18.550,7.710,90643,12574,9460,8080,9830,7180,3,0.003,-0.046,-0.015,167,240,HD현대인프라코어,-0.015
10401,20250610,217270,93759,93753,101004,8030,7300,8410,7960,49,59,8080,10.530,8140,8020,4,13,172.390,850254,307235,529652,2362,3066,265,2.700,29.980,22.330,68977,24494,8700,6400,8700,6320,0,0.050,-0.002,0.007,272,140,넵튠,0.007
10400,20250610,054180,93747,93747,101001,187,170,210,182,1,54,205,21.300,210,188,1,16,133.870,19786071,8168608,10935189,3986,7695,408,2.000,22.490,2.370,3806,6546,283,104,304,104,5,0.061,-0.051,-0.022,336,219,메디콕스,-0.048
10399,20250610,036000,92333,92329,95545,3290,2990,3450,3210,0,59,3440,16.410,3450,3310,0,11,135.260,986964,415718,562320,1679,2365,316,2.020,29.910,16.410,3112,3279,2955,2480,2955,2325,5,0.005,-0.072,-0.047,133,605,예림당,-0.048
10398,20250610,418420,92245,92245,95456,3870,3515,3970,3715,58,1,3745,6.540,3810,3715,12,1,118.680,295976,131442,155998,998,1061,352,0.890,7.310,6.540,1362,1131,3920,2630,3920,2305,1,0.002,-0.035,-0.030,112,363,라온텍,-0.030
10397,20250610,263720,92151,92147,95404,19030,17300,20000,18730,53,12,18810,12.630,18930,18730,8,12,92.510,867188,442314,409202,7086,7169,488,9.750,29.980,22.840,68712,48629,17770,15250,19370,15250,1,0.010,-0.054,-0.045,128,251,디앤씨미디어,-0.048
10396,20250610,432430,92047,92047,95306,7010,6370,7260,6640,56,9,6690,9.670,6790,6640,17,9,95.630,2827291,1404926,1343484,10646,10788,488,9.570,29.980,22.120,68709,48389,6330,5480,7000,4630,3,0.020,-0.081,-0.077,130,658,와이랩,-0.048
10395,20250610,020120,91855,91854,95102,4265,3875,4465,4220,52,23,4280,19.890,4300,4225,5,17,103.070,10701168,5229531,5390152,27060,30639,488,9.560,29.980,20.860,68678,48140,3625,3170,3975,2830,2,0.010,-0.118,-0.112,110,755,키다리스튜디오,-0.048
10394,20250610,207760,91828,91826,95036,2090,1896,2090,2090,0,0,2090,29.980,2090,2090,0,0,103.380,35889751,16124920,16670342,34404,34984,488,9.500,29.980,20.860,68677,47924,1665,1305,1665,852,9,-0.002,-0.115,-0.110,101,706,미스터블루,-0.004
10393,20250610,290650,91754,91750,95011,28900,26250,29250,28050,9,57,28700,10.810,29250,28400,9,20,139.130,550839,228758,318275,2561,2977,110,1.090,29.910,12.900,3108,1431,32400,20900,32400,18950,0,0.008,-0.030,-0.009,115,577,엘앤씨바이오,-0.009
10392,20250610,044490,91629,91622,94843,30500,27700,33400,27650,32,57,32100,14.230,32900,31000,7,19,96.120,3327292,1666875,1602196,25896,28534,94,1.370,15.380,14.770,1791,101974,28550,13830,28550,13830,1,-0.002,-0.097,-0.089,500,359,태웅,-0.048
10391,20250610,011690,91532,91529,94740,3730,3390,4120,3505,25,56,3945,21.200,4065,3810,17,6,115.330,8503743,3873619,4467530,14594,16543,33,1.550,27.930,21.350,20903,32521,3510,2320,3510,1913,3,0.042,-0.196,-0.179,100,633,와이투솔루션,-0.048
10390,20250610,018700,91358,91351,94603,1100,1000,1188,1092,53,60,1115,10.180,1135,1110,10,20,94.060,1208672,604966,569010,2325,3236,127,2.070,14.480,10.670,14310,1374,1012,801,1012,750,0,0.018,-0.066,-0.053,178,585,바른손,-0.048
10389,20250610,417180,91334,91334,94548,3270,2970,3590,3230,48,59,3410,22.660,3490,3370,20,6,105.220,14020278,6737130,7088843,20952,24873,488,9.920,29.980,22.480,68557,47107,3140,2510,3180,2100,5,0.014,-0.143,-0.138,123,690,핑거스토리,-0.048
10388,20250610,900300,91056,91050,94313,418,380,430,400,0,59,430,29.910,430,430,0,0,73.070,7424034,4121817,3011741,1534,2261,228,3.290,29.910,3.450,3103,56,353,319,380,319,2,-0.002,-0.025,-0.002,86,731,오가닉티코스메틱,-0.003
10387,20250610,025620,91045,91041,94309,8640,7850,9600,8610,53,59,8960,14.430,9040,8900,19,20,105.420,155216,68086,71779,1031,1058,110,0.930,29.910,14.430,3103,1394,8890,6630,8890,3350,1,0.008,-0.075,-0.046,106,555,제이준코스메틱,-0.048
10386,20250610,002220,91035,91035,94241,2780,2525,2800,2590,60,3,2615,2.550,2665,2590,15,3,87.670,344428,175222,153614,704,729,72,0.480,2.700,2.550,152,929,2700,1920,2700,1770,0,0.076,-0.008,0.063,757,107,한일철강,0.063
10385,20250610,900300,90724,90724,93935,381,346,430,370,0,60,430,29.910,430,430,0,0,73.550,7396797,4094580,3011741,1524,2261,228,3.280,29.910,2.130,3091,404,353,319,380,319,2,-0.002,-0.025,-0.002,79,731,오가닉티코스메틱,-0.003
10384,20250610,066790,90710,90707,93920,1540,1400,1595,1512,52,20,1546,14.600,1550,1512,0,20,100.890,6564808,3184271,3212585,7437,7965,537,1.060,14.460,1.440,10034,66,1815,1181,1815,1178,4,-0.000,-0.072,-0.060,78,320,씨씨에스,-0.048
10383,20250610,201490,90701,90700,93905,2100,1907,2270,2055,3,54,2210,15.280,2270,2155,3,13,111.950,3581425,1667153,1866432,4464,5622,265,2.280,29.980,15.390,68250,7726,1917,1762,1917,1650,0,0.125,-0.013,0.125,120,79,미투온,0.120
10382,20250610,207760,90531,90529,93740,1897,1724,2090,1871,0,59,2090,29.980,2090,2090,0,0,104.900,35656013,15891182,16670342,33952,34984,270,3.030,29.980,24.100,68190,42956,1665,1305,1665,852,9,-0.002,-0.115,-0.110,75,706,미스터블루,-0.004
10381,20250610,303030,90455,90452,93659,1203,1093,1250,1151,58,38,1172,19.470,1195,1164,13,14,96.120,1927975,935335,899048,2655,3679,348,0.480,19.470,10.840,2275,36155,1174,971,1174,785,1,0.016,-0.074,-0.046,380,324,지니틱스,-0.048
10380,20250610,001290,90230,90230,93438,907,824,910,821,60,55,839,4.740,893,839,16,0,97.800,6101468,2913021,2848955,5815,6031,151,-0.370,4.990,2.000,5263,648,801,433,801,397,2,0.025,-0.083,-0.074,75,716,상상인증권,-0.048
10379,20250610,303030,90143,90138,93346,1080,981,1250,1079,52,60,1185,20.800,1204,1164,20,8,101.000,1877450,887499,896359,2565,3605,348,0.400,20.800,10.840,2215,35328,1174,971,1174,785,1,0.005,-0.084,-0.057,380,324,지니틱스,-0.048
10378,20250610,045510,90047,90042,93309,1067,970,1149,1100,0,59,1149,29.980,1149,1149,0,0,56.410,1008417,599976,338467,813,747,17,1.090,29.980,3.390,1146,35968,966,821,966,749,0,-0.002,-0.002,-0.002,66,66,정원엔시스,-0.004
10377,20250610,064260,90028,90028,93241,5270,4565,5320,4860,60,42,5060,10.840,5140,4965,19,8,87.430,30500961,16121123,14094146,43309,47555,270,2.900,29.980,25.000,67665,40217,4565,2800,4565,2475,1,0.170,-0.044,0.170,752,237,다날,0.120
10376,20250610,007390,90028,90028,93238,30550,26450,30750,27500,60,3,28200,6.620,28900,27500,12,3,82.830,2034596,1096465,908189,13099,14095,110,1.120,29.910,15.070,3045,1279,33250,23200,33250,15580,5,0.025,-0.043,-0.029,120,676,네이처셀,-0.029
10375,20250610,377300,90024,90024,93234,58100,49500,59300,53000,60,42,54900,10.910,55400,54000,17,4,90.460,4864076,2510970,2271401,42739,42633,272,1.220,11.110,10.840,87843,35029,49500,29050,49500,26700,1,0.053,-0.006,0.044,97,404,카카오페이,0.044
10374,20250609,089600,141200,141158,144408,16960,15410,17140,16940,56,17,16990,10.250,17000,16940,2,17,285.860,203640,52463,149971,1440,2861,59,2.640,11.230,10.250,1110,3359,15670,14530,15670,13600,0,0.006,-0.003,0.006,740,693,KT나스미디어,0.006
10373,20250609,089850,140317,140316,143530,6950,6310,7240,6880,6,47,7120,13.740,7240,7040,6,18,117.060,2693668,1224919,1433912,7189,8601,348,6.080,29.950,29.870,90776,75001,9320,5990,9320,5760,0,0.075,-0.001,0.011,676,741,유비벨록스,0.011
10372,20250609,222980,134542,134540,141748,4225,3840,4530,4030,57,1,4065,14.990,4165,4030,20,1,91.660,4836201,2471191,2265143,17003,18313,113,1.340,14.990,14.980,19917,139066,3860,3390,4130,3390,0,-0.001,-0.034,-0.013,668,718,한국맥널티,-0.013
10371,20250609,068330,132115,132114,135328,1814,1649,1877,1760,28,52,1838,20.210,1853,1777,2,16,92.040,24890177,12844348,11821599,30514,33208,464,3.580,20.140,6.310,43176,230,1723,1030,1723,949,5,0.015,-0.072,-0.067,590,748,일신바이오,-0.048
10370,20250609,009310,131755,131755,135007,1533,1393,1549,1436,60,38,1442,2.490,1444,1437,16,15,81.700,354446,183144,149625,615,797,9,-0.170,4.910,4.050,1547,2094,-1,-1,-1,-1,0,0.003,-0.011,-0.001,587,726,참엔지니어링,-0.001
10369,20250609,246690,131613,131612,134818,2050,1860,2115,1973,59,33,1993,22.420,2005,1979,3,19,93.620,19701153,9662332,9045698,19744,23889,576,8.380,22.480,13.330,38435,88356,2410,1570,2410,1036,6,0.002,-0.032,-0.019,629,659,TS인베스트먼트,-0.019
10368,20250609,049180,131437,131435,134641,1129,1026,1149,1050,42,59,1093,9.300,1111,1070,20,19,127.250,1316530,564002,717689,1781,2284,543,1.780,8.700,6.790,1421,35931,1060,871,1504,871,2,0.019,-0.034,-0.033,580,758,셀루메드,-0.033
10367,20250609,309960,130954,130953,134203,6130,5570,6660,5990,47,6,6070,11.990,6130,5990,20,6,101.700,4794670,2349873,2389713,12065,12716,576,8.920,22.670,17.550,37658,85423,5970,4360,5970,3430,3,0.013,-0.079,-0.079,568,760,LB인베스트먼트,-0.048
10366,20250609,088290,125855,125852,133105,1370,1245,1390,1263,60,17,1284,6.470,1284,1263,0,17,140.710,230038,94213,132565,644,904,27,0.820,9.650,6.470,111552,303,1535,1143,1535,1143,0,0.026,-0.006,0.019,671,586,이원컴포텍,0.019
10365,20250609,072470,125702,125658,132909,3980,3615,4035,3775,8,21,3905,14.010,4035,3780,8,11,83.240,9364808,4978898,4144517,28992,31319,111,2.850,28.000,14.250,7246,12855,3425,2360,3425,2200,0,0.081,-0.080,-0.060,599,747,우리산업홀딩스,-0.048
10364,20250609,246690,125536,125535,132744,1834,1667,2115,1859,18,60,2000,22.850,2115,1995,18,0,98.800,17631490,8369351,8269016,16643,20089,576,9.380,22.850,17.550,34321,84903,2410,1570,2410,1036,6,0.000,-0.035,-0.022,536,659,TS인베스트먼트,-0.022
10363,20250609,435570,124944,124943,132152,22000,19990,22150,20800,59,5,20900,16.370,21250,20800,20,5,94.130,6307914,3164054,2978406,48025,52524,316,2.330,16.370,9.830,125995,1550,-1,-1,-1,-1,3,0.039,-0.040,-0.021,570,707,에르코스,-0.021
10362,20250609,210120,124855,124854,132103,4950,4500,4960,4825,60,42,4830,5.920,4875,4830,19,0,156.190,195049,75518,117948,449,623,127,2.550,10.050,8.100,98561,3086,5850,3995,5850,2430,0,0.011,-0.020,-0.002,534,631,캔버스엔,-0.002
10361,20250609,407400,124759,124753,132008,9170,8330,9350,8820,56,1,8850,5.360,9060,8820,20,1,96.680,5021188,2517394,2433902,17151,19446,316,2.330,16.370,9.420,125791,1550,12340,7120,13860,7010,6,0.007,-0.037,-0.028,570,725,꿈비,-0.028
10360,20250609,304360,122837,122836,130051,21100,19150,21400,20900,19,1,21000,9.720,21400,20900,19,1,192.550,266239,90218,173712,1299,1958,66,0.290,9.720,3.400,5436,533,22500,19050,29200,19050,3,0.003,-0.016,-0.007,484,575,에스바이오메딕스,-0.007
10359,20250609,222980,122323,122319,125529,3895,3540,4105,3685,22,45,3920,10.890,4050,3870,14,7,100.330,1246770,611862,613869,4292,4967,113,1.560,21.380,11.320,117676,4866,3860,3390,4130,3390,0,0.142,-0.031,0.024,577,477,한국맥널티,0.120
10358,20250609,060370,121031,121030,124237,24750,22500,25950,24550,49,19,24850,21.520,25050,24550,3,19,121.010,4165850,1873570,2267250,20455,26368,178,8.240,21.520,14.640,51825,119679,21400,15410,21400,13070,11,0.052,-0.006,0.042,545,651,LS마린솔루션,0.042
10357,20250609,168330,120723,120721,123929,4145,3765,4270,4060,9,36,4155,25.530,4270,4140,9,1,106.470,2329317,1104566,1176031,8623,10279,110,1.700,25.530,21.090,9108,4325,3310,1873,3310,1347,0,0.033,-0.002,0.033,746,451,내츄럴엔도텍,0.032
10356,20250609,068330,120103,120103,123306,1663,1511,1759,1592,2,44,1741,13.870,1759,1651,2,17,96.790,9694636,4880213,4723587,13211,14747,464,2.790,13.800,5.850,16086,4090,1723,1030,1723,949,5,0.072,-0.065,-0.015,590,513,일신바이오,-0.048
10355,20250609,318160,115421,115420,122626,7740,7030,7780,7590,30,6,7750,21.090,7760,7590,6,6,219.100,577375,178707,391543,1679,5400,110,1.620,25.830,21.090,8379,4237,6660,5690,6660,4150,0,0.001,-0.061,-0.033,432,621,셀바이오휴먼텍,-0.048
10354,20250609,435570,115359,115358,122611,19950,18130,21850,19730,1,52,21650,20.550,21850,21000,1,7,98.550,4953866,2417907,2382925,39881,42443,316,2.420,20.820,8.090,97038,1369,-1,-1,-1,-1,3,0.012,-0.074,-0.055,459,707,에르코스,-0.048
10353,20250609,123840,114419,114419,121635,1097,997,1244,1105,49,54,1133,13.640,1171,1133,19,0,103.980,607394,293426,305101,2493,3426,331,7.070,29.950,27.170,90150,68230,1091,995,1165,966,0,0.045,-0.067,-0.045,482,677,뉴온,-0.048
10352,20250609,282330,113333,113329,120540,123600,112300,123700,122200,32,1,122400,9.780,123500,122200,19,1,217.900,179584,56051,122135,4501,7897,384,5.790,10.360,9.780,16845,17020,112900,99000,112900,99000,5,0.023,-0.001,0.010,632,409,BGF리테일,0.010
10351,20250609,100220,112750,112749,115955,7500,6810,7920,7460,39,59,7750,14.480,7750,7610,0,17,137.080,559627,229881,315113,2028,2639,52,2.340,14.480,6.600,4195,5433,6770,5240,6770,4570,1,0.003,-0.041,-0.029,645,395,비상교육,-0.029
10350,20250609,189330,112708,112701,115911,8020,7290,8240,7940,60,57,8160,11.930,8170,8030,11,1,114.390,196295,89246,102088,868,1013,480,3.180,14.220,11.930,413942,1548,9100,6470,9100,5710,1,0.010,-0.066,0.004,729,438,씨이랩,-0.048
10349,20250609,389140,112548,112548,115756,21200,19240,22500,21150,49,59,21600,11.340,22250,21550,11,0,112.380,3879666,1811621,2035830,20199,24398,576,7.490,20.410,11.080,76936,80882,-1,-1,-1,-1,6,0.007,-0.037,-0.007,366,555,포바이포,-0.007
10348,20250609,195870,112441,112440,115653,21450,19490,21750,21200,0,43,21650,12.120,21750,21450,0,13,190.490,487314,165493,315253,3728,5698,568,1.410,12.120,10.670,6868,16476,24500,18000,30550,18000,1,0.012,-0.014,-0.004,389,489,해성디에스,-0.004
10347,20250609,049470,111811,111808,115017,398,361,410,363,58,2,365,6.410,368,363,11,2,87.040,941308,489581,426110,780,1090,331,7.490,29.950,29.870,89970,61811,429,332,429,287,0,0.023,-0.043,0.023,760,561,SGA,0.023
10346,20250609,148780,111140,111139,114347,1850,1681,1917,1818,44,23,1886,13.680,1895,1840,20,11,99.070,13808702,6879013,6815341,17829,20603,99,3.350,19.830,19.750,6405,143579,1792,1183,1792,937,1,0.017,-0.056,-0.048,359,743,비큐AI,-0.048
10345,20250609,049470,110730,110723,113933,374,340,410,360,37,58,367,7.000,375,363,17,12,87.830,921177,476784,418776,768,1073,331,6.900,29.950,29.870,89952,61790,429,332,429,287,0,0.017,-0.048,0.017,760,561,SGA,-0.048
10344,20250609,340810,110657,110655,113918,6800,6180,7030,6510,42,13,6540,8.280,6760,6510,20,13,94.490,4318393,2158966,2039989,15506,15142,566,4.220,11.640,7.950,3827,28286,6040,3625,6040,3055,2,0.015,-0.078,-0.069,343,753,시선AI,-0.048
10343,20250609,053300,110242,110240,113454,7670,6970,7930,7630,35,56,7790,25.850,7830,7750,18,7,109.630,15847524,7367233,8076754,32568,39282,342,8.890,29.970,29.950,775,89925,6230,4330,6230,3885,1,0.030,-0.033,-0.001,699,442,한국정보인증,0.029
10342,20250609,181710,110009,110007,113218,24750,22500,25250,24450,12,59,25000,13.900,25250,24700,12,7,142.700,362151,147092,209899,2473,3804,42,3.310,28.490,13.900,12677,6835,22700,18770,22700,17560,4,0.018,-0.044,-0.028,335,706,NHN,-0.028
