,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
17206,20250704,334970,130521,130520,132736,4235,3850,4235,4075,40,13,4115,7.860,4115,4075,0,13,124.960,889841,392412,490368,1826,2414,172,-1.000,8.390,5.810,3637,7105,4200,3330,4335,3330,0,0.011,-0.015,0.007,559,648,프레스티지바이오로직,0.007
17205,20250704,154030,130125,130124,132338,2680,2435,2710,2605,31,36,2650,-2.750,2650,2630,0,6,117.110,163381,66175,77495,450,515,206,-1.340,1.560,1.440,102,48,2800,2215,2800,1793,2,0.009,-0.028,-0.017,533,594,아시아종묘,-0.017
17204,20250704,143210,124641,124641,130857,2200,1999,2245,1995,39,20,2095,17.630,2190,1995,14,20,86.680,1068653,535107,463817,2656,3395,27,-0.660,17.630,8.840,2253,6070,1816,1553,1816,1553,1,0.022,-0.166,-0.164,537,718,핸즈코퍼레이션,-0.048
17203,20250704,143210,124355,124352,130606,2290,2080,2245,1995,34,15,2090,17.350,2190,1995,9,15,86.740,1041067,520154,451184,2459,3165,27,-0.640,17.350,9.700,2196,6024,1816,1553,1816,1553,1,0.024,-0.164,-0.162,537,718,핸즈코퍼레이션,-0.048
17202,20250704,143210,124138,124134,130349,2085,1891,2285,1995,36,10,2100,17.910,2190,1995,4,10,88.710,1020025,503568,446728,2381,3135,27,-0.630,17.910,9.790,2151,5807,1816,1553,1816,1553,1,0.019,-0.168,-0.166,537,718,핸즈코퍼레이션,-0.048
17201,20250704,143210,123821,123820,130036,1960,1781,2285,1891,30,40,2105,18.190,2210,1995,19,4,91.980,830551,396305,364517,2030,2838,27,-0.590,18.470,6.630,1747,1068,1816,1553,1816,1553,1,0.029,-0.170,-0.168,482,718,핸즈코퍼레이션,-0.048
17200,20250704,476040,123615,123613,125828,37900,34450,37950,36850,40,28,37150,12.070,37900,37050,18,12,103.100,1564864,768022,791817,17859,19944,574,-0.460,12.230,12.220,74218,29528,48150,28850,48150,28850,2,0.003,-0.042,-0.017,488,682,오가노이드사이언스,-0.017
17199,20250704,114190,122028,122024,124241,9780,8890,9780,9510,39,24,9640,24.390,9730,9550,12,20,97.940,7390115,3676580,3600936,31674,34380,523,0.560,24.260,2.800,67780,247062,7750,6110,7750,6000,0,0.031,-0.049,0.007,651,627,강원에너지,-0.048
17198,20250704,041020,120523,120523,122737,6880,6250,6900,6570,40,8,6590,6.630,6810,6570,16,8,108.740,13394710,6404685,6964553,31412,37909,492,1.110,18.700,16.630,255409,70040,6520,5420,6520,4475,1,0.013,-0.017,-0.010,624,485,폴라리스오피스,-0.010
17197,20250704,950190,112356,112355,114601,11090,10080,11280,10600,20,6,10720,7.630,11280,10600,20,6,94.860,998043,500117,474419,8464,11537,128,-0.940,7.530,2.510,10820,20,12220,7820,12220,6720,0,0.007,-0.040,-0.038,334,370,고스트스튜디오,-0.038
17196,20250704,299660,112035,112034,114241,4985,4530,5100,4840,33,19,4880,8.200,5030,4840,13,19,106.920,3189794,1506624,1610888,6397,7779,436,-1.300,8.310,2.380,15263,106584,8890,4340,8890,2718,6,0.062,-0.039,-0.032,567,707,셀리드,-0.032
17195,20250704,122350,111104,111103,113320,1283,1166,1357,1263,32,19,1297,11.330,1329,1263,17,19,87.420,3121002,1648292,1441019,4603,5290,386,-1.280,11.590,2.200,4059,2879,1165,1125,1165,1021,0,0.098,-0.061,-0.002,611,426,삼기,-0.048
17194,20250704,057680,110231,110230,112435,1432,1301,1430,1356,40,38,1386,9.220,1415,1380,20,7,118.720,2291536,1026971,1219258,2354,2991,331,0.860,21.160,9.220,209620,3117,1495,798,1495,720,4,0.035,-0.045,-0.024,542,373,티사이언티픽,-0.024
17193,20250704,241770,104353,104353,110609,12490,11350,12860,12340,39,31,12680,14.750,12700,12380,4,11,145.600,141377,56060,81621,1055,1493,14,-0.880,14.750,2.190,1730,3471,13150,10820,13150,10080,0,0.007,-0.034,-0.009,272,339,메카로,-0.009
17192,20250704,033790,104037,104036,110251,4530,4115,4520,4160,40,8,4180,1.210,4230,4160,19,8,64.980,289746,165680,107655,1454,1184,265,0.040,15.820,4.120,41774,1450,4940,3970,6360,3970,0,0.014,-0.030,-0.026,249,377,피노,-0.026
17191,20250704,900070,102639,102639,104852,515,468,535,487,39,29,528,26.920,530,511,6,11,94.290,4799518,2357809,2223071,2907,4146,228,18.630,30.000,29.870,9095,5724,422,407,439,384,1,0.021,-0.044,0.021,254,277,글로벌에스엠,0.020
17190,20250704,900260,102153,102150,104358,858,780,887,857,0,40,887,29.870,887,887,0,0,82.280,6900795,3293405,2709892,3711,4982,228,18.250,30.000,29.870,9092,5691,688,582,688,481,0,-0.002,-0.002,-0.002,207,207,로스웰,-0.003
17189,20250704,064260,102055,102054,104301,7960,7230,8280,7690,10,29,8110,17.540,8280,7870,10,20,117.170,37794164,17337595,20313719,83428,98777,272,1.620,17.250,3.500,135492,3250,7350,3270,7350,2475,4,0.081,-0.022,0.042,627,218,다날,0.042
17188,20250704,317530,101955,101953,104201,5910,5370,6000,5200,38,2,5260,11.210,5720,5200,20,2,71.120,376226,214809,152774,2766,3436,316,3.650,30.000,22.840,9091,22352,5450,4395,7300,4395,4,0.034,-0.080,-0.055,214,727,캐리소프트,-0.048
17187,20250704,317530,101503,101502,103706,5210,4730,6000,5150,29,40,5400,14.160,5830,5340,17,14,74.150,355063,199854,148187,2637,3357,316,3.810,30.000,22.410,9053,21963,5450,4395,7300,4395,4,0.007,-0.104,-0.080,214,727,캐리소프트,-0.048
17186,20250704,435570,100505,100500,102717,24700,22450,24950,23550,38,12,24100,15.590,24300,23550,1,12,114.220,3718691,1722984,1968054,27707,32860,316,4.280,30.000,20.690,9015,20456,-1,-1,-1,-1,5,0.046,-0.048,0.046,760,252,에르코스,0.046
17185,20250704,435570,94637,94637,100856,22300,20250,24950,22150,1,26,24700,18.470,24950,22550,1,19,133.300,2948521,1251993,1668875,20755,27078,316,3.930,30.000,19.180,8875,36801,-1,-1,-1,-1,5,0.020,-0.071,0.020,760,252,에르코스,-0.048
17184,20250704,208640,94159,94158,100411,279,253,276,265,28,2,267,5.530,274,265,8,2,182.690,1499110,507960,928014,432,511,265,-0.580,7.400,5.530,10173,402,284,248,327,248,0,-0.002,-0.051,-0.028,129,726,썸에이지,-0.048
17183,20250704,235980,94031,94026,100250,4215,3830,4355,4050,35,22,4095,6.920,4110,4060,3,9,102.530,933870,453647,465127,2325,3239,389,-0.790,6.660,4.390,3883,909,4090,3400,4090,2750,0,0.042,-0.025,0.024,675,143,메드팩토,0.024
17182,20250704,131400,92940,92934,95154,1918,1743,2015,1905,35,40,1940,22.320,1977,1916,8,20,96.630,18117091,8918454,8618040,24232,26091,287,0.040,22.380,2.550,34021,2871,1586,1220,1587,1220,0,0.044,-0.068,-0.038,153,496,이브이첨단소재,-0.048
17181,20250704,317240,92933,92933,95151,248,225,251,234,38,33,239,4.370,240,236,16,7,113.740,2678838,1142696,1299697,512,617,506,0.160,8.910,3.490,8628,642,256,218,322,218,1,0.002,-0.027,-0.019,422,296,TS트릴리온,-0.019
17180,20250704,008970,92714,92713,94918,1734,1576,1744,1684,0,32,1739,13.510,1744,1693,0,20,108.510,70087712,32791912,35582919,46117,58300,223,2.620,13.380,5.820,118065,14976,1664,1266,1795,985,16,-0.002,-0.145,-0.139,102,721,동양철관,-0.048
17179,20250704,114190,92616,92614,94824,8840,8030,9740,8830,9,40,9610,24.000,9740,9180,9,20,107.890,4077960,1916737,2068002,16764,18343,523,0.450,24.130,2.880,36668,129500,7750,6110,7750,6000,0,0.034,-0.078,0.010,651,195,강원에너지,-0.048
17178,20250704,069920,92553,92552,94804,1720,1562,1868,1695,3,38,1807,12.940,1868,1713,3,19,106.740,334169,158782,169480,649,970,136,-0.300,12.940,0.360,594,94,2315,1479,3145,1128,0,0.017,-0.070,-0.047,108,189,엑시온그룹,-0.048
17177,20250704,900340,92111,92109,94322,1336,1214,1328,1252,40,11,1263,4.040,1295,1252,19,11,103.310,1660170,769296,794737,1389,1602,228,14.010,30.000,29.670,5953,8221,1354,1121,1707,1121,4,0.141,-0.004,0.046,478,88,윙입푸드,0.120
17176,20250704,900260,92100,92058,94305,828,752,821,757,38,17,781,14.350,785,757,8,17,108.600,2895905,1317705,1430999,2178,3366,228,13.890,30.000,29.670,5953,8220,688,582,688,481,0,0.134,-0.012,0.134,171,98,로스웰,0.120
17175,20250704,900270,92010,92008,94218,289,262,288,265,40,4,274,18.100,281,265,19,4,127.060,45793858,19418056,24671707,7603,14484,228,13.950,30.000,29.670,5951,8220,248,220,250,204,3,0.086,-0.035,-0.035,484,760,헝셩그룹,-0.035
17174,20250704,900310,91900,91859,94106,849,771,948,823,39,7,832,7.910,869,823,20,7,87.150,1298125,654074,570026,1757,2816,228,13.730,30.000,29.670,5932,8220,805,750,927,730,0,0.091,-0.028,-0.013,186,715,컬러레이,-0.013
17173,20250704,900070,91606,91605,93819,458,416,482,452,40,26,477,14.660,479,453,3,17,71.500,1328730,733963,524763,901,1145,228,14.540,30.000,29.670,5915,8215,422,407,439,384,1,0.130,-0.059,0.130,254,80,글로벌에스엠,-0.048
17172,20250704,900300,91539,91537,93755,593,539,624,601,0,30,624,30.000,624,624,0,0,79.720,10048469,4341513,3460894,3383,3490,228,14.170,30.000,29.670,5914,8212,509,319,509,319,8,-0.002,-0.029,-0.002,75,96,오가닉티코스메틱,-0.004
17171,20250704,900270,91526,91526,93735,257,233,288,261,31,39,274,18.100,281,271,10,14,135.530,40491532,16468448,22318989,6551,11822,316,2.010,30.000,18.100,5914,10916,248,220,250,204,3,0.086,-0.035,-0.035,484,760,헝셩그룹,-0.035
17170,20250704,123840,91256,91250,93501,1250,1134,1232,1167,33,0,1177,2.790,1195,1167,17,0,126.140,90145,36033,45452,138,213,487,-0.470,2.600,1.920,28,108,1461,995,1461,966,0,0.003,-0.041,-0.016,121,677,뉴온,-0.016
17169,20250704,900260,91213,91207,93418,752,683,827,728,23,36,765,12.010,821,765,20,0,111.150,2700978,1209446,1344331,2006,3222,228,14.250,30.000,29.670,5889,8209,688,582,688,481,0,0.157,-0.012,0.157,171,68,로스웰,0.120
17168,20250704,900300,90922,90921,93129,534,485,624,537,0,39,624,30.000,624,601,0,17,83.970,9828388,4121432,3460894,3311,3490,228,14.740,30.000,29.670,5777,8196,509,319,509,319,8,-0.002,-0.029,-0.002,62,96,오가닉티코스메틱,-0.004
17167,20250704,900120,90908,90907,93113,90,81,92,89,0,40,92,29.580,92,92,0,0,65.420,29046424,14363519,9396850,2024,1042,228,14.360,30.000,29.670,5777,8196,71,55,71,51,2,-0.002,-0.002,-0.002,62,62,씨엑스아이,-0.002
17166,20250704,014970,90707,90701,92919,8640,7850,8760,8200,38,17,8350,13.760,8450,8200,20,17,93.360,3236443,1552185,1449179,15229,15526,398,0.440,13.620,1.700,26615,7,-1,-1,-1,-1,3,-0.003,-0.128,-0.099,58,697,삼륭물산,-0.048
17165,20250704,083470,90627,90626,92836,944,858,982,900,38,35,917,6.880,930,917,20,0,95.870,216850,106606,102199,179,282,9,-0.270,6.880,2.880,200,70,1176,772,1257,772,0,0.017,-0.021,0.003,59,502,이엠앤아이,0.003
17164,20250704,348350,90615,90613,92819,12310,11190,12460,11950,26,15,12040,9.260,12400,11950,4,15,120.720,852428,373504,450907,4709,5483,401,0.280,9.260,1.860,10273,143,12970,7360,12970,6380,3,0.006,-0.076,-0.055,57,696,위드텍,-0.048
17163,20250704,900120,90549,90547,92755,79,71,92,79,0,39,92,29.580,92,92,0,0,66.700,28771479,14088574,9396850,1996,1042,228,15.580,30.000,29.670,5729,8186,71,55,71,51,2,-0.002,-0.002,-0.002,55,55,씨엑스아이,-0.002
17162,20250704,277410,90533,90528,92752,1554,1412,1562,1490,39,0,1497,8.480,1539,1490,9,0,109.940,4442079,2023012,2224081,4682,5625,506,0.210,8.550,4.800,6743,216,1564,1211,1564,1166,5,0.013,-0.071,-0.054,84,486,인산가,-0.048
17161,20250704,355390,90253,90251,92458,10780,9800,9990,10010,22,19,9920,3.120,9960,10010,4,19,76.170,187343,99126,75501,1591,1380,99,0.100,8.380,4.320,11433,13999,11114,6953,15070,6064,4,0.001,-0.085,-0.084,53,535,크라우드웍스,-0.048
17160,20250704,200230,90107,90105,92317,5890,5350,5980,5360,39,8,5470,5.190,5530,5360,20,8,67.360,277163,149319,100583,1165,1129,92,0.350,5.620,5.190,1685,1573,8362,2657,8362,2321,0,0.033,-0.033,0.003,92,168,텔콘RF제약,0.003
17159,20250704,024720,90028,90027,92234,18920,16710,19420,18070,36,14,18210,8.980,18650,18070,20,14,93.810,5406235,2772941,2601238,38240,37127,111,0.540,29.580,26.880,2329,5159,18440,11340,18440,8500,0,-0.003,-0.083,-0.067,55,671,콜마홀딩스,-0.048
17158,20250703,308100,143323,143319,145530,5650,5130,5780,5220,37,23,5320,7.580,5670,5260,12,20,90.630,18829779,9584047,8685981,52110,51917,32,1.150,30.000,7.910,14949,5059,-1,-1,-1,-1,2,0.009,-0.055,-0.034,712,753,형지글로벌,-0.048
17157,20250703,308430,141944,141939,144202,24750,22500,26200,24350,24,14,25250,13.480,25350,24350,0,14,147.680,1175032,473644,699473,7377,9985,172,1.420,13.480,9.430,19978,16113,22250,16980,22250,14540,0,0.004,-0.018,0.002,719,691,셀비온,0.002
17156,20250703,004140,141128,141127,143332,3145,2855,3160,3010,35,11,3040,5.560,3120,3010,18,11,116.910,11310375,5139011,6008160,12230,14590,141,2.520,17.880,5.730,108321,34413,2985,2335,2985,2010,3,0.024,-0.028,-0.018,681,731,동방,-0.018
17155,20250703,009070,140839,140835,143044,6570,5970,6810,6350,36,8,6610,20.620,6700,6350,19,8,110.190,16868583,7937051,8746039,37192,42325,141,2.790,20.440,7.120,104080,33693,5550,3855,5550,3505,2,0.019,-0.066,-0.056,681,732,KCTC,-0.048
17154,20250703,307870,140457,140456,142713,1357,1233,1470,1348,15,35,1404,6.770,1470,1377,15,19,94.560,2048680,1023242,967599,2134,2405,276,0.290,8.500,6.690,63772,2540,1418,1010,1418,839,0,0.003,-0.038,-0.033,655,750,비투엔,-0.033
17153,20250703,122350,140320,140320,142532,1260,1145,1318,1157,30,0,1157,1.310,1247,1157,20,0,99.540,2843652,1389286,1382952,4347,5955,227,1.880,16.860,12.180,199757,22600,1165,1125,1165,1021,0,0.011,-0.013,0.005,758,674,삼기,0.005
17152,20250703,060850,135933,135926,142144,6590,5990,6490,6020,40,39,6320,5.510,6360,6190,1,19,124.840,194309,84161,105063,860,1154,435,1.050,8.500,5.510,63120,1211,6190,5430,6190,4785,0,0.009,-0.005,0.007,753,651,영림원소프트랩,0.007
17151,20250703,009070,135320,135316,141538,5970,5420,6810,5970,6,40,6740,22.990,6810,6330,6,20,118.320,13595376,6142230,7267653,29836,34869,141,3.260,23.180,9.030,82623,25150,5550,3855,5550,3505,2,0.001,-0.084,-0.075,631,732,KCTC,-0.048
17150,20250703,131400,135033,135026,141246,1516,1378,1511,1426,40,0,1434,17.540,1505,1426,15,0,88.380,8724193,4547078,4018679,10826,12170,472,3.500,17.300,7.910,12606,2852,1399,1220,1587,1220,0,0.104,-0.059,0.104,754,710,이브이첨단소재,-0.048
17149,20250703,010060,134705,134700,140915,85200,77400,87800,85100,20,40,86200,11.370,87800,85700,20,4,222.900,590891,181272,404057,7865,14044,191,1.520,11.370,8.880,33706,14222,80400,65200,80400,59000,3,0.006,-0.022,-0.017,653,752,OCI홀딩스,-0.017
17148,20250703,131400,133157,133154,135413,1342,1220,1515,1351,4,13,1499,22.870,1515,1351,4,13,100.380,6488968,3159221,3171311,7901,9571,472,3.870,22.950,8.700,9303,2762,1399,1220,1587,1220,0,0.056,-0.100,0.056,754,710,이브이첨단소재,-0.048
17147,20250703,115610,133053,133052,135259,1323,1202,1340,1297,35,28,1301,8.330,1328,1300,9,20,206.780,373406,118862,245777,577,962,307,2.420,10.600,9.370,33988,31774,1424,1138,1565,1138,0,0.023,-0.004,0.006,587,652,이미지스,0.006
17146,20250703,051980,133046,133041,135255,2565,2330,2615,2525,31,3,2550,21.140,2600,2525,17,3,107.250,17684363,8470975,9084725,21338,28183,523,5.310,21.140,15.340,43114,19916,3260,2035,5280,2035,0,-0.002,-0.059,-0.029,585,679,중앙첨단소재,-0.048
17145,20250703,066970,132727,132727,134932,56400,51200,56600,54100,37,11,54900,8.070,54900,54100,0,11,186.190,922615,320826,597341,9661,15270,446,3.140,15.190,10.420,19389,90958,57200,47800,67900,47800,5,0.002,-0.017,-0.002,635,610,엘앤에프,-0.002
17144,20250703,007280,132241,132234,134450,1781,1619,1780,1671,39,7,1748,16.530,1755,1671,0,7,110.100,1819155,843831,929023,5823,7299,72,1.720,16.470,8.600,3190,9617,1661,1429,1905,1429,0,0.020,-0.143,-0.131,571,699,한국특강,-0.048
17143,20250703,114190,132144,132139,134356,7780,7070,8100,7580,37,29,7690,15.640,7970,7690,19,0,92.330,2317846,1183524,1092781,8040,9664,523,5.030,23.040,15.640,41503,17916,7450,6110,7450,6000,0,0.028,-0.038,0.006,752,627,강원에너지,0.006
17142,20250703,461300,130516,130516,132732,24900,22600,25650,23150,1,31,25150,26.570,25650,24000,1,9,111.320,1230711,579329,644882,8901,9281,52,1.810,26.570,8.720,16393,6597,21700,15780,21700,13250,0,0.004,-0.082,-0.048,537,621,아이스크림미디어,-0.048
17141,20250703,450080,130415,130413,132618,53700,48750,54900,53200,20,39,53600,11.670,54900,53400,20,9,144.910,2887231,1172240,1698750,22658,32814,446,3.360,18.500,11.670,8645,82854,49450,41050,56800,41050,4,0.004,-0.020,0.002,541,564,에코프로머티,0.002
17140,20250703,002220,130212,130210,132424,3490,3170,3600,3285,6,36,3435,11.530,3600,3300,6,19,87.230,2563515,1341882,1170551,8387,9167,72,2.080,18.670,11.530,2637,8391,3080,1967,3080,1770,0,0.007,-0.145,-0.139,531,757,한일철강,-0.048
17139,20250703,007280,124438,124432,130643,1823,1657,1845,1674,39,8,1721,14.730,1790,1674,19,8,108.700,1248272,585277,636167,3699,4762,72,1.770,14.730,8.600,2206,5509,1661,1429,1905,1429,0,0.036,-0.129,-0.117,571,699,한국특강,-0.048
17138,20250703,091440,124200,124155,130405,2760,2505,2770,2660,40,18,2680,6.560,2705,2660,4,18,141.250,188749,75162,106163,545,757,104,1.770,6.640,6.560,1494,503,3435,2515,3800,2515,0,0.004,-0.019,-0.008,513,551,한울소재과학,-0.008
17137,20250703,005320,123943,123941,130151,767,697,820,760,38,2,772,16.440,798,760,15,2,53.270,27321579,17509730,9326777,21676,23133,32,1.020,30.000,16.440,14928,21561,663,489,663,409,0,0.033,-0.132,-0.129,542,753,온타이드,-0.048
17136,20250703,069920,123144,123142,125355,1628,1480,1627,1604,39,21,1619,8.510,1622,1609,18,2,135.220,183181,77108,104266,385,724,136,0.720,8.510,2.780,283,10394,2365,1479,3145,1128,0,0.004,-0.017,-0.014,504,671,엑시온그룹,-0.014
17135,20250703,007280,123100,123054,125308,1661,1502,1845,1641,12,40,1760,17.330,1845,1741,12,20,116.240,854957,382963,445166,2352,3158,72,1.610,17.330,5.410,1520,193,1661,1429,1905,1429,0,0.013,-0.149,-0.137,571,699,한국특강,-0.048
17134,20250703,455180,122258,122258,124513,6160,5600,6220,5960,26,24,6050,20.280,6110,5970,17,12,100.830,7912612,3899444,3931676,24717,32331,64,2.100,20.080,8.510,45908,350722,6380,5030,6380,5030,1,0.028,-0.073,-0.066,498,744,케이지에이,-0.048
17133,20250703,389140,122125,122124,124333,14960,13600,16100,14610,20,37,15220,12.660,16100,15140,20,6,105.420,1863610,904404,953385,13354,15402,576,2.450,12.730,3.070,16287,3507,-1,-1,-1,-1,6,0.050,-0.048,-0.030,464,713,포바이포,-0.030
17132,20250703,275630,120308,120308,122521,3450,3135,3400,3140,39,17,3150,0.480,3170,3140,5,17,72.990,48222,24187,17655,280,308,55,0.450,3.530,3.030,835,3894,3235,3045,3235,2940,0,0.030,-0.005,0.025,662,417,에스에스알,0.025
17131,20250703,439580,115743,115742,121950,5190,4715,5290,4975,17,3,5090,7.950,5290,4975,17,3,94.410,3777571,1910461,1803744,8884,11174,540,1.720,8.330,8.170,169777,848,7570,4715,8410,3005,2,-0.004,-0.052,-0.049,399,603,블루엠텍,-0.048
17130,20250703,246960,114656,114656,120901,3450,3135,3760,3220,34,16,3285,4.620,3370,3220,20,16,82.910,922926,501080,415439,3232,3840,464,0.730,4.620,3.500,3222,2258,4040,1988,4040,1898,0,0.007,-0.031,-0.008,383,427,SCL사이언스,-0.008
17129,20250703,290690,114418,114417,120625,5280,4795,5700,5030,18,31,5230,13.570,5700,5180,18,1,102.520,17948133,8389723,8601253,32935,38720,33,1.330,13.360,7.710,85146,4755,5610,3590,5610,3150,0,0.002,-0.122,-0.108,407,620,소룩스,-0.048
17128,20250703,224060,113936,113934,120144,3890,3535,3990,3360,40,16,3515,10.710,3700,3360,12,16,126.640,346072,146686,185764,2421,3913,389,2.480,10.930,10.710,4362,1245,3560,3035,3560,2840,0,-0.002,-0.100,-0.082,363,437,더코디,-0.048
17127,20250703,224060,113611,113611,115825,3495,3175,3990,3360,33,9,3495,10.080,3700,3360,5,9,131.930,332463,137470,181371,2356,3822,389,2.420,10.930,9.610,4357,1198,3560,3035,3560,2840,0,0.004,-0.095,-0.076,362,437,더코디,-0.048
17126,20250703,044340,112735,112729,114950,8470,7700,8660,8080,2,8,8490,9.550,8660,8080,2,8,104.740,2486634,1185060,1241179,9426,10664,104,2.050,9.810,7.920,20475,1357,7750,6000,7750,5100,4,0.007,-0.087,-0.075,340,529,위닉스,-0.048
17125,20250703,299660,112606,112605,114829,4960,4505,4995,4745,38,2,4785,10.250,4915,4745,20,2,106.260,5815354,2738314,2909751,14472,16544,389,2.560,12.280,11.340,759,4326,8890,4000,8890,2718,4,0.007,-0.078,-0.059,339,561,셀리드,-0.048
17124,20250703,038950,112547,112546,114752,3740,3390,3900,3390,32,2,3395,0.150,3450,3390,16,2,100.740,124280,61002,61456,935,1253,362,0.800,5.470,4.760,7889,63417,3470,3275,3490,3200,2,0.017,-0.002,0.016,752,335,파인디지털,0.016
17123,20250703,340440,111608,111608,113828,1677,1524,1775,1685,9,40,1758,26.750,1775,1689,9,17,100.530,7414337,3585478,3604482,11576,13133,581,14.600,29.910,26.750,27186,12105,1427,1268,1591,1095,2,0.024,-0.098,0.024,739,690,세림B&G,-0.048
17122,20250703,065060,111509,111509,113721,1309,1190,1473,1322,32,34,1426,19.930,1454,1370,6,15,89.330,1411305,736007,657469,4211,5906,32,1.390,30.000,19.930,14882,1960,-1,-1,-1,-1,0,-0.001,-0.141,-0.096,314,593,지엔코,-0.048
17121,20250703,064090,111326,111321,113537,2160,1961,2135,2065,37,30,2105,7.340,2130,2100,11,3,186.580,207281,69868,130362,284,473,110,0.220,11.140,7.340,19172,431,-1,-1,-1,-1,0,0.072,-0.009,0.048,754,358,인크레더블버즈,0.048
17120,20250703,009730,111111,111104,113326,857,779,870,820,40,36,842,6.720,850,830,8,17,178.420,1294017,435664,777331,737,1166,171,1.620,6.720,4.160,1077,824,970,775,1125,775,0,0.110,-0.004,0.061,504,351,이렘,0.061
17119,20250703,037230,110626,110624,112831,2200,2000,2345,2105,8,27,2270,13.500,2345,2185,8,17,108.410,3261103,1534120,1663174,4734,5551,581,13.970,29.910,22.640,27149,9815,2060,1917,2505,1554,0,0.033,-0.092,-0.035,322,695,한국팩키지,-0.048
17118,20250703,285800,110600,110552,112811,2410,2190,2450,2295,19,31,2390,8.880,2450,2340,19,20,116.010,837536,382193,443386,1270,1807,581,14.200,29.910,22.350,27142,9774,2410,2145,2775,1938,0,0.027,-0.054,-0.031,322,399,진영,-0.048
17117,20250703,217270,110450,110450,112657,10710,9730,10860,10310,40,31,10430,21.990,10570,10320,11,3,111.390,1550025,728303,811221,5973,8048,42,1.520,21.640,6.130,8925,4141,9310,6460,9310,6320,0,0.024,-0.015,-0.010,406,750,넵튠,-0.010
17116,20250703,465320,110446,110446,112653,2380,2160,2440,2110,39,34,2120,-1.850,2130,2120,13,0,80.560,151920,81320,65508,526,590,284,-0.210,2.050,0.730,110,0,2175,2140,2175,2075,0,0.015,-0.004,0.007,624,296,교보15호스팩,0.007
