,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
13823,20250429,271830,141138,141132,143345,1714,1558,1788,1604,39,18,1622,4.110,1656,1604,19,18,112.950,978935,447206,505121,2203,3040,392,0.960,7.850,7.790,107755,99480,1668,1407,1709,1407,0,0.006,-0.023,-0.019,681,749,팸텍,-0.019
13822,20250429,099190,134628,134626,140835,16980,15430,17220,16800,31,3,16860,8.490,16980,16800,17,3,239.280,251992,70564,168848,1928,2493,175,1.300,14.430,10.220,6064,14960,16120,13200,19270,13200,1,0.002,-0.008,-0.004,621,669,아이센스,-0.004
13821,20250429,019660,134509,134505,140711,1121,1015,1233,1050,38,32,1077,6.110,1085,1055,20,11,89.160,665478,350154,312211,1853,2175,110,1.370,8.300,8.210,2629,20561,-1,-1,-1,-1,0,0.095,0.003,0.060,710,620,글로본,0.060
13820,20250429,014160,134155,134154,140402,1518,1380,1628,1510,26,38,1565,12.910,1598,1550,9,17,98.510,22823189,11387913,11218016,18113,22410,170,2.240,12.770,5.690,34651,600,2480,1260,2480,1260,3,0.037,-0.116,-0.113,662,756,대영포장,-0.048
13819,20250429,431190,133948,133948,140156,4820,4380,5260,4560,36,39,4700,7.310,5040,4660,16,19,80.130,1616958,869385,696613,6237,6127,480,1.370,16.070,14.220,28569,12943,4605,3835,5340,3835,0,0.025,-0.049,-0.043,607,703,케이쓰리아이,-0.048
13818,20250429,062040,133935,133931,140142,54800,49750,55400,54700,17,3,54800,10.930,55400,54700,17,3,159.450,640005,245677,391734,6285,24822,123,2.960,10.930,9.260,34042,25965,66000,44500,74900,44500,6,0.024,-0.004,0.018,650,617,산일전기,0.018
13817,20250429,293580,133719,133718,135925,1628,1480,1679,1600,37,31,1627,9.710,1655,1611,14,4,92.470,17532670,8965518,8290240,17447,20498,119,2.050,17.170,9.710,24803,27897,2180,1000,2180,1000,6,0.035,-0.030,-0.022,614,742,나우IB,-0.022
13816,20250429,011690,133356,133355,135608,3060,2780,3190,2850,40,14,2965,19.560,3035,2850,15,14,91.220,11934672,6173092,5630860,22737,26826,9,0.910,19.760,7.130,34216,678,2480,1913,2735,1855,3,0.067,-0.066,-0.044,757,713,와이투솔루션,-0.048
13815,20250429,086710,132643,132643,134848,14960,13600,15720,14500,40,26,15010,12.010,15550,14650,19,0,98.900,1232240,605826,599149,11619,10960,110,1.480,19.110,12.160,393,18415,14450,10640,14450,9300,8,-0.008,-0.043,-0.018,583,682,선진뷰티사이언스,-0.018
13814,20250429,001210,132407,132406,134614,1076,978,1076,1070,2,22,1075,-4.610,1076,1072,2,16,109.800,896705,376581,413470,810,1062,33,0.870,19.960,3.210,30113,3369,1246,634,1246,634,2,0.058,-0.007,0.047,703,585,금호전기,0.047
13813,20250429,008600,131517,131511,133721,712,647,761,682,17,33,734,14.690,761,711,17,13,109.680,4034848,1902901,2087140,3213,3876,324,3.650,13.590,7.230,2858,3235,972,293,972,293,25,-0.002,-0.062,-0.032,750,696,윌비스,-0.048
13812,20250429,075130,131408,131407,133622,3265,2965,3495,3115,35,2,3175,6.900,3315,3115,18,2,100.200,4554382,2203039,2207551,8320,8881,566,2.450,18.290,15.440,28035,6664,3825,2340,3825,2340,1,0.115,-0.024,-0.008,596,637,플랜티넷,-0.008
13811,20250429,090080,124253,124251,130504,1430,1300,1429,1368,34,30,1386,17.460,1400,1380,15,6,96.330,15310593,7720195,7436858,14962,17162,386,0.810,17.370,8.650,20584,27777,1950,1053,1950,1048,6,0.027,-0.152,-0.122,538,753,평화산업,-0.048
13810,20250429,465480,123948,123947,130201,10540,9580,11100,10000,5,35,11020,15.030,11100,10040,5,20,102.410,5836596,2835138,2903593,27824,29064,562,0.990,15.030,10.510,59187,28997,9580,5520,9870,5520,0,-0.008,-0.185,-0.164,488,693,인스피언,-0.048
13809,20250429,192250,123753,123748,130003,10100,9180,9990,10030,0,7,9990,6.960,9990,10030,0,7,83.500,524012,280708,234383,3737,3480,276,0.430,9.630,6.960,17487,5410,9340,7470,9340,7470,0,0.012,-0.032,-0.021,498,699,케이사인,-0.021
13808,20250429,462860,122300,122254,124508,4525,4110,4870,4550,20,5,4665,20.390,4870,4550,20,5,93.890,23052960,11582027,10873976,43834,45835,574,2.190,29.930,20.260,44524,96447,3875,2313,3875,2313,0,0.061,-0.106,0.011,738,604,더즌,-0.048
13807,20250429,462860,121404,121401,123610,4080,3705,4870,4100,2,40,4790,23.610,4870,4590,2,20,98.330,20604293,10087709,9919627,38506,41155,574,2.400,29.930,23.610,44482,85020,3875,2313,3875,2313,0,0.033,-0.129,-0.016,738,604,더즌,-0.048
13806,20250429,145210,121321,121319,123525,1149,1044,1189,1130,1,32,1177,17.580,1189,1150,1,13,84.610,2271788,1199228,1014699,2944,3877,167,2.460,17.580,1.510,2412,2561,-1,-1,-1,-1,1,0.016,-0.103,-0.004,439,478,다이나믹디자인,-0.048
13805,20250429,014470,120847,120846,123051,2160,1960,2200,2045,11,4,2080,6.500,2200,2045,11,4,129.510,6014939,2607183,3376436,44667,54609,363,1.000,6.500,2.500,12637,558,2615,1650,2615,1650,2,0.065,-0.074,-0.071,690,759,부방,-0.048
13804,20250429,462860,115518,115517,121728,3770,3425,4235,3600,0,39,4190,8.130,4235,3745,0,19,98.380,11466856,5532131,5442306,19312,20419,574,2.020,29.930,8.260,44356,43393,3875,2313,3875,2313,0,0.182,-0.004,0.126,738,604,더즌,0.120
13803,20250429,010770,115412,115410,121624,7290,6620,7370,7150,15,25,7240,9.860,7370,7160,15,17,98.050,2673794,1332419,1306429,7421,9082,111,1.070,19.220,10.020,7649,18680,14160,5230,14160,3560,7,0.093,-0.209,-0.209,659,760,평화홀딩스,-0.048
13802,20250429,407400,115324,115318,121527,11060,10050,11780,11050,39,40,11280,12.690,11580,11140,20,4,92.450,2891314,1442761,1333819,14645,15315,139,4.710,29.930,12.690,44269,32156,13860,7010,13860,7010,4,0.019,-0.035,-0.018,654,547,꿈비,-0.018
13801,20250429,435570,115317,115316,121525,20150,18310,21100,20600,0,33,21100,29.930,21100,21100,0,0,73.180,2366966,1310277,958857,20860,19887,139,4.710,29.930,12.790,44269,32154,-1,-1,-1,-1,1,-0.002,-0.002,-0.002,390,390,에르코스,-0.003
13800,20250429,072130,115226,115220,121435,5960,5410,5940,5490,40,26,5550,6.940,5610,5500,12,1,97.990,2748567,1359209,1331947,7283,8168,139,4.620,29.930,12.190,44245,32012,5790,5030,5880,4540,0,0.194,-0.009,0.110,670,390,유엔젤,0.120
13799,20250429,052770,115203,115157,121410,888,807,900,859,23,38,867,8.650,899,867,13,0,198.200,361816,119836,237514,411,853,270,1.260,8.650,3.890,310,2112,882,787,1530,787,0,0.053,-0.011,-0.009,471,428,아이톡시,-0.009
13798,20250429,011390,114340,114338,120550,91900,83500,96900,91600,36,31,94200,12.810,94300,92100,0,11,199.760,49633,16349,32658,1288,1765,213,2.960,12.930,6.190,4560,35995,93500,64400,93500,64400,6,0.057,-0.010,0.021,565,392,부산산업,0.021
13797,20250429,314140,114102,114056,120304,5930,5390,6240,5800,35,5,5910,8.640,6050,5800,20,5,144.950,521311,211202,306141,11277,9680,487,1.930,29.930,8.640,43756,3136,6140,4850,6140,4850,0,0.006,-0.073,-0.073,435,760,알피바이오,-0.048
13796,20250429,232830,113920,113916,120131,2630,2390,2650,2515,40,0,2515,8.640,2620,2515,20,0,121.170,1250295,552326,669252,1907,2712,106,3.560,18.470,16.750,24727,28310,2370,1892,2690,1892,5,0.016,-0.074,-0.074,369,760,시큐센,-0.048
13795,20250429,004840,113320,113318,115531,4780,4345,5050,4485,37,0,4485,3.220,4570,4485,14,0,113.120,558201,258261,292142,5200,5713,111,1.090,21.600,10.470,6798,14966,4545,3850,4545,3850,0,0.027,-0.024,0.027,760,612,DRB동일,0.027
13794,20250429,479960,112629,112629,114839,22950,20850,23050,21800,40,22,22000,4.760,22100,21850,1,7,93.840,2392038,1220081,1144936,15987,19534,123,3.290,10.320,9.310,20242,24000,22050,14510,34000,14070,0,0.003,-0.093,-0.093,345,720,위너스,-0.048
13793,20250429,090080,112424,112421,114630,1298,1180,1350,1285,39,14,1309,10.930,1327,1285,19,14,97.640,5797982,2881129,2813248,6367,7097,27,0.810,30.000,10.850,1444,7368,1950,1053,1950,1048,6,0.090,-0.102,-0.070,445,753,평화산업,-0.048
13792,20250429,090470,112424,112420,114627,4745,4310,4740,4310,40,38,4445,3.250,4460,4355,5,18,115.870,60022,25519,29569,641,670,12,1.020,8.570,7.890,1747,221,4600,3860,5400,3860,0,0.002,-0.011,-0.010,412,355,제이스텍,-0.010
13791,20250429,053610,112301,112258,114507,25650,23300,26050,24750,36,3,25150,7.020,25500,24750,20,3,168.990,95691,35128,59363,959,1032,269,1.850,6.810,3.050,2401,593,25000,20050,28000,20050,1,0.018,-0.018,0.008,547,369,프로텍,0.008
13790,20250429,094840,111541,111540,113749,8460,7690,9100,8360,0,40,9060,26.540,9100,8580,0,15,106.310,5751655,2762227,2936401,22771,26211,234,1.860,26.680,13.420,47602,5890,7230,5880,7230,5880,1,0.024,-0.055,0.024,606,425,슈프리마에이치큐,-0.048
13789,20250429,046970,111406,111402,113612,1649,1499,1734,1635,6,33,1713,16.450,1734,1662,6,18,99.710,37302531,18545634,18492458,36139,40687,422,1.540,16.450,3.150,60449,47,1558,1079,1640,1079,1,0.014,-0.124,-0.114,320,693,우리로,-0.048
13788,20250429,309930,111354,111350,113558,2150,1953,2185,2090,27,5,2100,6.060,2145,2090,19,5,230.050,134389,40167,92405,290,398,13,0.070,6.060,2.680,281,99,1991,1770,2145,1770,0,0.122,-0.019,0.081,653,415,오하임앤컴퍼니,0.120
13787,20250429,000680,110214,110213,112417,3685,3350,3860,3500,37,12,3525,5.220,3620,3500,20,12,81.740,3796430,2044068,1670882,7520,7552,32,0.650,10.820,5.070,11065,13943,4115,3020,4680,3020,0,0.022,-0.019,-0.012,311,466,LS네트웍스,-0.012
13786,20250429,299170,105647,105646,111854,1852,1683,1848,1771,40,5,1779,5.830,1801,1771,12,5,99.510,1296872,627058,623968,2000,2606,99,1.350,24.400,14.560,22243,5634,1737,1455,1888,1455,0,0.112,-0.018,-0.011,299,749,더블유에스아이,-0.011
13785,20250429,091440,105256,105255,111459,3620,3290,3615,3085,40,2,3100,-5.780,3330,3085,18,2,84.330,649232,340255,286927,1506,1216,92,0.470,12.030,4.760,36637,835,4420,2875,5120,2710,1,0.148,-0.002,0.140,758,269,한울소재과학,0.120
13784,20250429,012160,102510,102505,104719,580,527,589,543,28,4,545,-0.370,569,543,15,4,93.140,7529412,3825732,3563407,5488,6598,27,0.600,30.000,11.390,1372,25516,547,364,547,364,1,0.051,-0.026,0.004,221,744,영흥,0.004
13783,20250429,145210,102124,102117,104332,1029,935,1120,1001,39,25,1068,6.690,1080,1014,7,20,67.930,1300690,747316,507673,1991,2409,167,1.230,6.690,1.640,1323,506,-1,-1,-1,-1,1,0.120,-0.020,0.098,439,247,다이나믹디자인,0.098
13782,20250429,002780,101732,101731,103941,795,722,837,771,39,36,784,8.740,809,783,19,0,155.630,3161824,1213018,1887815,1837,2819,322,1.590,22.740,9.020,19309,2474,793,693,870,693,0,0.046,-0.013,0.022,204,310,진흥기업,0.022
13781,20250429,214260,101453,101447,103703,17370,15790,17400,16840,39,9,16860,8.420,17160,16840,15,9,145.540,121793,48372,70402,1187,1536,540,3.150,26.760,26.170,19940,40800,16870,12500,17920,12500,2,0.037,-0.019,0.036,718,297,라파스,0.036
13780,20250429,001520,101431,101430,103635,758,689,761,761,0,0,761,29.860,761,761,0,0,77.500,16171540,8320977,6449146,8621,9968,44,2.220,29.860,3.950,11494,452,617,509,692,509,0,-0.002,-0.179,-0.166,193,658,동양,-0.003
13779,20250429,435570,101054,101049,103307,18400,16720,18930,17240,37,1,17270,6.340,17580,17240,18,1,93.910,1146694,580528,545156,10336,10451,139,2.730,8.390,6.550,10355,7967,-1,-1,-1,-1,1,0.220,-0.017,0.220,350,205,에르코스,0.120
13778,20250429,262260,95833,95832,102039,6950,6310,7300,6730,29,6,6920,10.900,7130,6730,20,6,96.910,1512109,758552,735137,7608,8682,445,0.690,10.580,7.970,10445,91503,6890,4440,6890,4440,2,0.012,-0.094,-0.093,186,611,에이프로,-0.048
13777,20250429,004100,95747,95746,102001,3520,3200,3740,3475,21,36,3645,13.730,3670,3550,12,2,114.050,5884512,2713924,3095298,6817,8053,27,0.520,30.000,13.880,1362,20403,4835,2470,4835,2470,0,0.095,-0.097,-0.060,693,461,태양금속,-0.048
13776,20250429,384470,95315,95313,101524,5630,5110,6610,5350,0,31,6610,29.860,6610,6470,0,20,95.040,688604,334037,317455,2525,2709,543,2.130,29.860,8.610,4196,4262,8958,5006,9976,5006,3,-0.002,-0.161,-0.138,150,607,코어라인소프트,-0.003
13775,20250429,079190,95127,95127,101342,561,510,562,506,39,28,519,9.960,540,515,15,2,110.670,1583447,727712,805334,1937,2418,516,1.480,9.960,4.120,840,2483,485,443,520,443,0,0.004,-0.077,-0.052,151,662,케스피온,-0.048
13774,20250429,025620,95058,95058,101303,7100,6420,7100,6870,40,33,6920,-6.230,6970,6890,20,8,103.720,209701,100076,103798,1036,886,110,0.960,11.190,7.900,1563,7379,8850,3350,8850,3350,0,0.024,-0.118,-0.022,154,311,제이준코스메틱,-0.048
13773,20250429,013580,95004,95003,101222,25300,23000,26950,24150,34,6,24300,7.280,25600,24150,20,6,102.610,2411303,1172821,1203422,14339,16830,322,1.160,19.360,7.280,17754,60292,-1,-1,-1,-1,2,0.012,-0.039,-0.018,164,347,계룡건설,-0.018
13772,20250429,321550,94913,94912,101122,5180,4705,5200,5050,13,26,5080,8.550,5200,5060,13,5,127.620,227747,97427,124338,659,923,376,1.270,8.550,3.770,1130,660,4680,2990,4680,2990,5,0.061,-0.008,0.028,228,146,티움바이오,0.028
13771,20250429,475830,93700,93700,95915,18450,16770,18760,18030,0,35,18680,4.650,18760,18100,0,19,111.190,1684276,722527,803411,10304,10471,574,0.350,9.280,6.220,83742,8031,29600,17850,36850,17850,0,0.057,-0.022,0.031,512,422,오름테라퓨틱,0.031
13770,20250429,066910,93512,93511,95721,658,598,674,642,19,36,648,8.360,674,644,19,16,91.770,737331,376066,345121,523,661,45,2.130,8.360,4.010,476,11,747,464,963,464,5,0.050,-0.017,0.030,716,122,손오공,0.030
13769,20250429,079190,93500,93459,95707,520,472,562,505,6,32,530,12.290,562,513,6,20,153.200,1001279,375538,575340,718,1147,516,1.490,12.290,5.030,534,482,485,443,520,443,0,0.015,-0.096,-0.072,131,662,케스피온,-0.048
13768,20250429,204840,93435,93429,95642,1386,1260,1411,1329,34,0,1330,5.560,1370,1329,20,0,115.580,2352504,1065677,1231744,2334,3010,563,1.420,5.560,0.590,3179,40,1427,960,1427,915,0,0.103,-0.002,0.015,278,120,지엘팜텍,0.015
13767,20250429,363280,93346,93342,95550,2825,2565,2865,2650,39,27,2700,16.630,2810,2655,13,7,106.160,1079125,513735,545396,2383,2589,184,1.230,24.620,17.060,16243,2889,2485,2010,2670,2010,0,0.111,-0.024,0.044,234,713,티와이홀딩스,0.110
13766,20250429,011690,93336,93335,95548,2820,2560,2815,2570,40,25,2645,6.650,2785,2620,20,1,94.490,1821041,909143,859009,3340,3751,514,0.450,6.650,3.980,4913,243,2480,1913,2735,1855,3,0.196,-0.036,0.072,757,157,와이투솔루션,0.120
13765,20250429,001520,93001,93000,95217,645,586,690,608,19,34,673,14.850,690,635,19,13,97.850,4353753,2184085,2137227,2551,3721,44,1.120,14.680,4.340,2869,2599,617,509,692,509,0,0.129,-0.072,-0.057,153,658,동양,0.120
13764,20250429,038460,92934,92929,95145,4215,3830,4360,4080,25,38,4230,12.500,4325,4145,17,15,109.790,8977587,4234672,4649128,24831,28800,123,2.650,12.500,7.370,37418,27574,4065,2630,4065,2630,0,0.018,-0.110,-0.105,112,736,바이오스마트,-0.048
13763,20250429,289010,92653,92652,94901,6080,5520,6660,5970,28,38,6390,7.580,6440,6200,10,14,86.580,6280164,3224968,2792137,12569,14201,474,0.370,7.580,1.340,38613,1157,5940,1957,5940,1957,2,0.004,-0.101,-0.036,587,425,아이스크림에듀,-0.048
13762,20250429,101140,92354,92353,94609,14180,12890,15170,13720,35,24,14400,22.760,15000,13800,9,16,98.320,821137,393948,387316,7705,7683,448,2.510,29.360,22.680,13089,10925,11730,5310,11730,4475,0,0.027,-0.084,-0.061,129,256,인바이오젠,-0.048
13761,20250429,043100,92127,92121,94332,1953,1775,2080,1907,15,21,1998,22.730,2080,1934,15,20,105.620,1737414,824429,870782,4778,6037,175,0.870,22.730,5.920,3376,805,1755,1160,1755,1160,0,-0.002,-0.129,-0.051,87,543,알파녹스,-0.048
13760,20250429,203450,92040,92036,94251,3655,3320,3800,3215,27,14,3260,11.450,3305,3215,17,14,67.220,4615783,2613306,1756748,9073,12054,106,2.150,12.110,11.450,7613,16472,2970,2860,2970,2670,0,0.075,-0.077,-0.046,257,728,유니온바이오메트릭스,-0.048
13759,20250429,013720,92008,92007,94219,1770,1605,1765,1700,40,30,1730,-4.050,1735,1710,3,20,86.920,236628,112360,97665,283,238,27,0.310,30.000,6.400,1329,10316,1886,659,1886,632,2,0.030,-0.060,-0.048,104,176,CBI,-0.048
13758,20250429,439580,91954,91954,94159,17340,15760,18360,17200,29,39,17730,16.880,18090,17280,20,16,104.530,4074905,1972977,2062360,32732,35066,540,3.660,29.960,29.930,25123,12350,16860,9010,16860,9010,1,0.030,-0.078,-0.053,155,564,블루엠텍,-0.048
13757,20250429,348080,91806,91804,94010,1300,1181,1350,1299,0,40,1350,29.930,1350,1350,0,0,86.530,9762566,4882919,4225387,6152,7338,540,3.810,29.960,29.930,25096,12349,1050,516,1050,516,0,-0.002,-0.061,-0.002,80,260,큐라티스,-0.003
13756,20250429,009410,91734,91733,93943,3300,3000,3455,3100,37,30,3295,23.870,3345,3155,17,8,101.310,4337832,2102710,2130311,7193,8521,197,4.080,24.060,0.590,13891,22,3240,2380,3240,2095,3,0.028,-0.099,-0.043,239,727,태영건설,-0.048
13755,20250429,101140,91633,91628,93840,12530,11390,15170,12660,20,40,13900,18.500,15170,13720,20,9,98.430,747879,356803,351203,6511,6562,448,2.290,29.930,18.500,12343,9857,11730,5310,11730,4475,0,0.066,-0.051,-0.027,84,256,인바이오젠,-0.048
13754,20250429,389470,91527,91527,93729,34450,31300,36000,34400,0,40,36000,29.960,36000,36000,0,0,101.530,749610,359384,364885,7558,7529,540,3.660,29.960,29.930,25068,12336,27700,13050,27700,13050,8,-0.002,-0.070,-0.062,74,273,인벤티지랩,-0.004
13753,20250429,043100,91219,91218,93428,1764,1603,2055,1775,18,40,1979,21.560,2055,1907,18,2,105.370,1339497,631679,665615,3806,4840,175,0.800,21.680,5.200,2570,2301,1755,1160,1755,1160,0,0.044,-0.121,-0.042,71,543,알파녹스,-0.048
13752,20250429,363280,91215,91213,93425,2570,2335,2820,2480,0,40,2820,21.810,2820,2590,0,17,126.450,766745,334313,422728,1461,1862,184,1.470,22.930,21.810,13060,2033,2485,2010,2670,2010,0,0.064,-0.066,-0.000,234,713,티와이홀딩스,0.063
13751,20250429,348080,91122,91122,93324,1194,1085,1350,1151,0,39,1350,29.930,1350,1339,0,18,86.930,9740082,4860435,4225387,6106,7338,540,3.550,29.960,29.930,24962,12319,1050,516,1050,516,0,-0.002,-0.061,-0.002,66,260,큐라티스,-0.003
13750,20250429,037560,90952,90950,93156,3215,2920,3330,2830,39,16,2892,-0.960,2915,2830,19,16,78.620,9189502,4813811,3784837,10991,11474,514,0.420,5.240,4.340,9576,105,2920,2125,2920,2125,1,0.006,-0.080,-0.074,200,669,LG헬로비전,-0.048
13749,20250429,009410,90947,90945,93153,2995,2720,3455,2975,21,39,3315,24.620,3355,3100,20,14,106.340,3914236,1846226,1963199,6351,7710,197,4.190,24.440,0.780,12516,18,3240,2380,3240,2095,3,0.022,-0.105,-0.049,239,727,태영건설,-0.048
13748,20250429,161000,90808,90807,93021,11820,10740,11990,11060,35,5,11210,12.660,11560,11060,20,5,84.410,5072839,2665417,2249852,24422,25802,567,0.710,12.560,7.050,58178,16487,10360,6050,10360,6050,0,-0.000,-0.114,-0.091,83,689,애경케미칼,-0.048
13747,20250429,340810,90754,90752,93005,4440,4035,4800,4340,31,5,4475,13.290,4560,4340,19,5,97.820,770146,381807,373494,3367,3865,106,2.530,16.920,13.290,13659,3466,4395,3055,4395,3015,1,0.032,-0.090,-0.057,216,693,시선에이아이,-0.048
13746,20250429,043590,90658,90651,92904,716,648,700,649,40,2,661,2.010,661,649,0,2,117.220,40461,15052,17644,98,157,321,0.220,2.010,1.710,27,355,690,623,771,606,1,0.006,-0.022,-0.017,106,580,웰킵스하이텍,-0.017
13745,20250429,203450,90336,90336,92545,3300,3000,3800,3205,4,39,3720,27.180,3800,3330,4,19,73.120,2837747,1540285,1126186,5660,7004,106,3.210,26.670,13.130,10190,6471,2970,2860,2970,2670,0,0.017,-0.192,-0.165,56,728,유니온바이오메트릭스,-0.048
13744,20250429,347860,90302,90301,92508,2010,1825,1988,1851,40,36,1895,13.610,1925,1881,9,19,91.440,3279349,1655381,1513612,5258,5550,106,3.040,22.390,13.970,9943,6317,1830,1273,1846,1273,6,0.122,-0.035,-0.028,261,60,알체라,0.120
13743,20250429,064800,90049,90049,92255,1168,1061,1282,1110,37,19,1151,15.330,1186,1110,20,19,92.710,5974925,2990959,2772778,5841,7851,288,1.020,15.330,10.510,7088,15663,1162,957,1532,957,0,0.006,-0.116,-0.108,54,698,포니링크,-0.048
13742,20250429,101140,90045,90040,92253,12410,11280,13500,11030,8,30,13290,13.300,13500,11660,8,20,109.570,476918,211631,231889,3950,4220,448,1.740,28.590,13.810,9636,5954,11730,5310,11730,4475,0,0.138,-0.007,0.018,57,256,인바이오젠,0.120
13741,20250429,089850,90022,90022,92239,11000,9320,11500,10180,36,0,10190,9.330,10750,10180,9,0,90.090,8280664,3953714,3561736,29312,31333,97,1.980,29.940,9.230,9109,90692,9320,5760,9320,5760,0,0.029,-0.148,-0.148,68,760,유비벨록스,-0.048
13740,20250429,008500,90022,90021,92237,16960,14500,18850,17750,0,40,18850,30.000,18850,18850,0,0,35.050,63061,24500,8588,211,125,27,0.310,30.000,6.080,1154,7160,14500,10550,14500,10550,0,-0.002,-0.002,-0.002,45,45,일정실업,-0.004
13739,20250429,203650,90022,90017,92234,4210,3805,4165,3855,40,16,3940,3.550,3945,3855,5,16,50.670,1729210,1079962,547163,4207,2976,106,3.220,24.790,14.690,4917,6033,3805,2865,3805,2865,3,0.001,-0.073,-0.073,87,713,드림시큐리티,-0.048
13738,20250428,289220,141916,141915,144128,7000,6360,6990,6400,40,5,6530,2.510,6680,6400,20,5,85.780,542157,286065,245383,2508,2218,480,0.090,28.570,4.770,26284,19153,7170,4650,7170,4650,1,-0.002,-0.045,-0.019,682,699,자이언트스텝,-0.019
13737,20250428,037560,141530,141525,143735,2940,2670,3020,2790,21,35,2920,20.160,2995,2890,20,4,100.160,21752409,10648757,10666261,26712,31091,514,0.040,20.160,4.010,60795,29969,2430,2125,2485,2125,1,0.034,-0.012,-0.002,696,680,LG헬로비전,-0.002
13736,20250428,465480,140645,140641,142849,9260,8410,9490,8980,28,17,9130,14.990,9230,8980,12,17,94.550,6245578,3160065,2987934,30585,32663,55,4.410,30.000,29.400,94180,81193,9500,5520,9870,5520,0,0.047,-0.026,0.047,760,685,인스피언,0.047
13735,20250428,368600,140429,140428,142635,3940,3580,4000,3245,40,8,3320,0.150,3465,3245,20,8,87.650,2072140,1064505,933047,4654,4468,18,-0.640,6.350,0.960,8673,73,3535,2600,3535,2600,0,0.001,-0.062,-0.041,654,735,아이씨에이치,-0.048
13734,20250428,438700,140242,140240,142448,5350,4860,5700,5040,3,26,5620,25.450,5700,5200,3,17,101.300,4824872,2361613,2392344,22936,24784,289,0.670,25.000,3.300,23912,2211,5800,2885,5800,2645,0,0.034,-0.064,-0.046,746,735,버넥트,-0.048
13733,20250428,380540,140242,140238,142446,2935,2665,2930,2825,40,29,2845,17.320,2895,2835,16,13,109.210,3673596,1739595,1899819,3761,5665,92,0.700,17.320,7.510,9712,23902,2425,1340,2425,873,0,0.007,-0.078,-0.067,650,737,옵티코어,-0.048
13732,20250428,003480,140231,140227,142444,5090,4620,5220,5030,15,33,5130,13.500,5220,5100,15,5,122.280,498399,222744,272363,1495,2402,111,-0.400,13.500,8.580,2466,6381,4520,3540,4520,3465,0,0.010,-0.014,0.002,655,679,한진중공업홀딩스,0.002
13731,20250428,368600,140112,140105,142320,3685,3350,4000,3245,33,1,3285,-0.900,3605,3245,15,1,87.820,2056375,1055144,926643,4587,4372,18,-0.630,7.260,0.960,8641,73,3535,2600,3535,2600,0,0.012,-0.052,-0.031,654,735,아이씨에이치,-0.048
13730,20250428,081580,135447,135445,141657,3380,3070,3440,2995,39,6,3015,9.440,3115,2995,17,6,100.970,2662908,1275846,1288176,9096,10985,342,2.050,14.770,12.850,70124,92515,2805,2280,3105,2280,0,0.053,-0.043,0.053,760,664,성우전자,0.053
13729,20250428,123330,135235,135234,141443,23650,21500,23550,23100,40,23,23200,0.220,23350,23200,2,0,168.970,181095,65753,111103,950,1530,110,-0.700,13.190,10.760,7365,3035,24100,17800,25800,17800,12,0.004,-0.024,-0.006,706,756,제닉,-0.006
13728,20250428,462860,133814,133809,140019,3795,3450,3995,3720,8,21,3800,23.580,3995,3780,8,20,110.050,16903143,7838048,8626080,25654,30370,574,-2.620,23.740,3.980,62155,48771,3500,2313,3500,2313,0,0.043,-0.060,0.018,755,700,더즌,-0.048
13727,20250428,216080,133214,133214,135416,8540,7750,8520,7040,40,18,7200,-6.130,7450,7040,17,18,96.740,939197,444166,429694,2955,2776,397,0.110,6.720,5.450,896,5987,7960,6990,7960,6080,2,0.020,-0.021,0.010,734,597,제테마,0.010
13726,20250428,462860,132717,132711,134928,3310,3005,3850,3305,8,40,3745,21.790,3850,3720,8,2,113.320,10963943,4933896,5591032,18956,22970,574,-2.600,21.460,3.800,38786,48266,3500,2313,3500,2313,0,0.065,-0.046,0.033,591,700,더즌,0.063
13725,20250428,049470,131047,131046,133250,423,383,440,385,39,30,403,15.470,414,392,14,2,105.580,2394869,1073399,1133262,1291,1485,55,4.480,30.000,28.240,94127,75498,349,287,349,287,0,0.092,-0.054,0.063,682,598,SGA,-0.048
13724,20250428,049470,130631,130627,132836,387,351,440,380,31,39,403,15.470,423,403,20,0,111.280,2246468,974182,1084078,1149,1385,55,4.520,30.000,27.780,94127,74670,349,287,349,287,0,0.092,-0.054,0.063,682,598,SGA,-0.048
13723,20250428,012160,130135,130133,132346,586,532,605,568,35,23,588,13.950,589,573,0,2,82.340,29658111,15392714,12673862,23381,25044,72,0.560,29.950,13.570,376,16885,516,364,516,364,1,-0.007,-0.089,-0.072,527,757,영흥,-0.048
13722,20250428,057540,130100,130100,132307,1320,1200,1319,1270,40,23,1278,25.170,1288,1271,19,17,74.630,85775824,47329920,35323193,49177,56173,104,1.130,25.070,6.780,105736,1104,1072,766,1072,704,2,0.036,-0.036,0.036,730,595,옴니시스템,0.035
13721,20250428,009410,130045,130042,132253,2715,2465,2770,2560,40,24,2640,7.100,2645,2575,0,19,107.110,674727,311463,333611,1238,1399,184,1.000,8.920,7.470,674,54809,3240,2365,3240,2095,3,0.009,-0.019,0.006,632,560,태영건설,0.006
