,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
2982,20250627,229000,102141,102136,111355,1980,1800,2180,1995,92,98,2075,14.390,2140,2045,19,12,95.580,1281852,646818,618224,3370,4300,546,0.510,14.390,2.330,2649,151,1869,1625,1869,1520,0,0.133,-0.036,0.133,621,305,젠큐릭스,0.120
2981,20250627,008600,100850,100848,110102,490,445,501,468,100,35,472,0.850,475,471,16,2,79.880,2149787,1105929,883376,1077,1172,32,0.720,19.610,18.390,20763,22623,719,425,972,390,29,0.004,-0.036,0.000,669,525,윌비스,0.000
2980,20250627,011080,100437,100436,105645,987,897,999,1000,87,76,953,17.510,973,942,18,3,100.760,21537775,10625092,10705484,14197,18575,32,0.660,17.630,17.390,22324,20533,2280,811,2650,811,0,0.029,-0.092,-0.090,242,649,형지I&C,-0.048
2979,20250627,277410,100249,100243,105459,1502,1365,1570,1402,99,4,1410,4.440,1427,1402,13,4,74.830,5753975,3191040,2387911,7783,7865,506,-0.420,4.590,2.990,8425,108,1350,1211,1350,1166,2,0.011,-0.030,-0.020,469,694,인산가,-0.020
2978,20250627,018000,95946,95941,105149,1687,1533,1700,1644,36,62,1670,9.940,1690,1665,20,0,130.770,6942642,2962066,3873404,6596,7930,188,0.910,9.940,7.600,11475,1913,2015,1418,2015,776,5,0.031,-0.013,-0.002,262,346,유니슨,-0.002
2977,20250627,247660,95803,95803,105009,5890,5350,5870,5430,100,96,5480,1.290,5510,5450,20,16,73.920,20892,10120,7481,134,158,55,-0.170,6.870,3.850,3071,5042,6000,5340,6500,4645,0,-0.000,-0.029,-0.018,239,585,나노씨엠에스,-0.018
2976,20250627,950210,95548,95542,104757,12350,11220,12750,11870,96,19,12130,8.980,12180,11870,2,19,102.990,237261,116301,119777,1261,1545,241,0.160,8.980,4.500,2882,354,14660,11130,15290,11130,1,-0.002,-0.037,-0.023,215,663,프레스티지바이오파마,-0.023
2975,20250627,048770,95201,95200,104412,2150,1954,2215,2030,99,2,2040,5.750,2070,2030,13,2,87.370,435783,216101,188806,919,1025,505,1.430,12.060,9.630,63867,29961,2070,1895,2105,1860,0,0.076,-0.022,0.076,760,278,TPC,0.076
2974,20250627,036630,94953,94950,104157,5500,5000,5650,5070,99,23,5130,2.190,5150,5100,13,10,66.810,138698,75002,50108,594,494,435,0.380,3.480,2.650,770,8079,-1,-1,-1,-1,0,0.051,-0.002,0.037,308,203,세종텔레콤,0.037
2973,20250627,108380,94845,94844,104049,24750,22500,24900,23950,19,91,24450,10.140,24900,24350,19,1,112.890,130184,59328,66977,1281,1482,144,1.270,20.820,9.910,51716,3135,23250,19370,23250,14620,5,0.014,-0.055,-0.053,255,726,대양전기공업,-0.048
2972,20250627,024720,94843,94835,104046,16580,15070,17200,16020,77,49,16560,11.070,17000,16550,19,0,95.120,5778871,2954421,2810192,35971,39872,111,0.380,20.820,13.940,51711,90685,17440,9550,17440,8500,0,0.086,-0.026,0.069,423,252,콜마홀딩스,0.069
2971,20250627,384470,94559,94558,103809,6590,5990,6570,6030,100,12,6050,0.000,6090,6030,19,12,117.570,1262271,557779,655760,3432,3536,543,0.140,15.210,5.240,2151,5727,8160,5770,8160,5006,4,0.015,-0.014,-0.005,301,260,코어라인소프트,-0.005
2970,20250627,000880,94208,94203,103413,100500,91300,99500,100000,46,55,97200,8.120,98700,97000,8,1,105.560,3429531,1662376,1754752,41278,44848,200,2.100,21.400,8.120,51217,196971,100600,50300,100600,39400,0,-0.001,-0.059,-0.031,189,653,한화,-0.048
2969,20250627,223310,94101,94054,103306,6550,5950,7000,6160,93,54,6465,17.970,6580,6320,5,16,95.140,3803544,1910433,1817664,11677,13351,349,1.470,17.970,5.730,23841,55704,5480,2500,5480,2090,0,0.010,-0.103,-0.066,192,633,딥마인드,-0.048
2968,20250627,308100,93419,93414,102624,4070,3700,4260,3860,38,89,4090,24.320,4235,4075,20,4,100.760,5087566,2493486,2512557,10283,12551,496,1.600,24.470,1.440,20009,1691,-1,-1,-1,-1,2,0.007,-0.110,-0.078,175,603,형지글로벌,-0.048
2967,20250627,263050,93211,93210,102424,2050,1860,2140,2020,0,100,2140,29.780,2140,2140,0,0,92.930,3282170,1659971,1542673,4813,6188,448,1.520,29.960,29.780,84421,6606,1700,1209,1700,1209,1,-0.002,-0.002,-0.002,168,168,유틸렉스,-0.002
2966,20250627,223310,93002,93001,102207,6020,5470,7000,5830,71,100,6400,16.790,6610,6260,5,18,96.700,3614098,1798997,1739654,10459,12169,349,1.530,17.340,5.530,22624,50909,5480,2500,5480,2090,0,0.025,-0.094,-0.057,181,633,딥마인드,-0.048
2965,20250627,227950,92728,92728,101931,473,430,473,416,95,0,416,1.710,428,416,18,0,71.640,10819805,6035344,4323978,7519,7868,467,-0.320,1.960,-0.300,4701,12978,409,350,409,341,0,0.012,-0.091,-0.079,193,670,엔투텍,-0.048
2964,20250627,201490,92546,92540,101802,5850,5310,5850,5440,94,51,5630,0.720,5690,5530,17,6,76.480,4046305,2175764,1664061,8135,8236,488,-1.060,1.390,0.720,1037,22686,-1,-1,-1,-1,0,0.019,-0.085,0.003,536,452,미투온,-0.048
2963,20250627,263050,92424,92419,101632,1814,1649,2140,1782,0,100,2140,29.780,2140,2140,0,0,93.310,3275494,1653295,1542673,4799,6188,448,1.310,29.960,29.780,84103,6592,1700,1209,1700,1209,1,-0.002,-0.002,-0.002,153,153,유틸렉스,-0.002
2962,20250627,227950,92150,92150,101358,444,403,473,418,84,5,423,3.420,438,418,20,5,73.970,10525756,5785526,4279747,7435,7811,467,0.170,3.180,0.650,4580,16054,409,350,409,341,0,-0.002,-0.106,-0.094,149,670,엔투텍,-0.048
2961,20250627,060900,92050,92043,101302,1260,1145,1378,1153,94,69,1186,3.670,1191,1160,14,12,80.700,1126010,598528,483027,2488,2938,188,1.190,11.190,8.600,9058,1695,1434,1121,1434,879,0,0.010,-0.030,0.010,760,189,DGP,0.010
2960,20250627,066900,92021,92016,101225,2995,2720,3050,2540,99,12,2595,6.570,2600,2540,2,12,82.360,527637,274283,225891,1981,2444,40,-0.780,6.570,2.190,1501,1172,2805,2345,2805,2345,0,-0.002,-0.079,-0.075,144,708,디에이피,-0.048
2959,20250627,002020,91921,91917,101134,48850,44400,54200,48700,32,100,50800,13.270,52500,50700,20,0,119.260,2366679,1073464,1280218,22033,28577,482,1.310,13.710,4.900,77315,25262,44850,22200,44850,20500,4,0.069,-0.016,0.051,607,354,코오롱,0.051
2958,20250627,011080,91729,91726,100939,893,811,996,875,5,99,999,23.180,996,936,5,17,123.130,14714951,6501966,8005786,7795,12337,32,1.210,27.810,23.180,17735,13844,2280,811,2650,811,0,0.006,-0.134,-0.132,149,649,형지I&C,-0.048
2957,20250627,200230,91605,91605,100812,11710,10640,9960,10000,16,6,9610,-7.060,9960,10000,16,6,74.100,4978069,2608309,1932774,17976,19021,92,-0.260,6.350,6.100,1305,5858,10340,3285,10340,2870,0,0.184,-0.025,-0.019,180,725,텔콘RF제약,0.120
2956,20250627,246720,91327,91325,100531,4965,4510,4960,4580,98,78,4670,5.180,4675,4640,3,10,108.520,37297,16019,17384,238,400,175,-0.200,5.180,4.770,177,29,5300,4015,5300,4015,0,0.018,-0.016,-0.001,747,270,아스타,-0.001
2955,20250627,308100,91311,91309,100517,3675,3340,4150,3695,56,100,4105,24.770,4145,3970,1,20,102.660,4099080,1982404,2035153,8150,10273,496,1.400,24.620,1.590,15910,1372,-1,-1,-1,-1,2,0.033,-0.113,-0.081,148,603,형지글로벌,-0.048
2954,20250627,088280,91204,91204,100427,2800,2545,2955,2615,99,9,2630,5.840,2655,2615,18,9,79.060,1147437,612089,483906,4522,5986,373,-0.300,5.840,5.790,3175,1292,2675,2305,2700,2155,0,-0.000,-0.057,-0.057,129,760,쏘닉스,-0.048
2953,20250627,020760,91131,91130,100344,970,881,981,893,0,95,981,29.930,981,981,0,0,106.820,4711369,2207826,2358360,3418,6324,209,2.540,29.930,2.220,4490,469,760,700,792,700,1,-0.002,-0.023,-0.002,127,197,일진디스플,-0.003
2952,20250627,131100,90933,90928,100140,2035,1850,2230,1927,100,5,1929,3.770,1946,1927,19,5,83.910,645245,338583,284111,2122,2266,128,-0.160,3.770,3.670,1320,66,1878,1368,1878,1368,0,0.003,-0.027,-0.008,149,177,티엔엔터테인먼트,-0.008
2951,20250627,020760,90837,90835,100041,918,832,981,875,0,100,981,29.930,981,981,0,0,106.950,4708707,2205164,2358360,3411,6324,209,2.420,29.930,1.480,4487,409,760,700,792,700,1,-0.002,-0.023,-0.002,121,197,일진디스플,-0.003
2950,20250627,234920,90816,90815,100027,6710,6100,6760,5850,99,16,5970,5.850,6020,5850,2,16,82.720,4991019,2596611,2147904,19484,19770,579,-2.140,6.030,-1.660,31295,22541,5640,3645,5640,2990,0,0.003,-0.141,-0.114,122,753,자이글,-0.048
2949,20250627,066900,90728,90726,95938,2960,2685,3090,2570,100,11,2600,6.780,2635,2570,20,11,85.510,509872,260045,222364,1921,2375,40,-0.760,6.780,2.500,1456,1060,2805,2345,2805,2345,0,-0.002,-0.081,-0.077,119,708,디에이피,-0.048
2948,20250627,074430,90658,90657,95905,1232,1120,1308,1200,95,100,1226,11.960,1240,1211,11,20,91.860,8513179,4357316,4002569,10101,10764,493,-0.200,11.960,2.840,10607,82,1095,919,1095,877,0,0.005,-0.071,-0.048,301,202,아미노로직스,-0.048
2947,20250627,208640,90631,90627,95839,273,248,266,252,100,18,255,2.820,255,252,0,18,101.260,951960,436579,442064,233,359,265,-0.650,2.820,2.490,245,54,284,248,327,248,0,0.002,-0.022,-0.006,579,405,썸에이지,-0.006
2946,20250627,020760,90609,90604,95813,849,766,981,825,0,100,981,29.930,981,981,0,0,107.170,4704059,2200516,2358360,3399,6324,209,2.450,29.930,1.070,4483,341,760,700,792,700,1,-0.002,-0.023,-0.002,116,197,일진디스플,-0.003
2945,20250627,950170,90503,90501,95714,6870,6240,6970,6580,39,87,6770,8.490,6810,6650,11,14,161.320,526979,194427,313655,1197,1603,380,0.340,8.490,3.940,3575,3071,6470,4475,6470,4475,8,0.007,-0.091,-0.045,116,607,JTC,-0.048
2944,20250627,066900,90501,90458,95710,2680,2435,3090,2570,95,6,2600,6.780,2640,2570,19,6,85.050,508644,260023,221158,1919,2367,40,-0.670,6.780,3.130,1454,1026,2805,2345,2805,2345,0,0.004,-0.081,-0.077,114,708,디에이피,-0.048
2943,20250627,179530,90334,90333,95540,3565,3240,3610,3360,95,4,3365,-1.030,3430,3360,20,4,76.250,280124,151301,115370,612,594,105,-0.130,1.660,0.880,392,84,4585,1654,4585,1461,0,0.019,-0.039,-0.006,162,290,애드바이오텍,-0.006
2942,20250627,007530,90319,90318,95522,2820,2550,2800,2550,100,1,2560,11.060,2575,2550,16,1,72.880,445606,216208,157573,1847,2041,27,-0.430,11.060,3.060,1171,353,2405,2125,2475,1981,0,0.033,-0.035,0.014,352,144,와이엠,0.014
2941,20250627,014100,90136,90131,95342,2465,2240,2460,2180,99,7,2220,3.020,2235,2180,2,7,69.750,261782,136490,95208,831,640,316,1.950,11.350,8.670,23070,11843,2410,2040,3210,2040,0,0.000,-0.027,-0.027,108,733,메디앙스,-0.027
2940,20250627,348350,90113,90108,95324,11370,10330,12480,11050,0,100,12480,30.000,12480,12300,0,14,91.310,3503677,1805750,1648891,15058,15986,401,7.240,30.000,22.220,42684,45116,9690,7360,9690,6380,3,-0.002,-0.073,-0.039,106,614,위드텍,-0.004
2939,20250627,123840,90102,90101,95306,1703,1548,1698,1411,99,85,1429,-1.380,1450,1425,6,2,72.480,663960,361630,262093,1656,1746,487,0.380,17.880,11.350,17874,22919,1461,995,1461,966,0,0.009,-0.079,-0.069,180,681,뉴온,-0.048
2938,20250627,039830,90030,90029,95248,11240,10150,12000,10630,99,85,11070,9.060,11450,11070,11,0,108.730,1037658,418754,455316,3970,4497,316,1.860,11.080,9.060,22872,11782,10150,6070,10150,5630,1,0.190,-0.010,0.190,236,128,오로라,0.120
2937,20250627,136150,90028,90027,95244,34450,29150,34900,32800,100,80,34200,17.320,34350,33300,0,12,80.240,2299532,1258785,1010111,23860,24665,401,7.260,30.000,21.520,42468,45022,35000,24500,35900,24500,0,-0.001,-0.126,-0.103,105,629,원일티엔아이,-0.048
2936,20250627,203400,90028,90023,95241,12840,9880,12840,12700,0,3,12840,29.960,12840,12700,0,3,0.680,5616808,5527920,37511,3834,64,448,1.420,29.960,29.780,72120,6468,9880,4505,9880,4505,0,-0.002,-0.002,-0.002,105,105,에이비온,-0.004
2935,20250627,200230,90028,90022,95237,13090,10340,13300,10380,100,83,10600,2.510,11460,10600,16,0,79.710,3940253,1984253,1581657,14246,15308,92,0.030,6.240,5.370,3109,1174,10340,3285,10340,2870,0,0.073,-0.116,-0.110,180,725,텔콘RF제약,-0.048
2934,20250626,041960,134144,134140,143357,5660,5140,6050,5440,99,79,5620,8.490,5630,5520,0,18,76.640,980121,538672,412816,4347,4129,108,-0.900,8.490,4.780,5485,13575,6260,5060,6680,4030,1,0.010,-0.016,0.003,753,672,코미팜,0.003
2933,20250626,102460,132610,132608,141821,12370,11230,14430,12510,26,50,14170,26.180,14320,13920,3,18,89.200,2488643,1297246,1157083,18774,18861,294,2.030,26.000,1.900,22054,13077,11480,10500,11760,10050,0,0.003,-0.071,-0.032,641,722,이연제약,-0.048
2932,20250626,192410,131222,131222,140435,1888,1716,1974,1785,92,2,1810,19.080,1886,1785,14,2,84.090,5981156,3200157,2691040,10565,11700,92,0.730,29.900,19.080,25452,10580,1520,1069,1520,645,0,-0.005,-0.111,-0.073,613,756,오늘이엔엠,-0.048
2931,20250626,124500,131200,131158,140409,25000,22700,25350,24150,82,32,25100,-12.700,25150,24550,0,16,79.930,3456616,1863641,1489698,11074,12109,531,-6.090,0.000,-0.270,40655,65070,32500,8210,32500,5470,19,0.004,-0.040,-0.030,609,715,아이티센글로벌,-0.030
2930,20250626,208710,130927,130926,140136,2605,2365,2640,2420,100,64,2495,5.500,2515,2495,16,0,76.630,218272,114426,87685,558,560,106,-2.370,5.500,0.500,545,1044,-1,-1,-1,-1,4,0.020,-0.004,0.020,684,647,포톤,0.020
2929,20250626,313760,125813,125812,135017,5650,5130,5630,5310,100,84,5540,7.990,5570,5480,20,6,112.150,468438,212215,237997,1254,1221,514,-1.050,7.990,4.930,2523,3711,5490,4235,6970,4235,11,0.021,-0.045,-0.034,641,753,캐리,-0.034
2928,20250626,005750,123444,123442,132651,4600,4180,5270,4400,99,54,4905,17.340,4970,4805,19,13,81.910,1562350,845803,692790,8570,9188,13,-0.260,17.340,3.930,7610,3618,4315,3965,4315,3795,1,-0.003,-0.096,-0.089,533,719,대림바스,-0.048
2927,20250626,006570,123323,123319,132529,3390,3075,3640,2910,99,0,2910,3.930,2995,2910,20,0,77.370,1131813,618469,478498,4121,4605,13,-0.230,17.700,3.930,7581,3614,2800,2400,2800,2325,0,0.003,-0.042,-0.017,546,696,대림통상,-0.017
2926,20250626,006570,123041,123039,132252,3080,2800,3640,2915,94,14,2940,5.000,3045,2915,20,14,78.460,1119050,607524,476680,4093,4589,13,-0.210,16.390,4.640,7468,3577,2800,2400,2800,2325,0,0.001,-0.051,-0.028,525,696,대림통상,-0.048
2925,20250626,340360,122822,122815,132030,1486,1350,1504,1320,99,57,1354,0.300,1358,1338,6,3,111.990,1661088,740383,829165,2772,3848,92,0.770,29.900,25.720,25385,8038,1900,1349,1984,1349,3,0.056,-0.003,0.056,760,544,다보링크,0.056
2924,20250626,335870,121100,121058,130309,2290,2080,2500,2105,99,33,2130,2.400,2140,2110,13,4,56.860,328177,204975,116541,1101,1056,32,-1.050,9.740,8.880,8475,30071,2865,2080,2865,2060,0,0.040,-0.016,0.040,760,543,윙스풋,0.040
2923,20250626,219750,114946,114945,124150,1313,1193,1437,1241,98,54,1249,4.690,1262,1245,20,2,85.870,1940326,1025333,880431,3340,3587,175,-1.210,29.950,7.480,28887,71910,-1,-1,-1,-1,0,0.023,-0.016,0.020,757,585,한국비티비,0.020
2922,20250626,476040,112557,112551,121802,33650,30550,37050,33600,67,100,35300,18.860,36000,34950,9,19,113.810,3010512,1400767,1594253,23429,29325,574,-1.900,18.860,9.390,103186,55572,48150,28850,48150,28850,2,0.089,-0.032,0.004,701,532,오가노이드사이언스,0.004
2921,20250626,227950,112043,112041,121250,423,384,439,375,98,43,381,8.860,391,379,3,15,81.120,4999564,2710234,2198557,2078,2673,467,1.610,8.860,5.760,2005,68924,394,350,394,341,0,0.192,-0.028,0.071,755,412,엔투텍,0.120
2920,20250626,227950,111229,111228,120434,385,350,439,375,82,27,382,9.140,389,380,5,17,81.250,4830523,2615078,2124672,1978,2557,467,1.590,9.140,5.530,1940,68356,394,350,394,341,0,0.189,-0.031,0.069,755,412,엔투텍,0.120
2919,20250626,321370,110043,110042,115255,1712,1556,1788,1616,96,4,1620,15.140,1643,1616,13,4,93.420,18451237,9425282,8804841,23606,25812,373,-0.810,15.140,8.490,30029,3344,1407,1142,1407,1102,0,0.036,-0.058,-0.028,356,652,센서뷰,-0.048
2918,20250626,475830,104657,104657,113905,20100,18260,20950,18830,85,0,18830,4.090,19250,18830,20,0,95.230,1592376,806985,768521,9418,9819,574,-1.800,20.540,7.100,65938,10434,21150,17010,29600,17010,0,0.044,-0.012,0.034,644,323,오름테라퓨틱,0.034
2917,20250626,068330,104413,104411,113617,1939,1762,1972,1807,100,0,1814,2.080,1838,1807,18,0,80.710,6231176,3382820,2730425,9967,9509,464,-0.640,4.160,2.080,710,11690,2110,1088,2110,949,6,0.002,-0.040,-0.019,321,445,일신바이오,-0.019
2916,20250626,277410,103502,103447,112716,1392,1265,1510,1320,99,8,1333,5.290,1347,1320,20,8,64.160,4390565,2601275,1668889,6151,6192,506,-1.960,5.290,0.000,6230,0,1289,1211,1325,1166,2,0.147,-0.007,0.011,512,758,인산가,0.120
2915,20250626,234100,102902,102901,112113,1804,1640,1846,1740,57,0,1741,16.530,1782,1740,20,0,90.360,58041577,30019888,27126985,61473,62942,27,-1.120,16.600,7.360,99697,27930,1494,1015,1494,953,1,0.039,-0.107,-0.103,417,742,폴라리스세원,-0.048
2914,20250626,005690,102218,102213,111424,13860,12600,14030,13340,94,81,13430,4.510,13520,13400,17,2,103.450,8044898,3932194,4067737,31825,37589,467,1.770,9.710,4.510,90,59438,12850,10770,12850,8440,10,0.039,-0.003,0.037,521,283,파미셀,0.037
2913,20250626,039830,102113,102112,111321,8770,7970,9200,8550,78,90,8750,10.760,8760,8580,0,14,153.050,596032,231527,354344,1885,2494,316,-0.990,11.010,4.540,5159,16734,7900,6030,7900,5630,1,0.158,-0.015,0.158,760,409,오로라,0.120
