,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
2316,20250616,226590,114141,114140,123347,12080,10980,12240,11900,68,3,11950,6.890,12080,11900,15,3,191.250,495211,168393,322044,1800,2712,574,1.300,17.530,12.740,6387,136254,13790,10680,13790,7650,1,0.021,-0.002,0.019,752,427,엠디바이스,0.019
2315,20250616,023590,114036,114034,123244,32800,29800,33350,32450,80,95,32850,9.140,32950,32800,16,1,143.580,385874,155930,223879,1974,3290,17,4.160,24.250,20.730,27587,10507,30900,20950,30900,18570,0,0.015,-0.008,0.003,479,434,다우기술,0.003
2314,20250616,033100,113643,113641,122855,38850,35300,40000,38600,97,24,39200,11.050,39300,38800,4,18,121.040,1643244,740409,896228,13882,17701,123,2.850,11.050,10.590,35341,63608,35950,31050,38800,27150,5,0.039,-0.007,0.013,428,482,제룡전기,0.013
2313,20250616,487570,113620,113619,122837,66200,60100,67000,65300,99,16,66300,7.800,66500,65300,5,16,156.030,128002,49644,77460,2060,3264,111,2.210,24.650,24.570,19818,34642,65700,38500,65700,32250,0,0.013,-0.013,0.013,688,482,HS효성,0.013
2312,20250616,018260,113607,113607,122819,154500,140400,155000,153400,91,20,154400,12.540,154500,153400,10,20,207.700,591292,190718,396117,9688,18111,17,4.250,24.350,20.990,27488,10444,138600,127400,138600,109600,0,0.093,-0.003,0.079,749,423,삼성에스디에스,0.079
2311,20250616,014710,113421,113420,122627,7640,6940,7690,7540,20,88,7630,8.380,7690,7610,20,1,237.800,193579,55964,133080,726,1051,90,2.090,8.380,3.970,1435,1629,7100,5190,7100,4710,5,0.026,-0.010,0.026,669,442,사조씨푸드,0.026
2310,20250616,204620,111906,111905,121117,6510,5910,6600,6460,23,15,6560,10.620,6590,6460,20,15,275.590,2209765,585870,1614581,3259,7640,380,3.480,11.230,10.620,3245,9885,6140,5230,6140,4220,0,0.001,-0.020,-0.010,389,525,글로벌텍스프리,-0.010
2309,20250616,142760,111156,111153,120403,2105,1911,2160,2050,79,43,2090,9.370,2090,2075,0,4,104.850,469759,227564,238594,581,679,487,0.420,22.210,10.690,17453,6769,1938,1257,1938,1188,2,0.012,-0.031,0.005,663,426,모아라이프플러스,0.005
2308,20250616,286940,110832,110830,120037,24150,21950,24250,23150,100,52,23400,20.990,23650,23350,11,3,144.240,731833,293607,423490,4968,6507,17,4.270,27.530,20.990,26452,9989,19800,18370,19870,16500,0,0.071,-0.019,0.071,747,432,롯데이노베이트,0.070
2307,20250616,354200,110741,110736,115949,2120,1924,2145,2100,5,65,2135,6.220,2145,2127,5,15,316.180,245287,57112,180578,212,429,377,0.230,8.610,6.220,1597,508,2200,1696,2200,1533,1,0.021,-0.028,-0.009,507,633,엔젠바이오,-0.009
2306,20250616,277070,110215,110214,115421,5710,5190,5850,5270,97,70,5290,1.930,5350,5280,10,14,110.790,963224,453737,502676,6949,9127,119,1.970,7.980,6.130,16703,4986,5530,4610,6550,3940,3,0.017,-0.006,0.017,709,350,린드먼아시아,0.017
2305,20250616,100790,105651,105651,114902,7150,6500,7230,7050,51,27,7120,6.430,7120,7080,0,7,159.220,949059,364022,579598,1829,2893,119,2.140,7.240,6.430,16623,4921,7200,4700,7200,4195,4,0.004,-0.023,-0.016,492,611,미래에셋벤처투자,-0.016
2304,20250616,476040,105349,105344,114606,34750,31550,35750,33450,95,12,34000,10.750,34000,33450,0,12,97.670,1717920,856493,836501,16805,17661,574,1.380,17.750,13.560,5699,126022,48150,30450,48150,30450,2,0.047,-0.059,-0.058,336,645,오가노이드사이언스,-0.048
2303,20250616,115180,105349,105343,114602,11220,10200,11260,10900,100,38,10980,6.710,10980,10950,0,10,195.150,189208,63390,123704,737,1383,389,0.010,6.710,4.080,2058,182,12870,9420,12870,7290,0,0.002,-0.022,-0.014,356,593,큐리언트,-0.014
2302,20250616,373170,105235,105234,114444,9350,8500,9770,9060,94,85,9350,10.000,9400,9290,20,19,138.810,93028,38558,53524,990,1364,392,0.720,12.680,10.000,55440,867,9240,7890,10010,6730,0,0.023,-0.009,-0.001,583,363,엠아이큐브솔루션,-0.001
2301,20250616,255440,104321,104321,113530,7350,6680,7470,6700,99,98,6890,3.140,6910,6840,19,10,46.850,127945,80167,37560,819,806,9,-0.430,9.970,9.490,8878,2756,7120,6610,7710,6610,0,0.001,-0.032,-0.022,397,610,야스,-0.022
2300,20250616,205500,103837,103837,113041,3530,3205,3555,3055,100,41,3140,-2.940,3155,3080,1,19,73.100,1530402,822250,601086,2812,2533,42,0.190,16.550,6.080,5295,115,3550,2200,3550,2100,2,0.065,-0.035,0.057,731,347,넥써쓰,0.057
2299,20250616,095720,102802,102757,112017,1901,1728,1943,1795,99,61,1825,3.340,1844,1822,19,3,76.790,2749359,1490055,1144182,3497,3774,52,0.280,7.490,3.340,374,5091,1783,1578,1783,1459,0,0.006,-0.022,-0.009,301,646,웅진씽크빅,-0.009
2298,20250616,068330,102347,102346,111551,1810,1645,1836,1648,99,67,1754,5.980,1770,1719,0,19,82.200,6098549,3282923,2698586,11355,11388,464,-0.450,5.740,0.990,10582,219,1747,1030,1747,949,6,0.072,-0.022,-0.018,433,757,일신바이오,-0.018
2297,20250616,016880,102156,102155,111407,2750,2500,3015,2715,88,100,2900,25.000,2940,2895,10,1,110.330,10491801,4957094,5468951,14129,13148,111,1.580,25.000,14.790,29554,5137,2470,1001,2470,817,0,0.012,-0.085,-0.085,319,738,웅진,-0.048
2296,20250616,002020,102041,102037,111252,37050,33650,39300,36400,0,61,39100,13.990,39300,37600,0,10,184.720,645430,226114,417686,4057,7419,482,3.700,14.290,11.570,14272,13685,36100,21850,36100,20500,4,0.012,-0.029,0.011,614,328,코오롱,0.011
2295,20250616,272210,101749,101747,111000,64000,58100,65000,63500,94,99,64400,18.380,64600,63800,0,20,113.270,16175168,7543909,8545013,106746,131105,17,4.030,27.330,24.610,24590,7892,54400,39000,54400,30150,12,0.003,-0.021,-0.005,349,319,한화시스템,-0.005
2294,20250616,462860,101542,101541,110748,4110,3735,4360,4040,53,93,4240,16.160,4260,4200,8,20,115.750,25103461,11558904,13379867,46126,53684,574,1.480,16.630,16.030,4498,102264,4725,2460,4725,2313,0,0.020,-0.040,-0.013,273,440,더즌,-0.013
2293,20250616,001290,101434,101430,110648,739,671,738,688,100,64,718,5.900,719,708,19,7,105.320,2210889,1038363,1093598,1497,1636,151,1.940,5.900,5.380,1568,26557,801,433,801,397,1,0.006,-0.021,-0.003,652,431,상상인증권,-0.003
2292,20250616,302550,101053,101051,110257,3865,3510,3875,3765,44,98,3810,9.330,3825,3780,19,8,167.710,364117,133029,223109,889,1188,377,0.110,9.330,4.770,1365,7145,3600,3240,3600,3050,0,0.012,-0.022,0.006,644,294,리메드,0.006
2291,20250616,018000,100309,100304,105522,1920,1745,1960,1885,31,94,1925,20.010,1939,1910,20,17,137.120,17445834,7269689,9967933,15675,20933,188,1.460,20.010,11.030,32403,50770,1820,1163,1820,764,4,0.081,-0.003,0.045,629,231,유니슨,0.079
2290,20250616,060850,95623,95622,104832,6070,5510,6510,5710,95,32,5840,5.990,5850,5750,1,12,108.060,894400,427503,461973,7400,8304,276,2.120,25.890,9.330,23195,35119,5700,5290,5700,4785,0,0.012,-0.024,-0.021,302,258,영림원소프트랩,-0.021
2289,20250616,232830,95457,95452,104711,2850,2590,2875,2660,100,21,2710,4.630,2715,2675,0,14,100.380,661751,294403,295536,901,1043,106,1.850,23.020,7.600,20749,13966,2610,2020,2610,1892,5,0.059,-0.013,0.052,499,244,아이티센피엔에스,0.052
2288,20250616,124500,95151,95150,104404,28000,25450,28050,25200,100,4,25350,14.190,25850,25200,14,4,115.670,1522590,678775,785164,8474,8289,576,4.460,14.190,6.890,38576,3265,22750,6240,22750,5470,15,0.055,-0.028,0.043,483,212,아이티센글로벌,0.043
2287,20250616,031820,95126,95126,104335,709,644,710,676,100,98,685,5.380,687,678,9,19,124.020,2442327,1008570,1250874,1163,1765,402,1.160,15.680,5.380,38064,1681,681,601,681,573,0,0.024,-0.008,0.008,586,224,아이티센씨티에스,0.008
2286,20250616,475960,94816,94815,104024,26850,24400,27950,26600,65,98,27300,10.300,27800,27100,17,3,136.180,729080,307314,418511,4445,6216,562,-0.000,10.300,8.070,10862,3743,30750,16320,30750,13660,0,0.073,-0.002,0.071,572,200,토모큐브,0.071
2285,20250616,045660,94610,94608,103825,17000,15450,17150,16140,98,3,16180,2.930,16200,16140,20,3,96.830,580321,291016,281798,4323,4877,334,0.200,9.180,4.660,31832,1693,29250,15700,39050,15700,0,0.013,-0.008,-0.008,528,760,에이텍,-0.008
2284,20250616,224110,94610,94605,103822,14380,13070,14890,12980,98,8,13110,10.080,13260,12980,20,8,84.390,1516605,789509,666272,13002,13675,348,1.020,9.990,4.780,20875,110244,16700,11380,22100,11380,4,0.057,-0.015,-0.015,528,760,에이텍모빌리티,-0.015
2283,20250616,122640,94405,94404,103608,17880,16250,17800,17050,100,26,17320,6.720,17360,17270,10,14,150.870,217866,86119,129925,1237,1664,12,-1.040,6.780,4.390,2075,210,17670,13840,17670,11520,0,0.057,0.004,0.047,581,192,예스티,0.047
2282,20250616,042420,93945,93943,103155,31100,28250,33400,30800,1,95,33150,16.730,33400,31950,1,16,229.730,135952,40586,93240,1009,1710,387,2.080,16.900,14.790,4251,4285,28800,20600,28800,18320,0,0.003,-0.031,-0.011,287,216,네오위즈홀딩스,-0.011
2281,20250616,016880,93910,93909,103118,2520,2290,3015,2500,2,99,2865,23.490,3015,2695,2,20,113.770,7367433,3415618,3886059,6163,7485,111,1.060,23.060,17.430,20542,4225,2470,1001,2470,817,0,0.024,-0.074,-0.074,319,738,웅진,-0.048
2280,20250616,340810,93820,93817,103029,5290,4805,5700,5010,96,78,5170,7.600,5180,5020,0,15,92.740,2584392,1307276,1212310,7112,8015,566,2.980,23.020,7.390,17829,13528,6100,3725,6100,3055,2,0.041,-0.023,-0.000,488,186,시선AI,-0.000
2279,20250616,148780,93725,93723,102938,1931,1755,2050,1820,95,25,1858,17.590,1860,1821,1,17,109.280,22929168,10854135,11861548,25076,31174,99,1.640,29.770,21.990,3047,17604,1799,1183,1799,937,1,-0.001,-0.049,-0.025,187,688,비큐AI,-0.048
2278,20250616,010280,93444,93442,102648,1289,1171,1350,1229,66,64,1292,24.350,1325,1290,16,5,68.770,17034657,9973146,6858780,12767,11898,17,2.770,24.350,18.010,21911,373395,1109,781,1109,717,0,0.034,-0.064,-0.021,246,726,아이티센엔텍,-0.048
2277,20250616,124500,93407,93405,102619,25450,23100,28050,25100,64,89,26000,17.120,26500,25850,19,3,120.770,1416565,616990,745114,7798,7794,576,4.600,16.890,6.010,35862,9437,22750,6240,22750,5470,15,0.029,-0.052,0.017,483,212,아이티센글로벌,-0.048
2276,20250616,286940,92734,92734,101941,22000,20000,22200,21350,42,100,22100,14.270,22150,21900,5,15,159.810,307433,113006,180590,1950,2815,17,2.810,26.560,18.240,21281,34888,19800,18370,19870,16500,0,0.134,-0.007,0.134,747,160,롯데이노베이트,0.120
2275,20250616,224110,92732,92731,101938,13110,11910,14890,12430,61,97,13520,13.520,13960,13500,11,1,88.930,1414831,717175,637819,12132,13212,348,1.280,13.520,6.640,19526,102955,16700,11380,22100,11380,4,0.025,-0.045,-0.045,528,760,에이텍모빌리티,-0.045
2274,20250616,009780,92502,92459,101713,9560,8690,9995,10000,34,7,9990,14.960,9990,10000,0,7,135.640,765237,322142,436938,3408,3544,113,0.580,18.620,14.960,11509,7446,9340,6310,9340,5650,0,0.041,-0.041,0.025,560,192,엠에스씨,0.025
2273,20250616,481070,92450,92443,101655,24500,22250,24650,23750,5,63,24500,10.110,24650,24200,5,4,150.020,100606,39460,59199,918,1213,574,0.560,12.470,10.110,53018,2403,23550,12040,23550,12040,0,0.084,-0.012,0.039,574,155,에이유브랜즈,0.039
2272,20250616,304360,92435,92430,101652,24300,22050,25500,23650,95,60,24350,11.700,24400,24100,1,4,168.080,460259,168403,283060,2427,3291,66,0.480,11.700,5.730,11023,2228,22500,19050,29200,19050,4,0.025,-0.008,0.002,208,174,에스바이오메딕스,0.002
2271,20250616,119850,91514,91508,100724,34450,31300,33950,32500,100,85,33500,12.980,33600,33200,2,4,139.430,1085362,448469,625314,7993,10839,375,0.710,13.240,12.820,3897,19658,29950,22700,29950,13750,2,0.011,-0.044,-0.032,142,728,지엔씨에너지,-0.032
2270,20250616,057680,91232,91226,100440,1397,1270,1476,1370,94,46,1407,14.110,1446,1399,7,19,91.300,5035195,2563829,2340855,6806,7884,331,2.010,14.110,12.680,7047,3173,1233,798,1233,720,2,0.011,-0.073,-0.043,135,588,티사이언티픽,-0.048
2269,20250616,499790,91200,91159,100407,35500,32250,35900,34550,3,18,35450,11.480,35900,34550,3,18,104.710,232845,111669,116929,2034,2794,111,0.720,12.680,12.280,3148,5221,34000,20100,34000,16590,0,0.004,-0.053,-0.047,132,541,GS피앤엘,-0.048
2268,20250616,260970,91146,91142,100349,122700,111500,133500,119600,35,81,129100,16.100,129700,126900,6,19,137.060,81352,33359,45723,2473,2906,113,0.530,16.100,14.040,10150,6608,111200,87700,111200,61100,5,0.082,-0.003,0.063,580,181,에스앤디,0.063
2267,20250616,148780,91124,91121,100334,1740,1581,2050,1724,43,94,1869,18.290,1879,1847,10,20,112.500,20827443,9700579,10913379,22202,27231,99,1.270,29.770,18.230,2994,39187,1799,1183,1799,937,1,0.007,-0.054,-0.030,140,688,비큐AI,-0.048
2266,20250616,095190,91112,91110,100316,2890,2625,2950,2545,99,26,2600,13.290,2615,2570,1,6,91.360,5652056,2879585,2630783,8518,10484,313,2.020,12.850,7.400,15332,50084,2295,2010,2295,1901,1,0.031,-0.069,-0.054,196,520,이엠코리아,-0.048
2265,20250616,300080,90845,90839,100048,30400,27600,30700,28850,98,88,29275,9.240,29400,29150,15,3,107.920,444282,208068,224550,4127,3973,529,1.740,15.970,9.240,2379,13129,28300,19260,28300,16910,3,0.055,-0.006,0.040,264,124,플리토,0.040
2264,20250616,010280,90730,90729,95934,1172,1065,1350,1168,12,100,1274,22.620,1350,1229,12,10,66.180,13989752,8296412,5490609,8144,8902,17,2.710,22.620,21.850,17973,30054,1109,781,1109,717,0,0.048,-0.051,-0.007,246,726,아이티센엔텍,-0.048
2263,20250616,026040,90537,90535,95750,3535,3210,3535,3230,98,60,3335,-0.890,3380,3315,13,9,105.060,475344,215712,226630,1224,1346,121,0.030,16.030,12.310,30503,18723,3365,1625,3365,1504,1,0.062,-0.017,0.062,760,221,제이에스티나,0.062
2262,20250616,347860,90532,90529,95747,2290,2080,2325,2120,99,48,2235,14.320,2245,2170,1,10,98.130,4120383,2025880,1987952,5427,5659,566,2.160,14.320,6.950,9089,6671,2175,1668,2175,1273,7,0.134,-0.006,0.134,437,122,알체라,0.120
2261,20250616,095190,90532,90526,95743,2630,2390,2950,2530,88,100,2585,12.640,2605,2545,6,15,92.220,5525205,2800649,2582868,8399,10243,313,1.870,11.980,6.790,15025,48978,2295,2010,2295,1901,1,0.037,-0.064,-0.048,196,520,이엠코리아,-0.048
2260,20250616,355390,90208,90205,95423,10770,9790,10760,10000,96,49,10150,6.950,10250,10090,16,6,92.720,641857,318402,295219,3444,3079,566,1.910,12.280,6.950,8749,6658,16950,7820,16950,5250,4,0.009,-0.034,-0.027,122,708,크라우드웍스,-0.027
2259,20250616,234340,90208,90202,95419,28150,25550,29800,26550,69,97,28050,19.620,28600,27600,17,4,108.330,3873095,1843980,1997655,31351,36189,531,2.430,22.300,19.620,27121,48715,23450,13250,23450,12260,5,0.064,-0.036,0.018,506,168,헥토파이낸셜,0.018
2258,20250616,083470,90049,90046,95254,865,784,930,804,92,99,830,7.510,849,823,14,4,86.990,854338,424645,369400,1585,2061,9,-1.040,8.260,7.510,1556,733,1242,772,1257,772,0,0.045,-0.010,0.022,134,115,이엠앤아이,0.022
2257,20250616,347850,90030,90028,95240,122000,97700,125000,117100,91,97,124500,27.430,124800,122500,3,17,130.950,884791,380291,497975,14296,17382,540,-0.510,27.430,1.120,47719,66,98300,59500,98300,41800,10,0.018,-0.006,0.018,202,105,디앤디파마텍,0.016
2256,20250616,417860,90025,90022,95236,19660,15720,20400,20400,0,0,20400,29.770,20400,20400,0,0,0.000,145739,101234,0,1140,0,99,0.980,29.770,17.090,2973,36740,16980,9570,16980,7960,0,-0.002,-0.002,-0.002,105,105,오브젠,-0.002
2255,20250616,117580,90025,90021,95233,11560,10170,11800,10800,97,66,10880,6.980,11130,10860,14,2,81.410,6049633,3304641,2690359,22149,23068,176,2.370,7.080,6.040,14601,45746,10170,7510,10170,7310,0,0.002,-0.085,-0.055,106,459,대성에너지,-0.048
2254,20250613,010580,140131,140130,145334,1912,1738,2060,1878,71,80,1978,20.760,2015,1952,19,9,84.060,20242625,10735039,9023488,33214,35209,27,-2.460,20.760,16.060,37558,71065,1638,1178,1638,1154,0,-0.001,-0.157,-0.157,709,759,에스엠벡셀,-0.048
2253,20250613,010580,134908,134907,144123,1730,1572,2060,1737,46,100,1983,21.060,2030,1920,5,10,85.320,19549162,10287467,8777597,31597,34231,27,-2.560,22.040,16.510,36184,69956,1638,1178,1638,1154,0,0.012,-0.159,-0.159,687,759,에스엠벡셀,-0.048
2252,20250613,065440,134519,134517,143726,1920,1745,2090,1855,96,3,1878,8.490,1979,1855,11,3,95.290,21616421,10877814,10365288,22263,24772,288,-2.830,8.550,3.630,41892,58106,1773,1493,1773,1337,0,-0.004,-0.075,-0.072,674,739,이루온,-0.048
2251,20250613,465770,133021,133020,142235,11280,10250,11910,11000,54,96,11710,23.780,11780,11610,19,5,103.080,9565673,4665960,4809494,37524,42023,36,13.000,29.500,23.780,273226,103936,9460,8350,10930,8100,5,0.003,-0.050,-0.021,669,703,STX그린로지스,-0.048
2250,20250613,039420,132856,132855,142109,3885,3530,3920,3555,93,1,3560,0.850,3610,3555,18,1,83.430,6806011,3640992,3037532,12431,12364,17,-2.070,5.080,2.870,361152,1812,3530,2570,3530,2415,0,0.005,-0.017,-0.010,648,727,케이엘넷,-0.010
2249,20250613,184230,132133,132133,141338,623,566,646,601,99,96,616,3.880,619,610,19,16,91.040,2980797,1507161,1372114,2034,2240,375,-2.700,3.880,2.620,1803,38902,593,448,593,436,2,0.045,-0.020,-0.000,683,737,SGA솔루션즈,-0.000
2248,20250613,161580,131431,131425,140639,43100,39150,44500,41150,99,57,41500,9.210,42500,41250,18,3,98.480,6468531,3242854,3193464,48297,51494,9,-2.960,9.210,1.140,142451,3286,38250,29950,44500,28500,18,0.016,-0.015,0.002,665,620,필옵틱스,0.002
2247,20250613,192250,123509,123508,132721,14060,12780,15240,13600,9,80,14860,18.880,15240,14250,9,20,94.250,5593812,2849969,2686144,32544,32092,334,-1.600,18.880,4.050,78934,1492,12930,8740,12930,7470,2,0.009,-0.133,-0.120,546,714,케이사인,-0.048
2246,20250613,057680,123344,123342,132555,1263,1148,1313,1223,93,33,1270,9.010,1283,1248,6,16,101.500,5277439,2580714,2619355,5666,5872,270,-2.070,9.010,4.660,6441,54541,1165,798,1165,720,2,-0.002,-0.039,-0.031,726,632,티사이언티픽,-0.031
2245,20250613,131100,122512,122511,131723,1650,1500,1764,1640,97,16,1660,11.780,1705,1640,8,16,87.910,2070055,1084759,953614,8485,10332,128,-2.420,16.630,11.780,40732,3448,1487,1368,1648,1368,0,-0.002,-0.072,-0.053,514,646,티엔엔터테인먼트,-0.048
2244,20250613,010950,121040,121038,130249,65300,59300,67600,63500,100,8,64200,8.450,64900,63500,18,8,123.260,3094013,1376671,1696938,25613,30737,527,7.400,29.970,18.250,96894,72642,59200,50600,59200,50400,2,0.001,-0.016,-0.010,538,514,S-Oil,-0.010
2243,20250613,011230,120526,120522,125737,4500,4090,4670,4450,73,55,4535,13.230,4565,4480,3,18,144.720,659674,268389,388408,2135,3099,227,-1.940,19.040,12.480,64373,2927,4710,3965,4710,3430,2,0.023,-0.009,0.008,495,475,삼화전자,0.008
2242,20250613,950190,115645,115643,124851,11790,10710,12990,11750,37,100,12180,17.120,12560,12120,11,0,89.870,3055934,1578964,1418942,15950,16143,265,0.060,29.890,17.120,18320,36726,10400,7550,10400,6720,0,0.012,-0.099,-0.099,507,760,고스트스튜디오,-0.048
2241,20250613,369370,114223,114217,123435,1556,1414,1610,1389,100,75,1399,-1.690,1399,1390,0,9,66.570,332924,190733,126962,1005,1236,128,-2.270,20.870,15.490,34077,2426,1554,1196,1589,1196,2,0.011,-0.010,0.011,760,603,블리츠웨이엔터테인먼,0.011
2240,20250613,005880,113355,113353,122603,1819,1653,1912,1814,81,100,1828,10.860,1853,1828,15,0,94.480,58120705,29598660,27963771,33355,38463,36,9.120,25.370,15.220,222934,68519,1649,1496,1716,1378,2,0.058,-0.028,-0.020,588,515,대한해운,-0.020
2239,20250613,014530,113305,113302,122515,4330,3935,4345,4165,99,24,4185,18.390,4230,4185,11,0,92.080,16983015,8691711,8003547,30142,33692,527,7.960,29.970,18.390,96717,69016,3535,3360,3535,3295,0,0.008,-0.051,-0.037,434,737,극동유화,-0.048
2238,20250613,065420,112635,112633,121848,285,259,290,266,10,97,285,10.040,290,278,10,16,134.300,3490607,1465672,1968338,773,1245,79,0.790,10.040,7.970,966,4714,291,254,298,236,0,0.016,-0.048,-0.048,399,529,에스아이리소스,-0.048
2237,20250613,050090,112552,112551,121759,901,819,945,815,96,71,820,-0.850,824,818,14,1,59.910,591782,365114,218750,1242,1602,59,-2.660,-0.080,-0.750,24,6349,962,734,962,546,0,0.032,-0.006,0.030,490,414,비케이홀딩스,0.030
2236,20250613,117580,110203,110201,115409,9730,8840,9970,10020,58,2,10040,22.440,10180,10020,20,2,109.440,8917481,4249176,4650482,25896,30772,176,4.320,24.310,22.440,82288,48269,8200,7510,8200,7310,0,0.041,-0.014,0.011,611,405,대성에너지,0.011
2235,20250613,004090,105950,105949,115158,17140,15580,17160,17020,0,95,17160,30.000,17160,17160,0,0,120.460,9054141,4083614,4918935,37789,45271,402,5.060,30.000,18.670,83441,63134,13200,12040,13200,10900,0,-0.002,-0.002,-0.002,343,343,한국석유,-0.004
2234,20250613,168330,105504,105458,114716,5430,4930,5540,5090,99,48,5210,-5.270,5280,5140,5,17,65.600,1127284,640197,419963,3946,4054,110,-2.800,1.630,1.610,172,48,5500,1873,5500,1396,0,0.006,-0.045,-0.021,602,471,내츄럴엔도텍,-0.021
2233,20250613,179530,103503,103502,112720,4800,4360,5040,4520,99,3,4580,1.550,4675,4520,15,3,79.150,3925825,2040741,1615231,9871,10402,105,-0.150,10.540,4.700,30076,6982,4510,1654,4510,1416,0,0.085,-0.041,-0.001,643,536,애드바이오텍,-0.001
2232,20250613,093240,102543,102541,111748,2530,2300,2655,2430,92,62,2510,13.060,2530,2500,17,9,120.980,8471661,3791076,4586519,10280,11843,32,-1.550,13.060,4.690,20863,1894,2710,1648,3600,1648,3,0.026,-0.032,-0.016,291,677,형지엘리트,-0.016
2231,20250613,053050,101644,101637,110852,3475,3155,3465,3280,98,33,3400,18.060,3420,3360,4,15,106.330,18446950,8832244,9391563,22166,26776,176,3.490,18.540,18.230,33130,60686,2880,2655,2920,2560,1,0.067,-0.005,0.020,363,259,지에스이,0.020
2230,20250613,474610,100541,100538,105744,5190,4710,5220,4925,99,92,5060,7.320,5090,4990,2,18,115.200,1716069,780976,899659,3798,4366,144,2.580,23.530,18.610,39672,298469,5620,4385,5900,4085,0,0.053,-0.004,0.020,286,515,RF시스템즈,0.020
2229,20250613,218150,100327,100322,105534,4210,3825,4440,4010,97,21,4065,7.110,4095,4020,2,18,91.240,6700324,3417452,3118162,21806,24913,417,-1.180,7.250,5.880,28000,11791,3870,3585,4080,3585,2,0.046,-0.009,0.012,310,504,미래생명자원,0.012
2228,20250613,131100,95723,95718,104926,1634,1485,1800,1493,99,69,1580,6.400,1620,1561,11,3,87.810,820326,426229,374267,3877,4454,128,-2.710,6.400,2.630,1333,3802,1487,1368,1648,1368,0,0.112,-0.029,-0.005,416,321,티엔엔터테인먼트,-0.005
2227,20250613,003280,95613,95610,104820,2075,1885,2095,1999,80,7,2010,18.580,2040,1999,20,7,106.270,81957687,39256059,41717350,50958,60588,36,4.820,18.290,7.820,162082,43343,1695,1543,1785,1420,4,0.093,-0.011,0.093,581,217,흥아해운,0.092
2226,20250613,054670,95144,95136,104352,8440,7670,8540,7710,100,98,8200,7.190,8210,8030,0,10,117.360,1421387,620937,728717,4545,5009,172,-1.960,7.190,0.740,11471,1327,7650,6800,7650,6290,1,0.069,-0.022,0.020,376,506,대한뉴팜,0.020
2225,20250613,079550,95031,95029,104241,507000,460500,518000,487500,100,57,495000,7.610,495000,490500,0,13,110.660,417768,195847,216731,12718,17297,144,2.050,21.570,16.210,37952,288309,460000,311500,460000,239000,2,0.069,-0.002,0.061,723,205,LIG넥스원,0.061
2224,20250613,005810,94920,94915,104129,45300,41150,49200,42250,98,47,42400,6.670,43250,42300,20,0,85.100,1180561,626611,533261,11351,11764,144,2.120,21.960,15.300,37777,287183,39750,28200,39750,25150,6,0.064,-0.008,0.017,315,207,풍산홀딩스,0.017
2223,20250613,024740,94846,94845,104052,2640,2400,2660,2475,88,9,2505,14.910,2530,2475,17,9,107.390,18621597,8851426,9505519,18188,20547,144,2.210,22.160,16.210,37749,285142,2420,2040,2520,2040,0,0.056,-0.014,0.024,319,214,한일단조,0.024
2222,20250613,065450,94655,94654,103900,4780,4345,4835,4560,78,52,4695,9.060,4725,4620,2,3,100.440,7512272,3731105,3747590,11944,13489,210,2.270,9.180,-0.880,19221,115,4350,4000,4350,3605,0,0.044,-0.018,0.026,302,208,빅텍,0.026
2221,20250613,005870,94215,94212,103430,10700,9720,11460,10700,75,45,10870,11.150,11240,10850,20,0,101.960,5077002,2482455,2531057,16682,17668,144,1.870,23.140,17.580,37210,279166,9780,8100,10530,7350,1,0.063,-0.015,0.024,298,208,휴니드,0.024
2220,20250613,129920,94208,94208,103415,6180,5610,6600,6150,60,81,6290,23.330,6370,6230,17,4,115.600,6144973,2799721,3236368,16244,17989,144,1.880,23.140,17.690,37193,278925,5100,4080,5100,3505,1,0.050,-0.032,0.047,317,211,대성하이텍,0.050
2219,20250613,103140,93746,93745,102949,103200,93800,110500,100500,80,96,103500,18.150,105400,102500,2,20,97.840,4853671,2443331,2390590,70838,79378,144,1.870,23.330,18.040,36785,274862,87600,56700,87600,50200,9,0.049,-0.025,0.032,335,202,풍산,0.032
2218,20250613,129920,92550,92549,101754,5610,5100,6600,5540,27,98,6310,23.730,6490,6280,20,12,118.120,5869666,2641075,3119707,15367,17303,144,1.710,23.730,16.780,35462,255586,5100,4080,5100,3505,1,0.047,-0.035,0.044,317,211,대성하이텍,0.047
2217,20250613,024740,92502,92456,101714,2410,2190,2660,2355,41,97,2515,15.370,2580,2480,18,8,110.070,16943759,7939866,8739241,16215,18581,144,1.740,23.730,16.670,35381,253173,2420,2040,2520,2040,0,0.052,-0.018,0.020,319,214,한일단조,0.020
2216,20250613,014530,92253,92250,101502,3940,3580,4140,3885,85,3,3925,11.030,3955,3885,2,3,94.760,7339341,3684194,3491023,13866,15127,177,8.280,29.970,26.120,95513,29273,3535,3360,3535,3295,0,0.100,-0.012,0.027,305,201,극동유화,0.027
