,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
3473,2024-05-20,122630,1.51,142100,19855,1.56,1.79,1.41,1.56,605,592,325094,222889,1087,797,0.383,0.39,749,151500,19900,0.00227,759,152000,19885,0.00151,759,152000,19885,0.00151,759,152000,19885,0.00151,759,152000,19885,0.00151
3472,2024-05-20,122630,1.51,141100,19900,1.41,1.79,1.41,1.69,605,560,311812,249652,805,976,0.433,0.492,739,151000,19875,-0.00126,739,151000,19875,-0.00126,739,151000,19875,-0.00126,739,151000,19875,-0.00126,739,151000,19875,-0.00126
3471,2024-05-20,122630,1.51,140100,19870,1.66,1.66,1.35,1.53,540,557,275131,119944,1278,663,0.4,0.508,605,140300,19920,0.00252,719,150000,19875,0.00025,719,150000,19875,0.00025,719,150000,19875,0.00025,719,150000,19875,0.00025
3470,2024-05-20,122630,1.51,135100,19875,1.66,1.69,1.35,1.61,523,557,234470,144316,1168,687,0.45,0.55,605,140300,19920,0.00226,699,145000,19865,-0.0005,699,145000,19865,-0.0005,699,145000,19865,-0.0005,699,145000,19865,-0.0005
3469,2024-05-20,122630,1.51,134100,19840,1.66,1.79,1.35,1.38,515,557,232800,248338,1316,711,0.483,0.492,575,134800,19890,0.00252,679,144000,19885,0.00227,679,144000,19885,0.00227,679,144000,19885,0.00227,679,144000,19885,0.00227
3468,2024-05-20,122630,1.51,133100,19895,1.38,1.79,1.38,1.64,515,480,177658,424240,730,1427,0.583,0.621,659,143000,19875,-0.00101,659,143000,19875,-0.00101,659,143000,19875,-0.00101,659,143000,19875,-0.00101,659,143000,19875,-0.00101
3467,2024-05-20,122630,1.51,132100,19895,1.25,1.79,1.18,1.66,515,464,193462,450086,761,1613,0.617,0.661,639,142000,19875,-0.00101,639,142000,19875,-0.00101,639,142000,19875,-0.00101,639,142000,19875,-0.00101,639,142000,19875,-0.00101
3466,2024-05-20,122630,1.51,131100,19895,1.38,1.74,1.15,1.69,498,455,390175,416357,1819,1611,0.55,0.632,619,141000,19900,0.00025,619,141000,19900,0.00025,619,141000,19900,0.00025,619,141000,19900,0.00025,619,141000,19900,0.00025
3465,2024-05-20,122630,1.51,130100,19835,1.79,1.79,1.15,1.38,420,455,516153,281779,3168,930,0.4,0.414,491,130600,19880,0.00227,514,131730,19920,0.00429,599,140000,19870,0.00176,599,140000,19870,0.00176,599,140000,19870,0.00176
3464,2024-05-20,122630,1.51,125100,19820,1.66,1.87,1.15,1.2,416,455,484458,271907,3035,946,0.417,0.466,487,130400,19870,0.00252,498,130930,19910,0.00454,579,135000,19885,0.00328,579,135000,19885,0.00328,579,135000,19885,0.00328
3463,2024-05-20,122630,1.51,124100,19845,1.69,1.87,1.38,1.41,416,434,339333,210686,2341,847,0.417,0.448,492,130630,19890,0.00227,559,134000,19840,-0.00025,559,134000,19840,-0.00025,559,134000,19840,-0.00025,559,134000,19840,-0.00025
3462,2024-05-20,122630,1.51,123100,19915,1.92,1.94,1.56,1.81,361,386,248154,145141,1503,749,0.424,0.491,539,133000,19890,-0.00126,539,133000,19890,-0.00126,539,133000,19890,-0.00126,539,133000,19890,-0.00126,539,133000,19890,-0.00126
3461,2024-05-20,122630,1.51,122100,19895,2.07,2.07,1.56,1.66,340,386,254932,141418,1604,507,0.373,0.339,418,122930,19940,0.00226,519,132000,19895,0.0,519,132000,19895,0.0,519,132000,19895,0.0,519,132000,19895,0.0
3460,2024-05-20,122630,1.51,121100,19895,1.84,2.07,1.66,1.66,336,374,176008,157432,1066,663,0.441,0.4,418,122930,19940,0.00226,499,131000,19900,0.00025,499,131000,19900,0.00025,499,131000,19900,0.00025,499,131000,19900,0.00025
3459,2024-05-20,122630,1.51,120100,19945,1.87,2.07,1.81,1.92,336,314,130683,175335,614,779,0.5,0.439,479,130000,19840,-0.00526,479,130000,19840,-0.00526,479,130000,19840,-0.00526,479,130000,19840,-0.00526,479,130000,19840,-0.00526
3458,2024-05-20,122630,1.51,115100,19975,1.94,2.07,1.76,2.04,336,291,215818,195116,943,874,0.417,0.455,459,125000,19805,-0.00851,459,125000,19805,-0.00851,459,125000,19805,-0.00851,459,125000,19805,-0.00851,459,125000,19805,-0.00851
3457,2024-05-20,122630,1.51,114100,19935,1.89,2.02,1.76,1.87,274,291,290902,288933,1192,937,0.417,0.464,439,124000,19845,-0.00451,439,124000,19845,-0.00451,439,124000,19845,-0.00451,439,124000,19845,-0.00451,439,124000,19845,-0.00451
3456,2024-05-20,122630,1.51,113100,19930,1.71,2.02,1.56,1.87,274,243,426450,363394,1826,1053,0.383,0.456,419,123000,19925,-0.00025,419,123000,19925,-0.00025,419,123000,19925,-0.00025,419,123000,19925,-0.00025,419,123000,19925,-0.00025
3455,2024-05-20,122630,1.51,112100,19950,1.94,2.02,1.56,1.92,274,243,482455,389189,2523,1120,0.417,0.433,399,122000,19895,-0.00276,399,122000,19895,-0.00276,399,122000,19895,-0.00276,399,122000,19895,-0.00276,399,122000,19895,-0.00276
3454,2024-05-20,122630,1.51,111100,19945,1.94,2.12,1.56,1.84,208,243,495112,324202,2739,1068,0.35,0.367,379,121000,19895,-0.00251,379,121000,19895,-0.00251,379,121000,19895,-0.00251,379,121000,19895,-0.00251,379,121000,19895,-0.00251
3453,2024-05-20,122630,1.51,110100,19905,2.43,2.43,1.66,1.79,180,236,723306,382326,3840,1190,0.317,0.288,261,111100,19950,0.00226,359,120000,19945,0.00201,359,120000,19945,0.00201,359,120000,19945,0.00201,359,120000,19945,0.00201
3452,2024-05-20,122630,1.51,105100,19945,2.63,2.78,1.92,1.92,169,199,658434,451366,3130,1995,0.4,0.373,339,115000,19970,0.00125,339,115000,19970,0.00125,339,115000,19970,0.00125,339,115000,19970,0.00125,339,115000,19970,0.00125
3451,2024-05-20,122630,1.51,104100,19950,2.53,2.78,1.92,1.92,169,199,628997,438965,2850,1989,0.433,0.466,319,114000,19935,-0.00075,319,114000,19935,-0.00075,319,114000,19935,-0.00075,319,114000,19935,-0.00075,319,114000,19935,-0.00075
3450,2024-05-20,122630,1.51,103100,20045,2.48,2.78,2.38,2.45,169,121,395945,396931,1777,2079,0.5,0.492,299,113000,19935,-0.00549,299,113000,19935,-0.00549,299,113000,19935,-0.00549,299,113000,19935,-0.00549,299,113000,19935,-0.00549
3449,2024-05-20,122630,1.51,102100,20085,2.89,2.89,2.38,2.55,100,121,729998,586437,2067,1636,0.383,0.424,279,112000,19945,-0.00697,279,112000,19945,-0.00697,279,112000,19945,-0.00697,279,112000,19945,-0.00697,279,112000,19945,-0.00697
3448,2024-05-20,122630,1.51,101100,20070,2.45,2.89,2.38,2.55,99,121,1207239,1604397,2610,4016,0.417,0.433,259,111000,19930,-0.00698,259,111000,19930,-0.00698,259,111000,19930,-0.00698,259,111000,19930,-0.00698,259,111000,19930,-0.00698
3447,2024-05-20,122630,1.51,100100,20055,2.02,2.89,2.02,2.5,99,60,1509098,2174469,2718,6640,0.417,0.55,164,102230,20100,0.00224,239,110000,19920,-0.00673,239,110000,19920,-0.00673,239,110000,19920,-0.00673,239,110000,19920,-0.00673
3446,2024-05-20,122630,1.51,95100,20130,1.66,2.89,1.64,2.89,99,42,1329230,2133951,2519,7912,0.533,0.7,219,105000,19945,-0.00919,219,105000,19945,-0.00919,219,105000,19945,-0.00919,219,105000,19945,-0.00919,219,105000,19945,-0.00919
3445,2024-05-20,122630,1.51,94100,20050,1.56,2.48,1.41,2.48,75,22,1317419,1781744,3181,8427,0.5,0.717,84,94230,20100,0.00249,199,104000,19945,-0.00524,199,104000,19945,-0.00524,199,104000,19945,-0.00524,199,104000,19945,-0.00524
3444,2024-05-20,122630,1.51,93100,19960,1.51,2.04,1.1,2.02,58,3,1768708,2137355,4371,8217,0.583,0.683,64,93230,20010,0.00251,74,93730,20050,0.00451,84,94230,20100,0.00701,179,103000,20050,0.00451,179,103000,20050,0.00451
3443,2024-05-17,122630,-0.3,142100,19635,-2.17,-1.99,-2.24,-2.14,631,591,265737,300109,1323,931,0.517,0.362,759,152000,19580,-0.0028,759,152000,19580,-0.0028,759,152000,19580,-0.0028,759,152000,19580,-0.0028,759,152000,19580,-0.0028
3442,2024-05-17,122630,-0.3,141100,19645,-2.09,-2.04,-2.24,-2.04,619,591,148876,177955,1190,645,0.533,0.305,739,151000,19610,-0.00178,739,151000,19610,-0.00178,739,151000,19610,-0.00178,739,151000,19610,-0.00178,739,151000,19610,-0.00178
3441,2024-05-17,122630,-0.3,140100,19625,-2.17,-1.99,-2.24,-2.24,553,591,178098,436074,1291,637,0.517,0.283,719,150000,19595,-0.00153,719,150000,19595,-0.00153,719,150000,19595,-0.00153,719,150000,19595,-0.00153,719,150000,19595,-0.00153
3440,2024-05-17,122630,-0.3,135100,19625,-2.22,-1.99,-2.22,-2.17,553,520,245721,596480,1180,734,0.583,0.35,699,145000,19625,0.0,699,145000,19625,0.0,699,145000,19625,0.0,699,145000,19625,0.0,699,145000,19625,0.0
3439,2024-05-17,122630,-0.3,134100,19635,-2.34,-1.99,-2.34,-2.09,553,500,275385,661221,1076,985,0.583,0.467,679,144000,19640,0.00025,679,144000,19640,0.00025,679,144000,19640,0.00025,679,144000,19640,0.00025,679,144000,19640,0.00025
3438,2024-05-17,122630,-0.3,133100,19625,-2.27,-2.12,-2.42,-2.19,525,493,394340,401711,1711,862,0.517,0.383,659,143000,19625,0.0,659,143000,19625,0.0,659,143000,19625,0.0,659,143000,19625,0.0,659,143000,19625,0.0
3437,2024-05-17,122630,-0.3,132100,19620,-2.22,-2.17,-2.42,-2.19,517,493,405367,269447,1737,734,0.467,0.333,639,142000,19630,0.00051,639,142000,19630,0.00051,639,142000,19630,0.00051,639,142000,19630,0.00051,639,142000,19630,0.00051
3436,2024-05-17,122630,-0.3,131100,19590,-2.07,-2.07,-2.42,-2.34,440,493,378697,211270,1837,519,0.433,0.233,526,132330,19640,0.00255,619,141000,19650,0.00306,619,141000,19650,0.00306,619,141000,19650,0.00306,619,141000,19650,0.00306
3435,2024-05-17,122630,-0.3,130100,19605,-2.17,-2.07,-2.29,-2.24,440,476,224712,214416,1131,468,0.467,0.237,551,133600,19650,0.0023,599,140000,19610,0.00026,599,140000,19610,0.00026,599,140000,19610,0.00026,599,140000,19610,0.00026
3434,2024-05-17,122630,-0.3,125100,19615,-2.19,-2.07,-2.24,-2.24,440,404,159838,320732,1057,683,0.6,0.276,553,133700,19660,0.00229,579,135000,19625,0.00051,579,135000,19625,0.00051,579,135000,19625,0.00051,579,135000,19625,0.00051
3433,2024-05-17,122630,-0.3,124100,19640,-2.14,-2.09,-2.34,-2.14,434,393,373086,447110,1937,879,0.6,0.362,559,134000,19640,0.0,559,134000,19640,0.0,559,134000,19640,0.0,559,134000,19640,0.0,559,134000,19640,0.0
3432,2024-05-17,122630,-0.3,123100,19625,-2.09,-2.04,-2.34,-2.17,361,393,418176,412897,2290,914,0.583,0.39,539,133000,19620,-0.00025,539,133000,19620,-0.00025,539,133000,19620,-0.00025,539,133000,19620,-0.00025,539,133000,19620,-0.00025
3431,2024-05-17,122630,-0.3,122100,19620,-1.94,-1.94,-2.34,-2.22,340,393,611291,328142,3869,711,0.4,0.283,519,132000,19620,0.0,519,132000,19620,0.0,519,132000,19620,0.0,519,132000,19620,0.0,519,132000,19620,0.0
3430,2024-05-17,122630,-0.3,121100,19635,-1.82,-1.82,-2.17,-2.14,320,375,501982,278008,3939,601,0.35,0.2,499,131000,19590,-0.00229,499,131000,19590,-0.00229,499,131000,19590,-0.00229,499,131000,19590,-0.00229,499,131000,19590,-0.00229
3429,2024-05-17,122630,-0.3,120100,19645,-1.72,-1.72,-2.09,-2.09,300,357,457683,284053,3613,709,0.3,0.217,479,130000,19610,-0.00178,479,130000,19610,-0.00178,479,130000,19610,-0.00178,479,130000,19610,-0.00178,479,130000,19610,-0.00178
3428,2024-05-17,122630,-0.3,115100,19675,-1.89,-1.72,-1.99,-1.94,300,338,257627,280217,2008,880,0.367,0.35,459,125000,19610,-0.0033,459,125000,19610,-0.0033,459,125000,19610,-0.0033,459,125000,19610,-0.0033,459,125000,19610,-0.0033
3427,2024-05-17,122630,-0.3,114100,19695,-1.87,-1.72,-1.94,-1.82,300,267,170330,243986,1235,842,0.4,0.4,439,124000,19630,-0.0033,439,124000,19630,-0.0033,439,124000,19630,-0.0033,439,124000,19630,-0.0033,439,124000,19630,-0.0033
3426,2024-05-17,122630,-0.3,113100,19720,-1.87,-1.74,-1.94,-1.74,298,247,237183,234894,1905,827,0.433,0.417,419,123000,19625,-0.00482,419,123000,19625,-0.00482,419,123000,19625,-0.00482,419,123000,19625,-0.00482,419,123000,19625,-0.00482
3425,2024-05-17,122630,-0.3,112100,19680,-1.79,-1.79,-1.94,-1.89,220,247,375508,195071,2975,804,0.417,0.35,399,122000,19615,-0.0033,399,122000,19615,-0.0033,399,122000,19615,-0.0033,399,122000,19615,-0.0033,399,122000,19615,-0.0033
3424,2024-05-17,122630,-0.3,111100,19685,-1.69,-1.62,-1.94,-1.87,210,247,385468,233007,3009,908,0.417,0.288,379,121000,19630,-0.00279,379,121000,19630,-0.00279,379,121000,19630,-0.00279,379,121000,19630,-0.00279,379,121000,19630,-0.00279
3423,2024-05-17,122630,-0.3,110100,19685,-1.62,-1.6,-1.92,-1.89,183,223,402553,320864,2825,1059,0.433,0.271,359,120000,19640,-0.00229,359,120000,19640,-0.00229,359,120000,19640,-0.00229,359,120000,19640,-0.00229,359,120000,19640,-0.00229
3422,2024-05-17,122630,-0.3,105100,19700,-1.67,-1.6,-1.89,-1.72,183,163,683331,519182,3581,1453,0.4,0.22,339,115000,19670,-0.00152,339,115000,19670,-0.00152,339,115000,19670,-0.00152,339,115000,19670,-0.00152,339,115000,19670,-0.00152
3421,2024-05-17,122630,-0.3,104100,19715,-1.25,-1.25,-1.89,-1.65,140,163,1009056,482833,6040,1552,0.317,0.167,319,114000,19695,-0.00101,319,114000,19695,-0.00101,319,114000,19695,-0.00101,319,114000,19695,-0.00101,319,114000,19695,-0.00101
3420,2024-05-17,122630,-0.3,103100,19735,-1.0,-1.0,-1.89,-1.74,120,163,1061262,417166,6633,1459,0.233,0.117,299,113000,19710,-0.00127,299,113000,19710,-0.00127,299,113000,19710,-0.00127,299,113000,19710,-0.00127,299,113000,19710,-0.00127
3419,2024-05-17,122630,-0.3,102100,19730,-0.82,-0.82,-1.69,-1.69,100,159,688175,265361,5278,1158,0.317,0.183,279,112000,19680,-0.00253,279,112000,19680,-0.00253,279,112000,19680,-0.00253,279,112000,19680,-0.00253,279,112000,19680,-0.00253
3418,2024-05-17,122630,-0.3,101100,19810,-0.9,-0.82,-1.25,-1.25,100,126,438657,315437,3281,1236,0.4,0.339,259,111000,19685,-0.00631,259,111000,19685,-0.00631,259,111000,19685,-0.00631,259,111000,19685,-0.00631,259,111000,19685,-0.00631
3417,2024-05-17,122630,-0.3,100100,19860,-0.95,-0.77,-1.12,-1.07,64,92,329873,693894,2458,1370,0.483,0.424,239,110000,19680,-0.00906,239,110000,19680,-0.00906,239,110000,19680,-0.00906,239,110000,19680,-0.00906,239,110000,19680,-0.00906
3416,2024-05-17,122630,-0.3,95100,19895,-0.62,-0.57,-1.12,-0.87,41,92,575993,766667,4286,1792,0.417,0.407,219,105000,19715,-0.00905,219,105000,19715,-0.00905,219,105000,19715,-0.00905,219,105000,19715,-0.00905,219,105000,19715,-0.00905
3415,2024-05-17,122630,-0.3,94100,19880,-0.4,-0.37,-1.05,-0.82,21,50,782977,826555,5219,2082,0.383,0.356,199,104000,19730,-0.00755,199,104000,19730,-0.00755,199,104000,19730,-0.00755,199,104000,19730,-0.00755,199,104000,19730,-0.00755
3414,2024-05-17,122630,-0.3,93100,19875,-0.3,-0.3,-1.05,-1.0,0,50,1306844,948273,7382,3064,0.417,0.322,179,103000,19710,-0.0083,179,103000,19710,-0.0083,179,103000,19710,-0.0083,179,103000,19710,-0.0083,179,103000,19710,-0.0083
3413,2024-05-16,122630,3.59,142100,20110,2.37,2.52,2.34,2.47,592,581,277680,370233,915,1281,0.533,0.559,759,152000,20075,-0.00174,759,152000,20075,-0.00174,759,152000,20075,-0.00174,759,152000,20075,-0.00174,759,152000,20075,-0.00174
3412,2024-05-16,122630,3.59,141100,20100,2.34,2.52,2.29,2.39,592,562,253793,311769,751,1180,0.533,0.534,739,151000,20045,-0.00274,739,151000,20045,-0.00274,739,151000,20045,-0.00274,739,151000,20045,-0.00274,739,151000,20045,-0.00274
3411,2024-05-16,122630,3.59,140100,20105,2.24,2.52,2.19,2.5,592,543,246817,357000,675,1358,0.583,0.518,719,150000,20045,-0.00298,719,150000,20045,-0.00298,719,150000,20045,-0.00298,719,150000,20045,-0.00298,719,150000,20045,-0.00298
3410,2024-05-16,122630,3.59,135100,20085,2.17,2.39,2.14,2.34,577,535,226270,217225,605,846,0.533,0.446,699,145000,20070,-0.00075,699,145000,20070,-0.00075,699,145000,20070,-0.00075,699,145000,20070,-0.00075,699,145000,20070,-0.00075
3409,2024-05-16,122630,3.59,134100,20080,2.22,2.37,2.04,2.37,554,514,214807,226736,647,749,0.6,0.5,679,144000,20100,0.001,679,144000,20100,0.001,679,144000,20100,0.001,679,144000,20100,0.001,679,144000,20100,0.001
3408,2024-05-16,122630,3.59,133100,20065,2.22,2.27,2.01,2.27,539,491,374211,253729,1179,666,0.55,0.5,659,143000,20105,0.00199,659,143000,20105,0.00199,659,143000,20105,0.00199,659,143000,20105,0.00199,659,143000,20105,0.00199
3407,2024-05-16,122630,3.59,132100,20050,2.27,2.32,2.01,2.19,463,491,417728,252934,1644,686,0.517,0.492,585,135300,20100,0.00249,639,142000,20110,0.00299,639,142000,20110,0.00299,639,142000,20110,0.00299,639,142000,20110,0.00299
3406,2024-05-16,122630,3.59,131100,20060,2.42,2.42,2.01,2.19,440,491,422417,247394,1842,703,0.417,0.448,619,141000,20095,0.00174,619,141000,20095,0.00174,619,141000,20095,0.00174,619,141000,20095,0.00174,619,141000,20095,0.00174
3405,2024-05-16,122630,3.59,130100,20060,2.27,2.42,2.14,2.22,437,474,239407,226122,1288,759,0.5,0.5,599,140000,20115,0.00274,599,140000,20115,0.00274,599,140000,20115,0.00274,599,140000,20115,0.00274,599,140000,20115,0.00274
3404,2024-05-16,122630,3.59,125100,20070,2.32,2.42,2.17,2.29,437,411,305900,211593,1466,849,0.467,0.483,579,135000,20085,0.00075,579,135000,20085,0.00075,579,135000,20085,0.00075,579,135000,20085,0.00075,579,135000,20085,0.00075
3403,2024-05-16,122630,3.59,124100,20100,2.37,2.57,2.17,2.42,389,411,346815,293851,1743,1087,0.533,0.475,559,134000,20090,-0.0005,559,134000,20090,-0.0005,559,134000,20090,-0.0005,559,134000,20090,-0.0005,559,134000,20090,-0.0005
3402,2024-05-16,122630,3.59,123100,20070,2.47,2.57,2.17,2.22,389,411,413471,295012,1847,1043,0.45,0.431,539,133000,20070,0.0,539,133000,20070,0.0,539,133000,20070,0.0,539,133000,20070,0.0,539,133000,20070,0.0
3401,2024-05-16,122630,3.59,122100,20080,2.22,2.57,2.19,2.29,389,341,273957,437832,1173,1287,0.55,0.569,519,132000,20055,-0.00125,519,132000,20055,-0.00125,519,132000,20055,-0.00125,519,132000,20055,-0.00125,519,132000,20055,-0.00125
3400,2024-05-16,122630,3.59,121100,20085,2.29,2.52,2.14,2.39,369,323,289368,374900,1143,1079,0.55,0.589,499,131000,20055,-0.00149,499,131000,20055,-0.00149,499,131000,20055,-0.00149,499,131000,20055,-0.00149,499,131000,20055,-0.00149
3399,2024-05-16,122630,3.59,120100,20110,2.32,2.45,2.14,2.45,358,323,363863,408181,1471,1050,0.617,0.596,479,130000,20060,-0.00249,479,130000,20060,-0.00249,479,130000,20060,-0.00249,479,130000,20060,-0.00249,479,130000,20060,-0.00249
3398,2024-05-16,122630,3.59,115100,20055,2.37,2.37,2.14,2.19,280,323,499108,308402,2201,765,0.533,0.411,357,115900,20100,0.00224,459,125000,20075,0.001,459,125000,20075,0.001,459,125000,20075,0.001,459,125000,20075,0.001
3397,2024-05-16,122630,3.59,114100,20070,2.34,2.45,2.19,2.32,268,308,543405,391516,2287,891,0.567,0.386,439,124000,20100,0.00149,439,124000,20100,0.00149,439,124000,20100,0.00149,439,124000,20100,0.00149,439,124000,20100,0.00149
3396,2024-05-16,122630,3.59,113100,20085,2.42,2.45,2.22,2.27,257,294,564616,365538,2544,1076,0.45,0.316,419,123000,20060,-0.00124,419,123000,20060,-0.00124,419,123000,20060,-0.00124,419,123000,20060,-0.00124,419,123000,20060,-0.00124
3395,2024-05-16,122630,3.59,112100,20090,2.57,2.6,2.14,2.34,224,234,1004337,586181,4051,1718,0.417,0.328,399,122000,20075,-0.00075,399,122000,20075,-0.00075,399,122000,20075,-0.00075,399,122000,20075,-0.00075,399,122000,20075,-0.00075
3394,2024-05-16,122630,3.59,111100,20085,2.75,2.9,2.14,2.42,206,234,1271163,693879,4868,2097,0.367,0.356,379,121000,20095,0.0005,379,121000,20095,0.0005,379,121000,20095,0.0005,379,121000,20095,0.0005,379,121000,20095,0.0005
3393,2024-05-16,122630,3.59,110100,20100,3.21,3.21,2.14,2.45,180,234,1626824,765242,7352,2420,0.317,0.322,359,120000,20105,0.00025,359,120000,20105,0.00025,359,120000,20105,0.00025,359,120000,20105,0.00025,359,120000,20105,0.00025
3392,2024-05-16,122630,3.59,105100,20130,3.39,3.44,2.52,2.6,165,217,1196219,551504,6190,2045,0.3,0.333,339,115000,20055,-0.00373,339,115000,20055,-0.00373,339,115000,20055,-0.00373,339,115000,20055,-0.00373,339,115000,20055,-0.00373
3391,2024-05-16,122630,3.59,104100,20165,3.52,3.72,2.62,2.7,144,194,996555,389189,5924,1778,0.267,0.283,319,114000,20080,-0.00422,319,114000,20080,-0.00422,319,114000,20080,-0.00422,319,114000,20080,-0.00422,319,114000,20080,-0.00422
3390,2024-05-16,122630,3.59,103100,20255,3.82,3.82,3.24,3.26,120,176,699488,326493,3530,1301,0.3,0.283,299,113000,20070,-0.00913,299,113000,20070,-0.00913,299,113000,20070,-0.00913,299,113000,20070,-0.00913,299,113000,20070,-0.00913
3389,2024-05-16,122630,3.59,102100,20290,3.9,3.92,3.39,3.39,101,154,736725,515450,2873,1470,0.367,0.317,279,112000,20085,-0.0101,279,112000,20085,-0.0101,279,112000,20085,-0.0101,279,112000,20085,-0.0101,279,112000,20085,-0.0101
3388,2024-05-16,122630,3.59,101100,20320,3.75,3.92,3.54,3.62,98,137,840713,889231,2198,3304,0.35,0.417,259,111000,20100,-0.01083,259,111000,20100,-0.01083,259,111000,20100,-0.01083,259,111000,20100,-0.01083,259,111000,20100,-0.01083
3387,2024-05-16,122630,3.59,100100,20370,3.54,3.92,3.46,3.87,98,64,878919,1472162,1877,4535,0.45,0.55,239,110000,20105,-0.01301,239,110000,20105,-0.01301,239,110000,20105,-0.01301,239,110000,20105,-0.01301,239,110000,20105,-0.01301
3386,2024-05-16,122630,3.59,95100,20390,3.54,3.92,3.41,3.9,98,54,1223088,1739290,2479,5504,0.45,0.583,219,105000,20135,-0.01251,219,105000,20135,-0.01251,219,105000,20135,-0.01251,219,105000,20135,-0.01251,219,105000,20135,-0.01251
3385,2024-05-16,122630,3.59,94100,20355,3.57,3.77,3.13,3.72,43,32,1736241,1928363,4680,5135,0.483,0.517,98,94930,20400,0.00221,199,104000,20155,-0.00983,199,104000,20155,-0.00983,199,104000,20155,-0.00983,199,104000,20155,-0.00983
3384,2024-05-16,122630,3.59,93100,20315,3.59,4.03,3.13,3.49,13,32,2996247,2903458,7675,9103,0.45,0.517,98,94930,20400,0.00418,98,94930,20400,0.00418,179,103000,20265,-0.00246,179,103000,20265,-0.00246,179,103000,20265,-0.00246
3383,2024-05-14,122630,0.64,142100,19685,0.28,0.54,0.2,0.54,634,585,311412,603607,610,1733,0.61,0.593,759,152000,19640,-0.00229,759,152000,19640,-0.00229,759,152000,19640,-0.00229,759,152000,19640,-0.00229,759,152000,19640,-0.00229
3382,2024-05-14,122630,0.64,141100,19655,0.23,0.51,0.18,0.43,607,563,331539,485003,604,1364,0.508,0.456,681,144100,19700,0.00229,739,151000,19670,0.00076,739,151000,19670,0.00076,739,151000,19670,0.00076,739,151000,19670,0.00076
3381,2024-05-14,122630,0.64,140100,19665,0.23,0.43,0.18,0.43,599,563,234720,553316,435,1069,0.508,0.474,719,150000,19695,0.00153,719,150000,19695,0.00153,719,150000,19695,0.00153,719,150000,19695,0.00153,719,150000,19695,0.00153
3380,2024-05-14,122630,0.64,135100,19635,0.28,0.31,0.13,0.28,555,531,276365,401864,516,530,0.483,0.421,607,140400,19680,0.00229,699,145000,19685,0.00255,699,145000,19685,0.00255,699,145000,19685,0.00255,699,145000,19685,0.00255
3379,2024-05-14,122630,0.64,134100,19625,0.26,0.31,0.13,0.23,555,531,296563,427067,556,592,0.383,0.404,606,140330,19670,0.00229,679,144000,19690,0.00331,679,144000,19690,0.00331,679,144000,19690,0.00331,679,144000,19690,0.00331
3378,2024-05-14,122630,0.64,133100,19625,0.08,0.28,0.08,0.2,501,480,221705,292243,540,938,0.417,0.473,606,140330,19670,0.00229,659,143000,19670,0.00229,659,143000,19670,0.00229,659,143000,19670,0.00229,659,143000,19670,0.00229
3377,2024-05-14,122630,0.64,132100,19635,0.05,0.28,-0.1,0.28,501,468,327380,347535,1265,1103,0.417,0.518,607,140400,19680,0.00229,639,142000,19685,0.00255,639,142000,19685,0.00255,639,142000,19685,0.00255,639,142000,19685,0.00255
3376,2024-05-14,122630,0.64,131100,19630,0.1,0.26,-0.1,0.26,499,468,317594,261643,1294,1026,0.517,0.544,607,140400,19680,0.00255,619,141000,19665,0.00178,619,141000,19665,0.00178,619,141000,19665,0.00178,619,141000,19665,0.00178
3375,2024-05-14,122630,0.64,130100,19595,0.03,0.13,-0.1,0.05,427,468,341998,184919,1352,615,0.517,0.509,499,131000,19640,0.0023,599,140000,19665,0.00357,599,140000,19665,0.00357,599,140000,19665,0.00357,599,140000,19665,0.00357
3374,2024-05-14,122630,0.64,125100,19595,0.1,0.13,-0.03,0.1,427,411,401005,198082,1318,517,0.5,0.5,499,131000,19640,0.0023,579,135000,19635,0.00204,579,135000,19635,0.00204,579,135000,19635,0.00204,579,135000,19635,0.00204
3373,2024-05-14,122630,0.64,124100,19600,0.15,0.18,-0.03,0.1,386,411,352867,156991,1412,475,0.45,0.474,559,134000,19625,0.00128,559,134000,19625,0.00128,559,134000,19625,0.00128,559,134000,19625,0.00128,559,134000,19625,0.00128
3372,2024-05-14,122630,0.64,123100,19580,0.13,0.26,-0.03,0.03,365,411,341184,139800,1398,466,0.383,0.464,499,131000,19630,0.00255,539,133000,19620,0.00204,539,133000,19620,0.00204,539,133000,19620,0.00204,539,133000,19620,0.00204
3371,2024-05-14,122630,0.64,122100,19600,0.2,0.28,0.1,0.1,342,381,147761,63855,820,442,0.417,0.456,519,132000,19635,0.00179,519,132000,19635,0.00179,519,132000,19635,0.00179,519,132000,19635,0.00179,519,132000,19635,0.00179
3370,2024-05-14,122630,0.64,121100,19610,0.31,0.33,0.13,0.15,330,358,261313,126178,858,520,0.433,0.421,499,131000,19630,0.00102,499,131000,19630,0.00102,499,131000,19630,0.00102,499,131000,19630,0.00102,499,131000,19630,0.00102
3369,2024-05-14,122630,0.64,120100,19605,0.2,0.33,0.05,0.13,330,311,588348,158253,2004,818,0.45,0.45,479,130000,19590,-0.00077,479,130000,19590,-0.00077,479,130000,19590,-0.00077,479,130000,19590,-0.00077,479,130000,19590,-0.00077
