,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,gcut,lcut,iASK0,tASK0,prcASK0,profit0,iASK1,tASK1,prcASK1,profit1,iASK2,tASK2,prcASK2,profit2,hname,profit
238,20240930,064850,-0.202,-0.161,-0.299,-0.299,8,117,2706327,1378065,1041401,9766,13009,18900,-0.138,-0.09,-0.174,20,2,771290,430762,340528,4056,4753,21,94130,16580,0.101,0.061,163,105230,15570,-0.06092,184,110300,15370,-0.07298,162,105200,15770,-0.04885,에프앤가이드,-0.06092
237,20240930,489790,0,0.262,-0.244,-0.171,25,729,15068700,8364467,5487581,137047,130511,35400,0.041,0.095,0.023,8,27,1276366,652475,623891,9818,10751,89,101530,37700,0.07,0.05,169,105530,35800,-0.0504,302,120200,35400,-0.06101,165,105330,36150,-0.04111,한화인더스트리얼솔루,-0.0504
236,20240930,023960,0.006,0.3,0.006,0.246,604,0,8136907,3847973,3944026,9949,12626,2180,0.053,0.124,-0,37,1,2258335,1120570,1137765,3523,3780,3,93230,2360,0.12,0.072,498,134000,2185,-0.07415,509,134530,2155,-0.08686,102,102200,2220,-0.05932,에쓰씨엔지니어링,-0.07415
235,20240930,002140,0.027,0.283,0.013,0.224,653,2,23065599,11671512,10795011,40933,46036,3220,0.009,0.095,-0.006,38,46,2720356,1447740,1272616,4160,4127,14,93800,3340,0.102,0.061,600,143100,3135,-0.06138,646,145400,3095,-0.07335,414,125800,3175,-0.0494,고려산업,-0.06138
234,20240930,001380,-0.006,0.018,-0.033,-0.015,11,660,534862,367907,138201,936,697,3020,-0,-0,-0.063,0,41,226554,149154,77400,334,226,131,103630,2975,0.067,0.05,699,153000,2935,-0.01345,699,153000,2935,-0.01345,699,153000,2935,-0.01345,SG글로벌,-0.01345
233,20240930,000520,-0.018,0.101,-0.018,0.034,428,1,1682802,845240,804334,8280,7878,16340,0.019,0.028,-0.078,0,45,168869,113926,41613,898,404,278,115000,16110,0.115,0.069,699,153000,16010,-0.00621,699,153000,16010,-0.00621,699,153000,16010,-0.00621,삼일제약,-0.00621
232,20240927,900310,-0.034,-0.021,-0.065,-0.03,267,13,2093649,1343512,608180,2715,2776,690,0.132,0.174,0.058,9,44,3551479,1996998,1554481,2778,3120,81,101130,773,0.11,0.066,699,153000,725,-0.0621,699,153000,725,-0.0621,246,113400,732,-0.05304,컬러레이,-0.0621
231,20240927,900300,0,0.021,-0.063,-0.032,4,22,36623278,21790645,13208332,14146,21754,92,0.022,0.043,-0.022,0,45,4540608,3149209,1391399,2044,8459,81,101130,94,0.067,0.05,699,153000,90,-0.04255,699,153000,90,-0.04255,623,144230,90,-0.04255,오가닉티코스메틱,-0.04255
230,20240927,900270,0.03,0.08,-0.103,-0.043,208,114,76879625,40565648,30111289,18091,24325,287,0.073,0.08,0.007,0,50,5788154,4399340,1388814,1524,1302,54,95800,302,0.073,0.05,71,100630,325,0.07616,72,100700,329,0.0894,71,100630,321,0.06291,헝셩그룹,0.07616
229,20240927,472850,-0,0.296,-0,0.259,644,0,3947690,1729875,2053242,9678,10755,7150,0.046,0.113,0.038,24,34,995677,500297,452930,3706,4091,19,94030,7760,0.073,0.05,165,105330,8340,0.07474,699,153000,7810,0.00644,163,105230,8220,0.05928,폰드그룹,0.07474
228,20240927,460940,0.015,0.026,0.007,0.021,742,49,138609,57366,70170,1090,2248,15250,-0.022,-0.022,-0.082,0,3,61920,39982,21938,555,343,93,101730,14720,0.065,0.05,699,153000,14470,-0.01698,699,153000,14470,-0.01698,699,153000,14470,-0.01698,피앤에스미캐닉스,-0.01698
227,20240927,424980,0.006,0.3,0.006,0.3,21,0,267297,111620,73150,1180,818,8580,0.128,0.189,0.12,1,11,1043937,545303,498634,7353,8698,51,95630,9980,0.061,0.05,79,101030,9480,-0.0501,80,101100,9380,-0.06012,76,100900,9580,-0.04008,마이크로투나노,-0.0501
226,20240927,348350,0.091,0.155,0.013,0.027,34,158,563671,298245,251996,3153,3982,9270,0.01,0.068,0.006,29,2,44931,17847,27084,224,280,31,94630,9700,0.061,0.05,699,153000,9430,-0.02784,699,153000,9430,-0.02784,699,153000,9430,-0.02784,위드텍,-0.02784
225,20240927,123330,0.03,0.176,-0.015,0.13,232,7,1026069,477058,519083,7728,7750,18650,-0.006,0.032,-0.05,7,28,81077,53764,27313,766,560,584,142300,18660,0.086,0.051,699,153000,18010,-0.03483,699,153000,18010,-0.03483,699,153000,18010,-0.03483,제닉,-0.03483
224,20240927,065420,0.083,0.298,-0.018,-0.018,11,760,76398192,38918538,32113011,36098,42071,320,0.069,0.069,0.003,0,49,2826046,2008381,817665,1463,1256,128,103500,334,0.065,0.05,156,104900,317,-0.0509,157,104930,314,-0.05988,143,104230,321,-0.03892,에스아이리소스,-0.0509
223,20240927,032980,0,0,-0.089,-0.083,0,551,506520,373353,122382,591,367,776,0.037,0.037,-0.022,0,42,93165,37697,55468,107,51,132,103700,789,0.061,0.05,699,153000,788,-0.00127,699,153000,788,-0.00127,699,153000,788,-0.00127,바이온,-0.00127
222,20240927,030350,0.008,0.039,0.008,0.024,50,0,533255,270034,239162,242,613,260,0.004,0.162,-0.004,22,6,4754707,2143047,2498173,1234,1919,1,93130,282,0.12,0.072,699,153000,266,-0.05674,699,153000,266,-0.05674,699,153000,266,-0.05674,드래곤플라이,-0.05674
221,20240926,443250,0.011,0.018,-0.019,-0.018,40,754,27723,9334,6053,153,251,8820,0.171,0.183,0.077,0,42,321130,179113,142017,2762,3606,36,94900,9940,0.098,0.059,187,110430,9360,-0.05835,474,132800,9240,-0.07042,152,104700,9470,-0.04728,레뷰코퍼레이션,-0.05835
220,20240926,389470,-0.035,0.012,-0.047,-0.024,259,720,761628,429301,287910,4862,3842,20800,0.017,0.053,-0.007,3,39,287561,160438,127123,1371,1424,70,100600,21400,0.061,0.05,699,153000,21850,0.02103,699,153000,21850,0.02103,699,153000,21850,0.02103,인벤티지랩,0.02103
219,20240926,378800,-0.01,0,-0.093,-0.091,4,350,7226103,4550463,2411227,14564,14262,4360,-0.023,0.062,-0.024,28,0,1279851,724405,555446,2792,2921,103,102230,4485,0.088,0.053,699,153000,4400,-0.01895,699,153000,4400,-0.01895,699,153000,4400,-0.01895,샤페론,-0.01895
218,20240926,307870,0.001,0.025,-0.038,0.019,186,730,394024,207490,129858,583,572,1460,0.055,0.055,-0.012,0,5,119316,51651,61548,139,113,75,100830,1503,0.068,0.05,100,102100,1606,0.06853,110,102600,1627,0.0825,98,102000,1586,0.05522,비투엔,0.06853
217,20240926,126730,0.012,0.019,-0.056,-0.056,33,760,820469,485917,221409,6476,4626,14220,0.058,0.08,0.013,9,45,356755,228343,128412,3397,2873,496,133900,15010,0.066,0.05,699,153000,14830,-0.01199,699,153000,14830,-0.01199,699,153000,14830,-0.01199,코칩,-0.01199
216,20240926,115610,-0.009,0.007,-0.118,-0.118,8,760,148505,84157,51362,487,538,2515,0.105,0.161,0.087,0,15,369959,199675,170284,1291,1838,60,100100,2850,0.068,0.05,158,105000,2705,-0.05088,158,105000,2675,-0.0614,109,102530,2735,-0.04035,이미지스,-0.05088
215,20240926,088800,-0.012,-0.001,-0.042,-0.027,8,34,679433,417817,228166,957,948,749,-0.012,0.043,-0.024,20,0,118564,73724,44840,159,217,505,134330,763,0.068,0.05,699,153000,763,0,699,153000,763,0,699,153000,763,0,에이스테크,0
214,20240926,067080,-0.005,0.012,-0.021,-0.02,14,732,78436,53383,20916,1317,478,10210,0.145,0.174,0.033,0,29,519829,339837,173433,3446,1954,76,100900,11370,0.12,0.072,89,101530,12750,0.12137,92,101700,13020,0.14512,88,101500,12470,0.09675,대화제약,0.12137
213,20240926,058450,0.193,0.3,-0.133,-0.091,6,750,6624057,4138154,2273667,23504,23554,2895,-0.024,-0.005,-0.064,12,23,178082,113529,64553,322,213,229,112530,2820,0.063,0.05,252,113700,3000,0.06383,270,114600,2650,-0.06028,252,113700,2965,0.05142,한주에이알티,0.06383
212,20240926,010660,0.185,0.19,-0.058,-0.058,5,760,18300247,10487482,6554586,41548,35460,3560,-0.045,-0.025,-0.087,25,4,1120658,613697,506961,1593,2171,81,101130,3390,0.068,0.05,699,153000,3255,-0.03982,699,153000,3255,-0.03982,585,142330,3250,-0.0413,화천기계,-0.03982
211,20240926,002787,-0.005,-0.005,-0.023,-0.023,0,719,317,0,0,0,0,10000,0.05,0.05,-0.029,0,50,98,0,0,0,0,359,123030,10200,0.081,0.05,699,153000,10200,0,699,153000,10200,0,699,153000,10200,0,진흥기업2우B,0
210,20240925,900300,0,0.229,0,0.084,92,0,134440723,65989169,63821656,38890,56953,90,0.056,0.189,0.044,19,1,49193702,20866285,25249896,4617,6772,18,94000,102,0.12,0.072,275,114830,95,-0.06863,699,153000,95,-0.06863,242,113200,96,-0.05882,오가닉티코스메틱,-0.06863
209,20240925,900250,0.001,0.007,-0.007,0.006,1,414,198558,111362,81673,223,575,867,0.05,0.129,0.043,20,0,1633861,689514,944347,1007,1445,14,93800,951,0.083,0.05,68,100500,1031,0.08412,82,101200,1047,0.10095,39,95030,1015,0.0673,크리스탈신소재,0.08412
208,20240925,900110,0,0.046,0,0.046,60,0,20260329,7545493,12386572,1940,2548,68,0.015,0.103,0.015,17,0,22355348,10802298,11553050,2856,3415,14,93800,74,0.087,0.052,267,114430,70,-0.05405,699,153000,70,-0.05405,181,110130,71,-0.04054,이스트아시아홀딩스,-0.05405
207,20240925,224060,0.002,0.045,-0,0.014,36,5,12709,8299,4190,137,107,5230,0.017,0.017,-0.047,0,28,1053,731,322,34,13,220,112100,5200,0.067,0.05,699,153000,5130,-0.01346,699,153000,5130,-0.01346,699,153000,5130,-0.01346,더코디,-0.01346
206,20240925,047560,0.024,0.033,-0.007,0.009,2,316,67169,41229,18349,715,431,12910,0.064,0.143,0.058,37,1,456499,198101,250843,2627,3436,4,93300,14290,0.081,0.05,12,93700,15450,0.08118,12,93700,15680,0.09727,9,93530,15220,0.06508,이스트소프트,0.08118
205,20240925,023770,0.021,0.042,-0.036,0.036,736,293,226157,120752,97307,863,1051,7560,-0.216,-0.193,-0.251,7,37,423000,254511,168489,1010,934,76,100900,5940,0.078,0.05,585,142330,5640,-0.05051,613,143730,5580,-0.06061,470,132600,5700,-0.0404,플레이위드,-0.05051
204,20240925,214420,-0.011,-0.006,-0.035,-0.029,0,700,337508,233478,94246,1902,1518,9610,0.015,0.064,-0,18,2,244623,112231,132392,983,1036,22,94200,10060,0.065,0.05,699,153000,9770,-0.02883,699,153000,9770,-0.02883,699,153000,9770,-0.02883,토니모리,-0.02883
203,20240925,192820,0.003,0.009,-0.024,-0.002,0,151,111123,63444,44996,6262,7760,122900,0.077,0.131,0.064,18,7,224804,83820,135107,3831,4164,46,95400,136100,0.064,0.05,652,145700,129300,-0.04996,699,153000,130200,-0.04335,642,145200,130600,-0.04041,코스맥스,-0.04996
202,20240925,168490,0.004,0.031,-0.026,0.022,29,248,899073,521903,326909,254,322,234,-0.008,0.004,-0.056,0,43,317054,241924,75130,67,93,395,124830,231,0.063,0.05,699,153000,234,0.01299,699,153000,234,0.01299,683,151230,244,0.05628,한국패러랠,0.01299
201,20240925,002140,0.04,0.192,0.024,0.061,51,3,4318636,2309167,1869742,9935,10782,2620,0.006,0.09,-0.011,20,8,311766,152697,134078,484,673,141,104130,2760,0.102,0.061,699,153000,2690,-0.02536,699,153000,2690,-0.02536,699,153000,2690,-0.02536,고려산업,-0.02536
200,20240924,434480,-0.017,0,-0.038,-0.038,69,760,665252,187546,116976,1450,1260,4800,0.108,0.163,0.083,2,41,1595922,873319,722603,6449,6747,35,94830,5400,0.073,0.05,127,103430,5130,-0.05,699,153000,5230,-0.03148,122,103200,5180,-0.04074,모니터랩,-0.05
199,20240924,299660,-0.017,0.066,-0.039,-0.036,50,755,2378638,1426207,907928,9063,9735,6180,0.034,0.036,-0.037,0,47,270756,178955,91801,1552,1539,104,102300,6250,0.076,0.05,699,153000,6220,-0.0048,699,153000,6220,-0.0048,699,153000,6220,-0.0048,셀리드,-0.0048
198,20240924,290560,-0.005,-0.005,-0.06,-0.042,0,47,68825,48182,13523,541,328,7690,0.129,0.173,0.092,3,50,234704,136607,98097,2202,1998,213,111730,8720,0.074,0.05,395,124830,8280,-0.05046,699,153000,8340,-0.04358,327,121430,8370,-0.04014,신시웨이,-0.05046
197,20240924,239610,-0.012,-0.009,-0.066,-0.058,0,707,94182,57032,28816,1009,868,14880,0.009,0.048,-0.022,5,48,29189,15254,13935,331,301,191,110630,15120,0.071,0.05,699,153000,15230,0.00728,699,153000,15230,0.00728,699,153000,15230,0.00728,에이치엘사이언스,0.00728
196,20240924,225220,-0,0.037,-0.008,0.025,759,30,144376,87172,55923,270,280,3280,-0.008,0.014,-0.052,17,48,92310,67812,24498,397,166,219,112030,3230,0.069,0.05,699,153000,3210,-0.00619,699,153000,3210,-0.00619,699,153000,3210,-0.00619,제놀루션,-0.00619
195,20240924,220100,0.013,0.017,-0.031,-0.021,0,22,699011,426362,237946,3850,2996,25650,-0.025,-0.019,-0.084,0,23,407620,271820,135800,2056,1077,13,93730,24600,0.07,0.05,699,153000,24650,0.00203,699,153000,24650,0.00203,699,153000,24650,0.00203,퓨쳐켐,0.00203
194,20240924,131030,0.002,0.2,-0.012,0.088,693,25,1496922,791122,520547,8327,8266,7300,0.041,0.063,-0.01,2,42,263717,176021,87696,1172,894,142,104200,7560,0.073,0.05,699,153000,7400,-0.02116,699,153000,7400,-0.02116,282,115200,7260,-0.03968,옵투스제약,-0.02116
193,20240924,083550,-0.008,0.008,-0.008,0.002,0,0,84331,44689,30640,219,185,3170,0.069,0.11,0.044,8,42,378584,188467,166382,1381,1490,26,94400,3435,0.063,0.05,125,103330,3655,0.06405,126,103400,3700,0.07715,125,103330,3610,0.05095,케이엠,0.06405
192,20240924,078140,-0.013,0.037,-0.031,-0.013,19,0,1116333,627535,426945,6662,6415,22550,0.007,0.011,-0.075,0,29,513653,342019,171634,2139,1449,99,102030,22100,0.094,0.056,699,153000,23750,0.07466,699,153000,23750,0.07466,682,151200,23800,0.07692,대봉엘에스,0.07466
191,20240924,054180,-0.002,0.042,-0.042,-0.007,407,160,580154,276238,282917,240,362,424,0.014,0.146,0.012,35,6,500921,268547,194331,309,262,3,93230,459,0.12,0.072,699,153000,442,-0.03704,699,153000,442,-0.03704,699,153000,442,-0.03704,메디콕스,-0.03704
190,20240924,000850,-0.009,0.007,-0.016,-0.016,51,569,3604,1884,1013,77,77,28000,0.021,0.095,0.016,29,4,44506,20040,19649,549,624,3,93230,29750,0.077,0.05,12,93700,32100,0.07899,14,93800,32550,0.09412,12,93700,31600,0.06218,화천기공,0.07899
189,20240924,000105,0.012,0.024,-0.064,-0.032,6,135,222534,127841,88331,6716,7419,152500,-0.003,0.028,-0.043,5,30,44339,26358,17981,1160,1159,191,110630,152800,0.074,0.05,699,153000,152000,-0.00524,699,153000,152000,-0.00524,699,153000,152000,-0.00524,유한양행우,-0.00524
188,20240924,000100,0.015,0.028,-0.031,0.019,685,137,5645940,2859420,2589432,66558,74300,148200,0.007,0.037,-0.025,5,30,1851889,1092096,759793,22883,22473,164,105300,150300,0.064,0.05,564,141300,160000,0.06454,699,153000,157000,0.04458,429,130530,158100,0.0519,유한양행,0.06454
187,20240923,900340,0,0.022,-0.009,0.01,27,8,603031,318413,247022,664,1670,2025,0.007,0.012,-0.07,4,24,248507,161028,87479,314,284,68,100500,2005,0.089,0.053,689,151530,1898,-0.05337,695,151830,1877,-0.06384,680,151100,1919,-0.04289,윙입푸드,-0.05337
186,20240923,476080,0.011,0.023,-0.089,-0.084,1,509,1281877,800574,397907,5525,6430,20100,-0.044,-0.042,-0.097,0,49,304496,214102,90394,1838,1424,391,124630,18840,0.06,0.05,699,153000,18900,0.00318,699,153000,18900,0.00318,699,153000,18900,0.00318,M83,0.00318
185,20240923,438700,0.009,0.199,0.007,0.116,359,4,285635,123702,151284,1492,1507,3860,-0.004,0.06,-0.004,24,0,37662,20354,17308,199,132,311,120630,3990,0.064,0.05,699,153000,3975,-0.00376,699,153000,3975,-0.00376,699,153000,3975,-0.00376,버넥트,-0.00376
184,20240923,397030,-0.013,0.035,-0.02,0.02,159,1,975665,433082,500510,4100,4420,23400,0.006,0.073,-0.004,24,8,506027,250017,256010,2446,2725,442,131200,24400,0.077,0.05,699,153000,24150,-0.01025,699,153000,24150,-0.01025,699,153000,24150,-0.01025,에이프릴바이오,-0.01025
183,20240923,380540,0.003,0.02,-0.002,0,11,312,185424,110866,59441,206,254,1014,-0.001,-0.001,-0.063,0,49,75287,67794,7493,105,29,2,93200,989,0.066,0.05,699,153000,1013,0.02427,699,153000,1013,0.02427,699,153000,1013,0.02427,옵티코어,0.02427
182,20240923,377330,-0.009,0.006,-0.051,-0.033,16,660,198130,118618,69659,1329,1707,6490,-0.014,-0.006,-0.069,20,46,13836,11823,2013,73,33,485,133330,6300,0.068,0.05,699,153000,6080,-0.03492,699,153000,6080,-0.03492,583,142230,6050,-0.03968,이지트로닉스,-0.03492
181,20240923,274400,0.035,0.035,-0.012,-0.002,0,65,33577,20341,12067,260,174,5770,0.007,0.009,-0.054,0,26,4717,3141,1576,72,36,8,93500,5720,0.066,0.05,699,153000,5720,0,699,153000,5720,0,699,153000,5720,0,이노시뮬레이션,0
180,20240923,199730,0.004,0.3,0,0.3,746,78,1447430,736320,698593,13336,15808,10100,-0.026,0.124,-0.026,29,0,674434,328661,333089,6003,7540,1,93130,10690,0.12,0.072,272,114700,9920,-0.07203,449,131530,9770,-0.08606,32,94700,10070,-0.058,바이오인프라,-0.07203
179,20240923,016100,0,0.007,-0.027,-0.018,3,228,16017,12505,2546,108,97,2775,0.02,0.135,-0.005,48,11,109960,46449,54564,446,661,0,93100,2995,0.12,0.072,699,153000,2930,-0.0217,699,153000,2930,-0.0217,6,93400,2820,-0.05843,리더스코스메틱,-0.0217
178,20240923,465770,-0.003,0.138,-0.003,0.12,307,0,2006292,823525,714770,8487,8948,11010,0.113,0.132,0.054,0,39,501851,333201,168650,3938,2779,94,101800,11970,0.074,0.05,570,141600,12870,0.07519,570,141600,13050,0.09023,569,141530,12690,0.06015,STX그린로지스,0.07519
177,20240923,019490,0.192,0.3,0.037,0.3,565,25,22643383,11952158,9692133,40195,47105,4595,-0.027,0.106,-0.054,18,25,3718403,1850266,1598189,7194,9257,78,101000,4785,0.12,0.072,311,120630,5370,0.12226,314,120800,5480,0.14525,212,111700,5250,0.09718,하이트론,0.12226
176,20240923,010400,0,0.034,-0.006,0.021,36,289,1460,135,907,23,62,3440,0,0,-0.084,0,11,3733,3352,334,42,12,296,115900,3330,0.092,0.055,699,153000,3325,-0.0015,699,153000,3325,-0.0015,699,153000,3325,-0.0015,우진아이엔에스,-0.0015
175,20240920,900300,0.241,0.299,0.08,0.172,64,18,327234626,161163176,148316217,14840,38888,102,-0.039,-0.02,-0.088,6,29,21533023,14461564,7071459,6624,8092,32,94700,99,0.075,0.05,135,103830,94,-0.05051,273,114730,93,-0.06061,121,103130,95,-0.0404,오가닉티코스메틱,-0.05051
174,20240920,290660,0,0.026,-0.002,0.003,61,14,9815,5841,3947,35,45,930,0.077,0.124,0.028,5,50,280147,156915,114560,864,840,58,100000,1003,0.093,0.056,70,100600,1097,0.09372,93,101730,1116,0.11266,69,100530,1079,0.07577,네오펙트,0.09372
173,20240920,219420,-0.011,0.014,-0.014,0.014,11,130,17961,6717,10803,132,224,4790,0.225,0.265,0.177,3,50,653781,386396,243561,3559,3466,20,94100,5910,0.046,0.05,108,102500,5610,-0.05076,124,103300,5550,-0.06091,85,101330,5670,-0.04061,링크제니시스,-0.05076
172,20240920,123330,-0.037,0.082,-0.04,-0.021,97,755,721116,463880,229209,5143,4323,15560,-0.005,0.003,-0.072,0,32,129856,87996,41860,612,401,8,93500,15200,0.08,0.05,699,153000,14850,-0.02303,699,153000,14850,-0.02303,40,95100,14590,-0.04013,제닉,-0.02303
171,20240920,098660,-0.003,0.071,-0.003,0.009,105,0,51718,22745,22280,201,201,2915,0.051,0.058,-0.007,0,10,4031,2138,1893,98,45,11,93630,3010,0.066,0.05,699,153000,3050,0.01329,699,153000,3050,0.01329,699,153000,3050,0.01329,에스티오,0.01329
170,20240920,078020,-0.01,0.007,-0.01,0,114,0,11501,4772,5658,88,96,4550,0.003,0.004,-0.055,16,50,38426,37298,1128,75,18,98,102000,4550,0.063,0.05,699,153000,4590,0.00879,699,153000,4590,0.00879,699,153000,4590,0.00879,LS증권,0.00879
169,20240920,014710,0.027,0.201,-0.028,0.065,71,0,3221036,1802517,1363240,18700,21895,6740,0.071,0.137,0.062,38,0,843689,375616,449846,2607,3236,6,93400,7470,0.07,0.05,628,144500,8000,0.07095,630,144600,8110,0.08568,511,134630,7900,0.05756,사조씨푸드,0.07095
168,20240919,389470,0.02,0.242,-0.015,0.178,661,18,6673579,3139409,3378641,41080,45625,24100,-0.012,0.015,-0.046,4,35,575812,341449,234363,3600,2421,34,94800,23950,0.063,0.05,110,102600,22750,-0.0501,131,103630,22500,-0.06054,104,102300,22950,-0.04175,인벤티지랩,-0.0501
167,20240919,239610,0.001,0.3,-0.01,0.3,623,8,1498663,796492,687209,15787,16047,17160,0.133,0.195,0.107,8,0,477888,254000,223888,6747,8372,71,100630,19900,0.079,0.05,79,101030,18900,-0.05025,172,105700,18700,-0.0603,78,101000,19100,-0.0402,에이치엘사이언스,-0.05025
166,20240919,224060,0.041,0.041,-0.021,0.016,0,96,8414,3896,4314,109,137,4455,0.008,0.077,0.007,40,2,1481,1052,429,26,25,25,94330,4680,0.07,0.05,699,153000,4665,-0.00321,699,153000,4665,-0.00321,699,153000,4665,-0.00321,더코디,-0.00321
165,20240919,188260,0.013,0.021,-0.08,-0.08,0,760,783990,504683,241010,2293,2428,3295,0.114,0.214,0.109,9,0,1144881,611293,499532,4821,4982,39,95030,3895,0.091,0.055,132,103700,3680,-0.0552,203,111230,3635,-0.06675,75,100830,3720,-0.04493,세니젠,-0.0552
164,20240919,099220,-0.009,0.089,-0.031,0.023,332,153,20330436,10744013,9076999,20108,20726,1533,0.12,0.123,0.059,5,43,4773497,2916731,1856766,13429,15257,24,94300,1684,0.06,0.05,374,123800,1600,-0.04988,421,130130,1583,-0.05998,309,120530,1616,-0.04038,SDN,-0.04988
163,20240919,070300,-0,0.038,-0.013,0.027,34,420,121882,67707,49775,538,1244,4745,-0.005,0,-0.089,0,45,32034,24190,7844,168,189,467,132430,4590,0.097,0.058,699,153000,4630,0.00871,699,153000,4630,0.00871,699,153000,4630,0.00871,엑스큐어,0.00871
162,20240919,035290,0.01,0.3,0.01,0.3,716,0,3135566,1544382,1516089,2058,2951,542,0.168,0.185,0.09,0,8,2229304,1377220,852084,1939,2203,328,121500,617,0.086,0.052,352,122700,585,-0.05186,531,135630,579,-0.06159,346,122400,591,-0.04214,골드앤에스,-0.05186
161,20240919,001000,0.001,0.028,-0.034,-0.034,159,760,559776,345515,189238,1117,1170,1245,0.004,0.017,-0.043,9,41,121714,75021,46693,231,189,110,102600,1236,0.062,0.05,257,113930,1174,-0.05016,409,125530,1162,-0.05987,198,111000,1186,-0.04045,신라섬유,-0.05016
160,20240919,475150,-0.013,0.003,-0.052,-0.044,100,737,2103405,1245676,709466,16077,12499,19040,0.034,0.045,-0.017,11,33,617292,413320,203972,4579,3264,197,110930,19420,0.064,0.05,699,153000,19480,0.00309,699,153000,19480,0.00309,699,153000,19480,0.00309,SK이터닉스,0.00309
159,20240919,007815,0.042,0.276,0.021,0.021,9,760,308085,175023,125411,2836,3468,5840,0.072,0.077,0.009,0,11,10541,6796,3745,67,52,20,94100,6130,0.068,0.05,47,95430,6560,0.07015,699,153000,6040,-0.01468,47,95430,6470,0.05546,코리아써우,0.07015
