,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
2139,20240926,101390,93441,93439,95645,3625,3295,3780,3540,37,28,3645,10.620,3670,3565,6,20,80.670,425446,229578,185200,1244,1667,352,2.190,23.250,10.620,539,1522,5850,2815,6670,2815,0.141,-0.005,0.139,348,116,아이엠,0.080
2128,20240926,062970,91152,91150,93357,1839,1669,1925,1777,13,35,1901,-15.320,1925,1857,13,19,104.470,1058212,445608,465542,1483,1758,373,0.760,5.750,5.130,29881,2625,3070,1716,3875,1716,0.126,-0.036,0.110,710,249,피피아이,0.080
2063,20240925,290720,95727,95726,101935,3465,3150,3800,3425,34,38,3560,15.020,3650,3485,12,10,93.160,211529,97143,90497,782,1044,60,2.320,15.020,1.760,743,111,4295,3095,4295,2450,0.081,-0.046,-0.018,173,292,푸드나무,0.080
2044,20240925,066790,92218,92217,94421,1787,1624,1943,1761,22,39,1847,14.150,1935,1840,20,0,131.370,5374381,2288210,3005963,5663,7351,537,1.950,14.150,2.760,9838,2757,2775,1491,3035,1491,0.024,-0.042,-0.032,225,723,씨씨에스,-0.032
2016,20240924,083550,141648,141643,143858,3845,3495,3900,3445,40,22,3580,12.930,3705,3500,8,20,97.150,3252413,1581300,1536279,10205,11365,19,2.300,28.990,12.930,4606,11653,5280,3150,5280,3150,0.000,-0.063,-0.053,677,758,케이엠,-0.048
1985,20240924,089140,110358,110358,112610,3080,2800,3050,2820,36,17,2900,4.130,2910,2820,7,17,76.880,75659,38678,29736,308,353,297,5.300,30.000,29.900,20306,26886,3280,2710,3370,2600,0.007,-0.028,-0.026,303,435,넥스턴바이오,-0.026
1948,20240924,066790,91020,91018,93229,1681,1528,1715,1607,2,36,1685,9.990,1715,1622,2,20,150.300,2564322,968355,1455408,1977,2677,537,2.950,16.380,9.600,19913,4235,2775,1491,3035,1491,-0.002,-0.068,-0.040,64,254,씨씨에스,-0.048
1947,20240924,214610,91001,91000,93208,1579,1435,1689,1557,25,37,1599,10.430,1646,1576,20,4,96.310,3259510,1639018,1578609,3893,4641,108,0.460,29.800,10.150,1993,5258,3055,1397,3055,1275,0.011,-0.038,-0.029,72,442,미코바이오메드,-0.029
1902,20240923,032980,110618,110616,112830,845,768,880,820,21,35,843,13.150,876,835,20,7,118.810,991712,436298,518384,854,1308,110,0.670,13.640,13.150,8867,806,1123,745,1265,745,0.019,-0.059,-0.042,316,697,바이온,-0.048
1854,20240920,080720,135200,135159,141403,2800,2545,3060,2735,16,29,2915,14.760,3060,2830,16,19,107.310,815369,381308,409187,2130,2493,172,2.200,29.830,26.100,6055,113075,6250,2450,6250,2450,0.009,-0.060,-0.036,630,720,한국유니온제약,-0.048
1737,20240919,302550,110200,110156,112407,3155,2865,3190,2895,40,9,2985,4.190,2990,2895,1,9,76.460,269359,143446,109681,735,921,377,2.090,27.260,22.030,90156,52225,3400,2865,3400,2865,0.037,-0.012,0.008,486,335,리메드,0.008
1713,20240919,352770,90542,90538,92746,790,718,795,736,40,16,758,4.410,766,736,1,16,90.140,329493,161050,145175,296,332,376,1.330,5.440,5.150,158,136,1303,682,1768,682,0.040,-0.018,0.029,657,200,클리노믹스,0.029
1678,20240913,263050,110340,110336,112552,2740,2490,2840,2575,39,10,2665,12.920,2680,2575,3,10,102.980,916743,440686,453801,1763,1902,448,0.240,12.920,8.390,2429,6129,3600,2305,3600,1788,0.146,-0.024,0.081,744,292,유틸렉스,0.080
1657,20240913,001290,92630,92628,94833,506,460,577,485,31,34,510,10.870,538,503,14,3,81.730,2684325,1418133,1158981,1833,2189,151,1.820,10.870,5.070,1445,3972,616,450,644,450,0.041,-0.053,-0.051,408,747,상상인증권,-0.048
1606,20240912,424980,91213,91212,93417,6750,6130,6950,6340,40,13,6550,7.030,6550,6340,0,13,197.910,48341,15443,30564,262,362,14,4.220,23.210,7.980,10224,4961,9440,5810,13410,5810,0.017,-0.052,-0.023,69,257,마이크로투나노,-0.048
1602,20240912,224060,90534,90529,92741,4470,3975,4350,4000,40,17,4205,2.560,4225,4000,5,17,126.000,24667,9520,11995,162,206,12,4.780,11.840,11.650,1856,9166,5640,4100,5730,4100,0.087,-0.015,0.043,345,62,더코디,0.080
1582,20240911,273640,141436,141435,143647,12850,11680,12840,11810,40,25,12120,6.220,12270,11910,7,20,72.710,371292,203664,148088,2694,2574,329,3.810,29.940,16.630,95472,10565,16970,11140,18800,11140,0.008,-0.015,-0.007,706,757,와이엠텍,-0.007
1576,20240911,083550,134728,134726,140930,3980,3615,4095,3805,29,20,3925,24.600,4040,3805,7,20,141.910,3597892,1471279,2087958,21935,34774,346,2.900,29.890,24.440,5151,13708,5280,3150,5280,3150,0.034,-0.135,-0.113,631,752,케이엠,-0.048
1568,20240911,110790,132156,132155,134359,7230,6560,7930,6030,36,18,6270,-4.270,6450,6030,20,18,84.380,402148,209641,176890,3025,3824,496,-1.400,1.570,1.250,30,3,7700,6550,8370,6550,0.033,-0.041,0.021,740,639,크리스에프앤씨,0.021
1542,20240911,038530,113738,113738,115943,312,283,313,287,39,13,298,17.320,300,287,3,13,91.070,17379073,8886250,8092714,9848,15221,436,1.380,17.720,16.170,5145,134522,389,250,389,242,0.104,-0.064,-0.064,442,760,케이바이오,0.080
1527,20240911,282720,110427,110426,112632,11050,10040,11220,10140,40,24,10630,10.160,10720,10280,16,19,93.200,414479,201827,188109,2375,2678,329,3.640,16.820,15.400,2580,22421,12540,9650,14450,9650,0.180,-0.062,0.122,744,363,금양그린파워,-0.048
1510,20240911,078860,95055,95053,101304,7320,6650,7520,7170,21,37,7450,12.030,7510,7340,20,18,143.730,32186,12855,18477,212,221,128,1.590,12.030,3.810,227,1349,10080,6650,10080,4085,0.130,-0.008,0.085,756,165,엔에스이엔엠,0.080
1491,20240911,114450,92530,92530,94739,2325,2110,2690,2275,23,39,2575,22.330,2650,2545,14,1,102.390,2014907,944346,966877,3382,4349,468,5.630,22.330,6.560,5080,283261,4170,1715,4170,1715,0.008,-0.134,-0.118,97,731,그린생명과학,-0.048
1488,20240911,352770,91120,91118,93326,841,764,886,802,11,24,850,24.630,886,812,11,20,103.210,5476943,2607791,2691499,4429,6035,376,2.530,24.630,11.480,4568,14156,1330,682,1856,682,0.021,-0.151,-0.133,106,758,클리노믹스,-0.048
1486,20240911,106080,90804,90759,93006,3300,3000,3270,2700,40,22,2775,-23.970,2870,2750,18,1,47.760,477978,282093,134720,845,739,279,0.650,7.620,6.220,171,263,5570,3650,6360,3650,0.139,-0.031,0.081,349,70,하이소닉,0.080
1479,20240911,352770,90411,90410,92615,756,686,886,754,25,40,838,22.870,860,802,19,10,97.900,4105491,1984804,1943034,3464,4649,376,1.980,23.170,8.200,3393,10004,1330,682,1856,682,0.047,-0.138,-0.121,55,758,클리노믹스,-0.048
1434,20240910,088340,112013,112013,114215,14560,13230,15320,14460,3,26,15230,15.990,15320,14750,3,12,105.990,2592166,1232035,1305833,14317,17772,562,2.980,25.390,15.920,82943,37495,21000,12960,21000,12960,0.002,-0.123,-0.114,328,754,유라클,-0.048
1405,20240910,016100,94128,94124,100333,3090,2805,3365,2755,38,21,2875,2.500,2890,2770,14,20,68.850,244453,135632,93384,1042,1116,110,0.930,19.230,8.600,8029,8554,3100,2765,3860,2765,0.012,-0.040,-0.033,440,741,리더스코스메틱,-0.033
1390,20240910,187220,91500,91500,93706,3125,2840,3220,2990,31,38,3090,9.380,3110,3045,15,4,94.310,242380,119003,112232,735,986,349,6.690,30.000,29.920,801,8492,3855,2825,4730,2825,0.018,-0.053,-0.036,102,747,디티앤씨,-0.048
1384,20240910,900300,90639,90636,92847,70,63,76,65,14,29,69,9.520,76,69,14,0,124.440,27968482,11630310,14473096,1312,3301,316,2.170,12.330,9.170,2545,6809,84,62,139,62,-0.014,-0.072,-0.072,70,298,오가닉티코스메틱,-0.048
1382,20240910,051380,90535,90530,92740,2445,2220,2745,2315,16,40,2560,15.580,2745,2540,16,2,85.740,1164905,606294,519822,3993,4667,349,6.910,30.000,29.920,755,8421,3210,2215,3520,2215,0.123,-0.031,0.123,756,73,피씨디렉트,0.080
1376,20240910,308170,90413,90411,92619,6090,5530,6310,5660,38,15,5820,5.240,5830,5660,7,15,89.160,32421,16417,14638,334,484,227,0.240,6.910,6.070,11962,6091,6810,5530,8710,5530,-0.003,-0.045,-0.027,52,164,씨티알모빌리티,-0.027
1335,20240909,354200,131806,131803,134017,2775,2520,2900,2455,34,6,2700,14.890,2815,2455,18,6,100.730,525073,252542,254388,2214,2699,377,2.120,15.140,14.890,29325,1403,3490,2350,3500,2350,0.085,-0.030,0.022,581,567,엔젠바이오,0.080
1331,20240909,462350,130606,130602,132809,18020,16380,18340,16950,40,33,18200,9.570,18300,17410,8,19,112.070,268411,119749,134207,2678,2637,200,1.040,9.810,5.520,4683,2134,24000,16420,34450,16420,0.033,-0.078,-0.071,558,756,이노스페이스,-0.048
1327,20240909,331920,124418,124413,130628,5440,4940,5490,5050,38,10,5310,19.330,5350,5050,17,10,92.170,1386731,701112,646201,4745,6024,516,2.130,19.330,7.890,7036,1044,9350,3560,9350,3405,0.089,-0.040,0.013,698,502,셀레믹스,0.080
1325,20240909,331920,123224,123223,125435,4865,4420,5490,4905,15,40,5240,17.750,5490,5240,15,0,97.960,1164328,568261,556649,3547,4635,516,2.610,17.980,9.430,5874,952,9350,3560,9350,3405,0.103,-0.032,0.027,698,482,셀레믹스,0.080
1281,20240909,291650,100816,100813,103021,2340,2125,2450,2220,33,26,2345,8.560,2430,2320,20,1,77.620,1303361,702802,545480,5743,5543,389,0.590,29.930,8.560,10804,3039,3820,1964,3820,1964,0.023,-0.083,-0.072,185,697,압타머사이언스,-0.048
1278,20240909,461300,95305,95305,101513,18830,17110,19500,18300,16,23,18780,7.250,19500,18540,16,18,96.330,1226589,604572,582408,9814,10176,562,0.090,7.310,3.640,22937,6637,23200,17510,23200,17510,0.035,-0.047,-0.034,159,613,아이스크림미디어,-0.034
1272,20240909,180400,93704,93702,95907,3050,2770,3095,2900,39,15,3005,19.720,3020,2900,2,15,97.460,5254773,2594949,2528999,10673,12364,540,1.770,19.720,12.340,15382,70645,4080,2510,4080,1689,0.082,-0.025,0.050,754,233,DXVX,0.080
1264,20240909,180400,92046,92044,94250,2780,2525,3095,2750,6,40,2990,19.120,3095,2805,6,19,105.020,4049545,1911409,2007311,7327,8754,540,1.800,19.120,9.710,11791,52803,4080,2510,4080,1689,0.087,-0.027,0.055,754,104,DXVX,0.080
1249,20240909,219550,90544,90544,92756,264,240,312,264,7,2,277,15.420,312,264,7,2,60.200,8322131,5038960,3033561,1446,1753,517,0.620,15.420,5.240,2457,4179,620,228,806,228,0.126,0.000,0.126,102,56,디와이디,0.080
1241,20240909,322780,90124,90118,92337,781,710,781,712,40,22,737,6.200,738,715,2,19,92.270,1112956,506884,467700,1032,1615,127,-0.840,9.580,8.810,2996,880,1228,694,1389,694,0.022,-0.030,0.022,758,312,코퍼스코리아,0.022
1231,20240906,050110,134011,134011,140221,1215,1104,1214,1090,36,13,1118,9.720,1159,1090,6,13,84.700,5136343,2697848,2285211,5615,6479,41,0.260,27.030,21.430,37253,43106,1291,1019,1319,1019,0.052,-0.057,-0.052,635,759,캠시스,-0.048
1200,20240906,372910,103937,103936,110142,4145,3765,4170,3790,39,25,3965,6.300,4095,3805,13,20,92.280,6263152,3191580,2945126,29498,15196,335,1.340,29.920,21.980,13953,17299,5140,3680,5710,3680,0.154,-0.005,0.091,475,246,한컴라이프케어,0.080
1168,20240906,396270,90603,90558,92814,8100,7360,8750,7920,32,40,8160,10.870,8320,8120,7,12,89.170,425808,221838,197806,2267,2517,362,2.350,29.940,27.730,12225,6537,10380,7360,14670,7360,0.054,-0.093,-0.075,65,347,넥스트칩,-0.048
1148,20240905,024060,140250,140243,142453,15400,14000,16680,15020,33,6,15500,10.090,16370,15020,19,6,88.260,3647260,1900498,1677341,20041,19489,527,1.390,10.300,2.930,57390,7788,20300,12670,20300,12670,0.017,-0.079,-0.075,659,756,흥구석유,-0.048
1147,20240905,101930,140033,140033,142236,22350,20100,22250,18230,40,18,18970,1.720,18970,18230,0,18,68.790,104394,55824,38402,1162,974,94,-2.820,1.720,1.560,2024,2434,23800,18650,27750,13090,0.067,-0.003,0.052,733,652,인화정공,0.052
1140,20240905,004140,132258,132254,134501,2900,2635,3055,2820,19,39,3005,15.580,3055,2920,19,7,116.260,11009964,5008049,5822289,13293,16195,141,3.620,20.240,15.770,66936,31869,3675,2600,3675,2600,0.018,-0.120,-0.087,590,633,동방,-0.048
1052,20240904,069540,125332,125332,131534,1470,1336,1487,1382,39,1,1421,16.190,1446,1382,18,1,99.480,3574034,1757079,1747949,4706,6037,373,-2.780,17.660,0.000,4866,0,3065,1223,3800,1223,0.096,-0.072,0.016,711,611,빛과전자,-0.048
994,20240904,023460,90029,90027,92240,590,531,628,526,40,16,546,2.820,557,526,16,16,67.270,9564462,5168699,3476784,3114,3912,111,-2.170,2.820,0.000,5574,10,2490,409,2690,409,0.020,-0.132,-0.121,63,334,CNH,-0.048
964,20240903,219550,113550,113545,115803,251,228,263,248,25,37,256,12.280,260,253,3,13,147.700,1556159,593430,876520,445,824,110,1.450,14.360,12.280,45446,380,669,228,806,228,0.074,-0.047,0.004,394,655,디와이디,0.004
930,20240903,023460,91432,91429,93639,455,413,504,442,0,37,504,23.230,504,460,0,17,154.590,5352060,2034543,3145170,2203,3614,111,0.660,22.490,5.410,2497,23740,2490,409,2690,409,0.054,-0.044,0.054,210,86,CNH,0.051
910,20240902,091440,135013,135011,141215,6690,6080,6800,6550,12,37,6790,11.680,6800,6680,12,20,146.690,115505,45970,67432,378,650,104,0.760,13.530,11.680,158789,748,9310,5860,11100,5860,0.010,-0.019,-0.013,680,628,한울소재과학,-0.013
908,20240902,088340,133431,133425,135639,14850,13500,14920,14320,39,29,14720,11.600,14900,14360,0,13,109.930,1435572,670635,737225,8835,10988,562,5.560,24.650,23.940,324857,161024,21000,12960,21000,12960,-0.001,-0.060,-0.047,593,651,유라클,-0.048
885,20240902,460470,110557,110556,112806,8900,8090,8970,8480,40,16,8780,8.000,8840,8480,1,16,95.600,1884858,934612,893463,7479,8607,562,3.160,24.930,16.590,248185,116510,13360,7120,13360,7120,0.023,-0.050,-0.043,297,569,아이빔테크놀로지,-0.048
879,20240902,429270,104402,104356,110607,8440,7670,8920,8230,15,40,8600,12.130,8920,8500,15,4,81.590,304728,164044,133839,3169,3687,307,-1.550,12.130,2.130,2611,88,12580,7480,12580,7480,0.060,-0.088,-0.085,264,678,시지트로닉스,-0.048
857,20240902,227100,91430,91429,93639,568,510,655,580,30,40,610,21.030,638,610,19,0,56.650,1671910,975921,552841,1206,3332,279,0.060,20.830,9.920,1043,59,1369,504,1479,504,0.074,-0.005,0.074,158,106,퀀텀온,0.070
812,20240830,378800,104820,104819,111023,2170,1970,2250,2070,4,19,2190,13.000,2250,2070,4,19,125.120,4577498,2012032,2517427,6029,7160,540,2.490,28.980,13.000,5517,9725,3130,1745,3130,1464,0.087,-0.037,0.025,424,360,샤페론,0.080
804,20240830,109670,101743,101742,103949,11350,10310,11960,11130,38,21,11520,13.160,11900,11170,9,20,93.740,482316,240180,225151,3398,3652,32,0.790,22.790,13.160,31165,5530,14280,9900,31700,9900,0.051,-0.046,-0.010,341,252,씨싸이트,-0.010
791,20240830,012170,92532,92530,94740,583,530,607,550,40,37,572,8.540,573,561,1,18,74.700,1394774,758603,566686,850,1271,48,1.510,8.540,3.830,786,355,877,527,1298,527,0.066,-0.023,0.009,172,110,아센디오,0.009
775,20240830,348080,90306,90302,92513,760,688,815,752,39,31,778,10.510,779,758,4,8,92.700,727131,359907,333635,624,628,493,2.230,11.930,10.230,557,559,1430,626,1430,626,0.176,-0.004,0.176,125,52,큐라티스,0.080
761,20240829,348080,141951,141948,144201,704,640,750,655,40,22,676,7.990,698,656,14,19,82.180,2198422,1158819,952375,2234,2388,540,0.490,15.960,7.990,68376,1490,1430,626,1430,626,0.080,-0.012,0.041,751,706,큐라티스,0.041
758,20240829,066790,140835,140832,143037,1735,1577,1900,1693,37,21,1740,9.640,1790,1712,9,20,82.810,5552450,2942704,2436895,7325,8764,537,0.290,9.640,1.200,9502,504,2945,1587,3035,1587,0.007,-0.057,-0.047,666,711,씨씨에스,-0.048
749,20240829,007720,131813,131810,134019,630,572,639,586,38,33,606,5.940,616,588,4,20,86.320,1249455,637216,550059,926,1466,312,1.060,5.940,-0.160,762,38,723,542,723,509,0.020,-0.023,0.015,727,613,대명소노시즌,0.015
663,20240828,464280,121846,121841,124054,36500,33150,37900,35700,3,25,37250,21.340,37900,36850,3,20,104.870,3553356,1717901,1801635,29073,33842,562,1.880,21.340,20.700,122169,219493,52000,30700,52000,30700,0.071,-0.056,0.071,739,508,티디에스팜,-0.048
624,20240828,464280,92234,92228,94436,33350,30300,34950,32350,14,36,34150,11.240,34950,33150,14,17,117.860,1012153,450992,531527,6784,8787,562,2.880,17.960,12.440,97550,28482,52000,30700,52000,30700,0.168,-0.066,0.168,739,156,티디에스팜,-0.048
613,20240828,070300,90658,90654,92902,6710,6100,6840,6430,5,16,6710,11.460,6840,6430,5,16,172.600,119426,41175,71068,438,587,97,0.480,11.460,1.310,780,8,11800,6020,11800,3255,-0.003,-0.134,-0.122,58,719,엑스큐어,-0.048
607,20240828,106080,90028,90027,92240,4900,4450,4890,4500,9,26,4675,5.060,4890,4590,9,20,141.070,30935,11090,15645,117,114,352,0.710,29.910,6.620,3536,588,6210,4450,6360,3865,0.000,-0.062,-0.047,45,380,하이소닉,-0.048
580,20240827,460470,120902,120902,123104,7800,7090,8370,7650,10,39,8140,14.330,8370,7770,10,19,98.070,1904239,951376,932972,9284,11159,562,3.350,26.600,17.000,260880,256986,13360,7120,13360,7120,0.106,-0.034,0.007,577,447,아이빔테크놀로지,0.080
519,20240827,347860,91135,91135,93345,2640,2395,2700,2445,28,40,2655,9.710,2670,2480,0,16,148.380,177084,70063,103956,322,534,106,3.490,29.990,21.880,3208,10766,3500,2420,3620,1800,0.115,-0.004,0.023,94,67,알체라,0.080
495,20240826,464080,133015,133013,135218,5610,5100,6400,5500,28,39,5980,16.120,6290,5930,20,4,90.130,2469375,1270322,1144974,7415,8086,362,-0.830,15.920,4.000,14721,172881,9120,5150,14420,5150,0.033,-0.074,-0.010,617,688,에스오에스랩,-0.048
441,20240823,017510,135236,135233,141442,5990,5440,6360,5880,7,34,6270,12.570,6360,6060,7,20,128.060,3006011,1305993,1672408,6732,10088,123,2.020,23.400,12.930,60546,18277,8470,5530,9010,4330,0.026,-0.070,-0.059,646,753,세명전기,-0.048
395,20240823,307870,91702,91701,93912,2095,1902,2140,2045,39,26,2100,7.470,2120,2055,2,10,278.360,750957,194375,541059,409,796,276,0.370,20.590,7.470,1944,1542,3760,1870,3760,1688,0.017,-0.057,-0.024,120,389,비투엔,-0.048
372,20240822,460470,133157,133151,135359,9050,8220,9290,8590,7,18,9130,23.050,9290,8590,7,18,91.430,7338308,3770979,3447954,34602,38465,562,2.430,22.910,15.610,62597,209540,13360,7420,13360,7420,0.025,-0.107,-0.083,627,702,아이빔테크놀로지,-0.048
340,20240822,460470,92846,92846,95048,8110,7370,8400,7760,38,15,8080,8.890,8120,7760,0,15,102.100,1090446,508332,519009,4095,4433,562,0.740,12.870,8.890,133965,8747,13360,7420,13360,7420,0.158,-0.021,0.036,627,377,아이빔테크놀로지,0.080
315,20240821,069540,134409,134408,140615,1460,1327,1603,1455,1,35,1554,17.110,1603,1481,1,20,100.350,3796815,1876039,1882604,3715,4765,373,-0.580,16.800,3.880,5394,79,3545,1327,3800,1327,0.018,-0.030,-0.009,614,629,빛과전자,-0.009
267,20240821,313760,92802,92756,95005,5220,4740,5290,4710,26,6,4835,18.650,5090,4710,18,6,55.620,1211940,733970,408221,2995,3297,341,3.060,18.650,0.370,6020,26,7860,3055,8130,3055,0.094,-0.067,-0.043,335,745,캐리,0.080
265,20240821,001380,92434,92428,94640,2565,2330,2800,2490,29,12,2570,9.130,2585,2490,3,12,103.630,3806027,1850178,1917321,4888,6019,27,-0.520,9.130,4.360,9923,3100,3250,2295,3250,1771,-0.002,-0.053,-0.051,95,140,SG글로벌,-0.048
229,20240820,148150,130956,130955,133159,7260,6600,7400,7110,39,37,7310,11.260,7350,7150,3,16,118.740,679402,297969,353823,2395,2884,393,2.220,11.260,7.100,4794,13998,10740,6180,12200,6180,0.071,-0.004,0.040,715,545,세경하이테크,0.040
218,20240820,148780,123158,123157,125403,1152,1047,1224,1093,39,23,1140,7.950,1140,1102,0,20,78.260,675804,371163,290469,978,959,99,2.350,8.890,8.580,4948,790,1435,980,1553,980,-0.004,-0.045,-0.024,492,535,비큐AI,-0.024
200,20240820,443670,105536,105531,111745,9680,8800,9900,9340,8,24,9670,22.410,9900,9410,8,20,96.550,1419646,711031,686500,7224,8565,529,5.130,28.250,22.530,43223,13097,12970,7620,17400,7620,0.062,-0.017,0.062,364,323,에스피소프트,0.058
196,20240820,443670,103202,103202,105405,8800,8000,9540,8800,0,35,9530,20.630,9540,9100,0,9,115.520,881302,404133,466867,4134,5603,529,4.290,24.220,20.510,33157,7922,12970,7620,17400,7620,0.078,-0.017,0.078,364,248,에스피소프트,0.074
186,20240820,307870,95206,95205,101411,2110,1915,2205,2040,1,25,2185,-18.160,2205,2105,1,20,88.580,5121442,2608280,2310311,3752,3965,276,1.480,8.610,8.060,8436,3542,3760,2195,3760,1624,0.002,-0.144,-0.144,151,719,비투엔,-0.048
103,20240819,219550,95704,95701,101914,279,253,290,271,0,38,288,-1.030,290,275,0,19,161.330,3292512,1189593,1919210,647,826,110,0.410,23.460,18.040,1772,177243,806,291,806,291,0.010,-0.087,-0.069,159,549,디와이디,-0.048
93,20240819,023460,94300,94258,100507,602,547,627,569,27,11,592,-11.380,614,569,16,11,74.500,17927131,9768587,7277735,6387,8437,111,-0.140,3.390,3.330,49,42536,2500,668,2690,668,0.005,-0.209,-0.209,156,755,CNH,-0.048
