,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
3072,20250702,085810,91306,91259,101510,708,643,758,654,42,115,682,6.070,728,680,19,1,82.110,2953765,1388034,1139730,1646,2147,514,-1.240,6.070,0.480,2076,98146,643,560,663,560,0,0.067,-0.008,0.010,309,150,알티캐스트,0.010
3071,20250702,290670,91132,91129,101343,22100,20050,22250,19920,120,50,20300,7.690,20400,20050,10,4,89.420,1075818,562696,503147,9488,9931,523,0.200,7.690,3.800,10379,319,22350,13940,22350,9390,2,0.030,-0.040,-0.038,211,466,대보마그네틱,-0.038
3070,20250702,219750,90924,90922,101133,1421,1291,1483,1347,116,25,1377,6.660,1379,1350,18,8,88.680,1239508,647399,574139,2448,2778,175,-1.050,17.730,9.500,28382,886,-1,-1,-1,-1,0,0.015,-0.035,-0.017,184,271,한국비티비,-0.017
3069,20250702,388610,90905,90900,101112,32600,29600,33550,29300,113,2,29600,0.850,30450,29300,20,2,87.060,3216194,1684112,1466122,24635,26579,574,-2.430,3.090,2.850,53760,3700,32550,17170,32550,13820,1,0.069,-0.046,0.001,312,171,지에프씨생명과학,0.001
3068,20250702,044380,90815,90814,101035,416,378,440,392,102,31,399,4.180,408,398,16,1,125.230,1862447,799018,1000606,1169,1654,480,-1.360,4.180,3.240,776,306,383,323,383,308,0,0.048,-0.017,0.028,691,247,주연테크,0.028
3067,20250702,446540,90718,90715,100921,4620,4200,4845,4440,90,12,4525,12.700,4535,4440,0,12,110.570,9806692,4589614,5074671,35853,39482,579,4.450,17.530,17.000,28257,56834,4260,3675,4490,3235,5,0.030,-0.095,-0.082,170,646,메가터치,-0.048
3066,20250702,286750,90642,90640,100858,2395,2175,2435,2180,118,101,2255,6.370,2265,2255,1,0,121.000,310105,129737,156980,864,1264,55,-1.420,6.600,4.070,711,133,2805,2120,3130,2120,0,0.018,-0.020,0.007,221,568,나노실리칸첨단소재,0.007
3065,20250702,234920,90310,90309,100520,6040,5490,6520,5730,104,15,5960,18.730,5980,5730,1,15,92.750,4563900,2321286,2152953,17415,18657,579,4.400,18.330,17.380,27863,55958,5640,3645,5640,2990,0,0.006,-0.106,-0.079,168,489,자이글,-0.048
3064,20250702,020760,90255,90254,100459,1118,1016,1130,1019,120,83,1020,2.310,1042,1020,17,0,81.050,1078472,540992,438461,1367,1344,33,-1.240,2.310,0.720,1160,41,1027,700,1027,700,1,0.072,-0.005,0.045,180,189,일진디스플,0.045
3063,20250702,060900,90044,90042,100252,1485,1350,1540,1239,114,23,1251,0.640,1264,1240,19,3,68.880,3531016,2002522,1379384,7039,6296,188,-2.910,0.640,0.540,4952,47324,1434,1121,1434,887,0,0.046,-0.015,-0.006,377,663,DGP,-0.006
3062,20250702,338840,90026,90025,100235,10020,9030,9980,9400,90,107,9550,5.760,9670,9530,15,1,82.480,692901,376678,310666,5325,4989,389,-1.110,5.540,2.120,1838,29,11770,7630,11770,5480,8,0.065,-0.005,0.014,242,126,와이바이오로직스,0.014
3061,20250702,036830,90024,90018,100232,45300,40850,45250,40550,120,0,40550,-0.730,41250,40550,20,0,65.900,430294,257360,169608,8207,6868,111,-2.310,15.620,3.560,3508,1418,41150,27250,41150,25350,6,0.035,-0.003,0.013,204,129,솔브레인홀딩스,0.013
3060,20250701,237750,134149,134148,144401,5460,4960,5520,4555,118,87,4600,2.110,4620,4560,0,11,193.940,2771943,928293,1800307,21314,36537,250,1.130,13.510,4.910,6830,588,4640,3985,4640,3570,1,0.006,-0.003,0.006,760,689,피앤씨테크,0.006
3059,20250701,016710,133635,133635,143844,10470,9510,10720,10420,94,1,10460,9.990,10560,10420,19,1,188.490,179486,61806,116498,754,1512,176,3.370,9.990,7.420,1850,6494,11120,7890,11120,6800,0,0.006,-0.006,0.006,760,679,대성홀딩스,0.006
3058,20250701,139480,133400,133358,143607,94400,85800,95700,93800,102,112,94900,11.120,95200,94800,6,0,189.090,727943,250887,474403,9863,15381,384,6.540,11.120,8.270,49193,45589,91300,81500,93500,80200,9,0.000,-0.009,0.000,760,707,이마트,0.000
3057,20250701,003480,132040,132039,142243,5720,5200,5710,5550,119,94,5630,8.900,5640,5610,14,4,317.460,308325,73071,231972,594,1122,111,4.010,29.930,27.140,26855,56553,5560,4765,5560,3580,0,0.002,-0.032,-0.006,657,693,한진중공업홀딩스,-0.006
3056,20250701,039830,131819,131818,142023,18190,16530,19780,17500,106,24,17780,3.730,18000,17510,20,3,86.770,6346204,3341125,2899258,40667,58944,316,0.360,10.600,5.050,7967,982,17140,6260,17140,5630,3,0.013,-0.096,-0.080,642,754,오로라,-0.048
3055,20250701,264900,130642,130637,140858,9740,8850,9980,10000,120,117,9360,6.360,9410,9330,5,8,100.660,1224336,589693,593584,5731,5932,421,2.970,27.630,7.950,54907,3570,9220,8250,9220,7810,0,0.009,-0.030,-0.030,628,760,크라운제과,-0.030
3054,20250701,154030,130630,130629,140837,2745,2495,2805,2685,107,16,2710,8.840,2720,2685,17,16,155.540,281223,109179,169820,586,871,206,1.080,8.840,5.430,755,3225,2750,2215,2750,1793,2,0.015,-0.008,0.002,629,746,아시아종묘,0.002
3053,20250701,348350,125913,125912,140126,12420,11290,13800,12320,18,72,13580,21.250,13800,13520,18,12,94.330,4743173,2417648,2280453,26859,27379,401,0.560,21.160,2.480,61139,3870,12020,7360,12020,6380,3,0.052,-0.047,-0.047,618,760,위드텍,-0.047
3052,20250701,237750,124922,124918,135135,4985,4530,5520,4790,14,3,4825,7.100,5520,4790,14,3,255.780,2394009,660711,1689955,19769,35446,123,1.840,8.560,8.230,37909,40851,4640,3985,4640,3570,1,0.004,-0.056,-0.041,583,598,피앤씨테크,-0.048
3051,20250701,037070,124636,124635,134858,7990,7260,8180,7830,117,88,7880,7.950,7990,7870,20,0,116.490,2272209,1037642,1208712,7551,8805,266,2.630,12.200,7.950,1424,17864,7400,6700,7430,5370,2,0.011,-0.013,0.009,656,726,파세코,0.009
3050,20250701,277410,124212,124212,134426,1580,1436,1680,1552,92,3,1566,11.540,1625,1552,20,3,91.160,18971385,9750946,8889366,21325,25247,506,2.220,11.470,9.480,30167,12940,1404,1211,1404,1166,3,0.084,-0.010,-0.003,626,694,인산가,-0.003
3049,20250701,023590,123619,123617,133824,38100,34600,38400,37650,56,84,38150,11.390,38200,38000,2,1,140.920,484675,200527,282591,3896,5186,17,1.910,11.390,10.270,13377,268422,36050,23300,36050,18570,0,0.003,-0.015,-0.015,654,615,다우기술,-0.015
3048,20250701,060900,122906,122905,133112,1281,1164,1294,1212,117,97,1261,6.140,1261,1243,0,15,206.290,194582,62567,129069,268,471,188,1.640,9.140,6.140,88099,241,1434,1121,1434,887,0,-0.002,-0.026,-0.016,542,756,DGP,-0.016
3047,20250701,039830,122652,122652,132905,16350,14860,19780,15660,4,117,18820,9.800,19780,17900,4,13,90.850,4846638,2483998,2256819,29966,45588,316,0.860,11.750,9.800,7759,80602,17140,6260,17140,5630,3,0.023,-0.146,-0.131,602,754,오로라,-0.048
3046,20250701,247660,122602,122556,132808,5770,5240,5920,5180,120,41,5240,0.000,5240,5200,0,8,114.840,290842,129846,149109,2723,3904,55,1.210,15.990,4.900,31047,308,5800,5240,6500,4645,0,0.030,0.002,0.030,760,551,나노씨엠에스,0.030
3045,20250701,026040,121709,121709,131919,3265,2965,3320,3115,78,23,3120,5.230,3155,3120,17,0,107.030,551513,262347,280778,1272,1800,121,2.620,18.460,11.630,19211,78866,3550,1705,3550,1504,2,0.011,-0.016,0.001,535,683,제이에스티나,0.001
3044,20250701,033340,121643,121642,131902,1709,1553,1837,1694,78,118,1711,11.180,1737,1709,18,1,105.330,45870038,22213453,23397726,35767,42072,421,3.350,29.990,11.240,42852,78793,1569,767,1569,628,2,0.015,-0.039,-0.034,533,678,좋은사람들,-0.034
3043,20250701,294570,121621,121619,131828,30250,27500,30800,29050,120,97,29700,8.200,29750,29550,0,9,136.510,343193,143922,196461,3444,4328,575,4.410,8.200,5.130,5952,7034,35800,20100,35800,17510,1,-0.000,-0.024,-0.017,522,759,쿠콘,-0.017
3042,20250701,115180,121519,121513,131724,13090,11900,13080,12820,119,17,12840,7.000,12930,12820,10,17,156.290,307636,119632,186970,1155,2469,389,1.160,7.000,4.440,2716,1788,12870,10000,12870,7290,0,0.009,-0.007,0.003,527,680,큐리언트,0.003
3041,20250701,000880,121125,121124,131330,111000,100900,112400,108000,0,71,112300,19.090,112400,110100,0,20,109.330,6379931,3037092,3320585,85790,93118,111,4.560,29.990,29.930,42243,26571,100600,50300,100600,39400,0,0.008,-0.054,-0.033,518,699,한화,-0.048
3040,20250701,143210,120312,120312,130527,1869,1699,1861,1745,119,95,1809,6.660,1819,1783,5,4,134.440,45826,19162,25761,287,479,27,1.560,10.450,8.420,30541,3170,1700,1553,1724,1553,1,0.004,-0.016,0.002,544,516,핸즈코퍼레이션,0.002
3039,20250701,041930,120015,120013,130223,6430,5840,6540,6010,118,100,6110,4.620,6120,6070,5,16,104.920,427869,203973,214008,2951,3700,386,1.790,10.010,9.780,30354,250436,6210,5620,6210,4660,0,0.008,-0.012,0.001,562,670,동아화성,0.001
3038,20250701,357580,114800,114800,125015,7100,6450,7350,6530,115,79,6590,2.330,6640,6540,20,2,105.410,671967,324439,341982,5957,6971,539,3.070,10.710,4.330,2128,951,7400,5520,7400,5300,0,0.009,-0.008,-0.000,542,484,아모센스,-0.000
3037,20250701,085810,114724,114720,124931,640,581,639,617,120,116,624,7.400,626,621,11,16,156.380,1236846,468888,733259,606,1057,514,1.380,11.490,7.400,242695,760,645,560,663,560,0,0.081,-0.012,0.028,582,655,알티캐스트,0.028
3036,20250701,083660,113351,113346,123605,2630,2390,2720,2565,36,84,2605,11.090,2635,2595,6,1,127.050,798677,347636,441669,923,1208,184,1.550,11.090,6.300,2042,2906,2345,815,2345,664,0,0.061,-0.048,0.061,710,455,CSA 코스믹,-0.048
3035,20250701,051910,112713,112710,122917,234500,213000,236000,227500,114,4,228000,7.800,229000,227500,10,4,153.820,778636,305367,469713,12972,18058,242,2.840,7.800,3.030,116067,16024,216000,182400,244000,182400,2,0.022,-0.011,0.002,694,465,LG화학,0.002
3034,20250701,082800,112645,112645,122856,7150,6500,7320,7020,31,97,7160,9.150,7260,7140,18,9,188.830,980709,338052,638343,2404,4100,172,1.680,15.030,10.380,20298,2065,6610,5780,7070,5680,0,0.008,-0.017,0.002,472,619,비보존 제약,0.002
3033,20250701,234100,112419,112418,122625,1505,1368,1609,1490,55,5,1513,10.600,1546,1490,20,5,86.630,18139060,9582219,8301403,21554,23741,386,1.860,12.220,10.750,232229,27758,1565,1015,1565,953,1,0.011,-0.053,-0.035,434,731,폴라리스세원,-0.048
3032,20250701,012320,112209,112203,122413,67700,61500,68900,67000,120,38,67800,10.060,68000,67400,2,4,174.100,28728,10143,17659,611,934,111,4.370,29.930,20.570,26508,33387,65500,53700,65500,53700,1,0.010,-0.024,-0.012,447,687,경동인베스트,-0.012
3031,20250701,019770,110644,110641,120903,4160,3780,4335,3900,113,21,3960,4.760,3960,3920,0,19,108.010,1215031,580213,626669,5786,6905,27,1.670,12.940,10.000,24950,10486,3965,3635,3965,3435,1,0.017,-0.010,0.016,715,509,서연탑메탈,0.016
3030,20250701,260930,110631,110629,120843,4835,4395,5150,4625,104,114,4715,11.200,4755,4670,10,14,99.310,2550843,1273234,1264489,7390,7670,581,2.610,11.200,5.780,12372,6712,4565,4240,4940,3685,0,0.031,-0.027,-0.008,400,708,씨티케이,-0.008
3029,20250701,021320,110147,110146,120401,5760,5230,5840,5540,119,35,5610,7.270,5610,5580,0,13,174.490,141271,50983,88962,644,1093,322,1.610,10.780,7.270,5817,800,5300,4630,5300,3845,0,0.009,-0.023,-0.011,464,671,KCC건설,-0.011
3028,20250701,044380,105931,105930,120145,407,370,407,386,120,105,389,5.140,397,389,2,0,80.500,1304353,713063,574035,1555,1915,480,0.990,6.170,5.190,7037,3202,380,323,380,308,0,0.013,-0.017,-0.017,404,634,주연테크,-0.017
3027,20250701,084690,105717,105716,115934,11700,10630,11930,11320,120,78,11390,8.060,11390,11350,0,8,109.980,2107133,990949,1089808,7019,8982,111,4.340,29.930,18.340,26490,31478,11160,9250,16880,9250,8,0.006,-0.006,0.001,369,545,대상홀딩스,0.001
3026,20250701,025870,105530,105524,115740,6290,5710,6490,5840,120,114,5940,3.660,5950,5920,6,4,153.010,128758,50067,76607,1419,1751,90,3.960,10.390,10.230,4248,2490,6140,5710,7160,5710,2,0.042,-0.007,0.028,628,358,신라에스지,0.028
3025,20250701,222420,105510,105510,115723,819,744,844,784,118,115,806,7.900,806,796,0,14,136.090,198620,81855,111396,442,647,298,1.910,7.900,5.940,159,99290,872,747,1108,747,4,0.106,-0.034,0.004,688,752,쎄노텍,0.004
3024,20250701,000680,105233,105227,115446,4505,4095,4755,4445,107,30,4465,9.980,4505,4455,19,1,96.430,6987726,3509235,3384119,13467,15726,32,1.130,17.160,9.850,8581,31628,4060,3425,4060,3020,0,0.046,-0.027,-0.014,388,687,LS네트웍스,-0.014
3023,20250701,058650,104856,104854,115112,158400,144000,161500,130400,114,49,131700,5.950,133500,131700,12,0,81.290,103782,55773,45338,3188,3374,111,4.340,29.930,18.960,26443,31317,124300,94600,124300,89100,0,0.003,-0.045,-0.023,363,651,세아홀딩스,-0.023
3022,20250701,290120,104745,104745,114948,2830,2570,2880,2580,120,83,2620,1.950,2640,2620,8,0,95.860,307420,149681,143490,1365,1646,27,1.530,13.450,9.170,19473,10432,3345,2570,3345,2200,0,0.021,-0.010,0.013,547,351,DH오토리드,0.013
3021,20250701,051780,104607,104605,114821,888,807,885,818,120,87,834,6.380,837,827,13,20,123.580,182675,76529,94578,379,407,79,1.920,6.380,5.200,153,105990,984,737,984,526,0,0.034,-0.009,0.034,746,355,큐로홀딩스,0.034
3020,20250701,014710,104523,104521,114737,9680,8800,9770,9540,108,37,9660,9.770,9740,9590,17,5,114.100,397247,183758,209666,2378,2645,90,3.890,10.710,9.770,4176,2450,8800,5380,8800,4835,6,0.064,-0.002,0.033,632,336,사조씨푸드,0.033
3019,20250701,413640,104212,104210,114422,21250,19300,21400,20900,7,59,21350,10.680,21400,21150,7,7,198.670,259996,85968,170794,1346,6953,99,0.960,10.680,5.090,5353,5207,23950,12330,23950,9990,0,0.007,-0.049,-0.025,412,683,비아이매트릭스,-0.048
3018,20250701,001200,103428,103426,113634,3970,3605,4070,3840,118,2,3855,7.530,3875,3840,19,2,143.510,4215048,1717107,2464287,5017,7330,151,3.940,7.530,6.300,16372,3078,3760,2720,3760,2160,1,-0.002,-0.036,-0.031,315,753,유진투자증권,-0.031
3017,20250701,452160,103244,103242,113454,6590,5990,6630,5700,120,70,5840,8.550,5880,5780,17,9,96.010,1840263,920137,883465,13853,17172,12,0.600,12.800,8.550,79314,11312,6050,4905,6050,4060,0,0.005,-0.026,-0.004,327,447,제이엔비,-0.004
3016,20250701,452160,102443,102442,112652,5930,5390,6630,5700,104,54,5860,8.920,5890,5780,5,13,97.000,1818886,904696,877529,13238,16574,12,0.520,12.070,8.920,78204,11187,6050,4905,6050,4060,0,0.001,-0.029,-0.007,327,447,제이엔비,-0.007
3015,20250701,123420,102324,102320,112539,11580,10520,11660,10830,117,95,11120,6.310,11190,10900,1,13,87.240,1513155,790947,690024,8218,8401,265,0.840,6.020,3.980,16875,760,11610,6590,11610,6100,1,0.071,-0.024,-0.006,487,387,위메이드플레이,-0.006
3014,20250701,462860,101750,101749,111955,4655,4230,4835,4560,1,27,4800,15.110,4835,4590,1,19,110.550,9467437,4438225,4906407,18199,22760,582,3.100,15.110,6.390,43458,91556,5280,2460,5280,2313,0,0.019,-0.044,-0.042,347,735,더즌,-0.042
3013,20250701,015260,101215,101215,111421,457,415,457,424,118,61,427,2.890,429,427,1,0,118.500,442677,196362,232692,270,350,287,0.760,3.860,3.390,13106,2694,480,411,480,411,0,0.024,-0.011,-0.011,301,499,에이엔피,-0.011
3012,20250701,032190,100954,100954,111157,18980,17250,19660,18700,44,100,19160,12.240,19270,19060,15,3,156.780,1290014,501589,786402,7071,10853,567,2.300,13.680,13.080,12385,208816,18110,13440,18110,10590,0,0.055,-0.007,0.032,456,274,다우데이타,0.032
3011,20250701,003120,100332,100331,110539,24750,22500,25100,24250,65,114,24650,8.830,25000,24650,17,0,243.290,64691,18608,45272,361,646,172,1.430,16.390,8.830,15021,1575,23800,17120,23800,14810,0,0.024,-0.002,0.024,689,251,일성아이에스,0.024
3010,20250701,088340,100332,100326,110535,21900,19880,21900,20900,120,0,20900,5.130,21100,20900,12,0,136.990,261441,106637,146084,1446,1742,575,3.400,6.380,5.130,2463,5514,29250,18700,31350,14290,5,0.017,-0.016,-0.007,625,388,유라클,-0.007
3009,20250701,064260,100054,100054,110302,6410,5820,6670,6250,86,112,6340,12.010,6360,6260,3,10,115.620,22829577,10527146,12171281,41354,49628,531,2.610,12.010,8.790,74905,15057,7020,3235,7020,2475,3,0.157,-0.007,0.157,669,249,다날,0.120
3008,20250701,900300,95805,95802,110012,521,473,529,470,119,30,515,18.660,517,490,0,18,102.220,10206610,4978255,5088718,9498,11833,111,4.490,29.930,18.660,26373,5055,509,319,509,319,7,0.006,-0.097,-0.091,244,759,오가닉티코스메틱,-0.048
3007,20250701,131100,95601,95559,105810,2250,2045,2270,2120,118,44,2180,5.830,2210,2180,18,0,107.720,696135,306242,329880,980,1094,113,1.360,6.310,6.030,936,1801,2060,1375,2060,1368,0,0.030,-0.030,-0.023,393,658,티엔엔터테인먼트,-0.023
3006,20250701,006040,95601,95554,105807,52100,47300,52100,50400,120,4,50700,7.300,51000,50400,18,4,187.900,109788,37796,71017,1692,2262,90,4.690,10.870,10.340,3890,2129,50200,43700,50200,33900,5,0.014,-0.012,0.002,630,436,동원산업,0.002
3005,20250701,034730,95523,95523,105737,236000,214500,241500,231000,100,5,232000,13.450,234500,231000,19,5,141.220,1631566,671261,947936,26436,41005,111,4.460,29.930,21.320,26372,10207,204500,137100,204500,115400,2,0.002,-0.049,-0.036,255,609,SK,-0.048
3004,20250701,030530,95400,95359,105603,6330,5750,6230,5780,119,65,6040,10.420,6150,5980,9,18,120.520,19530630,8810247,10618174,29843,39069,111,4.450,29.930,21.080,26371,9950,6130,4585,6130,3250,2,0.054,-0.010,0.015,397,238,원익홀딩스,0.015
3003,20250701,035890,95243,95241,105456,1903,1730,1975,1865,112,68,1925,12.180,1928,1900,0,12,138.060,2628940,1093944,1510318,3023,4134,322,2.070,12.120,8.990,4986,377,1841,1648,1841,1478,1,0.004,-0.057,-0.040,252,754,서희건설,-0.048
3002,20250701,307870,94916,94913,105128,1515,1377,1531,1437,104,25,1451,5.840,1456,1443,16,20,111.310,2281712,1061545,1181564,1820,2253,276,1.930,13.690,9.200,196700,6278,1371,1010,1371,839,0,0.007,-0.070,-0.025,228,455,비투엔,-0.048
3001,20250701,007160,94819,94818,105032,71300,64800,71300,69100,120,62,70700,11.340,70700,69900,0,16,147.070,113743,45882,67477,1392,2282,90,4.260,11.340,9.890,3833,2021,67500,38700,67500,31900,7,-0.001,-0.046,-0.027,224,699,사조산업,-0.027
3000,20250701,004990,94705,94703,104914,30550,27750,31350,30300,100,42,30600,10.070,31000,30600,14,0,159.480,1609381,616120,982589,8092,11131,384,5.120,10.250,6.090,31412,19533,31450,23750,31450,20200,6,0.005,-0.025,-0.017,259,715,롯데지주,-0.017
2999,20250701,032940,94515,94513,104731,10080,9160,9990,10000,84,94,9960,24.190,9980,9680,1,20,108.440,18586974,8770350,9510629,58029,69301,311,1.740,24.190,6.620,177778,62675,8020,3720,8020,3215,2,0.019,-0.065,-0.039,404,756,원익,-0.048
2998,20250701,058650,94325,94322,104533,143000,130000,153900,136100,2,107,152400,22.610,153900,142300,2,20,190.350,22290,7522,14318,865,1354,111,4.460,29.930,22.610,26346,3124,124300,94600,124300,89100,0,0.058,-0.175,-0.156,226,651,세아홀딩스,0.056
2997,20250701,014990,94221,94219,104426,1348,1225,1469,1344,107,117,1396,14.050,1410,1380,10,15,139.120,4876691,2021376,2812145,5081,6538,519,2.910,22.610,14.050,3070,6730,1305,907,1305,745,1,0.105,-0.006,0.024,437,249,인디에프,0.024
2996,20250701,005740,93900,93858,104115,9760,8870,9960,9220,117,10,9360,15.990,9570,9220,20,10,103.640,2783529,1350808,1399936,12515,12780,111,4.350,29.930,20.510,26344,2750,8070,6060,8070,5350,3,0.119,-0.006,0.043,493,206,크라운해태홀딩스,0.116
2995,20250701,072470,93817,93815,104032,4180,3800,4560,4110,35,119,4175,10.740,4225,4150,9,2,103.810,7131569,3474974,3607482,21867,28621,111,4.360,29.930,18.830,26342,2671,3870,2450,3870,2200,0,0.035,-0.046,-0.025,256,686,우리산업홀딩스,-0.025
2994,20250701,007700,93515,93515,103721,24450,22200,24950,23600,49,112,24300,10.450,24400,24000,19,8,139.750,389584,158580,221615,2856,3600,111,4.270,29.930,16.490,26331,2482,22150,12800,22150,11190,0,0.019,-0.045,-0.035,226,695,F&F홀딩스,-0.035
2993,20250701,331380,93513,93513,103717,2115,1922,2240,2080,112,30,2090,8.740,2110,2090,15,0,145.860,453635,182057,265542,437,707,28,1.770,8.740,2.460,969,158,1922,1475,1922,1475,0,0.058,-0.002,0.039,278,194,포커스에이아이,0.039
2992,20250701,007860,93150,93150,103403,11220,10200,11670,11180,60,119,11330,14.440,11550,11240,19,4,134.070,844821,359283,481698,3968,5179,111,4.220,29.930,16.850,26327,25641,10900,7410,10900,6410,0,0.041,-0.005,0.008,399,189,서연,0.008
2991,20250701,005740,92911,92906,103126,9000,8180,9960,8800,97,119,9560,18.460,9630,9390,5,13,107.170,2696013,1285558,1377670,11926,12497,111,4.170,29.930,18.340,26282,25458,8070,6060,8070,5350,3,0.095,-0.032,0.021,493,192,크라운해태홀딩스,0.093
2990,20250701,298050,92049,92047,102302,230500,209500,233500,226000,112,2,226500,8.630,230500,226000,10,2,135.830,70373,29511,40085,2260,2768,167,3.350,9.110,5.680,9985,17133,211000,189200,211000,156600,4,0.011,-0.026,-0.017,209,693,HS효성첨단소재,-0.017
2989,20250701,032940,92022,92022,102226,9100,8270,9990,10000,34,44,9640,20.200,9880,9600,17,1,106.980,16803243,7970560,8526688,52647,60522,311,1.330,20.200,5.440,160276,49671,8020,3720,8020,3215,2,0.053,-0.034,-0.007,404,756,원익,-0.007
2988,20250701,900300,91936,91932,102139,476,432,529,461,42,96,479,10.370,489,475,18,4,100.270,7354288,3602477,3612174,5584,6489,111,4.210,29.930,19.100,26209,25351,509,319,509,319,7,0.082,-0.029,-0.023,244,759,오가닉티코스메틱,-0.023
2987,20250701,056090,91606,91604,101818,1139,1035,1187,1070,30,15,1120,6.570,1137,1070,18,15,97.700,18149201,8959827,8753820,14135,15043,175,0.600,22.320,6.830,154702,1419,1051,900,1051,894,0,-0.006,-0.080,-0.080,159,759,시지메드텍,-0.048
2986,20250701,487570,91356,91356,101607,84900,77100,91600,85100,0,120,91600,29.930,91600,91600,0,0,103.120,791462,385924,397956,16337,17537,111,4.240,29.930,18.440,26145,22314,70500,38500,70500,35950,0,-0.002,-0.002,-0.002,152,152,HS효성,-0.003
2985,20250701,053060,91137,91137,101351,1419,1289,1418,1360,119,105,1377,5.920,1379,1369,14,6,134.910,173337,65663,88587,233,324,27,1.330,11.500,10.310,9243,9232,1428,1140,1428,986,0,0.009,-0.021,0.001,501,172,세동,0.001
2984,20250701,199430,90859,90859,101112,11210,10190,12820,10950,87,120,11940,20.970,12110,11880,17,1,106.080,4520105,2147841,2278367,24099,25065,505,1.180,20.670,9.140,54202,53722,9930,6800,9930,6230,5,0.024,-0.038,-0.038,641,760,케이엔알시스템,-0.038
2983,20250701,388610,90749,90748,101001,37200,33800,37650,32250,118,1,32400,-0.460,34150,32250,19,1,82.120,5285195,2816194,2312724,40178,42330,574,0.500,9.350,6.850,12476,13082,32550,17000,32550,13820,1,0.089,-0.096,-0.096,198,760,지에프씨생명과학,-0.048
2982,20250701,054180,90617,90616,100820,180,163,189,170,108,0,171,15.540,175,170,13,0,94.560,23954548,11970478,11319082,4868,10321,408,1.810,14.860,3.370,4264,24,269,140,303,104,6,0.021,-0.049,-0.002,507,471,메디콕스,-0.048
2981,20250701,069540,90457,90456,100712,1355,1231,1449,1311,119,63,1353,10.000,1385,1343,20,3,88.920,4909988,2529937,2249588,5868,5899,373,0.910,9.670,7.180,6698,1395,1290,820,1290,790,0,0.079,-0.008,0.052,228,152,빛과전자,0.052
2980,20250701,900260,90228,90227,100441,723,657,743,653,120,62,664,1.070,666,658,14,18,59.610,323431,188928,112628,464,399,111,4.450,29.930,17.740,26085,2858,671,576,671,481,0,0.006,-0.011,-0.005,187,150,로스웰,-0.005
2979,20250701,054180,90135,90134,100351,165,149,189,160,99,119,173,16.890,176,172,20,0,98.350,23170234,11346392,11158854,4470,10013,408,2.030,16.890,3.280,4130,24,269,140,303,104,6,0.010,-0.060,-0.014,507,471,메디콕스,-0.048
2978,20250701,246960,90126,90126,100348,4535,4120,5110,4410,113,9,4500,11.390,4510,4410,4,9,91.510,2883921,1414999,1294847,10700,10746,464,1.850,11.390,2.860,13617,664,4040,1985,4040,1898,0,0.010,-0.240,-0.223,530,752,SCL사이언스,-0.048
2977,20250701,388870,90125,90124,100344,7150,6500,7100,6300,114,51,6310,3.100,6400,6310,19,0,64.590,491488,274388,177219,2508,2208,543,0.460,5.430,3.650,15244,62,7070,6010,7670,5520,0,0.011,-0.023,-0.023,133,637,파로스아이바이오,-0.023
2976,20250701,236810,90112,90111,100324,4320,3925,4315,3920,120,81,4010,7.650,4070,3980,20,14,73.610,4853021,2710606,1995316,13747,12539,497,3.050,7.520,3.940,20006,54070,4225,2800,4225,2765,0,0.141,-0.034,0.040,694,197,엔비티,0.120
2975,20250701,308170,90052,90046,100308,7250,6590,7800,6950,93,50,7180,19.670,7190,7000,17,11,60.570,1159791,707596,428560,6445,6771,27,1.320,19.670,9.590,8703,8446,6470,5790,6470,5240,0,-0.003,-0.159,-0.157,126,680,씨티알모빌리티,-0.048
2974,20250701,106080,90030,90029,100248,2390,2150,2700,2320,112,8,2350,12.980,2425,2320,20,8,74.320,3592111,2043102,1518388,7007,7095,352,1.180,13.220,2.850,9079,22820,2955,1961,2955,1650,0,0.024,-0.083,-0.057,151,649,케이이엠텍,-0.048
2973,20250701,199820,90028,90027,100244,12000,10210,12490,11390,118,2,11410,11.750,11550,11390,19,2,82.730,9742668,5280046,4368024,51331,52818,123,1.930,11.750,10.910,28281,49396,10210,8860,10210,7250,0,0.016,-0.055,-0.035,142,677,제일일렉트릭,-0.048
2972,20250701,065650,90025,90021,100241,6090,4685,6090,5230,0,90,6090,29.990,6090,6090,0,0,35.530,3102066,2099776,746091,5968,3615,377,1.090,29.990,5.550,18285,1706,-1,-1,-1,-1,1,-0.002,-0.002,-0.002,125,125,하이퍼코퍼레이션,-0.004
2971,20250630,056090,134435,134433,144639,982,892,998,1000,84,104,1115,23.890,1128,1006,1,13,92.670,25444525,13083384,12124417,22018,29429,175,1.020,23.330,7.920,26766,56619,992,900,1036,894,0,0.043,-0.059,-0.059,740,760,시지메드텍,-0.048
2970,20250630,053300,134011,134005,144227,8820,8010,8860,8140,120,3,8190,-0.360,8380,8140,20,3,98.390,8292198,4115348,4049281,22170,24142,582,-2.800,4.120,2.750,14930,395,10090,5290,10090,3885,3,0.004,-0.019,-0.009,727,707,한국정보인증,-0.009
