,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
791,20240830,378800,104820,104819,112028,2170,1970,2250,2070,7,39,2205,13.780,2250,2165,7,14,117.040,5468292,2497340,2922913,7296,8551,540,2.470,27.410,13.780,5643,11700,3130,1745,3130,1464,0.079,-0.043,0.018,424,360,샤페론,0.018
754,20240830,348080,90306,90302,93511,760,688,862,752,7,51,833,18.320,862,769,7,20,126.600,1512478,652629,826260,1444,2652,493,2.770,18.320,8.460,1207,1222,1430,626,1430,626,0.098,-0.004,0.098,125,70,큐라티스,0.080
744,20240829,348080,141951,141948,145201,704,640,750,655,60,42,680,8.630,684,665,14,16,81.900,2226363,1175965,963170,2282,2447,540,0.420,15.960,8.630,70040,1508,1430,626,1430,626,0.074,-0.018,0.035,751,706,큐라티스,0.035
735,20240829,002710,133346,133343,140551,33500,30450,35150,32550,9,40,33950,10.410,35150,33150,9,20,116.960,322421,146699,171585,3029,3826,64,1.750,30.000,17.780,10981,206961,43450,29300,61000,29300,0.013,-0.016,0.007,697,652,TCC스틸,0.007
717,20240829,009730,110010,110009,113217,1538,1398,1583,1496,59,41,1541,8.220,1541,1509,0,17,97.050,6250699,3088045,2996957,6810,7955,223,0.400,8.150,2.750,9203,2759,2170,1210,2170,1210,0.024,-0.055,-0.038,383,645,이렘,-0.048
648,20240828,464280,121846,121841,125048,36500,33150,37900,35700,23,45,37500,22.150,37750,36950,6,16,103.400,3681413,1793336,1854257,30622,35341,562,2.050,21.990,20.450,126913,221888,52000,30700,52000,30700,0.064,-0.063,0.064,739,508,티디에스팜,-0.048
620,20240828,177350,93959,93954,101204,329,299,350,290,58,13,300,9.890,303,290,1,13,70.840,3751530,2096853,1485411,1428,1990,349,1.450,29.910,9.890,3908,1184,398,273,471,273,0.000,-0.077,-0.057,145,552,베셀,-0.048
609,20240828,464280,92234,92228,95445,33350,30300,34950,32350,34,56,33550,9.280,34200,32700,20,3,104.880,1173101,558127,585340,8214,9922,562,2.900,21.200,13.660,109243,30007,52000,30700,52000,30700,0.189,-0.049,0.189,739,156,티디에스팜,-0.048
586,20240827,065370,134824,134819,142030,5210,4730,5210,4900,58,41,5040,6.550,5040,4955,0,9,136.230,92403,37024,50438,309,467,99,2.230,29.990,17.010,4086,12307,6150,4470,6730,4470,0.000,-0.017,-0.008,641,719,위세아이텍,-0.008
581,20240827,460470,130827,130826,134034,8530,7750,9000,8530,1,44,8870,24.580,9000,8580,1,14,99.240,5587837,2778208,2757014,22613,26413,562,4.820,29.620,24.580,279096,46384,13360,7120,13360,7120,0.015,-0.077,-0.076,577,754,아이빔테크놀로지,-0.048
568,20240827,460470,120902,120902,124112,7800,7090,8370,7650,30,59,7920,11.240,8170,7910,20,12,92.590,2161975,1112244,1029840,10839,13121,562,3.200,27.170,16.550,262576,259235,13360,7120,13360,7120,0.136,-0.008,0.035,577,447,아이빔테크놀로지,0.080
565,20240827,160190,115654,115650,122857,11040,10030,11260,10490,58,32,10800,6.720,10820,10630,0,4,81.780,842997,440196,360013,4060,4284,549,0.110,20.720,12.160,129395,24502,14470,8550,15940,8550,0.006,-0.022,0.001,465,596,하이젠알앤엠,0.001
551,20240827,240600,104213,104206,111420,7840,7120,9200,8070,54,60,8370,17.560,8550,8240,18,6,102.150,1075867,500885,511662,5972,7081,501,0.170,17.560,2.710,9222,96184,10670,7120,12330,7120,0.035,-0.041,0.016,284,376,유진테크놀로지,0.016
538,20240827,389140,100517,100513,103721,6700,6090,6960,6430,37,54,6610,6.790,6800,6520,20,5,92.590,361546,182585,169062,1874,1801,48,0.490,6.790,1.560,2417,5472,8200,5740,9690,5740,0.009,-0.021,0.002,197,411,포바이포,0.002
519,20240827,290560,92650,92649,95900,6810,6190,7350,6580,37,59,6800,9.850,7010,6760,20,1,116.100,139892,62854,72974,846,1271,55,4.380,29.900,23.520,20646,9313,8600,5780,9240,5780,0.010,-0.054,-0.028,197,490,신시웨이,-0.048
507,20240827,347860,91135,91135,94337,2640,2395,2910,2445,7,60,2760,14.050,2910,2625,7,17,147.010,452094,175864,258543,735,1213,106,3.770,29.990,22.150,3271,14517,3500,2420,3620,1800,0.072,-0.040,-0.016,94,260,알체라,-0.016
487,20240826,054210,134517,134515,141725,6930,6300,7770,6920,55,60,7180,15.060,7380,7020,20,15,84.360,3000621,1570227,1324650,11056,10847,289,-1.430,15.060,1.260,21979,204,9190,6020,9900,6020,0.026,-0.075,-0.033,635,693,이랜텍,-0.048
485,20240826,464080,133015,133013,140223,5610,5100,6400,5500,48,59,5850,13.590,6010,5760,20,4,85.710,2763559,1459015,1250465,8400,8961,362,-0.970,13.590,3.820,16446,176534,9120,5150,14420,5150,0.056,-0.053,0.012,617,688,에스오에스랩,-0.048
432,20240823,017510,135236,135233,142442,5990,5440,6430,5880,3,54,6370,14.360,6430,6100,3,15,124.660,4048748,1789875,2231263,9078,13271,123,2.330,26.830,14.360,73171,24834,8470,5530,9010,4330,0.002,-0.085,-0.074,649,753,세명전기,-0.048
390,20240823,032820,92721,92721,95924,2250,2045,2350,2200,7,54,2310,11.860,2350,2220,7,13,124.950,18775671,8200299,10246425,12855,19381,250,0.910,17.580,11.860,17278,42017,3065,1968,3065,1935,0.011,-0.030,-0.015,119,214,우리기술,-0.015
386,20240823,307870,91702,91701,94910,2095,1902,2140,2045,59,46,2115,8.240,2125,2060,1,13,280.100,850065,219559,614983,474,866,276,0.190,11.320,8.240,3413,1751,3760,1870,3760,1688,0.009,-0.064,-0.031,120,389,비투엔,-0.048
364,20240822,460470,133157,133151,140404,9050,8220,9290,8590,28,39,9040,21.830,9280,8950,14,1,89.240,7807485,4062607,3625503,36479,40782,562,2.710,21.700,21.520,66876,224485,13360,7420,13360,7420,0.035,-0.098,-0.074,627,702,아이빔테크놀로지,-0.048
332,20240822,460470,92846,92846,100057,8110,7370,8440,7760,7,35,8260,11.320,8440,8040,7,19,113.940,1405951,627660,715186,5022,5978,562,0.530,11.320,9.070,11343,143095,13360,7420,13360,7420,0.133,-0.042,0.013,627,377,아이빔테크놀로지,0.080
310,20240821,069540,134409,134408,141614,1460,1327,1603,1455,21,55,1528,15.150,1585,1501,17,16,93.130,4341294,2228111,2075011,4338,5206,373,-0.620,15.150,3.390,6222,3607,3545,1327,3800,1327,0.008,-0.012,0.008,757,638,빛과전자,0.008
262,20240821,313760,92802,92756,100010,5220,4740,5290,4710,46,26,4850,19.020,4980,4835,19,20,57.160,1304343,785584,449010,3351,3703,341,3.260,19.020,0.490,6473,30,7860,3055,8130,3055,0.091,-0.070,-0.046,335,745,캐리,0.080
261,20240821,313760,92434,92431,95639,4690,4260,5290,4690,39,60,4920,20.740,4980,4710,12,19,57.650,1288307,772969,445589,3245,3628,341,3.500,20.610,0.370,6395,29,7860,3055,8130,3055,0.075,-0.083,-0.060,335,745,캐리,0.073
227,20240820,148150,130956,130955,134200,7260,6600,7420,7110,5,57,7370,12.180,7420,7260,5,17,118.470,790596,349246,413740,2776,3411,393,2.340,11.720,7.200,5611,4229,10740,6180,12200,6180,0.062,0.007,0.031,715,572,세경하이테크,0.031
198,20240820,443670,105536,105531,112739,9680,8800,9900,9340,28,44,9590,21.390,9740,9520,15,5,93.180,1500874,765500,713259,7976,9236,529,4.740,26.680,21.900,45381,13880,12970,7620,17400,7620,0.071,-0.008,0.071,364,323,에스피소프트,0.067
194,20240820,443670,103202,103202,110406,8800,8000,9780,8800,12,55,9460,19.750,9780,9410,12,4,98.500,1160792,573654,565023,5822,6906,529,4.170,23.540,19.620,35548,10607,12970,7620,17400,7620,0.086,-0.010,0.086,364,248,에스피소프트,0.080
184,20240820,307870,95206,95205,102410,2110,1915,2210,2040,17,45,2105,-21.160,2210,2080,17,1,83.920,5557507,2911478,2443178,4139,4222,276,1.450,10.440,8.690,10438,4503,3760,2195,3760,1624,0.012,-0.112,-0.112,180,719,비투엔,-0.048
167,20240820,373200,91541,91539,94750,588,534,612,580,19,28,600,-1.960,612,587,19,2,161.140,1666306,588024,947554,493,791,279,1.010,5.560,4.730,625,1656,1725,612,1950,612,0.075,-0.065,0.065,726,392,엑스플러스,-0.048
102,20240819,219550,95704,95701,102914,279,253,295,271,18,58,278,-4.470,295,273,18,2,132.400,3780350,1547611,2049030,930,1066,110,0.220,18.180,16.890,180370,2233,806,291,806,291,0.018,-0.054,-0.036,379,549,디와이디,-0.048
99,20240819,430690,95212,95210,102415,4935,4455,5550,4860,46,59,5000,11.230,5200,4970,20,8,77.160,1656579,921931,711407,6668,8043,55,0.330,11.230,5.560,8624,861,6580,4100,8450,4100,0.146,-0.007,0.060,259,181,한싹,0.080
92,20240819,023460,94300,94258,101509,602,547,627,569,47,31,585,-12.430,592,577,19,12,74.250,18318746,10007395,7430542,6636,8668,111,-0.130,3.610,3.450,21515,44433,2500,668,2690,668,0.017,-0.200,-0.200,156,755,CNH,-0.048
66,20240816,373200,140018,140017,143226,604,549,615,585,22,51,609,-15.180,612,599,20,18,70.430,8993315,4848147,3414318,3918,3628,521,-1.530,3.530,0.760,321,268,1725,680,1950,680,0.079,-0.010,0.044,725,687,엑스플러스,0.044
36,20240816,064800,103613,103611,110823,1631,1482,1700,1576,52,14,1618,10.970,1618,1576,0,14,94.610,12753089,6399713,6054499,11494,12853,32,1.410,10.970,8.770,20265,158,2995,1458,3310,1458,0.029,-0.022,0.004,541,403,포니링크,0.004
33,20240816,227100,102448,102442,105651,1067,969,1065,1021,60,47,1056,-16.120,1056,1031,0,12,87.970,619589,306933,270008,611,638,279,-0.130,29.870,9.940,1381,120398,1479,1206,1479,1065,0.042,-0.023,-0.010,478,675,퀀텀온,-0.010
18,20240816,101390,90746,90743,94118,4825,4385,5000,4605,34,44,4910,-16.070,4980,4900,10,15,83.490,558999,252405,210721,1452,1392,393,0.030,9.810,6.990,93827,3351,6040,4615,7860,4615,0.053,-0.032,0.002,548,91,아이엠,0.002
12,20240816,348080,90421,90420,94104,1100,1000,1115,1019,30,60,1089,-12.670,1105,1075,20,1,75.040,1194473,564052,423271,1009,1212,493,2.560,27.240,13.370,2408,12049,1430,933,1430,933,0.000,-0.181,-0.096,83,383,큐라티스,-0.048
