,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
3396,20250704,131400,92940,92934,101148,1918,1743,2015,1905,75,80,1957,23.390,1963,1914,1,17,95.650,19536092,9688268,9267227,26404,27921,287,0.060,23.390,2.910,36766,3563,1586,1220,1587,1220,0,0.035,-0.077,-0.046,153,496,이브이첨단소재,-0.048
3395,20250704,317240,92933,92933,101144,248,225,251,233,78,0,235,2.620,238,233,17,0,106.080,2885066,1285223,1363398,569,703,506,-0.240,6.740,2.620,9526,691,256,218,322,218,1,0.019,-0.011,-0.002,422,296,TS트릴리온,-0.002
3394,20250704,008970,92714,92713,100930,1734,1576,1749,1637,35,9,1646,7.440,1710,1637,20,9,92.440,90068673,45914474,42441318,60401,69124,223,0.570,7.440,2.460,151758,1229,1664,1266,1795,985,16,-0.004,-0.097,-0.090,139,721,동양철관,-0.048
3393,20250704,114190,92616,92614,100836,8840,8030,9740,8840,50,75,9220,18.970,9300,9120,18,10,100.010,4619898,2263261,2263416,19775,20389,523,0.170,18.970,3.210,41699,156675,7750,6110,7750,6000,0,0.078,-0.039,0.053,651,195,강원에너지,0.053
3392,20250704,069920,92553,92552,100812,1720,1562,1868,1695,43,78,1792,12.000,1801,1719,20,16,90.650,473642,245331,222404,972,1347,136,-0.530,12.000,1.020,845,45,2315,1479,3145,1128,0,0.015,-0.062,-0.039,166,189,엑시온그룹,-0.048
3391,20250704,900340,92111,92109,100327,1336,1214,1328,1252,80,51,1279,5.350,1305,1274,14,6,106.520,1998848,921301,981410,1755,2122,228,14.710,30.000,29.670,8849,8263,1354,1121,1707,1121,4,0.126,-0.004,0.032,478,136,윙입푸드,0.120
3390,20250704,900260,92100,92058,100307,828,752,826,757,10,57,789,15.520,826,771,10,2,103.600,3726507,1758050,1821256,2774,4134,228,14.500,30.000,29.670,8848,8263,688,582,688,481,0,0.122,0.003,0.122,171,138,로스웰,0.120
3389,20250704,900270,92010,92008,100216,289,262,288,265,80,44,274,18.100,284,270,18,2,120.970,60377897,26553188,32120614,10000,19512,316,3.590,30.000,18.100,8847,16398,248,220,250,204,3,0.086,-0.035,-0.035,484,760,헝셩그룹,-0.035
3388,20250704,900310,91900,91859,100116,849,771,948,814,79,25,839,8.820,846,827,11,3,83.680,1451927,750160,627742,1995,3017,228,14.610,30.000,29.670,8809,8262,805,750,927,730,0,0.081,-0.037,-0.021,186,715,컬러레이,-0.021
3387,20250704,900070,91606,91605,95828,458,416,506,447,39,35,469,12.740,475,456,9,18,79.360,2180873,1176891,933978,1561,2081,228,14.860,29.670,29.580,8255,3576,422,407,439,384,1,0.149,-0.019,0.149,254,131,글로벌에스엠,0.120
3386,20250704,900300,91539,91537,95743,593,539,624,601,0,70,624,30.000,624,602,0,19,60.760,13113461,6759833,4107566,4263,3852,316,3.340,30.000,19.830,7818,15544,509,319,509,319,8,-0.002,-0.024,-0.002,117,115,오가닉티코스메틱,-0.004
3385,20250704,900270,91526,91526,95740,257,233,288,261,71,79,278,19.830,284,275,9,15,130.970,57240935,24044775,31492065,9121,18762,316,3.330,30.000,19.830,7818,15542,248,220,250,204,3,0.070,-0.049,-0.049,484,760,헝셩그룹,-0.048
3384,20250704,123840,91256,91250,95506,1250,1134,1232,1159,74,30,1175,2.620,1175,1168,0,19,106.670,98557,43497,46400,152,241,279,-0.520,2.620,2.580,118,2907,1461,995,1461,966,0,0.005,-0.039,-0.015,121,677,뉴온,-0.015
3383,20250704,900260,91213,91207,95423,752,683,827,728,63,76,795,16.400,795,773,0,9,106.350,3113902,1437688,1529013,2357,3576,228,15.050,30.000,29.670,7782,8248,688,582,688,481,0,0.114,-0.027,0.114,171,124,로스웰,0.113
3382,20250704,900300,90922,90921,95134,534,485,624,537,0,80,624,30.000,624,602,0,7,61.650,13016103,6662475,4107566,4181,3852,316,3.210,30.000,19.830,7758,14567,509,319,509,319,8,-0.002,-0.024,-0.002,103,115,오가닉티코스메틱,-0.004
3381,20250704,900120,90908,90907,95117,90,81,92,89,0,80,92,29.580,92,92,0,0,48.720,33968629,19285724,9396850,2123,1042,228,14.320,30.000,29.670,7748,8247,71,55,71,51,2,-0.002,-0.002,-0.002,102,102,씨엑스아이,-0.002
3380,20250704,014970,90707,90701,94923,8640,7850,8760,7890,78,2,7950,8.310,8300,7890,20,2,84.300,3735969,1899547,1601343,18997,18720,398,0.010,8.310,1.940,30669,1628,-1,-1,-1,-1,3,0.042,-0.084,-0.054,112,697,삼륭물산,-0.048
3379,20250704,083470,90627,90626,94835,944,858,982,900,78,75,918,6.990,927,917,19,1,97.490,234953,114898,112010,206,324,9,-0.250,6.990,2.680,216,6798,1176,772,1257,772,0,0.013,-0.022,0.002,661,502,이엠앤아이,0.002
3378,20250704,348350,90615,90613,94831,12310,11190,12460,11840,66,30,12010,8.980,12040,11870,3,13,107.640,988150,462407,497726,5775,6214,12,-0.600,8.980,1.360,11898,1556,12970,7360,12970,6380,3,0.009,-0.074,-0.053,101,696,위드텍,-0.048
3377,20250704,900120,90549,90547,94808,79,71,92,79,0,80,92,29.580,92,92,0,0,50.850,33161946,18479041,9396850,2105,1042,228,14.050,30.000,29.670,6419,8238,71,55,71,51,2,-0.002,-0.002,-0.002,96,96,씨엑스아이,-0.002
3376,20250704,277410,90533,90528,94747,1554,1412,1562,1485,79,31,1493,8.190,1526,1488,11,12,100.530,5567713,2679208,2693519,6758,8271,506,0.180,8.330,3.490,8435,635,1564,1211,1564,1166,5,0.011,-0.068,-0.052,100,486,인산가,-0.048
3375,20250704,355390,90253,90251,94509,10780,9800,9990,10010,63,60,9590,-0.310,9660,9550,18,2,58.980,251039,148998,87879,2266,1582,566,-1.110,0.460,0.230,34,390,11114,6953,15070,6064,4,0.004,-0.053,-0.052,96,535,크라우드웍스,-0.048
3374,20250704,200230,90107,90105,94325,5890,5350,5980,5360,79,48,5450,4.810,5550,5420,13,18,71.150,304049,161719,115069,1304,1327,92,0.220,8.200,4.810,3653,1719,8362,2657,8362,2321,0,0.037,-0.030,0.007,92,168,텔콘RF제약,0.007
3373,20250704,024720,90028,90027,94234,18920,16710,19420,17710,76,0,17710,5.980,18110,17710,20,0,88.460,5893959,3110495,2751408,41927,39464,567,-0.780,6.340,5.920,510,21135,18440,11340,18440,8500,0,0.001,-0.057,-0.040,86,671,콜마홀딩스,-0.048
3372,20250703,004140,141128,141127,145339,3145,2855,3160,2990,76,0,3000,4.170,3095,2990,20,0,108.810,13751576,6507540,7080832,15362,17471,141,2.380,18.160,4.960,133578,2354,2985,2335,2985,2010,3,0.006,-0.015,-0.005,758,731,동방,-0.005
3371,20250703,009070,140839,140835,145044,6570,5970,6810,6350,76,48,6580,20.070,6790,6470,16,3,104.880,21013310,10165741,10662076,46921,52258,141,2.660,19.710,5.380,131418,41337,5550,3855,5550,3505,2,0.003,-0.061,-0.052,702,732,KCTC,-0.048
3370,20250703,307870,140457,140456,144703,1357,1233,1470,1348,55,75,1384,5.250,1410,1380,7,1,92.330,2171273,1098877,1014557,2327,2599,276,0.380,7.930,6.010,67831,1327,1418,1010,1418,839,0,0.017,-0.024,-0.019,703,750,비투엔,-0.019
3369,20250703,122350,140320,140320,144536,1260,1145,1318,1141,70,16,1153,0.960,1164,1141,20,16,94.150,3027986,1512910,1424343,4613,6204,227,1.890,14.200,12.480,205265,23773,1165,1125,1165,1021,0,0.014,-0.009,0.008,758,697,삼기,0.008
3368,20250703,060850,135933,135926,144145,6590,5990,6490,6020,80,79,6320,5.510,6340,6300,19,4,119.110,205731,91575,109071,926,1190,435,1.040,7.930,5.510,67023,1284,6190,5430,6190,4785,0,0.009,-0.004,0.007,753,687,영림원소프트랩,0.007
3367,20250703,009070,135320,135316,143530,5970,5420,6810,5960,45,80,6440,17.520,6660,6350,7,17,106.320,17758361,8517138,9055730,39603,44325,141,2.520,17.520,5.210,109850,34740,5550,3855,5550,3505,2,0.046,-0.041,-0.032,681,732,KCTC,-0.032
3366,20250703,131400,135033,135026,143241,1516,1378,1511,1370,80,9,1384,13.440,1425,1370,20,9,84.520,9977203,5321234,4497533,13160,14246,472,3.540,12.950,8.110,14370,2959,1399,1220,1587,1220,0,0.144,-0.025,0.144,754,710,이브이첨단소재,0.120
3365,20250703,010060,134705,134700,142916,85200,77400,87800,85100,60,80,85800,10.850,86900,85800,5,0,213.030,652125,206547,440016,8879,15199,191,1.580,10.850,9.070,37613,14685,80400,65200,80400,59000,3,0.004,-0.017,-0.012,688,752,OCI홀딩스,-0.012
3364,20250703,131400,133157,133154,141407,1342,1220,1515,1351,44,53,1430,17.210,1505,1422,18,2,88.340,8820507,4599186,4062885,11032,12280,472,3.510,17.210,7.840,12748,2865,1399,1220,1587,1220,0,0.107,-0.057,0.107,754,710,이브이첨단소재,-0.048
3363,20250703,115610,133053,133052,141306,1323,1202,1340,1297,76,69,1311,9.160,1326,1302,20,18,193.520,396201,131998,255436,632,1025,307,2.470,11.200,9.160,34810,504,1424,1138,1565,1138,0,0.002,-0.011,-0.001,715,652,이미지스,-0.001
3362,20250703,051980,133046,133041,141249,2565,2330,2615,2430,71,9,2440,15.910,2480,2430,15,9,102.020,18778036,9231376,9417997,22846,29371,523,4.500,15.680,12.330,45850,22019,3260,2035,5280,2035,0,0.021,-0.016,0.014,749,679,중앙첨단소재,0.014
3361,20250703,066970,132727,132727,140932,56400,51200,56600,54000,77,8,54200,6.690,55000,54000,15,8,175.390,970264,350708,615108,10316,15998,446,3.010,12.780,9.790,21859,94585,57200,47800,67900,47800,5,0.015,-0.000,0.011,635,619,엘앤에프,0.011
3360,20250703,007280,132241,132234,140447,1781,1619,1790,1671,38,32,1680,12.000,1721,1673,20,4,98.790,2264274,1115745,1102228,8125,9357,72,1.660,12.000,10.060,3961,10493,1661,1429,1905,1429,0,-0.000,-0.108,-0.095,614,699,한국특강,-0.048
3359,20250703,114190,132144,132139,140356,7780,7070,8100,7510,77,0,7520,13.080,7760,7510,18,0,87.400,2732363,1435871,1254951,9800,11262,523,4.950,17.100,13.380,44667,21084,7450,6110,7450,6000,0,0.051,-0.017,0.029,752,627,강원에너지,0.029
3358,20250703,461300,130516,130516,134728,24900,22600,25650,23150,41,71,23550,18.520,24650,23500,20,0,97.120,1562452,789336,766616,11980,12652,52,1.260,18.270,3.740,21665,8344,21700,15780,21700,13250,0,0.053,-0.019,0.017,701,621,아이스크림미디어,0.017
3357,20250703,450080,130415,130413,134627,53700,48750,54900,52500,60,7,52800,10.000,53400,52500,18,7,132.370,3152071,1349525,1786305,25656,35540,446,3.070,15.640,10.210,18768,90586,49450,41050,56800,41050,4,0.017,-0.004,0.017,724,610,에코프로머티,0.017
3356,20250703,002220,130212,130210,134417,3490,3170,3600,3240,46,19,3355,8.930,3410,3240,11,19,80.740,2923204,1589058,1283064,9502,10032,72,1.740,16.130,8.930,3177,9604,3080,1967,3080,1770,0,0.019,-0.124,-0.118,605,757,한일철강,-0.048
3355,20250703,007280,124438,124432,132648,1823,1657,1845,1619,79,19,1717,14.470,1780,1619,3,19,114.120,1634773,741859,846613,5012,6580,72,1.950,14.470,11.040,2875,8694,1661,1429,1905,1429,0,0.038,-0.127,-0.115,571,699,한국특강,-0.048
3354,20250703,091440,124200,124155,132407,2760,2505,2770,2660,80,58,2675,6.360,2695,2675,15,0,141.280,194031,77341,109266,556,797,104,1.520,6.360,5.460,518,1522,3435,2515,3800,2515,0,0.004,-0.017,-0.006,703,551,한울소재과학,-0.006
3353,20250703,005320,123943,123941,132153,767,697,820,756,78,0,757,14.180,780,756,20,0,53.840,28179760,18002783,9691905,22497,24052,32,0.710,30.000,14.180,14929,22222,663,489,663,409,0,0.053,-0.114,-0.112,542,753,온타이드,-0.048
3352,20250703,069920,123144,123142,131351,1628,1480,1629,1596,3,21,1628,9.120,1629,1600,3,10,139.290,193267,80012,111448,411,766,136,0.720,9.120,2.980,299,11134,2365,1479,3145,1128,0,-0.002,-0.022,-0.019,507,671,엑시온그룹,-0.019
3351,20250703,007280,123100,123054,131304,1661,1502,1845,1641,52,80,1661,10.730,1772,1661,17,0,103.700,1302195,626116,649251,3970,4900,72,1.820,11.530,10.730,6142,2296,1661,1429,1905,1429,0,0.073,-0.098,-0.085,571,699,한국특강,-0.048
3350,20250703,455180,122258,122258,130502,6160,5600,6220,5900,66,24,6020,19.680,6160,5970,16,20,97.060,8611170,4328550,4201128,26968,35284,64,2.450,19.680,11.670,50098,60814,6380,5030,6380,5030,1,0.033,-0.068,-0.062,498,744,케이지에이,-0.048
3349,20250703,389140,122125,122124,130331,14960,13600,16100,14610,59,76,15370,13.770,15980,15340,20,0,101.550,2701716,1337600,1358295,20088,22396,576,2.430,13.770,3.320,24262,3826,-1,-1,-1,-1,6,0.023,-0.057,-0.039,500,713,포바이포,-0.048
3348,20250703,275630,120308,120308,124517,3450,3135,3400,3130,79,31,3185,1.590,3200,3185,11,0,70.950,52584,27027,19177,305,325,55,0.530,4.740,3.600,1049,4042,3235,3045,3235,2940,0,0.018,-0.005,0.014,662,517,에스에스알,0.014
3347,20250703,439580,115743,115742,123948,5190,4715,5290,4945,57,0,4950,4.980,5080,4945,20,0,82.850,4390551,2366552,1960633,10848,12968,540,1.600,9.410,8.120,881,176231,7570,4715,8410,3005,2,-0.001,-0.025,-0.022,439,603,블루엠텍,-0.022
3346,20250703,246960,114656,114656,122912,3450,3135,3760,3200,75,0,3205,2.070,3250,3200,16,0,79.010,984532,546403,431722,3393,3983,464,0.530,3.500,2.740,2378,744,4040,1988,4040,1898,0,0.021,-0.007,0.017,509,427,SCL사이언스,0.017
3345,20250703,290690,114418,114417,122631,5280,4795,5700,5030,58,71,5180,12.490,5260,5110,5,14,100.040,19948193,9493473,9497563,36953,42764,33,1.330,12.270,7.940,95385,4817,5610,3590,5610,3150,0,-0.004,-0.114,-0.099,413,620,소룩스,-0.048
3344,20250703,224060,113936,113934,122144,3890,3535,3990,3205,80,24,3210,1.100,3300,3210,12,0,109.500,384492,177030,193840,2646,4104,12,2.400,12.570,10.470,12135,5117,3560,3035,3560,2840,0,0.034,-0.014,0.006,614,437,더코디,0.006
3343,20250703,224060,113611,113611,121816,3495,3175,3990,3205,73,17,3275,3.150,3300,3205,5,17,111.310,380087,173425,193040,2630,4090,12,2.390,12.960,10.190,11992,4636,3560,3035,3560,2840,0,0.013,-0.034,-0.014,614,437,더코디,-0.014
3342,20250703,044340,112735,112729,120944,8470,7700,8660,8080,42,48,8180,5.550,8420,8170,19,0,93.940,3100134,1567384,1472355,12071,13042,104,2.090,9.100,7.160,1388,303,7750,6000,7750,5100,4,0.015,-0.052,-0.040,398,529,위닉스,-0.048
3341,20250703,299660,112606,112605,120824,4960,4505,4995,4650,78,8,4670,7.600,4700,4650,16,8,99.870,6095956,2966212,2962455,15503,16899,389,2.240,10.310,7.600,4418,28761,8890,4000,8890,2718,4,-0.002,-0.056,-0.036,376,561,셀리드,-0.048
3340,20250703,038950,112547,112546,120800,3740,3390,3900,3390,72,42,3415,0.740,3415,3405,0,2,100.820,124732,61205,61705,944,1279,362,0.990,5.970,5.280,7938,66261,3470,3275,3490,3200,2,0.011,-0.008,0.010,752,452,파인디지털,0.010
3339,20250703,340440,111608,111608,115833,1677,1524,1791,1689,35,58,1706,23.000,1752,1692,20,11,96.390,8840812,4387454,4228981,13879,15568,581,11.870,29.910,22.930,27264,14600,1427,1268,1591,1095,2,0.055,-0.070,0.055,739,690,세림B&G,-0.048
3338,20250703,065060,111509,111509,115722,1309,1190,1473,1258,72,1,1286,8.160,1385,1258,20,1,80.590,1819669,997733,804107,5275,6837,32,0.970,30.000,8.160,14906,2513,-1,-1,-1,-1,0,0.081,-0.047,0.003,654,593,지엔코,0.003
3337,20250703,064090,111326,111321,115534,2160,1961,2135,2065,77,70,2100,7.090,2115,2100,18,0,184.510,214156,72794,134311,304,504,110,0.140,8.080,7.090,20471,446,-1,-1,-1,-1,0,0.074,-0.007,0.050,754,358,인크레더블버즈,0.050
3336,20250703,009730,111111,111104,115318,857,779,870,820,4,76,849,7.600,870,844,4,6,189.690,1660311,545164,1034125,1336,1953,223,1.690,7.600,3.880,1391,1859,970,775,1125,775,0,0.100,-0.013,0.052,504,351,이렘,0.052
3335,20250703,037230,110626,110624,114836,2200,2000,2350,2105,14,68,2235,11.750,2350,2225,14,0,100.710,4532244,2226283,2242152,6462,8394,581,13.900,29.910,26.320,27255,13631,2060,1917,2505,1554,0,0.000,-0.078,-0.020,567,695,한국팩키지,-0.048
3334,20250703,285800,110600,110552,114809,2410,2190,2475,2295,14,71,2380,8.430,2475,2350,14,18,101.390,1230269,604963,613349,1934,2731,581,14.140,29.910,26.390,27255,13610,2410,2145,2775,1938,0,-0.013,-0.050,-0.027,336,399,진영,-0.048
3333,20250703,217270,110450,110450,114705,10710,9730,10770,10310,3,16,10530,23.160,10770,10310,3,16,107.760,1789696,856382,922813,6930,9156,42,1.470,23.860,3.860,10577,4301,9310,6460,9310,6320,0,0.014,-0.025,-0.019,406,750,넵튠,-0.019
3332,20250703,465320,110446,110446,114701,2380,2160,2440,2110,79,74,2120,-1.850,2125,2115,4,9,80.490,161256,86524,69640,555,600,284,-0.220,1.590,0.730,113,0,2175,2140,2175,2075,0,0.015,-0.004,0.007,624,354,교보15호스팩,0.007
3331,20250703,084370,110037,110035,114243,42850,38950,43500,42350,79,76,42650,12.830,42800,42500,14,9,215.910,359731,111189,240067,4621,6190,370,3.800,12.700,8.880,10431,10464,39700,31150,39700,31150,1,0.031,-0.018,0.007,640,567,유진테크,0.007
3330,20250703,340440,105839,105832,114043,1525,1386,1781,1518,0,80,1779,28.260,1781,1696,0,20,102.550,7693840,3687779,3781684,11874,13583,581,15.480,29.910,27.830,27196,12617,1427,1268,1591,1095,2,0.011,-0.108,0.011,739,690,세림B&G,-0.048
3329,20250703,054920,105023,105021,113236,3985,3620,4220,3650,77,24,3680,1.800,3700,3655,8,20,84.330,2942563,1513155,1275977,6262,5910,343,0.960,3.710,3.600,732,9435,4100,2695,4100,2480,9,0.012,-0.017,-0.013,412,556,한컴위드,-0.013
3328,20250703,303030,104850,104848,113055,1049,953,1068,1048,71,80,1056,-7.370,1062,1055,20,19,125.280,1803284,681901,854259,1535,2241,307,2.140,10.720,8.930,26945,30398,1231,981,1231,785,0,0.019,-0.015,0.001,354,550,지니틱스,0.001
