,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
2781,20250624,466100,90027,90027,94235,21700,19420,23650,21500,43,80,21950,13.030,22500,21850,12,1,113.330,13990767,6518288,7387457,66816,83112,505,2.300,23.560,14.750,69364,4536,20350,17280,20350,16640,11,0.016,-0.050,-0.018,98,440,클로봇,-0.048
2780,20250624,223310,90025,90018,94231,4300,3500,4550,4045,0,80,4550,30.000,4550,4550,0,0,40.270,1601130,1029818,414691,2392,1306,487,2.670,30.000,30.000,1510,7122,3500,2500,3500,2090,0,-0.002,-0.059,-0.002,85,100,딥마인드,-0.004
2779,20250623,058970,141353,141351,145558,57900,52600,58900,55000,53,79,57300,7.300,57800,57100,15,4,154.020,558901,219186,337592,6266,9260,276,3.160,23.810,19.600,3777,14951,55700,48000,58900,43550,0,0.012,-0.002,0.012,759,742,엠로,0.012
2778,20250623,018260,141235,141231,145444,188100,171000,195000,188300,70,29,190600,10.810,191700,188600,18,11,112.860,2232178,1043218,1177379,46207,57781,276,3.200,25.000,19.370,3723,14938,172000,127700,172000,109600,1,0.008,-0.009,0.004,752,734,삼성에스디에스,0.004
2777,20250623,455900,135711,135705,143921,25450,23100,25500,24200,76,44,24650,4.230,24850,24600,5,19,135.070,564282,238017,321492,4082,5548,99,2.960,29.370,22.320,233475,10566,25900,22700,26350,19640,1,0.004,-0.004,0.004,698,687,엔젤로보틱스,0.004
2776,20250623,466410,135220,135219,143426,17380,15800,17750,16950,55,64,17630,8.160,17730,17200,0,20,99.690,1226871,592330,590514,9030,8946,529,2.940,26.930,10.990,51064,232441,17100,12260,17100,11600,0,-0.004,-0.020,-0.007,668,679,사이냅소프트,-0.007
2775,20250623,454910,135032,135030,143238,57700,52400,61200,56600,56,80,58100,10.670,58400,57100,1,20,116.850,3299838,1515086,1770310,29310,36547,505,2.750,20.110,18.930,113606,45379,52500,46400,55300,40300,2,0.015,-0.012,0.015,759,685,두산로보틱스,0.015
2774,20250623,056080,134955,134948,143209,10950,9950,11390,10610,69,32,10770,6.630,10780,10640,0,11,103.100,4359154,2136260,2202409,16353,20636,99,3.200,29.680,23.020,222665,10486,16260,7410,16260,6520,10,0.002,-0.018,-0.011,671,732,유진로봇,-0.011
2773,20250623,090710,134625,134624,142839,2540,2305,2565,2425,80,26,2430,5.650,2450,2430,8,0,99.450,29657053,14701797,14620353,26844,34619,99,3.070,28.410,22.140,220439,10483,2300,1950,2300,1675,3,0.010,-0.004,0.004,671,658,휴림로봇,0.004
2772,20250623,090360,134204,134202,142421,31300,28450,32700,30250,72,17,30950,18.580,31000,30250,20,17,122.080,3613152,1609923,1965366,21339,26259,99,2.980,28.250,22.670,218944,10438,26900,24250,26900,20200,1,0.045,-0.017,-0.007,672,747,로보스타,-0.007
2771,20250623,160190,134051,134051,142306,37550,34100,38450,36000,68,16,36300,4.460,36550,36000,7,16,96.800,917689,463779,448923,8812,10219,505,2.440,17.430,17.220,109791,45243,38500,33500,38500,25350,5,0.015,-0.006,0.004,669,710,하이젠알앤엠,0.004
2770,20250623,475400,133935,133930,142138,25450,23100,25750,24750,38,13,24950,4.830,25150,24750,20,13,128.500,493362,213217,273985,3980,5496,99,2.890,27.620,24.240,217071,10380,28750,22850,28750,19970,5,0.014,-0.006,0.000,665,751,씨메스,0.000
2769,20250623,088340,133310,133309,141518,22550,20500,24650,22000,29,78,24100,13.680,24450,23150,5,18,119.620,1412722,635665,760409,8198,10076,575,3.960,13.680,7.670,33025,82604,29250,18700,31350,10070,4,0.023,-0.033,-0.031,638,670,유라클,-0.031
2768,20250623,448280,133155,133155,141400,14610,13280,15930,14600,1,80,15590,15.820,15930,15160,1,11,133.180,1941656,823302,1096471,8917,11646,152,0.370,15.600,7.210,28977,8704,14300,9150,14300,6300,2,0.019,-0.035,-0.008,632,644,에코아이,-0.008
2767,20250623,466100,133000,132959,141205,19300,17540,20900,19200,46,77,19480,9.870,20800,19350,20,1,113.040,9081914,4245020,4798686,40953,48399,99,2.530,26.830,19.180,206220,10244,20350,17280,20350,16640,11,0.010,-0.012,-0.005,672,689,클로봇,-0.005
2766,20250623,108490,132415,132411,140622,74500,67700,81900,74500,0,80,81900,30.000,81900,80000,0,2,115.890,4986636,2299684,2665096,56938,68417,99,2.640,30.000,22.030,192487,96812,68200,36150,68200,29400,8,-0.002,-0.030,-0.002,614,623,로보티즈,-0.004
2765,20250623,099440,132040,132038,140246,2505,2275,2560,2445,77,65,2500,8.230,2505,2470,11,14,142.930,1931186,790694,1130122,2565,3823,505,3.800,24.900,19.780,90470,44497,2500,2035,2698,2035,2,-0.004,-0.032,-0.024,605,738,스맥,-0.024
2764,20250623,090360,131938,131936,140147,28400,25800,32700,28300,27,79,32450,24.330,32600,31550,0,19,137.670,2931229,1217407,1675959,16140,21558,505,3.800,24.330,20.390,88728,44436,26900,24250,26900,20200,1,0.004,-0.062,-0.053,604,637,로보스타,-0.048
2763,20250623,108490,131531,131530,135740,67700,61500,81900,67700,0,80,81900,30.000,81900,80600,0,19,124.970,4680171,2070644,2587671,53193,67175,99,2.990,30.000,22.410,179321,83667,68200,36150,68200,29400,8,-0.002,-0.030,-0.002,595,623,로보티즈,-0.004
2762,20250623,052600,130812,130808,135024,5410,4915,5830,5390,78,6,5420,10.270,5630,5390,11,6,104.550,4380729,2078742,2173237,24923,31400,8,2.430,13.940,10.270,1089620,24381,5040,4155,5040,3905,1,0.002,-0.065,-0.048,589,751,한네트,-0.048
2761,20250623,098120,130054,130053,134303,19330,17570,19480,18900,80,66,19390,7.660,19400,19160,1,20,114.430,533272,241832,276732,4118,5071,14,-2.240,7.660,3.610,9981,4089,18010,10550,18010,8370,9,0.035,-0.005,0.023,751,566,마이크로컨텍솔,0.023
2760,20250623,455180,125917,125917,134131,5830,5300,5940,5580,79,14,5750,5.310,5830,5580,2,14,84.860,2642530,1373240,1165324,6896,7402,64,-2.000,11.970,8.610,9449,31811,6380,5150,6380,5150,1,0.024,-0.018,0.001,602,748,케이지에이,0.001
2759,20250623,328130,125635,125631,133843,50400,45750,52500,50200,64,26,50800,8.090,50900,50300,6,11,146.030,1819832,733367,1070918,15475,20323,175,-1.140,18.830,12.180,9862,15654,54400,44150,57900,43250,3,0.037,-0.012,0.037,730,572,루닛,0.037
2758,20250623,263800,124109,124108,132322,7150,6500,7430,6800,70,4,6890,14.450,6970,6800,20,4,95.190,18558279,9395731,8943375,52965,58685,99,1.710,20.660,14.440,9802,78795,6020,4525,6020,4005,0,-0.003,-0.043,-0.035,526,701,데이타솔루션,-0.035
2757,20250623,288980,123853,123851,132056,1572,1429,1666,1533,63,3,1548,6.760,1575,1533,17,3,89.220,11650392,6025290,5375752,12907,13223,99,1.560,21.620,13.950,9789,123083,1450,1117,1450,925,1,-0.001,-0.033,-0.033,522,759,모아데이타,-0.033
2756,20250623,044490,120237,120236,124446,34250,31100,36700,33500,74,54,33800,6.620,34350,33650,13,19,104.370,1162176,560483,584982,8444,9686,188,2.070,29.860,17.910,205871,19928,32950,13830,32950,13830,2,0.001,-0.048,-0.018,464,563,태웅,-0.018
2755,20250623,010580,115128,115125,123336,1866,1696,1945,1734,73,1,1744,2.590,1764,1734,20,1,78.810,4582326,2531019,1994666,8461,8885,27,-1.680,7.380,4.680,29586,1014,1770,1206,1770,1154,0,0.001,-0.032,-0.024,470,561,에스엠벡셀,-0.024
2754,20250623,032820,114110,114110,122319,4440,4035,4475,4315,77,18,4335,5.350,4370,4315,20,18,106.290,29202088,13940721,14817127,24431,33558,401,7.200,27.090,15.350,141365,18922,4395,1808,4395,1555,11,0.007,-0.032,-0.003,415,583,우리기술,-0.003
2753,20250623,336260,113526,113524,121731,24600,22350,25450,24050,0,39,25350,8.100,25450,24400,0,20,109.870,4996356,2355640,2588135,22712,28616,559,3.070,29.860,8.100,205215,61240,23450,16010,23450,12770,6,0.004,-0.079,-0.057,396,584,두산퓨얼셀,-0.048
2752,20250623,192250,113306,113304,121512,14130,12840,14460,13420,62,6,13540,5.450,13850,13420,19,6,93.180,1789609,908936,846927,11214,11785,348,1.420,19.100,14.080,15706,6575,13110,8740,13110,7470,2,0.041,-0.016,0.014,649,574,케이사인,0.014
2751,20250623,357880,113223,113221,121431,2790,2535,2875,2730,49,78,2765,22.080,2835,2750,9,0,123.600,12677316,5605934,6929008,14626,20099,529,0.470,21.850,5.320,33349,48823,2680,2155,2680,1502,3,0.056,-0.004,0.043,469,389,SKAI,0.043
2750,20250623,105840,112620,112615,120833,12740,11580,12720,12270,80,3,12330,5.380,12620,12270,17,3,116.750,2373454,1084378,1266062,9326,11335,401,7.480,26.400,15.990,139796,18503,12780,7410,12780,6110,1,0.000,-0.039,-0.014,380,597,우진,-0.014
2749,20250623,096350,111906,111905,120113,546,496,566,538,66,58,547,16.630,556,547,16,0,120.800,35035023,15634130,18886031,13129,18306,401,8.520,27.770,16.630,138771,18200,469,366,469,323,2,0.014,-0.042,-0.028,431,607,대창솔루션,-0.028
2748,20250623,060370,111138,111138,115349,32900,29900,33450,32600,64,7,32800,6.490,32950,32600,18,7,137.970,1271529,531952,733926,7918,10499,188,2.020,29.860,17.700,204692,17857,30800,17750,30800,13070,13,0.010,-0.029,-0.013,437,624,LS마린솔루션,-0.013
2747,20250623,402030,111005,111005,115209,44950,40850,45050,42550,76,8,43300,5.100,43300,42550,0,8,104.010,471827,224411,233420,4236,5188,529,1.110,26.050,5.100,29487,20013,42100,23800,42100,19290,4,0.003,-0.035,-0.003,345,611,코난테크놀로지,-0.003
2746,20250623,475150,110338,110336,114552,28350,25750,28700,28650,0,67,28700,29.860,28700,28700,0,0,114.070,18055022,8292846,9459510,79236,95528,559,2.870,29.860,5.120,204592,42272,23300,16750,23300,12510,1,-0.002,-0.065,-0.019,331,582,SK이터닉스,-0.003
2745,20250623,136150,110001,105956,114216,29300,26600,30700,28450,29,79,29250,8.130,29550,28600,5,14,127.510,1151941,504224,642932,8692,10627,381,1.150,16.420,7.950,16794,18260,35900,24500,35900,24500,0,-0.002,-0.040,-0.029,359,616,원일티엔아이,-0.029
2744,20250623,188040,105737,105736,113947,20950,19010,20850,19830,79,71,20650,24.250,20800,20400,0,20,126.070,2123856,922570,1163127,13436,15121,574,0.100,24.550,14.120,40095,14854,16620,10970,16620,10970,0,0.015,-0.081,-0.014,444,573,바이오포트,-0.048
2743,20250623,453450,105650,105644,113858,23650,21500,25100,23200,59,75,24000,8.350,24250,23700,15,4,126.860,791363,348378,441956,4960,6446,514,0.370,15.210,9.700,7707,57004,22200,17820,22200,12160,7,0.060,-0.010,0.013,365,404,그리드위즈,0.013
2742,20250623,246710,105620,105619,113832,5500,5000,5540,5410,77,78,5440,7.940,5470,5430,5,10,210.740,156966,49443,104194,593,731,326,0.780,7.940,5.650,831,43371,5440,4215,5440,3455,2,0.005,-0.022,-0.004,453,554,티앤알바이오팹,-0.004
2741,20250623,131760,105425,105422,113633,863,784,875,807,80,76,843,7.530,843,832,0,8,104.190,1498954,674030,702259,1337,1664,404,-2.330,7.530,0.590,1246,72442,900,784,973,784,6,-0.003,-0.038,-0.015,333,563,파인텍,-0.015
2740,20250623,322780,105243,105241,113456,1257,1142,1264,1235,2,54,1263,9.070,1264,1254,2,20,125.720,817879,358039,450112,741,1144,127,-2.330,9.070,3.050,1004,8549,1161,997,1183,942,0,0.049,-0.009,0.030,738,317,코퍼스코리아,0.030
2739,20250623,053300,104235,104233,112450,10060,9140,10700,10040,36,79,10530,13.840,10620,10250,7,18,107.210,17846332,8527565,9142776,39286,48366,582,3.650,17.960,13.950,809432,177775,9250,4460,9250,3885,3,0.005,-0.088,-0.045,291,580,한국정보인증,-0.048
2738,20250623,052400,104100,104055,112303,68800,62500,68800,66500,76,30,66900,4.690,67200,66600,19,4,99.800,1046365,513176,512138,10016,11151,348,2.430,17.840,14.620,12585,5596,81000,39800,81000,23800,5,0.038,-0.006,0.037,750,373,코나아이,0.037
2737,20250623,303030,103746,103740,111957,1375,1250,1400,1270,78,31,1281,14.890,1370,1272,16,1,106.250,4180433,1941932,2063248,6422,6667,348,2.400,18.110,15.340,12437,5523,1203,981,1203,785,1,0.007,-0.075,-0.050,289,584,지니틱스,-0.048
2736,20250623,007570,103218,103217,111423,15010,13640,15380,14880,1,47,15360,12.610,15380,15170,1,20,150.890,403615,158587,239295,2523,4192,108,-1.330,12.240,8.290,5923,14767,14250,12440,14250,9580,0,0.005,-0.045,-0.031,275,602,일양약품,-0.031
2735,20250623,034020,103207,103206,111420,65100,59100,66400,64800,0,79,66300,10.130,66400,65300,0,17,154.180,28714474,11242958,17334462,99324,140267,401,6.870,27.310,12.440,106391,8715,61000,27750,61000,20150,10,0.043,-0.002,0.033,359,268,두산에너빌리티,0.033
2734,20250623,285130,103205,103203,111417,68450,62200,69500,67500,36,67,69100,8.140,69100,68400,0,2,132.480,308208,131541,174264,4043,6534,377,-2.060,8.140,5.510,14762,23931,63900,42900,63900,33800,0,0.034,-0.018,0.002,648,404,SK케미칼,0.002
2733,20250623,357880,103109,103107,111321,2545,2310,2700,2450,22,70,2655,17.220,2680,2600,1,5,133.020,7198322,3047773,4054180,7982,10346,529,1.660,17.220,7.520,18129,13341,2680,2155,2680,1502,3,0.100,-0.006,0.087,469,280,SKAI,0.087
2732,20250623,377300,102919,102914,111127,97900,89000,99400,92600,78,9,94300,18.470,96200,92600,15,9,97.070,8714652,4298871,4172846,95982,109941,582,3.820,18.470,13.950,784492,163111,79600,29050,79600,26700,2,0.001,-0.076,-0.026,263,416,카카오페이,-0.048
2731,20250623,188040,102530,102530,110740,19090,17350,20900,18950,17,80,20050,20.640,20900,19830,17,7,121.250,1924504,852593,1033752,12414,14000,574,0.250,20.940,12.750,36077,59265,16620,10970,16620,10970,0,0.045,-0.054,0.015,444,573,바이오포트,-0.048
2730,20250623,006800,102153,102148,110406,20950,19010,25350,20900,80,80,22000,12.650,22100,21500,20,7,123.600,12427098,5252321,6491941,31491,35213,151,2.050,12.390,5.240,178360,1079,20150,11880,20150,8500,9,0.000,-0.041,-0.022,522,331,미래에셋증권,-0.022
2729,20250623,010280,101821,101820,110030,1454,1321,1539,1400,24,63,1501,15.370,1525,1480,19,12,155.220,4299975,1651542,2563478,4000,6027,276,1.930,15.370,13.800,6129,39867,1301,781,1301,717,0,0.063,-0.005,0.014,655,265,아이티센엔텍,0.014
2728,20250623,348350,101349,101349,105557,9760,8870,9990,10000,3,1,10020,11.330,9990,10000,3,1,98.560,839189,414460,408498,4576,5486,401,6.470,25.490,11.330,101443,8262,9000,7360,9000,6380,3,0.054,-0.063,-0.063,296,759,위드텍,-0.048
2727,20250623,457550,101327,101325,105531,33900,30800,35600,33500,71,34,34450,14.830,34450,33850,0,7,105.630,5041452,2442709,2580339,35543,42378,205,1.310,25.710,14.830,101285,81406,30000,17260,30000,13620,4,0.072,-0.077,-0.040,292,616,우진엔텍,-0.048
2726,20250623,046120,101304,101258,105516,5420,4925,5620,5350,71,57,5490,25.490,5490,5400,0,7,107.400,20081261,9490508,10192765,38376,45567,401,6.530,25.490,11.560,101204,8248,4375,2330,4375,2010,2,0.033,-0.082,-0.048,291,572,오르비텍,0.032
2725,20250623,460870,101021,101021,105235,7330,6660,7790,7310,19,80,7740,12.660,7790,7510,19,15,166.900,1721981,639483,1067283,4679,6270,574,0.160,20.940,12.660,31675,12661,7310,5790,7310,3320,0,0.051,-0.023,0.050,753,257,에스엠씨지,0.050
2724,20250623,340810,100903,100859,105109,6200,5630,6160,5820,80,56,5970,5.290,5970,5870,0,15,104.450,1164601,552801,577391,3682,4502,99,0.520,20.140,12.610,7509,39066,6110,3725,6110,3100,4,0.016,-0.029,-0.005,258,535,시선AI,-0.005
2723,20250623,413640,100049,100049,104302,22300,20250,22700,21750,21,53,22050,6.520,22600,22000,16,1,104.620,323483,156228,163452,1889,2118,99,0.300,20.490,11.930,7425,38566,20800,12330,20800,9990,0,0.084,-0.027,0.084,697,252,비아이매트릭스,0.084
2722,20250623,035510,95558,95558,103804,23950,21750,24750,23600,2,37,24250,12.010,24750,23800,2,12,116.310,3137301,1440173,1675115,13395,16532,17,0.520,14.370,11.970,4818,44027,22000,11760,22000,10960,0,0.041,-0.060,-0.016,208,585,신세계 I&C,-0.048
2721,20250623,096350,95227,95225,103432,495,450,538,481,3,76,521,11.090,538,513,3,19,124.030,17844718,7799728,9673663,7195,8789,401,5.950,25.030,11.090,96018,8927,469,366,469,323,2,0.079,-0.027,0.021,296,223,대창솔루션,0.021
2720,20250623,005810,95124,95123,103336,52800,48000,53800,49900,42,1,50100,12.460,51800,49900,17,1,130.580,949656,400963,523570,7614,9260,144,0.210,12.840,12.460,4544,48255,45200,28400,45200,25150,7,0.020,-0.013,0.020,401,197,풍산홀딩스,0.020
2719,20250623,199430,94627,94626,102834,9100,8270,9620,8720,71,78,9060,10.620,9450,9050,19,1,97.810,2343987,1169261,1143700,14882,15671,505,-0.860,10.990,5.430,21292,32094,8190,6800,8190,6230,5,0.115,-0.016,0.090,255,189,케이엔알시스템,0.090
2718,20250623,462980,93915,93912,102123,3575,3250,3600,3405,80,29,3415,5.730,3500,3415,15,0,107.250,1026674,475221,509691,2589,2794,574,-0.320,13.360,9.900,23425,9419,3230,2955,3660,2865,0,0.013,-0.011,-0.002,164,178,아이지넷,-0.002
2717,20250623,396300,93624,93623,101828,3115,2830,3160,3000,12,28,3115,9.490,3160,3020,12,19,117.030,3727311,1671336,1956036,7781,9043,64,-2.500,13.500,9.490,6611,11405,2880,2190,2880,1943,0,0.051,-0.032,0.025,386,215,세아메카닉스,0.025
2716,20250623,263800,93212,93208,101426,6560,5960,6700,5950,72,14,6010,-0.170,6070,5950,18,14,91.120,6526599,3329505,3033737,17404,18830,99,0.060,19.180,10.900,7001,35304,6020,4525,6020,4005,0,0.226,-0.002,0.106,456,148,데이타솔루션,0.120
2715,20250623,415380,92951,92946,101157,9730,8840,9720,8940,71,45,9170,3.620,9180,9090,4,20,121.160,149026,64538,78197,961,1118,136,-1.320,3.620,1.850,1394,126,8850,8040,8850,7550,0,0.025,-0.004,0.014,311,177,스튜디오삼익,0.014
2714,20250623,475150,92752,92748,100959,25850,23500,27250,24850,13,76,26550,20.140,27250,26450,13,0,125.180,12145395,5345657,6691948,53760,69374,188,0.900,19.910,6.980,129613,671266,23300,16750,23300,12510,1,0.079,-0.006,0.060,247,151,SK이터닉스,0.078
2713,20250623,217820,92521,92520,100734,3345,3040,3395,3230,74,78,3330,13.850,3370,3260,9,20,113.880,1809131,820057,933905,3666,4751,537,0.790,13.680,3.920,5887,9423,2925,2110,2925,1822,4,0.031,-0.025,0.022,709,194,원익피앤이,0.022
2712,20250623,193250,92503,92503,100708,608,552,629,559,80,76,576,4.350,595,572,20,3,84.850,3114485,1596375,1354477,2307,2311,352,-2.040,4.350,2.060,1840,64,589,458,886,404,5,0.097,-0.004,0.055,422,137,링크드,0.055
2711,20250623,205500,92446,92446,100650,4155,3775,4210,3900,0,72,4210,29.940,4210,4100,0,19,75.970,12339665,6426500,4882121,12577,13800,265,-0.410,29.940,4.530,50264,1837,3550,2200,3550,2100,2,-0.002,-0.002,-0.002,133,133,넥써쓰,-0.003
2710,20250623,000320,92037,92036,100256,22750,20650,23650,22350,11,68,23150,15.170,23650,23000,11,19,105.120,706434,336916,354168,3439,4096,330,0.580,15.420,0.430,15900,633,22500,14990,22500,13260,2,0.024,-0.043,-0.013,260,491,노루홀딩스,-0.013
2709,20250623,481070,92024,92022,100235,24450,22200,25300,23550,25,59,24900,6.870,25000,24550,3,7,137.120,90322,37286,51127,687,1280,32,-1.460,7.080,3.020,2175,1313,25500,12040,25500,12040,1,0.024,-0.032,-0.026,236,618,에이유브랜즈,-0.026
2708,20250623,004710,92001,92000,100209,6200,5630,6360,5950,32,70,6290,13.330,6330,6170,3,14,117.220,1122540,509239,596919,2354,3398,348,0.400,13.150,4.560,6833,5186,5550,4710,5550,3625,1,0.060,-0.026,-0.008,353,145,한솔테크닉스,-0.008
2707,20250623,460940,91748,91747,95959,15350,13950,16190,15020,3,65,16160,12.460,16190,15550,3,15,121.320,648592,283892,344429,4450,5490,175,-1.520,22.930,12.530,6621,10004,14620,12680,14620,10070,4,0.029,-0.063,0.018,737,405,피앤에스미캐닉스,-0.048
2706,20250623,290660,91441,91435,95654,1411,1282,1485,1300,77,50,1392,21.360,1399,1348,3,17,92.730,4733880,2372748,2200237,7216,9055,175,-1.470,21.360,11.970,6407,9273,1179,850,1179,795,0,0.053,-0.043,0.004,293,566,네오펙트,0.004
2705,20250623,049480,91216,91213,95425,3330,3025,3480,3255,74,5,3295,12.270,3370,3255,15,5,98.600,10140649,4938666,4869308,15886,16939,56,0.750,12.610,0.210,33206,245,2935,2335,2935,2225,0,0.047,-0.051,-0.029,450,544,오픈베이스,-0.048
2704,20250623,205500,91131,91126,95344,3705,3365,4210,3720,12,75,4155,28.240,4210,4020,12,11,79.910,10717841,5384379,4302418,11288,12940,265,-0.480,28.240,5.980,43460,1713,3550,2200,3550,2100,2,0.011,-0.007,0.011,110,107,넥써쓰,0.010
2703,20250623,290660,90843,90842,95050,1262,1147,1485,1275,65,80,1375,19.880,1385,1348,20,5,91.530,4522090,2277046,2084149,6917,8663,175,-1.570,19.620,9.190,6119,7154,1179,850,1179,795,0,0.066,-0.031,0.016,293,566,네오펙트,0.016
2702,20250623,377300,90823,90822,95035,88600,80500,94500,85000,75,55,89700,12.690,93000,89100,15,2,94.990,5373884,2650083,2517246,57016,62560,8,1.520,12.690,11.540,467873,73830,79600,29050,79600,26700,2,0.104,-0.029,0.024,183,416,카카오페이,0.024
2701,20250623,131100,90725,90724,94928,1925,1750,2030,1780,79,72,1857,18.890,1857,1820,0,20,89.740,3671701,1858416,1667702,7900,9634,128,-1.000,19.080,1.620,6893,31,1588,1368,1636,1368,0,0.020,-0.048,0.009,495,658,티엔엔터테인먼트,-0.048
2700,20250623,046120,90556,90556,94802,4890,4445,4970,4630,80,41,4820,10.170,4950,4805,11,5,98.570,9708130,4728065,4660453,18679,20145,401,3.130,10.170,7.450,46393,51043,4375,2330,4375,2010,2,0.176,-0.005,0.085,291,116,오르비텍,0.120
2699,20250623,131100,90243,90243,94456,1720,1563,2030,1687,70,79,1828,17.030,1900,1800,20,16,88.900,3615466,1836870,1633013,7791,9435,128,-1.090,17.090,1.620,6789,31,1588,1368,1636,1368,0,0.036,-0.033,0.025,495,658,티엔엔터테인먼트,0.025
2698,20250623,002360,90229,90228,94441,577,524,580,530,79,49,541,12.940,541,535,0,15,91.620,10976341,5546520,5081766,5174,8462,323,3.000,12.940,7.790,6045,6347,521,435,521,422,0,-0.002,-0.106,-0.106,90,760,SH에너지화학,-0.048
2697,20250623,117580,90025,90021,94243,10970,9060,11230,10610,80,68,10990,21.300,11130,10940,20,4,93.430,5044391,2583564,2413767,19745,21513,176,4.470,21.080,15.060,11604,17664,10300,7510,10300,7310,1,0.003,-0.066,-0.059,92,741,대성에너지,-0.048
2696,20250623,465770,90025,90019,94239,11600,10110,12400,11410,78,66,11680,15.530,12130,11640,20,5,97.010,3599846,1751018,1698671,16091,16684,36,7.510,15.530,15.480,42823,9970,11490,8350,11490,8100,5,0.031,-0.037,-0.030,428,280,STX그린로지스,-0.030
2695,20250620,377300,135646,135642,143852,68200,62000,70700,67650,55,79,70300,14.680,70300,68500,0,13,143.770,3966136,1610974,2316076,31223,41890,582,3.160,30.000,14.520,149713,261724,61400,29050,61400,26700,2,0.130,-0.012,0.130,757,687,카카오페이,0.120
2694,20250620,480370,135627,135627,143837,13460,12230,14790,13360,0,80,14790,29.960,14790,14790,0,0,94.160,6030012,2957174,2784514,30417,30275,445,1.790,29.960,8.100,81828,6119,12900,10540,15590,10540,1,-0.002,-0.098,-0.082,677,758,씨케이솔루션,-0.004
2693,20250620,271940,134714,134710,142924,16780,15250,16940,16350,80,9,16610,12.530,16760,16350,14,9,109.400,772276,366607,401078,8597,9108,386,1.330,22.680,12.740,167764,7847,15030,12140,15030,12140,0,0.003,-0.027,-0.027,669,760,일진하이솔루스,-0.027
2692,20250620,037270,134216,134216,142424,8220,7470,8600,8030,10,67,8410,12.580,8600,8370,10,16,116.530,11361336,5227290,6091165,27759,31335,98,2.430,12.450,7.450,52793,732235,7470,5450,7470,4680,17,-0.006,-0.044,-0.034,650,715,YG PLUS,-0.034
2691,20250620,285130,133940,133935,142153,61800,56100,65200,61000,13,70,64100,15.910,65200,63100,13,6,184.590,360146,126210,232966,4370,7896,180,1.260,15.910,4.810,15915,8621,61900,39850,61900,33800,0,0.007,-0.027,-0.005,662,695,SK케미칼,-0.005
2690,20250620,480370,133647,133644,141853,12530,11390,14510,11950,21,78,13790,21.180,14130,13740,20,1,103.530,4642501,2252592,2332100,25506,26501,64,1.530,21.270,10.340,61653,133195,12900,10540,15590,10540,1,0.071,-0.032,-0.016,649,758,씨케이솔루션,0.069
2689,20250620,031430,132929,132929,141134,13670,12420,13950,13450,70,54,13580,7.520,13630,13520,17,12,125.780,2189347,949525,1194300,8147,11156,110,3.490,29.950,29.950,94684,2848,12630,9820,12630,8890,0,0.005,-0.012,-0.001,647,698,신세계인터내셔날,-0.001
2688,20250620,448710,132246,132242,140449,26400,24000,27150,25850,51,9,25900,20.470,26250,25850,4,9,111.230,1724682,805418,895836,12733,21500,144,0.140,20.930,7.140,43099,1873,23000,17950,23000,15550,1,0.021,-0.019,-0.004,635,707,코츠테크놀로지,-0.004
2687,20250620,204020,130735,130731,134943,4600,4180,4620,4250,77,9,4330,14.100,4480,4250,15,9,112.760,4527482,2093694,2360953,10439,14221,421,0.980,13.830,2.870,19712,32,3965,2545,3965,2545,1,0.036,-0.014,0.036,748,604,그리티,0.036
2686,20250620,017370,130104,130104,134317,9020,8200,9200,8110,80,3,8170,1.110,8230,8110,16,3,74.010,929998,514539,380827,4426,4498,64,1.530,12.820,11.600,60886,10623,8440,6340,8440,5390,0,0.002,-0.009,-0.004,613,569,우신시스템,-0.004
2685,20250620,263050,124619,124618,132828,1500,1363,1640,1455,61,25,1472,8.000,1520,1459,8,19,80.390,2819861,1534218,1233288,5425,5369,389,0.870,8.360,7.590,4340,10090,1507,1209,1635,1209,1,0.004,-0.031,-0.015,541,591,유틸렉스,-0.015
2684,20250620,217820,122749,122744,130954,2990,2715,3185,2890,76,46,2960,9.020,2965,2900,0,18,78.230,1809200,989017,773678,4123,4280,500,1.850,9.020,5.450,5433,49612,2855,2110,2855,1822,4,0.012,-0.027,-0.014,546,758,원익피앤이,-0.014
2683,20250620,265740,122712,122709,130916,11220,10200,11490,10720,75,5,10860,19.740,11040,10720,18,5,100.140,2397900,1180626,1182303,10817,12487,110,3.300,29.950,26.790,2822,84540,9470,6240,9470,4400,6,0.015,-0.029,-0.017,560,756,엔에프씨,-0.017
2682,20250620,288980,122101,122100,130304,1482,1347,1546,1347,79,25,1387,2.970,1404,1368,6,20,68.760,5606017,3204712,2203421,6842,6192,99,0.640,11.270,9.690,158269,12297,1359,1117,1359,925,1,0.149,-0.009,0.043,663,491,모아데이타,0.120
2681,20250620,263800,121920,121917,130130,5670,5150,6370,5500,79,6,5590,8.540,5660,5500,3,6,76.270,4208182,2303156,1756674,12825,12086,99,0.630,10.920,9.540,158157,12288,5150,4525,5150,4005,0,0.172,-0.013,0.075,715,491,데이타솔루션,0.120
