,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
8108,2024-11-11,086820,0,2,-0.0006,0.1096,-0.0006,0.1012,18280,53311,-1,0.0,18280,0,0.0,0,-0.017,58,-0.0115,0.0
8107,2024-11-11,073570,0,2,0.0308,0.2154,0.0205,0.1564,2255,10419911,-1,0.0399,2345,6,0.0532,2,-0.0266,58,-0.0222,-0.05
8106,2024-11-11,064090,0,2,0.0,0.1654,-0.0728,0.1047,3640,531221,-1,-0.0275,3540,0,0.0495,7,-0.0357,0,0.0247,0.0
8105,2024-11-11,062860,0,2,-0.1813,0.4469,-0.1813,0.1062,3020,202811,180,0.005,3035,0,0.005,0,0.005,0,0.005,0.0
8104,2024-11-11,057680,0,2,0.0151,0.1454,0.0151,0.1339,1279,5979005,-1,0.0946,1400,5,0.2995,6,0.0672,1,0.1728,0.09
8103,2024-11-11,047560,0,2,0.0051,0.1423,0.0007,0.1162,15370,1074762,-1,-0.0176,15100,5,-0.0156,0,-0.0527,51,-0.0462,0.0
8102,2024-11-11,042000,0,2,0.1506,0.2238,0.1213,0.1736,28050,3174304,-1,0.0196,28600,2,0.0499,3,0.0125,2,0.0446,0.02451941938014901
8101,2024-11-11,029960,0,2,0.158,0.158,0.1567,0.1567,8930,4793183,-1,0.0011,8940,1,0.0022,0,0.0011,0,0.0022,0.0
8100,2024-11-11,133820,0,1,0.0324,0.2984,0.0303,0.1838,1095,3486449,513,0.0,1095,0,0.0,0,-0.0575,59,-0.053,0.0
8099,2024-11-11,062040,0,1,-0.0072,0.154,-0.0072,0.1322,62500,3483095,-1,-0.0096,61900,5,-0.0016,1,-0.0256,6,-0.016,0.0
8098,2024-11-11,033780,0,1,0.0584,0.1288,0.0584,0.1075,119500,739439,-1,-0.0008,119400,1,0.0226,5,-0.0025,0,0.0084,0.0
8097,2024-11-11,017860,0,1,0.047,0.16,0.0398,0.16,128300,2333142,-1,-0.0109,126900,2,0.0592,35,-0.021,0,0.0195,0.0
8096,2024-11-11,015590,0,1,0.016,0.1735,0.016,0.1187,490,7718200,-1,0.0163,498,0,0.0306,3,-0.0143,12,0.002,-0.014070648430581478
8095,2024-11-11,002995,0,1,0.0,0.1424,-0.0022,0.1424,10190,1518,-1,-0.0972,9200,0,-0.0972,0,-0.0972,0,-0.0972,0.0
8094,2024-11-11,001470,0,1,-0.0186,0.2997,-0.0371,0.2997,980,127069313,730,0.0929,1071,7,0.2755,41,0.0663,1,0.2153,0.09
8093,2024-11-08,474170,0,2,0.1597,0.2839,0.0506,0.2112,13650,15922411,-1,-0.0125,13480,2,-0.011,1,-0.0535,10,-0.0352,0.0
8092,2024-11-08,460930,0,2,0.0029,0.3,0.0,0.3,13390,5043687,30,0.1434,15310,3,0.1725,47,0.0762,30,0.1367,-0.0058597166345985
8091,2024-11-08,451760,0,2,0.1344,0.2413,0.0506,0.1455,12440,2844218,-1,-0.0105,12310,7,-0.0072,33,-0.0314,12,-0.0281,0.0
8090,2024-11-08,439090,0,2,0.016,0.1941,0.016,0.1277,21200,5018720,-1,-0.0236,20700,1,-0.0024,27,-0.0259,13,-0.0189,0.0
8089,2024-11-08,396270,0,2,0.0179,0.1363,0.0055,0.1098,14250,1182371,-1,0.0007,14260,6,0.0021,32,-0.0189,6,-0.014,0.0
8088,2024-11-08,389500,0,2,0.0058,0.2996,-0.0051,0.1931,16370,527070,59,-0.0128,16160,4,-0.011,0,-0.0348,23,-0.0287,0.0
8087,2024-11-08,380540,0,2,0.0146,0.1496,0.0095,0.1204,1303,2138375,-1,0.0169,1325,0,0.0169,0,-0.0537,2,-0.0177,-0.05
8086,2024-11-08,361390,0,2,0.0576,0.3,0.0041,0.3,22100,686246,760,0.0995,24300,0,0.1312,0,-0.0959,52,-0.095,-0.1
8085,2024-11-08,340360,0,2,0.0464,0.2992,0.0435,0.2698,2160,8791428,501,0.0532,2275,6,0.1852,52,0.0347,7,0.1389,0.09
8084,2024-11-08,335870,0,2,-0.0015,0.2602,-0.0015,0.1421,1479,3512886,-1,0.0,1479,0,0.0832,16,-0.0406,37,-0.0223,0.0
8083,2024-11-08,333430,0,2,0.0,0.2617,0.0,0.1854,3420,11349628,-1,-0.0073,3395,0,0.0161,10,-0.0395,26,-0.0088,0.0
8082,2024-11-08,320000,0,2,0.0,0.125,0.0,0.1143,3120,542045,-1,-0.0128,3080,4,0.0481,36,-0.0304,10,0.0144,0.0
8081,2024-11-08,295310,0,2,0.0,0.2995,0.0,0.2649,25550,8233750,5,-0.0431,24450,6,0.0352,24,-0.0509,1,0.002,0.0
8080,2024-11-08,289930,0,2,0.0502,0.2854,0.0194,0.234,10810,7391177,-1,0.0,10810,0,0.0046,0,-0.049,15,-0.025,0.0
8079,2024-11-08,274090,0,2,0.1374,0.1732,0.0503,0.143,10230,2129819,-1,0.0264,10500,1,0.0557,2,0.0068,21,0.0303,0.0037996882307091973
8078,2024-11-08,238090,0,2,0.0013,0.1181,-0.0116,0.104,4300,136903,-1,-0.0093,4260,0,-0.0093,0,-0.0221,9,-0.0151,0.0
8077,2024-11-08,225190,0,2,0.0694,0.2013,0.0447,0.1029,2465,24253454,-1,0.0,2465,0,0.069,59,-0.0243,2,0.0649,0.0
8076,2024-11-08,211270,0,2,0.2426,0.3,0.1087,0.3,14950,7540954,648,0.0355,15480,1,0.0769,7,0.0234,19,0.0415,0.005794302269435114
8075,2024-11-08,209640,0,2,0.0857,0.217,0.0354,0.1395,16750,16364488,-1,-0.0179,16450,1,-0.0042,4,-0.046,13,-0.0352,0.0
8074,2024-11-08,160190,0,2,0.0359,0.2662,-0.0083,0.1586,8400,4724637,-1,-0.0286,8160,5,-0.0048,4,-0.0381,8,-0.0214,0.0
8073,2024-11-08,117730,0,2,0.0056,0.1299,0.0056,0.1061,7920,489598,-1,0.0227,8100,0,0.0455,32,-0.0038,6,0.0063,-0.016035983181773683
8072,2024-11-08,067290,0,2,0.0044,0.2676,-0.016,0.1291,1557,4888755,-1,-0.0302,1510,1,-0.0206,0,-0.0751,17,-0.0572,0.0
8071,2024-11-08,032500,0,2,-0.009,0.1654,-0.009,0.1077,8640,1054979,-1,0.0185,8800,1,0.0764,24,0.0093,0,0.0521,0.03298969072164959
8070,2024-11-08,014940,0,2,0.003,0.2374,0.003,0.1528,3885,8913142,-1,0.0,3885,1,0.0425,7,-0.0154,37,0.0064,0.0
8069,2024-11-08,494670,1,1,0.0116,0.1269,0.0116,0.1153,10590,1218623,-1,0.0312,10920,0,0.059,11,0.0085,32,0.0151,-0.015612878200155111
8068,2024-11-08,329180,0,1,0.0226,0.1734,0.0199,0.1513,208500,1183946,-1,0.036,216000,9,0.0528,10,0.0048,31,0.0072,-0.02779922779922772
8067,2024-11-08,092790,0,1,0.0309,0.2134,0.0113,0.1649,11300,12497949,-1,-0.0142,11140,10,0.0097,39,-0.0221,1,0.0027,0.0
8066,2024-11-08,042660,0,1,0.0072,0.2194,0.0018,0.2176,33850,13616779,-1,0.0591,35850,10,0.1448,12,0.0473,2,0.0679,0.008308941554149962
8065,2024-11-08,024720,0,1,0.1919,0.217,0.1168,0.1293,8120,2555857,-1,-0.0148,8000,0,-0.0062,33,-0.0333,9,-0.0074,0.0
8064,2024-11-08,001430,0,1,0.1048,0.2384,0.0946,0.2127,23600,1985370,-1,-0.0106,23350,2,0.0275,55,-0.0403,3,0.0169,0.0
8063,2024-11-07,462350,0,2,0.0147,0.1149,0.0024,0.1051,22600,384610,-1,0.1128,25150,2,0.1128,0,0.0022,41,0.0354,-0.06955427749820264
8062,2024-11-07,402030,0,2,0.0312,0.3,0.0312,0.1606,18570,1083154,33,0.0,18570,3,0.0549,7,-0.0151,1,0.0038,0.0
8061,2024-11-07,388790,0,2,0.0088,0.2242,0.0035,0.2242,3495,9301978,-1,0.0014,3500,0,0.1502,22,-0.01,0,0.0515,0.0
8060,2024-11-07,388050,0,2,0.037,0.2236,0.037,0.1701,8530,14215844,-1,-0.0106,8440,2,0.0856,19,-0.0234,7,0.0059,0.0
8059,2024-11-07,377480,0,2,0.0128,0.1767,0.0073,0.1126,12150,871348,-1,-0.0214,11890,2,-0.0206,0,-0.0453,7,-0.0436,0.0
8058,2024-11-07,370090,0,2,0.0268,0.1552,0.0134,0.1456,17940,644174,-1,0.0881,19520,4,0.2402,17,0.0814,0,0.1143,0.09
8057,2024-11-07,365330,0,2,-0.0296,0.2981,-0.0486,0.2981,6140,40265619,699,-0.0472,5850,11,-0.0147,12,-0.0537,0,-0.0309,0.0
8056,2024-11-07,365270,0,2,0.0016,0.1691,0.0016,0.1578,7190,1056972,-1,-0.0445,6870,0,-0.0264,1,-0.0765,23,-0.0598,0.0
8055,2024-11-07,357880,0,2,0.0021,0.2996,0.0021,0.2932,3065,5784948,20,-0.1175,2705,2,-0.0718,1,-0.2039,14,-0.1566,0.0
8054,2024-11-07,317850,0,2,-0.0109,0.2081,-0.0109,0.1841,10870,2975436,-1,-0.0662,10150,3,-0.0432,20,-0.069,56,-0.0635,0.0
8053,2024-11-07,305090,0,2,0.0328,0.1385,0.0303,0.1246,13720,793857,-1,0.0569,14500,0,0.0787,0,0.0182,1,0.0284,-0.02696565427192732
8052,2024-11-07,304100,0,2,0.0054,0.2989,0.0036,0.2177,20250,2977833,175,0.0272,20800,3,0.0691,20,0.0099,10,0.0444,0.016744548286604433
8051,2024-11-07,299660,0,2,0.0024,0.2797,-0.0252,0.1873,4945,4912950,-1,-0.0152,4870,7,0.002,9,-0.0495,1,-0.0404,0.0
8050,2024-11-07,295310,0,2,-0.0084,0.2142,-0.0179,0.2053,20200,2839291,-1,0.2995,26250,6,0.2995,0,0.1139,57,0.1262,0.0
8049,2024-11-07,255220,0,2,-0.0021,0.2984,-0.0309,0.2922,3140,48461953,720,-0.0589,2955,2,0.0175,39,-0.0732,4,0.0064,0.0
8048,2024-11-07,209640,0,2,0.0336,0.2997,0.0062,0.2997,14700,10519714,680,0.1,16170,1,0.168,3,0.0204,29,0.0503,-0.04518181818181821
8047,2024-11-07,196450,0,2,0.0786,0.2993,0.0786,0.2993,1107,356893,10,0.1563,1280,0,0.1734,2,-0.0018,36,0.0352,-0.1
8046,2024-11-07,109610,0,2,-0.0065,0.1613,-0.0194,0.1406,4420,7514129,-1,-0.0554,4175,6,-0.0238,40,-0.0724,0,-0.0362,0.0
8045,2024-11-07,101670,0,2,0.0,0.2989,0.0,0.1326,2690,46597940,80,-0.0409,2580,9,-0.0335,0,-0.0985,7,-0.0632,0.0
8044,2024-11-07,099320,0,2,0.0096,0.1053,0.0024,0.1053,46200,386951,-1,0.0823,50000,4,0.1407,2,0.0152,46,0.0303,-0.04804582832855964
8043,2024-11-07,094480,0,2,-0.0151,0.2327,-0.0239,0.2327,9800,12591588,-1,-0.0357,9450,16,0.0296,30,-0.051,59,-0.051,0.0
8042,2024-11-07,057680,0,2,-0.0186,0.1914,-0.0361,0.1621,1190,9347304,-1,0.0126,1205,4,0.0151,0,-0.0412,49,-0.0395,-0.05
8041,2024-11-07,049180,0,2,0.0229,0.3,-0.0146,0.3,3120,7232696,114,0.0304,3215,0,0.0849,3,-0.0609,8,0.0208,-0.05
8040,2024-11-07,041440,0,2,-0.0075,0.2584,-0.0237,0.236,9900,16311934,-1,-0.0626,9280,10,-0.0404,40,-0.0778,4,-0.0657,0.0
8039,2024-11-07,039980,0,2,0.0216,0.1444,0.0216,0.1099,2575,16012721,-1,-0.0039,2565,9,0.0117,14,-0.0194,48,-0.0155,0.0
8038,2024-11-07,039560,0,2,-0.0077,0.1485,-0.023,0.121,3660,3563908,-1,-0.0328,3540,3,-0.0205,13,-0.0478,0,-0.0342,0.0
8037,2024-11-07,025980,0,2,0.001,0.1357,-0.0131,0.1256,5600,4941791,-1,-0.0179,5500,3,-0.0179,0,-0.0482,13,-0.0286,0.0
8036,2024-11-07,550092,2,1,0.0,0.1029,-0.0016,0.1029,28295,2,-1,0.0,28295,0,0.0,0,0.0,0,0.0,0.0
8035,2024-11-07,510029,2,1,0.0725,0.1026,0.0699,0.1026,89160,1302,-1,-0.0395,85640,0,-0.028,48,-0.0421,0,-0.0292,0.0
8034,2024-11-07,500056,2,1,0.0,0.1261,0.0,0.1163,14690,4815,-1,0.0,14690,0,0.0568,37,0.0,0,0.0548,0.0
8033,2024-11-07,267270,0,1,0.0,0.1739,-0.0099,0.1739,59400,920847,-1,-0.0438,56800,5,-0.0253,0,-0.0741,59,-0.0707,0.0
8032,2024-11-07,079900,0,1,-0.0228,0.2073,-0.041,0.1731,25750,5493452,-1,-0.0447,24600,2,0.0136,37,-0.0583,0,-0.0369,0.0
8031,2024-11-07,062040,0,1,0.0462,0.2301,0.0333,0.1677,54300,3791311,-1,0.0,54300,4,0.0074,20,-0.0221,9,-0.0092,0.0
8030,2024-11-07,058730,0,1,-0.0031,0.1406,-0.0062,0.1188,3580,3332875,-1,-0.0363,3450,6,-0.0237,10,-0.0489,53,-0.0405,0.0
8029,2024-11-07,042670,0,1,0.0119,0.1129,0.0,0.1025,7420,4410864,-1,-0.0135,7320,3,-0.0094,40,-0.0539,12,-0.0296,0.0
8028,2024-11-07,014990,0,1,-0.0086,0.1777,-0.0759,0.1232,784,8477608,-1,-0.0612,736,2,-0.0357,12,-0.0753,1,-0.051,0.0
8027,2024-11-07,012510,0,1,0.0646,0.1379,0.0646,0.1047,63300,1131287,-1,-0.0126,62500,3,-0.0047,24,-0.0395,43,-0.0158,0.0
8026,2024-11-07,011420,0,1,-0.0072,0.1289,-0.0215,0.1289,2365,4582822,-1,-0.0211,2315,3,-0.0063,30,-0.0571,19,-0.0571,0.0
8025,2024-11-07,007110,0,1,-0.0356,0.2943,-0.0458,0.2558,1728,114310348,429,-0.0799,1590,7,-0.059,41,-0.099,7,-0.081,0.0
8024,2024-11-07,001470,0,1,0.013,0.3,-0.0185,0.3,702,65832683,608,0.141,801,6,0.2821,15,0.1111,0,0.2194,0.09
8023,2024-11-07,001260,0,1,0.0016,0.139,-0.008,0.1262,7050,81780,-1,0.0199,7190,0,0.0199,0,-0.0383,59,-0.0383,-0.05
8022,2024-11-06,900300,0,2,0.0,0.2917,0.0,0.125,81,160776766,5,0.0,81,23,0.0,0,-0.0864,33,-0.0617,0.0
8021,2024-11-06,443250,0,2,-0.0045,0.2054,-0.0154,0.1493,12700,4162520,-1,-0.0039,12650,1,0.0063,0,-0.0244,58,-0.0244,0.0
8020,2024-11-06,376300,0,2,0.0101,0.1565,0.0101,0.1362,39200,2115894,-1,0.0064,39450,5,0.0077,0,-0.0166,35,0.0064,0.0
8019,2024-11-06,302550,0,2,-0.0173,0.2072,-0.0216,0.1942,4150,7515581,-1,-0.0157,4085,0,0.0096,13,-0.0241,53,-0.0096,0.0
8018,2024-11-06,282720,0,2,0.0342,0.2538,0.0266,0.1283,11870,5548606,-1,0.0025,11900,2,0.0202,2,-0.0051,9,0.0025,0.0
8017,2024-11-06,234920,0,2,0.1834,0.2994,0.1834,0.2994,5490,454084,5,0.2095,6640,0,0.2532,0,0.102,1,0.1311,-0.0648201736254651
8016,2024-11-06,222080,0,2,-0.0056,0.2761,-0.0101,0.2637,11260,25341362,-1,0.0036,11300,7,0.0107,3,-0.0231,38,-0.0169,0.0
8015,2024-11-06,219550,0,2,0.0312,0.2748,0.0312,0.2337,871,18531494,-1,0.0792,940,3,0.1481,5,0.0367,1,0.1194,0.03724981467753885
8014,2024-11-06,136540,0,2,0.0,0.1941,0.0,0.1463,15120,575137,-1,0.0066,15220,0,0.0066,0,-0.0099,20,-0.0026,0.0
8013,2024-11-06,131400,0,2,0.0,0.2061,-0.0094,0.1265,2405,17527435,-1,-0.0021,2400,0,0.0374,52,-0.0146,19,0.0166,0.0
8012,2024-11-06,101670,0,2,0.0,0.2999,0.0,0.2999,2375,30113741,33,0.1368,2700,9,0.2484,47,0.0779,1,0.2232,0.09
8011,2024-11-06,073570,0,2,0.0546,0.2972,0.0209,0.2943,2230,14696639,685,0.0135,2260,5,0.2152,53,0.0112,0,0.1883,0.15
8010,2024-11-06,053950,0,2,0.0217,0.2879,0.0217,0.2115,951,23675439,-1,-0.0021,949,3,0.1546,42,-0.0242,1,0.1094,0.0
8009,2024-11-06,044480,0,2,0.0,0.2626,0.0,0.1374,654,5425284,-1,-0.0076,649,1,0.026,45,-0.0367,8,0.0,0.0
8008,2024-11-06,043100,0,2,0.2987,0.2987,0.1018,0.1018,2490,2416105,4,0.0,2490,0,0.0261,17,-0.0522,52,-0.0482,0.0
8007,2024-11-06,036000,0,2,-0.0109,0.1931,-0.0783,0.1421,3135,18190185,-1,-0.0144,3090,4,0.0032,49,-0.0463,14,-0.0159,0.0
8006,2024-11-06,700025,2,1,0.1271,0.1409,0.1057,0.1394,3720,9276,-1,-0.0685,3465,0,-0.0618,22,-0.0685,0,-0.0618,0.0
8005,2024-11-06,610067,2,1,0.0,0.1574,0.0,0.1512,3730,43602,-1,-0.0697,3470,0,-0.0684,28,-0.0724,0,-0.0684,0.0
8004,2024-11-06,580055,2,1,0.1135,0.1595,0.1135,0.1466,3990,168463,-1,-0.0602,3750,0,-0.0564,53,-0.0714,0,-0.0576,0.0
8003,2024-11-06,570093,2,1,0.0,0.1658,0.0,0.1572,4675,235653,-1,-0.077,4315,0,-0.0663,49,-0.0781,0,-0.0663,0.0
8002,2024-11-06,550074,2,1,0.0,0.1449,0.0,0.1401,236,2133213,-1,-0.0636,221,0,-0.0636,0,-0.0678,0,-0.0636,0.0
8001,2024-11-06,530111,2,1,0.1233,0.16,0.1183,0.155,3465,3528057,-1,-0.0736,3210,0,-0.0664,43,-0.0765,6,-0.0678,0.0
8000,2024-11-06,520076,2,1,0.0,0.1245,0.0,0.1205,9810,52932,-1,-0.0545,9275,0,-0.0505,29,-0.0566,6,-0.051,0.0
7999,2024-11-06,510037,2,1,0.0,0.1706,0.0,0.1606,4660,57699,-1,-0.0697,4335,0,-0.0622,45,-0.0719,0,-0.0622,0.0
7998,2024-11-06,500082,2,1,0.0,0.1646,0.0,0.1584,4645,158364,-1,-0.0764,4290,0,-0.0646,55,-0.0764,0,-0.0657,0.0
7997,2024-11-06,017860,0,1,0.074,0.268,0.038,0.172,117200,4740658,-1,0.0128,118700,1,0.0213,46,-0.023,3,0.006,-0.00671406003159547
7996,2024-11-06,010130,0,1,0.0194,0.1899,0.0194,0.1585,1257000,151041,-1,0.0183,1280000,6,0.0557,42,0.0048,8,0.0326,0.014043012864578097
7995,2024-11-06,000150,0,1,-0.0104,0.1108,-0.0104,0.1005,212500,169549,-1,0.0024,213000,0,0.0612,19,0.0024,0,0.04,0.0
7994,2024-11-05,461300,0,2,0.0703,0.1496,0.063,0.123,18540,1237158,-1,0.0291,19080,1,0.0399,1,-0.0054,30,0.0022,-0.02613934505878912
7993,2024-11-05,452280,0,2,0.059,0.1432,0.0313,0.1047,9180,1077937,-1,0.0316,9470,18,0.0327,0,-0.012,35,0.0076,-0.023264831329972924
7992,2024-11-05,437730,0,2,0.0314,0.2686,0.0147,0.2059,12300,11832241,-1,-0.0301,11930,2,-0.0236,1,-0.0569,56,-0.0537,0.0
7991,2024-11-05,430690,0,2,0.0068,0.1568,0.0,0.1091,4880,1549038,-1,-0.0092,4835,1,0.0389,4,-0.0143,1,0.002,0.0
7990,2024-11-05,351870,0,2,0.0147,0.1796,0.0121,0.1005,8210,660569,-1,0.0,8210,0,0.0024,20,-0.0195,5,-0.0134,0.0
7989,2024-11-05,323280,0,2,0.0204,0.18,-0.0085,0.1596,34150,2196042,-1,0.0469,35750,6,0.0469,0,-0.019,38,-0.0044,-0.05
7988,2024-11-05,299900,0,2,0.0,0.2465,-0.0066,0.1542,1400,6655921,-1,-0.0157,1378,0,0.11,37,-0.0286,1,0.0757,0.0
7987,2024-11-05,298060,0,2,0.0802,0.2963,0.0802,0.1399,2770,11420669,692,0.0036,2780,3,0.0433,12,-0.0325,57,-0.0271,0.0
7986,2024-11-05,282880,0,2,0.0066,0.2998,0.0,0.2998,17690,2725962,759,0.0147,17950,0,0.0876,23,0.0,1,0.0288,0.013895732728885335
7985,2024-11-05,257720,0,2,0.0068,0.1075,0.0068,0.1061,40650,1744825,-1,-0.0111,40200,0,0.0148,35,-0.0185,17,-0.0037,0.0
7984,2024-11-05,234920,0,2,0.0062,0.3,0.0062,0.3,4225,124930,34,0.1775,4975,0,0.2994,6,0.1704,1,0.2994,0.06
7983,2024-11-05,219550,0,2,0.0134,0.2383,-0.0302,0.1846,706,10058732,-1,0.0156,717,3,0.1261,29,0.0156,0,0.0552,0.03899172902717596
7982,2024-11-05,214610,0,2,0.0245,0.2642,0.0245,0.2201,1940,14209083,-1,0.0103,1960,6,0.1237,21,-0.0103,2,0.0567,0.04592695239037914
7981,2024-11-05,210120,0,2,0.0804,0.2543,0.0326,0.1609,26700,213972,-1,-0.0019,26650,2,0.0524,3,-0.0243,0,0.0037,0.0
7980,2024-11-05,205470,0,2,0.0246,0.1372,0.0208,0.1372,2080,45142747,-1,0.0096,2100,4,0.0986,49,0.0072,0,0.0793,0.0
7979,2024-11-05,200350,0,2,0.0178,0.2998,0.0178,0.2998,18990,5726747,555,0.0611,20150,0,0.1453,37,0.0258,11,0.09,0.02723588728677795
7978,2024-11-05,126340,0,2,0.0,0.108,0.0,0.1009,38750,63397,-1,-0.0284,37650,1,0.0232,30,-0.0284,0,0.009,0.0
7977,2024-11-05,123860,0,2,0.001,0.11,0.001,0.1047,21200,128313,-1,-0.0142,20900,1,0.059,59,-0.0142,0,0.0472,0.0
7976,2024-11-05,123330,0,2,-0.0095,0.1169,-0.0525,0.1169,23400,287260,-1,-0.0043,23300,11,0.0427,4,-0.0214,21,0.0043,0.0
7975,2024-11-05,104620,0,2,0.0,0.2989,0.0,0.2989,5780,1244492,10,0.0865,6280,4,0.263,26,0.0606,0,0.1176,0.09
7974,2024-11-05,101670,0,2,0.033,0.2697,0.033,0.1818,1827,12397364,-1,0.1138,2035,8,0.2999,28,0.0772,4,0.2999,0.09
7973,2024-11-05,094850,0,2,0.0,0.2998,0.0,0.2998,6070,361934,5,0.1763,7140,3,0.2998,21,0.1269,55,0.1466,0.06
7972,2024-11-05,086980,0,2,0.0117,0.1794,0.0117,0.1665,4975,20213530,-1,0.002,4985,0,0.005,0,-0.0482,59,-0.0482,0.0
7971,2024-11-05,080160,0,2,0.085,0.2674,0.085,0.168,11400,2553241,-1,-0.0211,11160,0,0.0263,26,-0.0596,47,-0.05,0.0
7970,2024-11-05,078160,0,2,0.0154,0.1877,0.0015,0.1369,7390,749850,-1,-0.0149,7280,3,-0.0108,4,-0.046,35,-0.0284,0.0
7969,2024-11-05,069540,0,2,0.0,0.1329,-0.009,0.1021,1468,1233634,-1,0.0,1468,0,0.0075,7,-0.0361,29,-0.0007,0.0
7968,2024-11-05,065170,0,2,0.0135,0.2748,0.0045,0.1126,247,10904497,-1,0.0,247,3,0.0972,59,-0.0283,6,0.0891,0.0
7967,2024-11-05,043220,0,2,0.041,0.1875,0.0137,0.1348,581,2400167,-1,-0.0138,573,0,0.0017,1,-0.0396,11,-0.0086,0.0
7966,2024-11-05,039610,0,2,0.055,0.1974,0.0259,0.1791,10930,5481797,-1,0.0,10930,11,0.043,2,0.0,0,0.0091,0.0
7965,2024-11-05,035900,0,2,0.0051,0.1159,0.0051,0.1056,53900,1271364,-1,-0.0093,53400,4,0.0074,3,-0.0111,0,-0.0037,0.0
7964,2024-11-05,033100,0,2,0.0156,0.1128,-0.0039,0.1031,56700,450779,-1,-0.0053,56400,13,0.0088,10,-0.0123,0,-0.0035,0.0
7963,2024-11-05,030530,0,2,0.0397,0.1554,-0.0294,0.1036,3195,54408277,-1,-0.0063,3175,0,0.0219,46,-0.0219,58,-0.0203,0.0
7962,2024-11-05,023440,0,2,0.0017,0.1408,0.0017,0.1296,2005,1960711,-1,0.0,2005,3,0.0025,0,-0.0374,43,-0.0135,0.0
7961,2024-11-05,009730,0,2,-0.0007,0.26,-0.0053,0.1373,1706,18820611,-1,-0.0035,1700,0,0.0223,30,-0.0234,22,-0.0158,0.0
7960,2024-11-05,007390,0,2,0.0663,0.2982,0.0663,0.2982,21550,5574037,507,0.0046,21650,6,0.0742,3,-0.0209,0,0.0325,0.0
7959,2024-11-05,530106,2,1,-0.0009,0.1038,-0.0095,0.1038,30205,18730,-1,-0.0131,29810,0,-0.0012,24,-0.0169,1,-0.0079,0.0
7958,2024-11-05,306530,1,1,-0.0024,0.1025,-0.0091,0.1001,9065,53218,-1,0.0,9065,0,0.0,0,-0.0116,3,-0.011,0.0
7957,2024-11-05,291630,1,1,-0.0024,0.1051,-0.0098,0.1015,4505,77508,-1,-0.0111,4455,0,0.0011,16,-0.0144,0,-0.0111,0.0
7956,2024-11-05,278240,1,1,0.0005,0.1069,-0.0097,0.1031,10270,54400,-1,-0.0127,10140,0,0.0015,15,-0.017,2,-0.0146,0.0
7955,2024-11-05,233740,1,1,-0.0006,0.1056,-0.0084,0.1026,9135,44819448,-1,-0.0131,9015,0,0.0049,13,-0.0159,0,-0.0115,0.0
7954,2024-11-05,168490,0,1,0.0,0.2994,0.0,0.172,184,95698449,50,0.0217,188,0,0.1413,7,0.0109,45,0.0217,0.0
7953,2024-11-05,100220,0,1,0.0135,0.1703,0.0135,0.1484,6810,1331168,-1,0.0264,6990,1,0.0573,21,-0.0059,1,0.0073,-0.018608729540140145
7952,2024-11-05,084010,0,1,0.0,0.1664,0.0,0.1144,15000,573927,-1,-0.0007,14990,5,0.0,8,-0.0227,59,-0.0227,0.0
7951,2024-11-05,003350,0,1,0.029,0.1067,-0.0013,0.1067,84000,203357,-1,-0.006,83500,11,0.0095,26,-0.0119,1,-0.0036,0.0
7950,2024-11-05,003230,0,1,0.0077,0.15,-0.0019,0.1327,589000,192117,-1,0.0,589000,24,0.0136,53,-0.0153,14,0.0085,0.0
7949,2024-11-04,474170,0,2,-0.0122,0.2754,-0.0122,0.2362,10100,17275391,-1,0.0139,10240,1,0.0723,58,-0.0119,4,0.0683,0.053654206529243575
7948,2024-11-04,443250,0,2,0.0162,0.1986,0.0152,0.1297,11150,2638480,-1,-0.0036,11110,1,0.0332,3,-0.0036,0,0.0126,0.0
7947,2024-11-04,437730,0,2,-0.0191,0.2994,-0.0306,0.2994,10200,3588228,474,0.0343,10550,2,0.198,32,0.0108,3,0.1176,0.15
7946,2024-11-04,318160,0,2,0.0027,0.1199,0.0027,0.1173,4145,550769,-1,-0.0121,4095,0,0.0253,8,-0.0519,40,-0.0253,0.0
7945,2024-11-04,307870,0,2,0.0,0.2997,0.0,0.2569,1233,19735483,641,0.0057,1240,0,0.0462,16,-0.0292,58,-0.0268,0.0
7944,2024-11-04,298060,0,2,0.0,0.2995,0.0,0.2995,2430,970653,49,0.0288,2500,3,0.2222,17,0.0267,0,0.1214,0.15
7943,2024-11-04,221800,0,2,0.0138,0.1966,0.0138,0.1259,3265,3239169,-1,0.0061,3285,2,0.1057,12,0.0046,0,0.049,0.0
7942,2024-11-04,175140,0,2,-0.0034,0.2169,-0.0217,0.1963,5240,488518,-1,-0.0076,5200,1,0.042,7,-0.042,1,-0.0401,0.0
7941,2024-11-04,168360,0,2,-0.0095,0.1487,-0.0177,0.1487,8420,5006189,-1,0.0451,8800,3,0.0926,54,-0.0333,58,-0.0249,-0.05
7940,2024-11-04,082850,0,2,-0.0172,0.2178,-0.0172,0.1476,4005,55389575,-1,0.0861,4350,6,0.1011,0,0.0437,16,0.0612,-0.022926065739803048
7939,2024-11-04,058450,0,2,-0.0157,0.1499,-0.0447,0.1365,2540,158495,-1,0.0374,2635,0,0.0374,0,-0.0295,6,-0.0138,-0.05
