,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
2012,2024-10-22,043610,-0.004,0.189,-0.011,0.048,272,2,8131926,3981286,4054360,29504,41335,2385,-0.0,0.099,-0.034,1071614,0.137,0.08,93,203,94700,104200,2625,2410,-0.0819,지니뮤직
2011,2024-10-22,024740,0.049,0.184,0.046,0.104,20,0,13746891,7301621,6052285,22660,28519,2275,0.079,0.143,0.057,5556170,0.081,0.08,129,152,100500,101630,2605,2820,0.08253,한일단조
2010,2024-10-22,011300,-0.041,-0.041,-0.214,-0.089,0,21,9188343,5105315,3716633,3213,3270,469,0.0,0.098,-0.002,1213323,0.1,0.08,90,760,94530,153000,517,484,-0.06383,성안머티리얼스
2009,2024-10-21,900270,-0.016,0.016,-0.055,-0.044,23,150,17766233,10731503,6635561,19523,32714,348,-0.023,0.147,-0.034,15379152,0.122,0.08,90,760,94530,153000,400,374,-0.065,헝셩그룹
2008,2024-10-21,465480,0.667,0.767,0.277,0.318,8,735,20673892,11521848,8211489,265820,155572,15820,0.075,0.18,0.034,4226527,0.091,0.08,429,614,123500,140730,18700,20450,0.09358,인스피언
2007,2024-10-21,457550,-0.018,0.005,-0.074,-0.029,7,516,758413,420439,273269,5112,4246,17930,0.099,0.194,0.06,3368335,0.078,0.078,125,760,100300,153000,21450,21300,-0.00699,우진엔텍
2006,2024-10-21,209640,0.063,1.0,0.025,0.817,444,4,76722376,40434939,34387289,538011,484527,21800,-0.023,0.007,-0.085,4266238,0.1,0.08,290,302,112530,113130,22000,20200,-0.08182,와이제이링크
2005,2024-10-21,171120,-0.0,0.212,-0.007,0.063,386,1,7454444,4165390,3132030,26454,28660,2280,-0.015,0.127,-0.015,1768984,0.142,0.08,126,760,100330,153000,2575,2485,-0.03495,라이온켐텍
2004,2024-10-21,032580,0.034,0.231,0.016,0.157,278,17,57700246,30927836,25692700,62601,66204,1589,-0.009,0.03,-0.05,3546046,0.083,0.08,141,232,101100,105630,1639,1777,0.0842,피델릭스
2003,2024-10-18,109820,0.01,0.031,-0.022,0.004,12,94,271553,161542,102607,675,801,3505,0.011,0.107,-0.001,1284040,0.109,0.08,92,760,94630,153000,3885,3820,-0.01673,진매트릭스
2002,2024-10-18,084650,-0.007,0.011,-0.061,-0.057,439,756,12531362,7002229,4236383,14736,13848,3315,0.026,0.115,0.024,19152670,0.088,0.08,92,760,94630,153000,3700,3635,-0.01757,랩지노믹스
2001,2024-10-18,032300,0.005,0.057,-0.061,-0.019,329,51,3895263,1949287,1660131,29521,29670,20550,0.071,0.19,0.054,2350345,0.082,0.08,107,302,95400,113130,24500,22500,-0.08163,한국파마
2000,2024-10-18,024850,0.042,0.192,0.023,0.069,207,2,6703519,2967253,3666700,8456,9448,3035,0.0,0.12,-0.012,1781113,0.133,0.08,90,760,94530,153000,3405,3645,0.07048,HLB이노베이션
1999,2024-10-17,900270,-0.006,0.053,-0.039,-0.036,280,11,13751769,8350954,4982560,16683,29129,325,0.018,0.086,-0.003,6582033,0.09,0.08,98,247,94930,110400,354,387,0.09322,헝셩그룹
1998,2024-10-17,308430,0.693,0.79,0.275,0.377,50,628,22855966,12304892,9394123,241933,159308,20650,0.024,0.121,0.017,4092855,0.102,0.08,126,184,100330,103230,23200,25600,0.10345,셀비온
1997,2024-10-17,299660,0.0,0.281,-0.007,0.113,24,1,7729159,4193070,3298270,28323,31320,5370,-0.013,0.181,-0.028,3049123,0.089,0.08,301,760,113100,153000,6360,5930,-0.06761,셀리드
1996,2024-10-17,123840,0.028,0.296,0.0,0.296,61,0,8707274,3919382,3051544,1854,3716,280,0.036,0.064,-0.132,10158575,0.208,0.08,424,508,123230,131430,299,275,-0.08027,뉴온
1995,2024-10-17,095700,-0.014,0.299,-0.014,0.299,597,0,3912812,2112140,1655819,10374,9712,8170,0.004,0.004,-0.091,1776981,0.104,0.08,231,251,105600,110600,8220,9080,0.10462,제넥신
1994,2024-10-17,032580,-0.044,-0.01,-0.112,-0.112,0,760,3473297,2263077,859785,3609,2795,1301,0.032,0.144,0.024,6859748,0.118,0.08,171,667,102600,143400,1491,1372,-0.07981,피델릭스
1993,2024-10-17,032300,-0.002,0.299,-0.01,0.299,267,21,1344881,739529,489846,8778,7348,20950,0.005,0.036,-0.061,1031795,0.103,0.08,324,744,114230,151230,21750,20000,-0.08046,한국파마
1992,2024-10-17,024850,0.013,0.036,-0.007,0.025,61,2,529737,241531,267513,417,623,2840,0.042,0.132,0.023,1948264,0.107,0.08,155,760,101800,153000,3220,3035,-0.05745,HLB이노베이션
1991,2024-10-17,103590,-0.011,0.031,-0.022,0.002,90,3,500650,266323,203956,4213,2184,22450,0.049,0.149,0.047,1737717,0.098,0.08,706,760,145330,153000,25850,26100,0.00967,일진전기
1990,2024-10-16,452190,-0.0,0.046,-0.004,0.005,662,325,1266980,694108,460601,3475,4001,4950,0.016,0.115,0.016,3972693,0.097,0.08,264,663,111230,143200,5540,5100,-0.07942,한빛레이저
1989,2024-10-16,335890,0.005,0.076,-0.004,0.063,733,74,1049155,405798,542029,2802,2823,8930,-0.011,0.076,-0.02,2458929,0.098,0.08,95,760,94800,153000,9630,9670,0.00415,비올
1988,2024-10-16,246250,0.002,0.199,-0.064,0.193,751,334,5704347,2404555,2604913,8464,11059,3715,-0.054,-0.042,-0.117,1164701,0.085,0.08,630,760,141530,153000,3565,3415,-0.04208,에스엘에스바이오
1987,2024-10-16,163730,-0.003,0.02,-0.043,-0.027,301,675,885297,521593,332000,4365,3678,10970,0.008,0.13,-0.006,2653549,0.138,0.08,90,442,94530,124130,12420,11430,-0.07971,핑거
1986,2024-10-16,138610,0.047,0.053,-0.077,-0.0,1,435,3295841,1645905,1167545,15242,16522,23450,-0.008,0.064,-0.053,1040133,0.124,0.08,203,253,104200,110700,25000,22950,-0.082,나이벡
1985,2024-10-16,102370,-0.001,0.006,-0.031,-0.026,42,684,396152,267654,111265,1507,972,4710,-0.017,0.079,-0.017,1049716,0.097,0.08,99,760,95000,153000,5100,4765,-0.06569,케이옥션
1984,2024-10-15,456010,-0.009,0.008,-0.025,0.003,9,249,199865,114496,74806,915,898,7600,-0.007,0.121,-0.007,1069832,0.128,0.08,340,760,115030,153000,8540,8700,0.01874,아이씨티케이
1983,2024-10-15,380540,0.006,0.104,-0.001,0.056,90,0,1252010,678770,502018,1245,1296,1101,0.012,0.164,0.001,2871157,0.106,0.08,188,760,103430,153000,1284,1230,-0.04206,옵티코어
1982,2024-10-15,314930,-0.017,0.002,-0.056,-0.038,4,78,2034480,1170994,766514,8278,7371,20250,-0.01,0.067,-0.029,1356131,0.098,0.08,120,760,100030,153000,21650,22200,0.0254,바이오다인
1981,2024-10-15,115440,0.009,0.04,-0.003,0.001,144,758,577090,350166,197544,2228,1759,7830,0.0,0.1,0.0,1290902,0.1,0.08,433,760,123700,153000,8630,8190,-0.05098,우리넷
1980,2024-10-15,059210,0.02,0.02,-0.0,0.014,0,384,67084,24259,39205,176,165,3970,0.016,0.106,0.009,1740726,0.096,0.08,485,760,130300,153000,4395,4180,-0.04892,메타바이오메드
1979,2024-10-15,036000,0.169,0.281,0.11,0.189,525,105,18666951,9656585,8191980,37778,43408,3340,-0.115,-0.102,-0.202,3293585,0.126,0.08,250,259,110530,111000,3005,3385,0.12646,예림당
1978,2024-10-15,027710,0.008,0.02,-0.001,0.005,107,536,153952,44319,52544,182,457,1330,0.008,0.155,0.008,3033923,0.115,0.08,91,315,94600,113800,1539,1416,-0.07992,팜스토리
1977,2024-10-15,009780,-0.021,-0.011,-0.069,-0.024,0,272,1506129,690773,525768,2233,4234,6060,0.035,0.154,0.026,5529428,0.115,0.08,112,242,95630,110130,7010,6450,-0.07989,엠에스씨
1976,2024-10-15,007720,-0.036,0.1,-0.084,-0.077,16,749,35621329,19754725,14339427,28285,33034,1025,0.018,0.12,0.018,12678045,0.1,0.08,124,247,100230,110400,1150,1266,0.10087,대명소노시즌
1975,2024-10-15,003310,0.009,0.009,-0.004,-0.001,0,312,36789,17637,17273,124,126,1409,0.004,0.186,0.004,2381455,0.086,0.08,591,614,135600,140730,1674,1540,-0.08005,대주산업
1974,2024-10-15,002680,0.004,0.072,0.004,0.051,35,0,93373,32902,59741,127,167,745,-0.007,0.2,-0.007,1282520,0.073,0.073,111,124,95600,100230,896,962,0.07366,한탑
1973,2024-10-15,008040,0.0,0.004,-0.006,-0.001,10,240,107589,64311,41046,311,253,997,0.009,0.091,0.006,1277054,0.085,0.08,130,142,100530,101130,1090,1183,0.08532,사조동아원
1972,2024-10-15,004870,-0.063,-0.032,-0.157,-0.152,14,749,34955482,19491928,14448727,16829,18461,709,-0.011,0.006,-0.075,4491192,0.087,0.08,127,232,100400,105630,715,778,0.08811,티웨이홀딩스
1971,2024-10-14,295310,0.017,0.029,-0.036,-0.035,20,659,444033,298016,125347,3043,3731,16220,0.055,0.121,0.018,1044311,0.102,0.08,571,760,134600,153000,18220,17750,-0.0258,에이치브이엠
1970,2024-10-14,291650,0.006,0.299,-0.004,0.235,82,6,15521746,8943850,5654594,22565,29471,2970,-0.099,-0.037,-0.125,1241975,0.1,0.08,742,760,151130,153000,2865,2885,0.00698,압타머사이언스
1969,2024-10-14,161580,-0.005,0.022,-0.022,-0.012,361,73,577270,331496,226825,3958,2680,20000,0.012,0.182,0.012,2981345,0.089,0.08,213,760,104700,153000,23700,23150,-0.02321,필옵틱스
1968,2024-10-14,140430,-0.01,0.013,-0.039,-0.039,2,760,182514,133703,23251,490,320,3355,0.009,0.139,0.009,1233983,0.129,0.08,91,760,94600,153000,3825,3565,-0.06797,카티스
1967,2024-10-14,078150,0.016,0.03,-0.012,-0.012,5,703,1192240,668440,437583,963,1204,2480,0.002,0.085,0.002,2432175,0.082,0.08,634,760,141730,153000,2695,2725,0.01113,HB테크놀러지
1966,2024-10-14,064800,-0.008,-0.008,-0.092,-0.088,0,647,1290439,889011,365562,1904,1202,1398,-0.01,0.114,-0.024,1030263,0.141,0.08,179,760,103000,153000,1561,1606,0.02883,포니링크
1965,2024-10-14,033320,0.0,0.009,-0.011,-0.002,19,705,51647,36288,14057,231,188,3170,0.028,0.131,0.019,1046958,0.11,0.08,101,195,95100,103800,3590,3985,0.11003,제이씨현시스템
1964,2024-10-14,012030,-0.007,0.075,-0.007,0.016,292,0,1489224,860670,609318,2408,2634,1509,0.011,0.093,0.009,2195713,0.084,0.08,94,760,94730,153000,1653,1581,-0.04356,DB
1963,2024-10-14,009200,0.002,0.005,-0.019,-0.005,1,499,86935,60878,23244,237,314,2130,0.08,0.124,0.031,2307021,0.091,0.08,245,299,110300,113000,2400,2205,-0.08125,무림페이퍼
1962,2024-10-11,298380,0.015,0.047,-0.006,0.035,56,184,2457128,1128240,1246571,14447,21824,35100,0.001,0.134,-0.007,3488118,0.136,0.08,486,760,130330,153000,39850,40500,0.01631,에이비엘바이오
1961,2024-10-11,255220,0.018,0.105,0.013,0.094,46,0,6742923,2751316,3669149,6135,8715,2495,0.016,0.154,0.002,11084749,0.116,0.08,92,760,94630,153000,2885,2860,-0.00867,SG
1960,2024-10-11,207760,-0.0,0.01,-0.017,-0.017,0,714,293411,178441,82220,532,436,1417,0.035,0.157,0.035,6392914,0.113,0.08,110,760,95530,153000,1643,1539,-0.0633,미스터블루
1959,2024-10-11,106080,-0.002,0.299,-0.013,0.299,683,1,2558623,1244383,1292313,14057,14921,5980,0.054,0.194,0.049,1104091,0.077,0.077,505,522,131300,132130,7160,6610,-0.07682,하이소닉
1958,2024-10-11,067310,0.008,0.015,-0.04,-0.034,2,732,558669,404389,130882,3357,2028,11160,0.012,0.101,0.012,1192517,0.089,0.08,165,760,102300,153000,12310,12110,-0.01625,하나마이크론
1957,2024-10-11,039560,0.008,0.04,0.008,0.013,29,0,98152,44531,48788,260,373,3160,0.03,0.19,0.019,4618087,0.083,0.08,94,399,94730,122000,3765,3460,-0.08101,다산네트웍스
1956,2024-10-10,452190,0.004,0.013,-0.026,-0.016,38,458,675702,420082,209690,1669,1412,4810,0.031,0.131,0.031,4523867,0.097,0.08,141,760,101100,153000,5460,5320,-0.02564,한빛레이저
1955,2024-10-10,322780,0.006,0.211,0.002,0.075,286,0,45983916,24668956,20603435,55896,63319,1185,-0.008,0.094,-0.008,6280154,0.103,0.08,97,760,94900,153000,1298,1249,-0.03775,코퍼스코리아
1954,2024-10-10,225190,-0.018,0.256,-0.018,0.192,363,0,55167885,27899108,26117004,64421,78797,2610,0.015,0.111,-0.006,14191291,0.118,0.08,102,760,95130,153000,2905,2745,-0.05508,LK삼양
1953,2024-10-10,087010,0.196,0.299,0.172,0.254,44,7,5893828,2933833,2586171,47255,45876,61000,0.041,0.187,-0.007,2417668,0.084,0.08,94,760,94730,153000,72600,73200,0.00826,펩트론
1952,2024-10-10,081150,-0.024,-0.0,-0.024,-0.015,6,0,22791,10275,9810,74,103,2700,0.0,0.181,0.0,1311317,0.09,0.08,698,760,144930,153000,3195,3180,-0.00469,티플랙스
1951,2024-10-10,051980,-0.0,0.056,-0.023,0.024,100,1,3575921,1817603,1672184,11836,12703,12480,0.055,0.155,0.025,4054056,0.115,0.08,91,760,94600,153000,14440,14840,0.0277,중앙첨단소재
1950,2024-10-10,011300,0.002,0.007,-0.068,-0.03,0,87,747159,499604,233112,516,442,525,0.032,0.118,0.019,1190120,0.097,0.08,-1,-1,-1,-1,589,-1,-1.0,성안머티리얼스
1949,2024-10-10,009420,-0.005,0.023,-0.01,0.003,62,9,405145,205091,171634,3727,3460,38800,0.017,0.099,0.009,1699669,0.089,0.08,94,760,94730,153000,42700,42700,0.0,한올바이오파마
1948,2024-10-10,002760,-0.005,0.299,-0.007,0.299,669,3,25421710,14337565,10456543,25670,26827,1316,0.1,0.188,0.079,25463408,0.084,0.08,374,760,120730,153000,1566,1618,0.03321,보락
1947,2024-10-08,323280,-0.021,0.007,-0.095,-0.086,27,619,1767894,1041823,648502,15359,10496,30800,0.039,0.136,0.026,1129631,0.108,0.08,184,760,103230,153000,35050,37600,0.07275,태성
1946,2024-10-08,322780,0.15,0.23,0.011,0.037,611,263,46031650,24743735,20081599,50408,59438,1102,0.006,0.167,0.002,11752533,0.104,0.08,93,669,94700,143500,1288,1185,-0.07997,코퍼스코리아
1945,2024-10-08,225190,-0.002,0.018,-0.045,-0.005,8,412,4868544,2633458,1897083,9582,12489,2190,-0.018,0.183,-0.018,14404256,0.089,0.08,106,760,95330,153000,2595,2610,0.00578,LK삼양
1944,2024-10-08,032580,-0.0,0.3,-0.017,0.3,730,25,23508647,12139117,11059233,23395,25108,1508,0.043,0.137,0.031,29648336,0.104,0.08,188,756,103430,151830,1718,1580,-0.08033,피델릭스
1943,2024-10-07,900270,0.029,0.132,0.013,0.055,12,0,37641739,20639626,16184653,22911,31443,401,0.003,0.122,0.003,21060379,0.119,0.08,699,718,145000,145930,451,506,0.12195,헝셩그룹
1942,2024-10-07,452200,-0.017,-0.001,-0.036,-0.029,11,47,233919,158286,59114,1416,1451,7270,0.032,0.122,0.011,1638850,0.11,0.08,104,760,95230,153000,8180,7860,-0.03912,민테크
1941,2024-10-07,288330,0.0,0.066,-0.025,0.062,745,37,1440665,590444,781251,2738,2909,4435,0.029,0.184,0.027,2727145,0.086,0.08,153,646,101700,142330,5270,4845,-0.08065,브릿지바이오테라퓨틱
1940,2024-10-07,214680,-0.007,0.02,-0.015,0.002,184,34,531083,255223,249249,702,1182,2970,0.037,0.128,0.017,3820150,0.109,0.08,123,760,100200,153000,3355,3275,-0.02385,디알텍
1939,2024-10-07,000440,0.109,0.299,0.058,0.299,590,13,3625733,1900348,1646516,26885,30191,28000,-0.002,0.077,-0.007,1634241,0.085,0.08,150,760,101530,153000,30200,28400,-0.0596,중앙에너비스
1938,2024-10-07,489790,-0.043,0.025,-0.07,0.012,342,27,8744448,3652859,4386581,30667,55488,34500,0.006,0.141,-0.012,5448539,0.13,0.08,114,760,95730,153000,39400,36950,-0.06218,한화인더스트리얼솔루
1937,2024-10-04,373110,-0.037,-0.006,-0.073,-0.019,279,44,1283458,674272,502511,4844,4790,8060,-0.0,0.096,-0.007,3636350,0.104,0.08,182,760,103130,153000,8850,8410,-0.04972,엑셀세라퓨틱스
1936,2024-10-04,322780,0.0,0.135,-0.01,0.073,318,6,1506150,777669,647639,2006,2059,818,-0.007,0.142,-0.007,1187177,0.127,0.08,91,106,94600,95330,936,1056,0.12821,코퍼스코리아
1935,2024-10-04,227100,0.111,0.3,0.023,0.3,681,36,4931541,2762847,1969385,3859,4038,1300,0.049,0.1,-0.052,3255387,0.16,0.08,672,754,143630,151730,1432,1317,-0.08031,퀀텀온
1934,2024-10-04,225190,-0.014,0.177,-0.014,0.055,577,0,18718876,9437300,8684575,25582,30911,2000,0.035,0.097,-0.008,5475558,0.107,0.08,127,760,100400,153000,2200,2200,0.0,LK삼양
1933,2024-10-04,049180,-0.0,0.299,-0.025,0.299,176,3,18813343,10309664,8311059,30705,30827,3840,0.042,0.133,0.003,18765632,0.13,0.08,92,409,94630,122500,4355,4005,-0.08037,셀루메드
1932,2024-10-04,489790,-0.036,0.059,-0.08,0.024,597,72,10956588,4445037,5502534,48147,62968,34100,-0.043,0.019,-0.07,3799924,0.096,0.08,339,760,115000,153000,34800,34500,-0.00862,한화인더스트리얼솔루
1931,2024-10-04,011300,0.004,0.011,-0.056,-0.022,206,74,552488,322747,205892,361,371,528,-0.051,-0.006,-0.081,1004863,0.082,0.08,697,760,144900,153000,527,519,-0.01518,성안머티리얼스
1930,2024-10-02,900270,-0.01,0.298,-0.056,0.298,481,16,135913392,63775187,65231985,38009,52786,392,-0.048,0.148,-0.061,50874575,0.121,0.08,100,413,95030,122700,451,415,-0.07982,헝셩그룹
1929,2024-10-02,388790,0.001,0.056,-0.021,0.031,536,64,2819541,932517,723566,3263,3012,3875,0.037,0.139,0.019,11997007,0.118,0.08,159,760,102000,153000,4420,4750,0.07466,라이콤
1928,2024-10-02,351870,0.065,0.234,-0.136,-0.007,593,105,13377254,6884147,6054717,91375,98923,22100,-0.075,0.124,-0.077,2257979,0.145,0.08,101,217,95100,104900,24900,22900,-0.08032,차이커뮤니케이션
1927,2024-10-02,289220,0.017,0.146,0.01,0.017,43,755,9344807,4812918,4244357,45127,45653,8560,-0.007,0.063,-0.021,1209356,0.086,0.08,105,746,95300,151330,9120,8390,-0.08004,자이언트스텝
1926,2024-10-02,199480,0.086,0.289,0.072,0.144,707,5,15001422,7839027,6686452,71526,82027,9230,-0.028,0.062,-0.032,1678546,0.097,0.08,191,524,103600,132230,9820,9030,-0.08045,뱅크웨어글로벌
1925,2024-10-02,085670,-0.006,0.024,-0.046,-0.046,31,760,3696759,2139738,1206643,9026,7626,6400,-0.019,0.073,-0.028,2532532,0.105,0.08,123,760,100200,153000,6890,6390,-0.07257,뉴프렉스
1924,2024-10-02,043090,0.0,0.282,-0.079,0.155,91,4,19667205,10254962,9012219,14996,21612,581,0.01,0.093,-0.009,2538083,0.102,0.08,702,726,145130,150330,637,703,0.10361,더테크놀로지
1923,2024-10-02,032800,-0.0,-0.0,-0.03,-0.024,0,631,860812,639829,201762,242,399,164,-0.0,0.079,-0.012,1515709,0.093,0.08,233,760,105700,153000,178,167,-0.0618,판타지오
1922,2024-10-02,119650,0.0,0.056,-0.052,0.013,695,7,713889,363737,324830,742,606,561,0.039,0.143,-0.005,1721670,0.126,0.08,238,760,105930,153000,643,627,-0.02488,KC코트렐
1921,2024-10-02,019490,0.063,0.157,-0.006,0.004,180,14,3996637,2225731,1681164,9960,11334,3990,-0.018,0.09,-0.03,1039654,0.124,0.08,108,760,95430,153000,4355,4315,-0.00918,하이트론
1920,2024-09-30,900270,0.063,0.195,-0.007,0.052,170,74,82958692,43197157,37555122,23729,33184,302,-0.01,0.113,-0.056,14209639,0.156,0.08,314,481,113730,130100,337,391,0.16024,헝셩그룹
1919,2024-09-30,439580,0.033,0.037,-0.013,0.013,6,717,1176436,669330,415523,5639,5807,23300,-0.017,0.122,-0.043,3776987,0.147,0.08,120,760,100030,153000,26200,24300,-0.07252,블루엠텍
1918,2024-09-30,351870,0.051,0.299,-0.206,0.299,221,17,8307774,4076735,3775482,57720,58105,22250,0.065,0.121,-0.117,2305180,0.148,0.08,504,648,131230,142430,25000,22950,-0.082,차이커뮤니케이션
1917,2024-09-30,220100,0.0,0.002,-0.039,-0.035,0,167,392380,272328,106177,2659,1583,24600,0.057,0.104,-0.049,1160554,0.16,0.08,511,760,131600,153000,27200,27000,-0.00735,퓨쳐켐
1916,2024-09-30,218150,0.031,0.206,0.011,0.111,654,2,19094640,9719441,8823840,39793,43296,4700,0.006,0.121,-0.014,4025657,0.137,0.08,97,760,94900,153000,5290,5130,-0.03025,미래생명자원
1915,2024-09-30,180400,0.0,0.0,-0.053,-0.037,0,349,1523461,1001648,455695,2292,3361,2700,-0.009,0.083,-0.009,2595520,0.093,0.08,99,760,95000,153000,2930,2800,-0.04437,DXVX
1914,2024-09-30,109820,0.077,0.12,-0.105,-0.087,21,758,5274768,3103600,1823912,13195,13762,3425,0.001,0.158,-0.029,2643459,0.113,0.08,105,760,95300,153000,3970,3980,0.00252,진매트릭스
1913,2024-09-30,064850,-0.202,-0.161,-0.299,-0.299,8,117,2706327,1378065,1041401,9766,13009,18900,-0.157,-0.09,-0.174,1782527,0.101,0.08,97,223,94900,105200,17220,15840,-0.08014,에프앤가이드
1912,2024-09-27,900270,0.03,0.08,-0.103,-0.043,208,114,76879625,40565648,30111289,18091,24325,287,0.063,0.087,-0.007,12081936,0.095,0.08,127,760,100400,153000,313,302,-0.03514,헝셩그룹
1911,2024-09-27,472850,-0.0,0.296,-0.0,0.259,644,0,3947690,1729875,2053242,9678,10755,7150,0.003,0.113,0.003,1612370,0.11,0.08,204,760,104230,153000,7980,7810,-0.0213,폰드그룹
1910,2024-09-27,354200,0.01,0.016,-0.028,0.001,13,62,897593,455142,301749,2098,1854,3820,-0.194,-0.097,-0.211,1380582,0.144,0.08,131,760,100600,153000,3455,3535,0.02315,엔젠바이오
1909,2024-09-27,314930,0.01,0.147,0.01,0.1,461,0,5276887,2344545,2403927,26053,34442,17710,0.067,0.157,0.067,5801022,0.085,0.08,267,443,111400,124200,20550,22350,0.08759,바이오다인
1908,2024-09-27,227100,0.028,0.278,-0.095,0.14,653,60,53999915,28299457,23107314,57302,58889,1445,-0.057,-0.0,-0.089,3734822,0.098,0.08,90,139,94530,101000,1447,1331,-0.08017,퀀텀온
1907,2024-09-27,058850,0.0,0.021,-0.002,0.013,751,0,386687,145989,150734,439,691,2715,0.018,0.101,0.015,3731555,0.085,0.08,136,760,100830,153000,2995,2945,-0.01669,KTcs
1906,2024-09-27,023960,0.01,0.067,-0.009,0.049,579,78,581593,197940,371044,528,853,1750,0.006,0.141,0.006,1332918,0.129,0.08,480,569,130030,134500,2000,2260,0.13,에쓰씨엔지니어링
1905,2024-09-27,002140,-0.013,-0.002,-0.03,-0.022,16,282,220153,120040,74849,436,425,2630,0.027,0.114,0.013,1059641,0.099,0.08,189,230,103500,105530,2935,3230,0.10051,고려산업
1904,2024-09-26,900270,0.061,0.299,0.056,0.299,26,0,28482123,16671111,8256336,2977,2995,300,0.03,0.067,-0.077,28153207,0.155,0.08,208,234,104430,105730,321,295,-0.081,헝셩그룹
1903,2024-09-26,464500,-0.018,-0.004,-0.154,-0.153,1,721,3840754,2247143,1386275,13364,29402,9400,-0.018,0.197,-0.024,4482146,0.076,0.076,105,188,95300,103430,11270,10410,-0.07631,아이언디바이스
1902,2024-09-26,378800,-0.01,0.0,-0.093,-0.091,4,350,7226103,4550463,2411227,14564,14262,4360,0.005,0.062,-0.029,1851011,0.093,0.08,186,760,103330,153000,4635,4400,-0.0507,샤페론
1901,2024-09-26,253590,0.012,0.055,0.004,0.007,26,719,691726,366932,302458,2489,2580,8620,0.061,0.167,0.034,1982901,0.103,0.08,103,662,95200,143130,10080,11130,0.10417,네오셈
1900,2024-09-26,180400,-0.011,-0.005,-0.082,-0.08,27,730,1287059,879565,353603,2135,4234,2925,-0.118,-0.029,-0.125,3102351,0.109,0.08,695,760,144800,153000,2845,2805,-0.01406,DXVX
1899,2024-09-26,161580,0.016,0.016,-0.024,-0.02,0,721,474233,284493,161263,3631,2806,18770,0.025,0.127,0.021,1499300,0.104,0.08,95,760,94800,153000,21200,20550,-0.03066,필옵틱스
1898,2024-09-26,085670,0.0,0.047,-0.003,0.008,391,16,530397,269076,244873,1248,1237,4930,0.083,0.136,0.008,1226449,0.127,0.08,132,760,100630,153000,5620,5960,0.0605,뉴프렉스
1897,2024-09-26,062970,-0.0,0.004,-0.031,-0.015,13,143,352611,199838,146297,611,610,2245,-0.178,-0.122,-0.258,1209276,0.182,0.08,345,760,115300,153000,1973,2110,0.06944,피피아이
1896,2024-09-25,900250,0.001,0.007,-0.007,0.006,1,414,198558,111362,81673,223,575,867,0.031,0.129,0.031,2372526,0.095,0.08,93,169,94700,102500,981,1075,0.09582,크리스탈신소재
1895,2024-09-25,411080,0.105,0.197,0.041,0.169,695,189,13318329,6652785,5795883,51391,55611,10420,0.018,0.194,0.017,10137255,0.079,0.079,218,666,104930,143330,12460,11480,-0.07865,샌즈랩
1894,2024-09-25,408900,-0.004,0.298,-0.004,0.298,715,0,6626009,3255942,3143883,14292,16744,3070,0.024,0.142,0.0,3622276,0.128,0.08,90,728,94530,150430,3510,3225,-0.0812,스튜디오미르
1893,2024-09-25,323280,0.011,0.064,-0.017,0.052,502,208,673597,307513,345494,3666,4888,18090,0.008,0.183,0.008,1297960,0.088,0.08,110,760,95530,153000,21450,22050,0.02797,태성
1892,2024-09-25,168360,0.005,0.168,-0.006,0.05,118,7,3486172,1904848,1466294,12052,13255,4305,0.02,0.194,0.02,2252023,0.076,0.076,122,137,100130,100900,5160,5560,0.07752,펨트론
1891,2024-09-25,082850,-0.02,-0.013,-0.036,-0.032,13,30,2964251,1716975,906102,4515,4866,4790,-0.0,0.092,-0.013,10379927,0.106,0.08,634,760,141730,153000,5250,4980,-0.05143,우리바이오
1890,2024-09-25,019570,-0.008,-0.007,-0.299,-0.298,5,624,12267161,7699408,4105713,6186,5416,500,-0.02,0.106,-0.06,2654749,0.162,0.08,96,232,94830,105630,555,511,-0.07928,플루토스
1889,2024-09-24,900300,-0.053,-0.011,-0.128,-0.117,23,98,58109184,33569223,21307120,15139,36545,83,0.0,0.181,0.0,44414792,0.082,0.08,90,415,94530,122800,99,91,-0.08081,오가닉티코스메틱
1888,2024-09-24,006740,-0.013,0.026,-0.046,0.02,759,12,1518779,637790,802338,1566,2525,1441,0.001,0.076,-0.004,2081511,0.08,0.08,196,265,103830,111300,1553,1679,0.08113,영풍제지
1887,2024-09-23,469750,0.01,0.018,-0.046,0.018,760,520,3190643,1484973,1014054,2440,3797,2525,0.002,0.077,-0.006,3077929,0.084,0.08,166,760,102330,153000,2725,2585,-0.05138,아이비젼웍스
1886,2024-09-23,354200,0.015,0.3,0.012,0.3,170,7,1663152,789699,786628,3677,3896,3380,0.003,0.098,-0.071,3034338,0.174,0.08,138,624,100930,141230,3715,4365,0.17497,엔젠바이오
1885,2024-09-23,306620,0.014,0.024,-0.017,0.012,7,624,469303,262858,160494,579,733,2110,0.009,0.149,-0.005,3270601,0.12,0.08,90,412,94530,122630,2430,2235,-0.08025,네온테크
1884,2024-09-23,082270,0.02,0.27,-0.015,0.147,124,9,7482701,3997311,3267732,43734,46951,15180,0.004,0.109,-0.002,1049225,0.112,0.08,382,760,121130,153000,16870,15990,-0.05216,젬백스
