,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
762,2024-03-04,042700,-0.027,-0.016,-0.062,-0.059,4,756,2626807,1592081,863816,29075,30937,84800,0.037,0.152,0.032,3562167,0.117,0.08,90,760,94530,153000,97900,95400,-0.02554,한미반도체
761,2024-03-04,009310,0.03,0.048,-0.084,-0.081,0,300,3853662,2546885,1101502,3148,4715,590,-0.009,0.007,-0.07,1125212,0.082,0.08,146,760,101330,153000,596,569,-0.0453,참엔지니어링
760,2024-03-04,001380,-0.006,0.297,-0.025,0.128,497,92,19321965,10006464,8897941,50760,59761,1644,0.002,0.182,0.002,4947143,0.089,0.08,306,760,113330,153000,1947,1942,-0.00257,SG글로벌
759,2024-02-29,073010,0.0,0.299,-0.014,0.113,722,7,4635607,2410978,1945084,9410,11557,3535,-0.041,0.126,-0.061,2013332,0.144,0.08,310,760,113530,153000,3985,3670,-0.07905,케이에스피
758,2024-02-29,059270,-0.031,0.028,-0.3,-0.3,8,477,1978861,1074470,868873,6471,6679,12290,-0.047,-0.044,-0.234,1260016,0.249,0.08,151,760,101600,153000,11770,12300,0.04503,해성티피씨
757,2024-02-29,039980,0.007,0.01,-0.05,-0.034,1,699,2609267,1543080,979038,2653,2362,1689,0.071,0.178,0.068,5341472,0.094,0.08,140,760,101030,153000,1992,1853,-0.06978,리노스
756,2024-02-29,006220,-0.019,0.109,-0.019,0.069,572,0,3822318,2018727,1670266,14485,14380,11920,-0.011,0.044,-0.039,1064217,0.087,0.08,107,760,95400,153000,12470,12090,-0.03047,제주은행
755,2024-02-28,339950,-0.014,0.099,-0.067,-0.022,694,393,15478568,7766723,7066880,15461,16920,2420,-0.014,0.078,-0.023,3812897,0.104,0.08,203,226,104200,105330,2615,2405,-0.08031,아이비김영
754,2024-02-28,294630,-0.021,-0.018,-0.118,-0.088,9,684,5336533,3025654,2192211,11638,14666,6970,0.024,0.11,-0.0,3623299,0.11,0.08,111,279,95600,112000,7760,7140,-0.0799,서남
753,2024-02-28,294140,0.0,0.042,-0.032,-0.013,3,366,270871,187549,76036,940,696,2335,-0.223,-0.186,-0.299,2128481,0.161,0.08,172,236,102630,105830,1903,1751,-0.07987,레몬
752,2024-02-28,270520,-0.008,0.025,-0.051,-0.045,24,743,4139006,2157193,1275249,3870,4032,2325,0.09,0.114,0.03,3118640,0.081,0.08,135,343,100800,115200,2595,2810,0.08285,지오릿에너지
751,2024-02-28,256840,0.0,0.0,-0.028,-0.016,0,287,574107,332611,227481,1069,1559,4000,0.009,0.178,0.0,5163909,0.094,0.08,194,760,103730,153000,4715,4555,-0.03393,한국비엔씨
750,2024-02-28,104200,0.016,0.016,-0.016,-0.008,0,376,53315,33347,18518,297,180,4325,0.0,0.2,-0.002,3183105,0.071,0.071,142,611,101130,140600,5210,4840,-0.07102,NHN벅스
749,2024-02-28,101490,0.0,0.005,-0.026,-0.026,0,390,192301,112886,67156,2079,1577,38050,0.022,0.197,0.021,1148307,0.076,0.076,184,760,103230,153000,45600,44650,-0.02083,에스앤에스텍
748,2024-02-28,083640,-0.0,0.05,-0.012,0.038,671,62,490744,182484,287616,261,519,514,0.0,0.146,-0.004,2731729,0.122,0.08,200,281,104030,112100,591,544,-0.07953,인콘
747,2024-02-28,065350,-0.032,0.032,-0.05,0.015,74,41,1384203,714933,620120,25291,25780,133000,0.034,0.15,0.011,1520498,0.119,0.08,97,265,94900,111300,153300,141000,-0.08023,신성델타테크
746,2024-02-28,064800,-0.006,0.104,-0.048,0.054,354,11,6028566,2872029,3006123,7380,8260,2730,-0.0,0.086,-0.035,1942070,0.125,0.08,186,760,103330,153000,2970,3100,0.04377,젬백스링크
745,2024-02-28,047310,-0.017,-0.002,-0.068,-0.055,74,690,1731010,970051,716737,6156,5496,11510,0.03,0.116,0.016,1169914,0.097,0.08,94,356,94730,115830,12860,11830,-0.08009,파워로직스
744,2024-02-28,036930,0.002,0.061,-0.006,0.039,554,1,2453146,1004369,1401493,13660,31232,35100,-0.011,0.137,-0.027,2494177,0.133,0.08,100,760,95030,153000,39950,40000,0.00125,주성엔지니어링
743,2024-02-28,012450,0.005,0.139,0.005,0.078,256,0,4109626,2161116,1865950,97291,82655,179100,0.006,0.088,0.006,1243797,0.082,0.08,99,760,95000,153000,195100,194500,-0.00308,한화에어로스페이스
742,2024-02-28,009310,0.0,0.0,-0.079,-0.051,0,70,2684933,1544324,1099572,1060,1717,580,0.0,0.112,-0.002,2972537,0.114,0.08,96,760,94830,153000,647,642,-0.00773,참엔지니어링
741,2024-02-28,004840,0.0,0.299,0.0,0.299,332,0,7263298,3517584,3673659,20115,25648,7470,-0.003,0.024,-0.084,2166269,0.118,0.08,397,656,121900,142830,7670,7060,-0.07953,DRB동일
740,2024-02-27,307750,-0.003,0.002,-0.01,-0.01,45,576,110601,80966,22756,275,220,5740,0.009,0.104,0.009,1301515,0.095,0.08,120,170,100030,102530,6360,6970,0.09591,국전약품
739,2024-02-27,270660,-0.011,-0.011,-0.299,-0.299,0,6,1205831,259207,755277,1498,18099,38900,-0.157,-0.117,-0.235,3412752,0.155,0.08,353,483,115700,130200,34400,31600,-0.0814,에브리봇
738,2024-02-27,235980,0.011,0.096,0.001,0.049,65,4,2341832,1248331,1040987,10412,11103,13840,-0.008,0.077,-0.022,1030023,0.102,0.08,95,760,94800,153000,14930,15110,0.01206,메드팩토
737,2024-02-27,214270,-0.002,0.015,-0.022,-0.013,16,696,319192,179968,122624,567,575,2725,0.095,0.167,0.05,5859270,0.104,0.08,96,524,94830,132230,3185,2925,-0.08163,FSN
736,2024-02-27,138360,-0.001,-0.0,-0.101,-0.094,14,71,1651169,887562,641701,1732,2193,1059,-0.0,0.151,-0.003,1436282,0.119,0.08,130,692,100530,144630,1221,1123,-0.08026,협진
735,2024-02-27,114190,-0.003,0.073,-0.018,0.064,569,2,293835,112748,157162,2028,2699,16860,0.056,0.148,0.033,1137558,0.111,0.08,541,760,133100,153000,19380,19490,0.00568,강원에너지
734,2024-02-27,066790,-0.054,0.029,-0.157,-0.121,399,137,44492565,25127758,18259522,53465,67157,5080,-0.052,-0.02,-0.111,9238744,0.103,0.08,116,304,95830,113230,4985,4585,-0.08024,씨씨에스
733,2024-02-27,452260,-0.025,0.008,-0.043,-0.04,531,93,8689663,5021476,3000946,6124,6707,1475,0.001,0.078,-0.013,10635532,0.092,0.08,97,760,94900,153000,1593,1511,-0.05148,한화갤러리아
732,2024-02-27,450140,-0.013,0.212,-0.04,0.096,635,16,38859134,19703787,18387835,99805,110705,4205,-0.025,0.15,-0.03,14450326,0.121,0.08,90,739,94530,151000,4840,4450,-0.08058,코오롱모빌리티그룹
731,2024-02-27,015590,0.007,0.027,-0.017,-0.012,68,662,5393642,3247932,1972368,2080,3942,401,-0.005,0.127,-0.01,10911027,0.139,0.08,343,572,115200,134630,453,417,-0.07947,KIB플러그에너지
730,2024-02-27,012450,0.012,0.091,0.011,0.079,742,0,1627666,665744,926076,29406,44561,166200,0.005,0.105,0.005,1314128,0.1,0.08,190,760,103530,153000,184000,179100,-0.02663,한화에어로스페이스
729,2024-02-26,291230,0.07,0.172,0.048,0.049,3,759,8259995,4466889,3579217,20370,23972,3535,0.025,0.116,0.025,2974161,0.088,0.08,124,760,100230,153000,3950,3740,-0.05316,엔피
728,2024-02-26,245620,0.002,0.298,-0.01,0.298,587,70,39938590,22612718,15390584,13072,13865,536,0.065,0.2,-0.041,29188898,0.072,0.072,91,760,94600,153000,645,620,-0.03876,EDGC
727,2024-02-26,217620,0.0,0.094,-0.054,0.033,78,11,6178980,3712969,2339008,2626,2845,569,-0.003,0.093,-0.007,2104663,0.101,0.08,130,402,100530,122130,624,688,0.10256,디딤이앤에프
726,2024-02-26,177350,0.061,0.262,-0.142,0.15,464,5,131066168,67380972,58559605,52320,64023,811,-0.001,0.078,-0.02,13207554,0.099,0.08,175,760,102800,153000,876,840,-0.0411,베셀
725,2024-02-26,123570,-0.001,0.029,-0.023,0.029,760,67,500008,116368,99855,571,612,3560,0.025,0.121,0.011,3573695,0.108,0.08,108,650,95430,142530,3995,3675,-0.0801,이엠넷
724,2024-02-26,068100,-0.081,-0.069,-0.292,-0.276,4,740,6006590,3504366,2232032,32386,34474,12020,0.029,0.052,-0.048,1176788,0.105,0.08,142,221,101130,105100,12660,14000,0.10585,케이웨더
723,2024-02-26,066790,0.115,0.225,0.029,0.057,6,132,49491821,26594919,20987182,58491,71295,5780,-0.054,-0.04,-0.13,8259321,0.103,0.08,361,708,120100,145430,5570,5120,-0.08079,씨씨에스
722,2024-02-26,043100,0.0,0.294,-0.006,0.041,177,0,38662767,20442175,17406532,20634,29937,507,-0.004,-0.004,-0.083,1491962,0.086,0.08,519,760,132000,153000,507,500,-0.01381,솔고바이오
721,2024-02-23,445090,0.137,0.204,0.044,0.156,693,76,8006591,3830287,3821251,66243,79027,60000,0.073,0.103,0.017,2498822,0.085,0.08,670,682,143530,144130,66400,72200,0.08735,에이직랜드
720,2024-02-23,317330,0.0,0.002,-0.133,-0.124,0,152,2162742,1371230,711045,16443,12213,26050,0.036,0.106,0.017,1275412,0.087,0.08,346,760,115330,153000,28850,28200,-0.02253,덕산테코피아
719,2024-02-23,270520,-0.0,0.015,-0.029,-0.028,180,3,1093032,765087,296884,1581,1107,1964,0.067,0.171,0.026,4201547,0.099,0.08,414,621,122730,141100,2305,2535,0.09978,지오릿에너지
718,2024-02-23,235980,-0.024,0.01,-0.072,-0.046,57,629,1241804,822365,373229,5600,4133,11370,0.011,0.114,-0.015,1069124,0.131,0.08,97,760,94900,153000,12690,13190,0.0394,메드팩토
717,2024-02-23,177350,0.007,0.298,-0.018,0.298,607,31,44864361,20584755,23477015,16537,22400,705,0.061,0.085,-0.142,29000989,0.186,0.08,419,760,123000,153000,767,811,0.05737,베셀
716,2024-02-23,138360,0.152,0.199,-0.12,-0.117,5,759,10635467,6022995,3613764,16458,18858,1044,0.0,0.146,-0.05,2633859,0.124,0.08,178,511,102930,131600,1198,1102,-0.08013,협진
715,2024-02-23,087010,0.0,0.018,-0.032,0.012,741,520,310454,186368,113415,2135,1966,25300,0.0,0.162,-0.016,1598333,0.108,0.08,234,760,105730,153000,29450,29350,-0.0034,펩트론
714,2024-02-23,047080,-0.019,0.07,-0.019,0.053,658,0,953581,421565,496802,1363,1828,3250,-0.172,-0.152,-0.245,2081742,0.122,0.08,588,760,135430,153000,2760,2690,-0.02536,한빛소프트
713,2024-02-23,033230,0.082,0.086,-0.039,-0.035,0,316,27802971,15467234,10968206,43687,48290,5170,0.0,0.062,-0.044,5519594,0.111,0.08,251,760,110600,153000,5510,5190,-0.05808,인성정보
712,2024-02-23,032620,0.071,0.187,-0.01,0.028,542,370,24297861,12590805,11106455,42095,52711,6220,-0.014,0.082,-0.027,4345377,0.112,0.08,133,521,100700,132100,6750,7520,0.11407,유비케어
711,2024-02-23,084690,-0.005,0.021,-0.033,-0.022,18,668,933713,638751,247742,3000,2267,11400,0.019,0.096,0.013,1673895,0.082,0.08,114,760,95730,153000,12520,12110,-0.03275,대상홀딩스
710,2024-02-22,445090,-0.027,0.062,-0.035,0.042,443,52,1229154,495162,512967,7804,9396,51900,0.137,0.152,0.044,1294843,0.103,0.08,141,760,101100,153000,60000,60000,0.0,에이직랜드
709,2024-02-22,394280,-0.028,0.147,-0.035,0.08,192,43,6826209,3466479,3193596,44835,48123,32350,0.046,0.08,-0.014,1827229,0.096,0.08,468,760,125430,153000,35000,35000,0.0,오픈엣지테크놀로지
708,2024-02-22,323230,0.0,0.028,-0.299,-0.299,11,612,14100448,3832540,9150353,3061,6410,899,0.042,0.045,-0.061,3514130,0.113,0.08,176,760,102830,153000,941,934,-0.00744,엠에프엠코리아
707,2024-02-22,281740,-0.011,0.021,-0.026,0.002,160,11,621485,317195,282908,5557,4679,18780,0.004,0.102,-0.004,1061144,0.106,0.08,95,760,94800,153000,20750,21100,0.01687,레이크머티리얼즈
706,2024-02-22,217620,-0.019,0.035,-0.047,-0.014,630,0,2451872,1371275,1000640,1124,1489,507,0.024,0.17,0.02,5345291,0.099,0.08,355,760,115800,153000,595,551,-0.07395,디딤이앤에프
705,2024-02-22,161580,0.009,0.28,0.004,0.247,756,5,16383528,8128691,7662428,56679,62390,12110,0.045,0.108,-0.007,7156942,0.116,0.08,95,311,94800,113600,13440,12360,-0.08036,필옵틱스
704,2024-02-22,066790,-0.041,0.298,-0.076,0.093,618,697,144507499,71949611,67161553,153991,186484,5500,0.016,0.045,-0.036,14083174,0.085,0.08,96,298,94830,112930,5770,6270,0.08666,씨씨에스
703,2024-02-22,065350,0.009,0.245,-0.215,-0.175,460,736,11103686,5992900,4617024,172422,190321,122400,0.039,0.138,0.038,1981914,0.097,0.08,95,481,94800,130100,139500,128300,-0.08029,신성델타테크
702,2024-02-22,039980,0.0,0.031,-0.058,-0.058,8,760,5068874,3290251,1551708,5901,4965,1790,0.036,0.134,0.029,7145787,0.102,0.08,196,630,103830,141530,2035,1872,-0.0801,리노스
701,2024-02-22,036620,-0.008,0.171,-0.013,0.09,723,2,4776354,2188258,2278634,5181,5463,2840,-0.019,0.09,-0.019,2906990,0.111,0.08,283,760,112200,153000,3100,3025,-0.02419,감성코퍼레이션
700,2024-02-22,077500,-0.018,-0.006,-0.037,-0.032,0,726,350435,213225,107183,1290,1008,7970,0.03,0.197,0.021,2973815,0.075,0.075,109,760,95500,153000,9560,9200,-0.03766,유니퀘스트
699,2024-02-22,017900,0.0,0.014,-0.032,-0.012,29,711,458454,306805,144714,816,507,2490,0.01,0.159,-0.002,6414021,0.111,0.08,129,521,100500,132100,2890,2655,-0.08131,광전자
698,2024-02-22,009310,0.015,0.115,-0.045,-0.037,5,711,11645379,7126592,4213458,6196,6019,642,0.019,0.045,-0.044,1817360,0.093,0.08,240,760,110030,153000,673,633,-0.05944,참엔지니어링
697,2024-02-22,001200,0.0,0.096,-0.028,0.065,627,77,3339150,1279390,2008404,3309,3466,4330,0.001,0.085,0.0,3858456,0.085,0.08,94,410,94730,122530,4705,4325,-0.08077,유진투자증권
696,2024-02-21,432430,0.037,0.299,0.031,0.299,399,50,5789352,2777424,2914733,24108,26046,12900,-0.0,0.099,-0.032,6000016,0.135,0.08,94,190,94730,103530,14200,13060,-0.08028,와이랩
695,2024-02-21,294630,0.002,0.299,-0.052,0.298,755,43,47648027,22356174,23363595,104050,119796,10500,-0.062,0.031,-0.08,13041539,0.121,0.08,154,448,101730,124430,10850,12180,0.12258,서남
694,2024-02-21,131370,-0.006,-0.002,-0.036,-0.031,0,76,1816683,661298,286060,2374,2724,4625,0.118,0.161,0.072,7493813,0.083,0.08,318,713,113930,145700,5390,4955,-0.08071,알서포트
693,2024-02-21,079810,-0.01,0.059,-0.04,0.059,760,43,411505,191168,202038,2324,2683,14440,0.039,0.177,0.036,1440802,0.094,0.08,93,760,94700,153000,17030,17000,-0.00176,디이엔티
692,2024-02-21,066790,-0.043,0.141,-0.091,0.069,627,29,109492080,55787694,50699465,118203,137391,5030,-0.041,0.024,-0.062,11989197,0.091,0.08,463,480,125200,130030,5170,5650,0.09284,씨씨에스
691,2024-02-21,065350,0.047,0.299,0.01,0.299,745,17,5032768,2247554,2723930,73618,84362,148400,0.009,0.183,-0.036,2640914,0.088,0.08,151,647,101600,142400,175900,161800,-0.08016,신성델타테크
690,2024-02-21,064800,-0.009,0.042,-0.027,0.029,556,204,5581886,2889673,2346549,44569,44995,2305,0.02,0.145,0.004,6012579,0.124,0.08,90,760,94530,153000,2645,2650,0.00189,젬백스링크
689,2024-02-21,060230,-0.016,0.006,-0.053,-0.031,219,656,717059,384147,314424,1047,1524,2480,-0.008,0.127,-0.012,1005546,0.141,0.08,345,760,115300,153000,2800,2870,0.025,소니드
688,2024-02-21,047310,0.048,0.11,-0.011,0.096,750,413,10038632,5138927,4625508,34893,37628,16850,-0.026,0.04,-0.056,2394558,0.103,0.08,460,648,125030,142430,17560,16150,-0.0803,파워로직스
687,2024-02-21,084690,-0.004,0.012,-0.049,-0.038,2,611,553909,356766,172522,2051,1810,10780,0.008,0.104,0.008,1474353,0.095,0.08,205,760,104300,153000,11920,11660,-0.02181,대상홀딩스
686,2024-02-20,294630,-0.038,0.147,-0.051,0.052,55,0,26249535,13479692,11800197,67762,72411,8090,0.002,0.044,-0.052,5599337,0.102,0.08,559,578,134000,134930,8470,9340,0.10272,서남
685,2024-02-20,273060,0.002,0.008,-0.04,-0.005,255,4,855235,315227,232253,602,704,1340,0.045,0.142,0.036,8443806,0.102,0.08,354,760,115730,153000,1533,1446,-0.05675,와이즈버즈
684,2024-02-20,264850,-0.064,-0.047,-0.109,-0.102,283,167,7881474,4560741,2840520,20069,21998,7980,-0.03,0.01,-0.069,2975266,0.085,0.08,110,620,95530,141030,8080,7430,-0.08045,이랜시스
683,2024-02-20,240600,0.007,0.299,-0.013,0.299,284,8,3990567,1970579,1967177,24706,24831,15280,0.046,0.17,0.045,1942932,0.101,0.08,452,760,124630,153000,17910,18080,0.00949,유진테크놀로지
682,2024-02-20,236810,0.059,0.09,0.038,0.043,34,11,627391,302601,280781,2510,2535,7980,0.018,0.119,0.018,1769225,0.1,0.08,419,760,123000,153000,8950,8620,-0.03687,엔비티
681,2024-02-20,207760,0.034,0.162,0.025,0.122,27,0,15063288,7712089,6841711,24109,28341,2660,0.039,0.096,0.004,8202144,0.092,0.08,183,415,103200,122800,2920,3190,0.09247,미스터블루
680,2024-02-20,148780,0.001,0.166,-0.026,0.123,478,5,5947683,2848826,2890858,6930,8032,1830,-0.005,0.074,-0.017,1614611,0.092,0.08,100,760,95030,153000,1968,1982,0.00711,비플라이소프트
679,2024-02-20,066790,-0.07,0.044,-0.162,-0.107,195,672,77172171,41178464,32399143,88428,107825,4705,-0.043,0.112,-0.091,27415080,0.156,0.08,609,760,140500,153000,5250,5030,-0.0419,씨씨에스
678,2024-02-20,011280,-0.0,0.064,-0.005,0.048,717,10,650672,250683,370666,694,1599,2945,0.034,0.093,0.01,1451998,0.082,0.08,90,110,94530,95530,3225,3495,0.08372,태림포장
677,2024-02-20,003160,-0.006,0.16,-0.011,0.147,687,2,2727877,1167025,1425243,7879,11361,7160,0.004,0.127,-0.003,2720251,0.13,0.08,152,760,101630,153000,8090,7940,-0.01854,디아이
676,2024-02-20,000040,-0.005,0.066,-0.018,0.063,757,13,1512400,433203,944374,532,941,405,0.017,0.017,-0.084,1427731,0.111,0.08,284,760,112230,153000,413,383,-0.07264,KR모터스
675,2024-02-19,443670,0.033,0.3,-0.026,0.3,683,29,48609008,24675499,23460916,176162,200516,16820,-0.023,0.093,-0.071,11814016,0.177,0.08,102,739,95130,151000,18410,16940,-0.07985,에스피소프트
674,2024-02-19,323230,0.0,0.028,-0.3,-0.3,26,675,3879016,1605669,1892352,2355,3219,1260,0.008,0.15,0.006,2340204,0.12,0.08,105,202,95300,104130,1451,1335,-0.07994,엠에프엠코리아
673,2024-02-19,115450,0.004,0.038,-0.061,0.031,4,20,2403988,1249250,1092228,4983,5146,7580,0.026,0.182,0.013,2269122,0.089,0.08,115,760,95800,153000,8980,8740,-0.02673,HLB테라퓨틱스
672,2024-02-19,088800,0.0,0.008,-0.029,-0.012,0,216,824941,454383,354781,1471,1580,2395,0.006,0.088,-0.004,1022566,0.092,0.08,149,760,101500,153000,2610,2820,0.08046,에이스테크
671,2024-02-19,069540,-0.004,0.019,-0.022,-0.011,3,397,191338,129225,49447,541,398,1853,0.004,0.163,0.004,1334751,0.107,0.08,90,760,94530,153000,2160,2065,-0.04398,라이트론
670,2024-02-19,066790,0.125,0.298,0.106,0.138,373,759,66996881,34137636,27478443,83666,89930,5270,-0.07,0.032,-0.14,27191883,0.201,0.08,195,293,103800,112700,5460,5020,-0.08059,씨씨에스
669,2024-02-19,064800,0.02,0.186,-0.016,0.145,580,20,31254571,15196344,15394861,24465,32430,2095,0.043,0.091,-0.002,6804113,0.093,0.08,127,760,100400,153000,2290,2240,-0.02183,젬백스링크
668,2024-02-19,058110,-0.01,0.015,-0.019,0.006,758,98,363563,172145,173694,653,912,3110,0.029,0.13,0.016,1308108,0.112,0.08,94,760,94730,153000,3520,3730,0.05966,멕아이씨에스
667,2024-02-19,051980,0.006,0.006,-0.085,-0.056,0,127,2540972,1525769,952388,3415,3527,3845,0.022,0.092,0.009,1345445,0.082,0.08,90,760,94530,153000,4205,4400,0.04637,중앙첨단소재
666,2024-02-19,047310,-0.053,0.035,-0.11,-0.108,395,190,10239631,5696719,4310851,47203,49806,17040,-0.111,-0.09,-0.161,2649420,0.084,0.08,193,760,103700,153000,15530,15370,-0.0103,파워로직스
665,2024-02-19,039980,0.005,0.196,-0.009,0.196,760,53,9764573,3899517,4480351,7743,10115,1648,0.035,0.123,0.022,8044547,0.098,0.08,239,343,110000,115200,1853,2035,0.09822,리노스
664,2024-02-19,029480,0.044,0.124,-0.034,0.061,13,131,5479147,2749718,2597718,8294,8404,4235,0.053,0.126,0.041,2756236,0.082,0.08,111,760,95600,153000,4775,4735,-0.00838,광무
663,2024-02-19,028300,0.0,0.018,-0.022,0.015,738,20,1710874,884009,756434,12621,13674,68600,0.015,0.093,0.01,1464547,0.082,0.08,96,760,94830,153000,75200,78800,0.04787,HLB
662,2024-02-19,006220,0.004,0.036,-0.003,0.022,89,40,1201812,583058,564534,4962,5064,11730,-0.005,0.096,-0.009,1937193,0.107,0.08,234,508,105730,131430,12880,14270,0.10792,제주은행
661,2024-02-19,001200,0.003,0.083,-0.007,0.065,757,147,1309935,506920,784176,1045,1320,3855,0.001,0.091,-0.005,1350246,0.096,0.08,225,760,105300,153000,4210,4105,-0.02494,유진투자증권
660,2024-02-19,000300,0.106,0.26,-0.035,0.016,18,334,64496597,36156108,25560267,26774,34540,258,-0.012,-0.012,-0.109,4812315,0.109,0.08,174,760,102730,153000,256,257,0.00391,대유플러스
659,2024-02-16,443670,-0.173,0.299,-0.256,0.282,165,11,41308294,20171645,19147062,111645,130448,12940,0.033,0.097,-0.026,11582375,0.127,0.08,139,255,101000,110800,14220,16040,0.12799,에스피소프트
658,2024-02-16,347700,0.034,0.298,0.034,0.298,8,0,2495088,1883009,510222,3199,1253,2510,0.0,0.07,-0.072,3854483,0.152,0.08,197,760,103900,153000,2690,2635,-0.02045,라이프시맨틱스
657,2024-02-16,294630,0.224,0.299,0.187,0.299,17,9,7897277,3822020,3104396,15718,10474,8470,0.004,0.113,-0.084,23692510,0.156,0.08,98,718,94930,145930,9450,8690,-0.08042,서남
656,2024-02-16,264850,0.131,0.191,0.027,0.041,11,729,23947405,12214970,9270649,56306,61650,7320,0.078,0.083,-0.008,4163826,0.092,0.08,526,549,132330,133500,7950,8690,0.09308,이랜시스
655,2024-02-16,253590,0.008,0.092,-0.053,-0.006,115,48,21743275,11432650,9739136,80494,83526,14160,0.013,0.018,-0.06,1972306,0.083,0.08,572,760,134630,153000,14440,14480,0.00277,네오셈
654,2024-02-16,250060,0.029,0.268,0.01,0.213,399,9,36866827,17813237,18147236,67203,77518,6200,-0.01,-0.008,-0.105,4221892,0.108,0.08,390,718,121530,145930,6170,5680,-0.07942,모비스
653,2024-02-16,220260,-0.012,0.007,-0.036,-0.011,4,322,1376668,573351,305530,2995,2447,7240,0.046,0.151,0.025,6421997,0.119,0.08,90,306,94530,113330,8350,7680,-0.08024,켐트로스
652,2024-02-16,208370,0.011,0.016,-0.008,0.0,109,351,182319,108634,67879,502,532,6420,0.055,0.14,0.041,2067121,0.096,0.08,270,377,111530,120900,7340,6750,-0.08038,셀바스헬스케어
651,2024-02-16,078890,-0.007,0.021,-0.033,0.007,438,145,1770205,903506,683539,4394,4215,7110,-0.013,0.073,-0.013,2303247,0.087,0.08,104,760,95230,153000,7650,7180,-0.06144,가온그룹
650,2024-02-16,060230,-0.002,0.153,-0.022,0.109,267,14,4102152,2006036,1949272,4382,5529,2500,0.048,0.08,0.0,1005839,0.08,0.08,552,760,133630,153000,2705,2705,0.0,소니드
649,2024-02-16,041590,-0.0,0.142,-0.014,0.114,183,10,2096745,974325,1063752,1789,2133,863,0.005,0.124,0.005,1379956,0.119,0.08,606,760,140330,153000,972,976,0.00412,플래스크
648,2024-02-16,032620,0.013,0.043,-0.003,0.037,519,8,1120941,563865,519749,2351,2846,5030,0.028,0.163,0.028,4364847,0.105,0.08,189,760,103500,153000,5870,6200,0.05622,유비케어
647,2024-02-16,011810,0.005,0.051,-0.015,0.046,230,49,1385228,700222,651549,5624,5831,10410,0.006,0.106,0.006,2159506,0.099,0.08,120,760,100030,153000,11530,10950,-0.0503,STX
646,2024-02-16,004830,0.1,0.299,0.093,0.299,366,0,19133540,9241131,9272485,56183,68821,12120,-0.086,-0.023,-0.15,7349031,0.15,0.08,373,390,120700,121530,11860,13640,0.15008,덕성
645,2024-02-15,253590,-0.045,0.3,-0.045,0.294,684,0,27550733,13252183,13520624,86086,96823,14250,0.008,0.034,-0.053,6293029,0.091,0.08,90,760,94530,153000,14750,14160,-0.04,네오셈
644,2024-02-15,175140,0.0,0.02,-0.012,0.016,518,313,167672,97255,56582,204,227,5080,-0.227,-0.203,-0.292,1352024,0.127,0.08,189,544,103500,133230,4055,3730,-0.08015,인포마크
643,2024-02-15,102370,-0.024,-0.007,-0.043,-0.026,0,343,403406,266104,122783,1569,1343,5210,0.017,0.113,0.008,2106436,0.105,0.08,468,760,125430,153000,5820,5790,-0.00515,케이옥션
642,2024-02-15,101670,-0.023,0.133,-0.053,0.06,541,84,6052969,3149322,2735216,12198,13969,5090,0.033,0.147,0.006,4323728,0.121,0.08,237,760,105900,153000,5860,6100,0.04096,하이드로리튬
641,2024-02-15,042370,-0.013,0.062,-0.018,0.038,364,2,1614074,809343,772572,4496,5402,8250,0.008,0.099,-0.004,1863888,0.103,0.08,142,760,101130,153000,9090,9150,0.0066,비츠로테크
640,2024-02-15,037330,-0.017,0.182,-0.022,0.141,440,0,13940814,7290672,6235695,20771,27909,2380,-0.008,0.185,-0.021,10604690,0.087,0.08,99,625,95000,141300,2825,2595,-0.08142,인지디스플레
639,2024-02-15,033230,-0.026,0.004,-0.034,-0.007,626,0,1359034,766116,511552,2206,2236,3615,0.018,0.097,0.004,4357798,0.092,0.08,147,760,101400,153000,3970,3920,-0.01259,인성정보
638,2024-02-15,021050,-0.0,0.113,-0.015,0.092,542,32,5738625,2800220,2587407,6111,7143,1452,0.021,0.169,0.006,8838941,0.102,0.08,390,760,121530,153000,1700,1690,-0.00588,서원
637,2024-02-14,417180,0.0,0.012,-0.013,0.01,749,10,121980,71950,44917,381,447,3460,-0.01,0.168,-0.029,2470325,0.103,0.08,94,99,94730,95000,4045,3720,-0.08035,핑거스토리
636,2024-02-14,321260,0.0,0.032,-0.003,0.007,656,4,319062,128602,174993,523,670,2945,0.012,0.109,0.009,2037176,0.099,0.08,92,760,94630,153000,3270,3200,-0.02141,프로이천
635,2024-02-14,253590,0.047,0.079,0.022,0.039,1,587,4019105,2226353,1636467,14734,12148,11010,-0.045,0.085,-0.045,3118197,0.137,0.08,92,395,94630,121800,11970,13620,0.13784,네오셈
634,2024-02-14,252990,-0.022,0.033,-0.052,-0.011,395,14,2311413,1260878,927501,4765,6126,7250,-0.026,0.07,-0.026,1031383,0.099,0.08,91,760,94600,153000,7780,7870,0.01157,샘씨엔에스
633,2024-02-14,250060,0.014,0.073,0.01,0.048,235,18,2171411,908366,1228768,4184,5611,4390,-0.007,0.121,-0.022,3222612,0.146,0.08,329,760,114500,153000,4925,5110,0.03756,모비스
