,date,shcode,dO,tBid,pBid,dOpen,dHigh,dLow,dClose,iHigh,iLow,mdvol,msvol,mdcnt,mscnt,mvrate,mcrate,20_i,20_t,20_p,20_r,40_i,40_t,40_p,40_r,60_i,60_t,60_p,60_r,80_i,80_t,80_p,80_r,100_i,100_t,100_p,100_r
3385,2024-05-16,233740,2.89,94100,11690,3.6,4.13,3.29,4.04,76,33,1768102,2032759,3714,6953,0.533,0.55,173,102700,11500,-0.01625,173,102700,11500,-0.01625,173,102700,11500,-0.01625,173,102700,11500,-0.01625,173,102700,11500,-0.01625
3384,2024-05-16,233740,2.89,93100,11650,2.89,3.91,2.89,3.42,25,0,2242717,2774580,5497,8920,0.55,0.517,68,93430,11680,0.00258,76,93830,11710,0.00515,179,103000,11515,-0.01159,179,103000,11515,-0.01159,179,103000,11515,-0.01159
3383,2024-05-14,233740,0.54,142100,11285,2.17,2.66,1.9,1.9,601,635,321825,316052,1480,1166,0.483,0.552,710,145530,11320,0.0031,759,152000,11270,-0.00133,759,152000,11270,-0.00133,759,152000,11270,-0.00133,759,152000,11270,-0.00133
3382,2024-05-14,233740,0.54,141100,11315,2.26,2.66,2.12,2.35,601,569,209423,274293,676,1040,0.533,0.596,739,151000,11260,-0.00486,739,151000,11260,-0.00486,739,151000,11260,-0.00486,739,151000,11260,-0.00486,739,151000,11260,-0.00486
3381,2024-05-14,233740,0.54,140100,11360,2.21,2.62,2.12,2.62,598,569,208204,363248,607,1216,0.55,0.621,719,150000,11315,-0.00396,719,150000,11315,-0.00396,719,150000,11315,-0.00396,719,150000,11315,-0.00396,719,150000,11315,-0.00396
3380,2024-05-14,233740,0.54,135100,11315,2.17,2.44,1.94,2.17,549,531,229706,262335,667,1055,0.483,0.542,594,135730,11350,0.00309,601,140100,11370,0.00486,699,145000,11285,-0.00265,699,145000,11285,-0.00265,699,145000,11285,-0.00265
3379,2024-05-14,233740,0.54,134100,11320,2.21,2.44,1.94,2.3,549,531,242421,281746,633,1129,0.467,0.5,594,135730,11350,0.00265,679,144000,11260,-0.0053,679,144000,11260,-0.0053,679,144000,11260,-0.0053,679,144000,11260,-0.0053
3378,2024-05-14,233740,0.54,133100,11310,2.17,2.3,1.94,2.08,523,531,232807,178789,628,793,0.417,0.441,549,133500,11340,0.00265,601,140100,11370,0.00531,659,143000,11250,-0.00531,659,143000,11250,-0.00531,659,143000,11250,-0.00531
3377,2024-05-14,233740,0.54,132100,11310,2.12,2.21,1.81,2.12,500,466,248504,221754,846,890,0.483,0.475,549,133500,11340,0.00265,601,140100,11370,0.00531,639,142000,11280,-0.00265,639,142000,11280,-0.00265,639,142000,11280,-0.00265
3376,2024-05-14,233740,0.54,131100,11310,1.72,2.17,1.72,2.12,476,440,262334,318761,926,1328,0.55,0.593,549,133500,11340,0.00265,601,140100,11370,0.00531,619,141000,11330,0.00177,619,141000,11330,0.00177,619,141000,11330,0.00177
3375,2024-05-14,233740,0.54,130100,11305,1.58,2.17,1.49,2.08,476,432,289191,327800,1067,1425,0.6,0.627,549,133500,11340,0.0031,597,135900,11360,0.00487,599,140000,11360,0.00487,599,140000,11360,0.00487,599,140000,11360,0.00487
3374,2024-05-14,233740,0.54,125100,11305,1.81,2.08,1.45,2.08,458,410,576683,350801,3026,1472,0.517,0.559,549,133500,11340,0.0031,579,135000,11310,0.00044,579,135000,11310,0.00044,579,135000,11310,0.00044,579,135000,11310,0.00044
3373,2024-05-14,233740,0.54,124100,11260,2.08,2.17,1.45,1.67,394,410,572041,233078,3213,1005,0.4,0.466,452,124630,11290,0.00266,523,132200,11320,0.00533,549,133500,11340,0.0071,559,134000,11325,0.00577,559,134000,11325,0.00577
3372,2024-05-14,233740,0.54,123100,11250,2.17,2.35,1.45,1.63,364,410,569977,200367,3395,914,0.333,0.424,451,124600,11280,0.00267,460,125030,11310,0.00533,539,133000,11300,0.00444,539,133000,11300,0.00444,539,133000,11300,0.00444
3371,2024-05-14,233740,0.54,122100,11270,2.44,2.48,1.99,1.99,343,382,307201,120083,1665,544,0.333,0.386,454,124730,11300,0.00266,519,132000,11305,0.00311,519,132000,11305,0.00311,519,132000,11305,0.00311,519,132000,11305,0.00311
3370,2024-05-14,233740,0.54,121100,11300,2.62,2.62,2.08,2.08,320,370,263290,136206,1434,499,0.383,0.397,499,131000,11305,0.00044,499,131000,11305,0.00044,499,131000,11305,0.00044,499,131000,11305,0.00044,499,131000,11305,0.00044
3369,2024-05-14,233740,0.54,120100,11310,2.76,2.76,2.12,2.12,300,358,294553,194154,1458,559,0.433,0.414,479,130000,11300,-0.00088,479,130000,11300,-0.00088,479,130000,11300,-0.00088,479,130000,11300,-0.00088,479,130000,11300,-0.00088
3368,2024-05-14,233740,0.54,115100,11340,2.76,2.85,2.26,2.44,287,311,229214,189790,965,519,0.475,0.441,459,125000,11300,-0.00353,459,125000,11300,-0.00353,459,125000,11300,-0.00353,459,125000,11300,-0.00353,459,125000,11300,-0.00353
3367,2024-05-14,233740,0.54,114100,11360,2.94,2.94,2.26,2.57,260,311,289499,199972,1062,550,0.407,0.424,439,124000,11255,-0.00924,439,124000,11255,-0.00924,439,124000,11255,-0.00924,439,124000,11255,-0.00924,439,124000,11255,-0.00924
3366,2024-05-14,233740,0.54,113100,11370,2.94,2.98,2.62,2.66,244,276,242525,214285,666,689,0.424,0.492,419,123000,11250,-0.01055,419,123000,11250,-0.01055,419,123000,11250,-0.01055,419,123000,11250,-0.01055,419,123000,11250,-0.01055
3365,2024-05-14,233740,0.54,112100,11375,2.39,2.98,2.39,2.8,244,220,385572,426127,1909,1574,0.467,0.467,399,122000,11290,-0.00747,399,122000,11290,-0.00747,399,122000,11290,-0.00747,399,122000,11290,-0.00747,399,122000,11290,-0.00747
3364,2024-05-14,233740,0.54,111100,11390,2.21,2.98,2.03,2.85,244,201,530266,645536,3189,2152,0.617,0.383,379,121000,11300,-0.0079,379,121000,11300,-0.0079,379,121000,11300,-0.0079,379,121000,11300,-0.0079,379,121000,11300,-0.0079
3363,2024-05-14,233740,0.54,110100,11395,2.39,2.89,2.03,2.89,232,201,887227,741977,5622,2361,0.5,0.15,359,120000,11305,-0.0079,359,120000,11305,-0.0079,359,120000,11305,-0.0079,359,120000,11305,-0.0079,359,120000,11305,-0.0079
3362,2024-05-14,233740,0.54,105100,11335,3.3,3.3,2.03,2.53,160,201,894724,594858,5529,1825,0.433,0.1,225,105300,11370,0.00309,232,105630,11390,0.00485,339,115000,11340,0.00044,339,115000,11340,0.00044,339,115000,11340,0.00044
3361,2024-05-14,233740,0.54,104100,11315,3.25,3.3,2.12,2.21,146,191,816663,533365,4602,1659,0.317,0.183,217,104900,11350,0.00309,225,105300,11370,0.00486,232,105630,11390,0.00663,319,114000,11355,0.00354,319,114000,11355,0.00354
3360,2024-05-14,233740,0.54,103100,11330,3.03,3.3,2.62,2.62,134,176,635147,674182,2720,2825,0.433,0.35,223,105200,11360,0.00265,232,105630,11390,0.0053,299,113000,11365,0.00309,299,113000,11365,0.00309,299,113000,11365,0.00309
3359,2024-05-14,233740,0.54,102100,11435,2.71,3.3,2.62,3.25,134,101,789728,1041806,2476,4234,0.483,0.417,279,112000,11380,-0.00481,279,112000,11380,-0.00481,279,112000,11380,-0.00481,279,112000,11380,-0.00481,279,112000,11380,-0.00481
3358,2024-05-14,233740,0.54,101100,11430,2.21,3.3,2.21,3.3,134,80,1084199,1452238,3214,5961,0.533,0.4,259,111000,11385,-0.00394,259,111000,11385,-0.00394,259,111000,11385,-0.00394,259,111000,11385,-0.00394,259,111000,11385,-0.00394
3357,2024-05-14,233740,0.54,100100,11410,1.99,2.98,1.72,2.94,109,64,1218004,1386124,4103,5030,0.433,0.305,134,100730,11440,0.00263,239,110000,11390,-0.00175,239,110000,11390,-0.00175,239,110000,11390,-0.00175,239,110000,11390,-0.00175
3356,2024-05-14,233740,0.54,95100,11370,2.35,2.76,1.72,2.76,99,64,1327825,1229830,3949,4150,0.383,0.339,109,95500,11400,0.00264,134,100730,11430,0.00528,219,105000,11350,-0.00176,219,105000,11350,-0.00176,219,105000,11350,-0.00176
3355,2024-05-14,233740,0.54,94100,11315,1.85,2.57,1.72,2.21,41,64,1626017,1674099,4194,5043,0.417,0.458,82,94130,11350,0.00309,92,94630,11370,0.00486,100,95030,11390,0.00663,121,100100,11420,0.00928,134,100730,11440,0.01105
3354,2024-05-14,233740,0.54,93100,11290,0.54,2.57,0.27,2.21,41,2,2289677,3311000,5120,9624,0.583,0.633,80,94030,11320,0.00266,82,94130,11350,0.00531,92,94630,11370,0.00709,100,95030,11390,0.00886,116,95830,11410,0.01063
3353,2024-05-13,233740,0.57,142100,11050,-3.61,-3.48,-3.87,-3.87,611,639,485143,319990,2974,748,0.45,0.407,693,144700,11080,0.00271,759,152000,11060,0.0009,759,152000,11060,0.0009,759,152000,11060,0.0009,759,152000,11060,0.0009
3352,2024-05-13,233740,0.57,141100,11055,-3.57,-3.48,-3.79,-3.79,611,594,459969,339425,2742,759,0.483,0.424,693,144700,11090,0.00317,739,151000,11050,-0.00045,739,151000,11050,-0.00045,739,151000,11050,-0.00045,739,151000,11050,-0.00045
3351,2024-05-13,233740,0.57,140100,11065,-3.66,-3.48,-3.79,-3.7,545,594,398464,307738,2443,703,0.433,0.39,719,150000,11060,-0.00045,719,150000,11060,-0.00045,719,150000,11060,-0.00045,719,150000,11060,-0.00045,719,150000,11060,-0.00045
3350,2024-05-13,233740,0.57,135100,11075,-3.83,-3.48,-3.92,-3.53,545,527,451275,469170,2067,817,0.517,0.4,699,145000,11085,0.0009,699,145000,11085,0.0009,699,145000,11085,0.0009,699,145000,11085,0.0009,699,145000,11085,0.0009
3349,2024-05-13,233740,0.57,134100,11075,-3.74,-3.48,-3.92,-3.57,545,527,851002,744630,4357,1034,0.467,0.367,679,144000,11045,-0.00271,679,144000,11045,-0.00271,679,144000,11045,-0.00271,679,144000,11045,-0.00271,679,144000,11045,-0.00271
3348,2024-05-13,233740,0.57,133100,11070,-3.66,-3.57,-3.92,-3.66,482,527,1005100,792014,5567,1123,0.483,0.35,659,143000,11030,-0.00361,659,143000,11030,-0.00361,659,143000,11030,-0.00361,659,143000,11030,-0.00361,659,143000,11030,-0.00361
3347,2024-05-13,233740,0.57,132100,11045,-3.44,-3.4,-3.87,-3.87,464,519,1073845,669735,6802,1097,0.4,0.3,543,133200,11080,0.00317,639,142000,11040,-0.00045,639,142000,11040,-0.00045,639,142000,11040,-0.00045,639,142000,11040,-0.00045
3346,2024-05-13,233740,0.57,131100,11060,-3.27,-3.18,-3.74,-3.74,443,497,780509,440467,5297,914,0.483,0.35,619,141000,11050,-0.0009,619,141000,11050,-0.0009,619,141000,11050,-0.0009,619,141000,11050,-0.0009,619,141000,11050,-0.0009
3345,2024-05-13,233740,0.57,130100,11070,-3.22,-2.96,-3.66,-3.66,438,478,703619,448807,4239,942,0.467,0.4,599,140000,11060,-0.0009,599,140000,11060,-0.0009,599,140000,11060,-0.0009,599,140000,11060,-0.0009,599,140000,11060,-0.0009
3344,2024-05-13,233740,0.57,125100,11090,-3.27,-2.87,-3.48,-3.4,404,456,639376,474139,3124,1009,0.433,0.417,579,135000,11080,-0.0009,579,135000,11080,-0.0009,579,135000,11080,-0.0009,579,135000,11080,-0.0009,579,135000,11080,-0.0009
3343,2024-05-13,233740,0.57,124100,11115,-3.05,-2.87,-3.31,-3.22,381,394,523174,405245,2336,972,0.383,0.417,559,134000,11075,-0.0036,559,134000,11075,-0.0036,559,134000,11075,-0.0036,559,134000,11075,-0.0036,559,134000,11075,-0.0036
3342,2024-05-13,233740,0.57,123100,11115,-2.79,-2.7,-3.31,-3.18,362,394,539962,381776,2806,847,0.417,0.367,539,133000,11065,-0.0045,539,133000,11065,-0.0045,539,133000,11065,-0.0045,539,133000,11065,-0.0045,539,133000,11065,-0.0045
3341,2024-05-13,233740,0.57,122100,11110,-2.35,-2.35,-3.31,-3.31,340,394,492294,293347,2798,716,0.45,0.4,403,122200,11140,0.0027,519,132000,11040,-0.0063,519,132000,11040,-0.0063,519,132000,11040,-0.0063,519,132000,11040,-0.0063
3340,2024-05-13,233740,0.57,121100,11135,-2.83,-2.13,-3.09,-3.0,337,376,497004,533843,2314,1704,0.5,0.492,499,131000,11055,-0.00718,499,131000,11055,-0.00718,499,131000,11055,-0.00718,499,131000,11055,-0.00718,499,131000,11055,-0.00718
3339,2024-05-13,233740,0.57,120100,11165,-2.79,-2.13,-2.92,-2.66,337,321,449385,581554,1522,2042,0.483,0.534,479,130000,11065,-0.00896,479,130000,11065,-0.00896,479,130000,11065,-0.00896,479,130000,11065,-0.00896,479,130000,11065,-0.00896
3338,2024-05-13,233740,0.57,115100,11215,-2.57,-2.13,-2.92,-2.26,337,321,421419,681708,1489,2473,0.483,0.5,459,125000,11095,-0.0107,459,125000,11095,-0.0107,459,125000,11095,-0.0107,459,125000,11095,-0.0107,459,125000,11095,-0.0107
3337,2024-05-13,233740,0.57,114100,11155,-3.27,-2.48,-3.35,-2.79,304,261,465289,675010,1504,2435,0.467,0.439,328,114430,11190,0.00314,335,114800,11210,0.00493,336,114830,11230,0.00672,337,114900,11250,0.00852,439,124000,11115,-0.00359
3336,2024-05-13,233740,0.57,113100,11160,-3.31,-2.57,-3.4,-2.79,280,242,478388,683476,1593,2322,0.45,0.448,303,113200,11190,0.00269,335,114800,11210,0.00448,337,114900,11240,0.00717,419,123000,11120,-0.00358,419,123000,11120,-0.00358
3335,2024-05-13,233740,0.57,112100,11190,-3.61,-2.61,-3.83,-2.66,273,231,801361,826326,3445,2440,0.45,0.458,336,114830,11220,0.00268,337,114900,11240,0.00447,399,122000,11105,-0.0076,399,122000,11105,-0.0076,399,122000,11105,-0.0076
3334,2024-05-13,233740,0.57,111100,11105,-3.31,-3.09,-3.83,-3.31,254,231,945784,703972,4711,1689,0.367,0.39,269,111500,11140,0.00315,273,111700,11160,0.00495,273,111700,11180,0.00675,280,112030,11200,0.00855,336,114830,11230,0.01126
3333,2024-05-13,233740,0.57,110100,11105,-3.44,-2.96,-3.83,-3.35,190,231,1158872,860291,5934,2034,0.4,0.379,269,111500,11140,0.00315,273,111700,11160,0.00495,273,111700,11180,0.00675,280,112030,11200,0.00855,336,114830,11230,0.01126
3332,2024-05-13,233740,0.57,105100,11070,-3.13,-2.96,-3.61,-3.57,190,218,1198909,1001412,5926,2085,0.417,0.339,238,105930,11100,0.00271,238,105930,11120,0.00452,272,111630,11150,0.00723,273,111700,11170,0.00903,273,111700,11190,0.01084
3331,2024-05-13,233740,0.57,104100,11105,-2.26,-2.26,-3.48,-3.22,140,184,1772358,989345,9854,2289,0.367,0.271,269,111500,11140,0.00315,273,111700,11160,0.00495,273,111700,11180,0.00675,280,112030,11200,0.00855,319,114000,11165,0.0054
3330,2024-05-13,233740,0.57,103100,11090,-2.13,-2.0,-3.4,-3.4,121,176,1638415,853942,9102,2115,0.317,0.267,189,103500,11120,0.00271,190,103530,11140,0.00451,273,111700,11170,0.00721,273,111700,11190,0.00902,299,113000,11165,0.00676
3329,2024-05-13,233740,0.57,102100,11125,-2.0,-2.0,-3.27,-3.27,100,159,1526675,613523,9011,1813,0.283,0.267,273,111700,11160,0.00315,273,111700,11180,0.00494,279,112000,11180,0.00494,279,112000,11180,0.00494,279,112000,11180,0.00494
3328,2024-05-13,233740,0.57,101100,11220,-1.87,-1.83,-2.35,-2.31,81,104,798834,566830,4704,1620,0.367,0.317,232,105630,11040,-0.01604,232,105630,11040,-0.01604,232,105630,11040,-0.01604,232,105630,11040,-0.01604,232,105630,11040,-0.01604
3327,2024-05-13,233740,0.57,100100,11240,-1.7,-1.7,-2.35,-2.26,60,104,1115849,829429,7220,1934,0.417,0.333,221,105100,11060,-0.01601,221,105100,11060,-0.01601,221,105100,11060,-0.01601,221,105100,11060,-0.01601,221,105100,11060,-0.01601
3326,2024-05-13,233740,0.57,95100,11255,-1.61,-1.52,-2.26,-2.05,51,74,1122904,1006878,6710,2282,0.517,0.383,216,104830,11070,-0.01644,216,104830,11070,-0.01644,216,104830,11070,-0.01644,216,104830,11070,-0.01644,216,104830,11070,-0.01644
3325,2024-05-13,233740,0.57,94100,11270,-1.31,-1.09,-2.26,-1.87,30,74,1800668,1326288,10678,3450,0.533,0.383,176,102830,11090,-0.01597,176,102830,11090,-0.01597,176,102830,11090,-0.01597,176,102830,11090,-0.01597,176,102830,11090,-0.01597
3324,2024-05-13,233740,0.57,93100,11295,0.57,0.57,-1.83,-1.78,0,39,2258002,1928505,11852,4788,0.55,0.333,159,102000,11110,-0.01638,159,102000,11110,-0.01638,159,102000,11110,-0.01638,159,102000,11110,-0.01638,159,102000,11110,-0.01638
3323,2024-05-10,233740,1.07,142100,11615,-0.68,-0.51,-1.07,-0.64,625,597,583554,402508,1645,1081,0.417,0.39,759,152000,11495,-0.01033,759,152000,11495,-0.01033,759,152000,11495,-0.01033,759,152000,11495,-0.01033,759,152000,11495,-0.01033
3322,2024-05-10,233740,1.07,141100,11615,-0.73,-0.64,-1.07,-0.73,617,597,629164,383065,2010,858,0.417,0.288,739,151000,11510,-0.00904,739,151000,11510,-0.00904,739,151000,11510,-0.00904,739,151000,11510,-0.00904,739,151000,11510,-0.00904
3321,2024-05-10,233740,1.07,140100,11570,-0.73,-0.56,-1.07,-0.98,545,597,477208,258356,1928,589,0.45,0.345,609,140500,11600,0.00259,625,141300,11630,0.00519,719,150000,11485,-0.00735,719,150000,11485,-0.00735,719,150000,11485,-0.00735
3320,2024-05-10,233740,1.07,135100,11605,-0.17,-0.17,-0.98,-0.81,520,573,411193,244659,1906,652,0.417,0.373,699,145000,11515,-0.00776,699,145000,11515,-0.00776,699,145000,11515,-0.00776,699,145000,11515,-0.00776,699,145000,11515,-0.00776
3319,2024-05-10,233740,1.07,134100,11600,-0.21,-0.13,-0.77,-0.73,519,535,359648,268393,1609,824,0.417,0.431,625,141300,11630,0.00259,679,144000,11560,-0.00345,679,144000,11560,-0.00345,679,144000,11560,-0.00345,679,144000,11560,-0.00345
3318,2024-05-10,233740,1.07,133100,11600,-0.6,-0.13,-0.77,-0.73,497,535,457432,548592,1723,2323,0.467,0.492,625,141300,11630,0.00259,659,143000,11580,-0.00172,659,143000,11580,-0.00172,659,143000,11580,-0.00172,659,143000,11580,-0.00172
3317,2024-05-10,233740,1.07,132100,11665,-0.56,-0.13,-0.64,-0.13,497,475,323621,503897,972,2109,0.483,0.519,639,142000,11610,-0.00471,639,142000,11610,-0.00471,639,142000,11610,-0.00471,639,142000,11610,-0.00471,639,142000,11610,-0.00471
3316,2024-05-10,233740,1.07,131100,11660,-0.64,-0.13,-0.64,-0.17,497,440,309342,553726,861,2405,0.517,0.527,619,141000,11600,-0.00515,619,141000,11600,-0.00515,619,141000,11600,-0.00515,619,141000,11600,-0.00515,619,141000,11600,-0.00515
3315,2024-05-10,233740,1.07,130100,11615,-0.98,-0.47,-0.98,-0.6,441,420,184049,294195,598,1123,0.517,0.527,488,130430,11650,0.00301,496,130830,11670,0.00474,599,140000,11570,-0.00387,599,140000,11570,-0.00387,599,140000,11570,-0.00387
3314,2024-05-10,233740,1.07,125100,11620,-0.68,-0.47,-1.11,-0.6,441,414,229050,301195,934,1171,0.533,0.525,488,130430,11650,0.00258,579,135000,11590,-0.00258,579,135000,11590,-0.00258,579,135000,11590,-0.00258,579,135000,11590,-0.00258
3313,2024-05-10,233740,1.07,124100,11605,-0.9,-0.64,-1.11,-0.68,435,414,176479,184655,838,708,0.5,0.5,482,130130,11640,0.00302,496,130830,11660,0.00474,559,134000,11600,-0.00043,559,134000,11600,-0.00043,559,134000,11600,-0.00043
3312,2024-05-10,233740,1.07,123100,11570,-0.98,-0.68,-1.11,-0.98,373,414,197532,182769,840,695,0.467,0.491,426,123330,11600,0.00259,441,124100,11630,0.00519,488,130430,11650,0.00691,496,130830,11670,0.00864,539,133000,11600,0.00259
3311,2024-05-10,233740,1.07,122100,11600,-0.81,-0.68,-1.24,-0.77,373,353,233552,212629,1055,773,0.45,0.483,441,124100,11630,0.00259,496,130830,11660,0.00517,519,132000,11670,0.00603,519,132000,11670,0.00603,519,132000,11670,0.00603
3310,2024-05-10,233740,1.07,121100,11580,-0.9,-0.68,-1.24,-0.9,336,353,327628,335773,1101,1098,0.45,0.509,400,122030,11610,0.00259,482,130130,11640,0.00518,496,130830,11660,0.00691,499,131000,11665,0.00734,499,131000,11665,0.00734
3309,2024-05-10,233740,1.07,120100,11570,-0.9,-0.68,-1.24,-1.03,336,353,336438,317023,1227,996,0.417,0.448,370,120530,11600,0.00259,441,124100,11630,0.00519,479,130000,11615,0.00389,479,130000,11615,0.00389,479,130000,11615,0.00389
3308,2024-05-10,233740,1.07,115100,11585,-0.86,-0.68,-1.03,-0.81,287,299,327339,388461,922,1193,0.433,0.414,441,124100,11620,0.00302,459,125000,11615,0.00259,459,125000,11615,0.00259,459,125000,11615,0.00259,459,125000,11615,0.00259
3307,2024-05-10,233740,1.07,114100,11585,-1.16,-0.6,-1.16,-0.86,275,260,334575,663334,1238,2447,0.467,0.383,336,114830,11620,0.00302,439,124000,11605,0.00173,439,124000,11605,0.00173,439,124000,11605,0.00173,439,124000,11605,0.00173
3306,2024-05-10,233740,1.07,113100,11575,-1.5,-0.6,-1.5,-1.03,275,240,370487,769670,1512,2751,0.517,0.424,336,114830,11610,0.00302,419,123000,11570,-0.00043,419,123000,11570,-0.00043,419,123000,11570,-0.00043,419,123000,11570,-0.00043
3305,2024-05-10,233740,1.07,112100,11585,-1.75,-0.6,-1.75,-0.86,275,220,394257,781998,1760,2817,0.583,0.491,336,114830,11620,0.00302,399,122000,11595,0.00086,399,122000,11595,0.00086,399,122000,11595,0.00086,399,122000,11595,0.00086
3304,2024-05-10,233740,1.07,111100,11555,-1.37,-1.11,-1.75,-1.11,252,220,807903,498044,4185,1530,0.567,0.491,270,111530,11590,0.00303,275,111800,11610,0.00476,379,121000,11580,0.00216,379,121000,11580,0.00216,379,121000,11580,0.00216
3303,2024-05-10,233740,1.07,110100,11510,-1.28,-1.24,-1.75,-1.5,191,220,983155,541972,5287,1383,0.483,0.375,244,110230,11540,0.00261,266,111330,11570,0.00521,270,111530,11590,0.00695,275,111800,11610,0.00869,359,120000,11565,0.00478
3302,2024-05-10,233740,1.07,105100,11485,-1.16,-0.98,-1.71,-1.71,172,213,1093430,554533,5776,1402,0.45,0.345,227,105400,11520,0.00305,244,110230,11540,0.00479,260,111030,11560,0.00653,270,111530,11590,0.00914,275,111800,11610,0.01088
3301,2024-05-10,233740,1.07,104100,11520,-0.73,-0.64,-1.41,-1.37,141,185,1022133,570168,5166,1521,0.367,0.293,250,110530,11550,0.0026,268,111430,11580,0.00521,275,111800,11600,0.00694,319,114000,11585,0.00564,319,114000,11585,0.00564
3300,2024-05-10,233740,1.07,103100,11530,-0.3,-0.3,-1.28,-1.24,120,178,1321279,722738,6398,1905,0.367,0.317,260,111030,11560,0.0026,270,111530,11590,0.0052,275,111800,11610,0.00694,299,113000,11565,0.00304,299,113000,11565,0.00304
3299,2024-05-10,233740,1.07,102100,11550,-0.09,-0.04,-1.2,-1.2,102,158,1452053,767355,6579,1914,0.333,0.328,268,111430,11580,0.0026,275,111800,11610,0.00519,279,112000,11585,0.00303,279,112000,11585,0.00303,279,112000,11585,0.00303
3298,2024-05-10,233740,1.07,101100,11605,0.56,0.6,-0.94,-0.77,81,129,1637389,876900,7192,2011,0.4,0.379,259,111000,11555,-0.00431,259,111000,11555,-0.00431,259,111000,11555,-0.00431,259,111000,11555,-0.00431,259,111000,11555,-0.00431
3297,2024-05-10,233740,1.07,100100,11645,0.56,0.73,-0.39,-0.26,67,114,1336495,669482,5814,1714,0.4,0.397,239,110000,11510,-0.01159,239,110000,11510,-0.01159,239,110000,11510,-0.01159,239,110000,11510,-0.01159,239,110000,11510,-0.01159
3296,2024-05-10,233740,1.07,95100,11675,0.94,0.94,-0.21,-0.17,40,97,1238032,634407,5522,1738,0.417,0.4,212,104630,11490,-0.01585,212,104630,11490,-0.01585,212,104630,11490,-0.01585,212,104630,11490,-0.01585,212,104630,11490,-0.01585
3295,2024-05-10,233740,1.07,94100,11755,1.03,1.03,0.3,0.51,20,71,981043,629105,3924,1756,0.4,0.373,130,100530,11570,-0.01574,130,100530,11570,-0.01574,130,100530,11570,-0.01574,130,100530,11570,-0.01574,130,100530,11570,-0.01574
3294,2024-05-10,233740,1.07,93100,11750,1.07,1.33,0.51,0.68,12,5,1509237,1323340,4487,3924,0.433,0.441,148,101430,11560,-0.01617,148,101430,11560,-0.01617,148,101430,11560,-0.01617,148,101430,11560,-0.01617,148,101430,11560,-0.01617
3293,2024-05-09,233740,-0.68,142100,11720,-0.59,-0.59,-0.97,-0.93,580,638,202309,121505,1159,461,0.4,0.414,759,152000,11690,-0.00256,759,152000,11690,-0.00256,759,152000,11690,-0.00256,759,152000,11690,-0.00256,759,152000,11690,-0.00256
3292,2024-05-09,233740,-0.68,141100,11735,-0.72,-0.51,-0.89,-0.8,573,607,149078,133683,708,478,0.45,0.448,739,151000,11690,-0.00383,739,151000,11690,-0.00383,739,151000,11690,-0.00383,739,151000,11690,-0.00383,739,151000,11690,-0.00383
3291,2024-05-09,233740,-0.68,140100,11740,-0.76,-0.51,-0.85,-0.8,573,552,161528,129053,830,515,0.467,0.492,719,150000,11700,-0.00341,719,150000,11700,-0.00341,719,150000,11700,-0.00341,719,150000,11700,-0.00341,719,150000,11700,-0.00341
3290,2024-05-09,233740,-0.68,135100,11760,-0.59,-0.51,-0.85,-0.63,573,552,186297,130316,1017,535,0.417,0.414,699,145000,11715,-0.00383,699,145000,11715,-0.00383,699,145000,11715,-0.00383,699,145000,11715,-0.00383,699,145000,11715,-0.00383
3289,2024-05-09,233740,-0.68,134100,11740,-0.55,-0.51,-0.85,-0.8,512,552,175018,124603,1093,547,0.467,0.414,573,134700,11770,0.00256,679,144000,11695,-0.00383,679,144000,11695,-0.00383,679,144000,11695,-0.00383,679,144000,11695,-0.00383
3288,2024-05-09,233740,-0.68,133100,11740,-0.59,-0.51,-0.8,-0.76,512,537,170307,125557,907,545,0.533,0.491,573,134700,11770,0.00256,659,143000,11700,-0.00341,659,143000,11700,-0.00341,659,143000,11700,-0.00341,659,143000,11700,-0.00341
3287,2024-05-09,233740,-0.68,132100,11760,-0.3,-0.3,-0.72,-0.59,460,488,227992,196959,996,764,0.533,0.526,639,142000,11720,-0.0034,639,142000,11720,-0.0034,639,142000,11720,-0.0034,639,142000,11720,-0.0034,639,142000,11720,-0.0034
3286,2024-05-09,233740,-0.68,131100,11760,-0.68,-0.3,-0.72,-0.59,460,441,225674,279255,942,1283,0.533,0.589,619,141000,11735,-0.00213,619,141000,11735,-0.00213,619,141000,11735,-0.00213,619,141000,11735,-0.00213,619,141000,11735,-0.00213
3285,2024-05-09,233740,-0.68,130100,11755,-1.01,-0.3,-1.06,-0.68,460,421,245621,310566,1128,1356,0.533,0.544,599,140000,11735,-0.0017,599,140000,11735,-0.0017,599,140000,11735,-0.0017,599,140000,11735,-0.0017,599,140000,11735,-0.0017
3284,2024-05-09,233740,-0.68,125100,11795,-0.76,-0.34,-1.06,-0.34,459,421,182188,250873,1124,1130,0.567,0.534,579,135000,11755,-0.00339,579,135000,11755,-0.00339,579,135000,11755,-0.00339,579,135000,11755,-0.00339,579,135000,11755,-0.00339
3283,2024-05-09,233740,-0.68,124100,11745,-0.76,-0.63,-1.06,-0.72,381,421,210094,152880,1277,533,0.533,0.433,459,125000,11780,0.00298,461,125100,11800,0.00468,559,134000,11735,-0.00085,559,134000,11735,-0.00085,559,134000,11735,-0.00085
