,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
3597,20250602,389650,0.004,0.015,-0.007,0.011,227,1,53245,30441,22302,887,1035,41750,0.018,0.129,0.016,22,1,242960,105218,137742,3074,3420,30,94600,45150,0.0489413,-0.00532226,0.0267929,134,6,넥스트바이오메디컬,0.0267929
3596,20250602,318160,0.013,0.048,-0.048,-0.041,39,584,48728,29225,18750,258,308,6040,0.038,0.078,0.007,24,9,15767,4414,11353,49,74,486,133400,6370,0.030967,-0.00984929,0.00741915,120,0,셀바이오휴먼텍,0.00741915
3595,20250602,299660,-0.024,0.03,-0.052,-0.042,41,269,3267558,1983699,1199858,9940,10515,8520,0.001,0.002,-0.073,0,3,439095,271491,146889,1200,1102,0,93100,8290,0.00523764,-0.055076,-0.055076,15,699,셀리드,-0.048
3594,20250602,236810,-0.01,0.019,-0.01,0.002,9,0,19692,11862,5441,121,96,2905,0.043,0.114,0.04,42,2,180907,49102,131805,356,662,12,93700,3110,0.071955,-0.101678,-0.101678,231,614,엔비티,-0.048
3593,20250602,222040,0,0.002,-0.027,-0.021,650,16,105203,40115,63513,351,508,5060,0.032,0.079,0.018,25,4,36163,16005,20158,96,155,14,93800,5340,0.080397,-0.00387266,0.0729064,384,2,코스맥스엔비티,0.0729064
3592,20250602,124500,-0.008,-0.002,-0.078,-0.05,0,450,826399,518614,293432,3461,2389,11370,0.002,0.012,-0.046,3,50,118102,78379,39723,473,324,158,105000,11310,0.0147993,-0.0285252,-0.0267569,137,534,아이티센글로벌,-0.0267569
3591,20250602,093240,0.028,0.034,-0.07,-0.063,14,652,1631458,1135960,450142,2597,1641,1841,-0.008,-0.003,-0.073,0,24,432330,262501,169829,748,527,83,101230,1784,0.0232242,-0.0244215,-0.0199372,15,584,형지엘리트,-0.0199372
3590,20250602,090080,-0.009,-0.002,-0.072,-0.067,0,580,3199995,1904670,1155596,3743,3161,1215,0.018,0.043,-0.029,8,24,945726,607552,338174,1054,888,18,94000,1238,0.00123102,-0.0641971,-0.0641971,2,669,평화산업,-0.048
3589,20250602,067080,0.035,0.05,-0.004,0.016,35,521,771009,449253,295095,5527,4840,16390,0.01,0.09,0.003,43,47,914372,399330,515042,4943,6035,2,93200,17080,0.027274,-0.0669883,-0.061719,3,1194,대화제약,-0.048
3588,20250602,065500,0.025,0.034,-0.077,-0.077,0,758,3933252,2392773,1371647,9330,9744,6690,-0.039,0.008,-0.055,32,8,629622,265710,363912,1648,2494,2,93200,6550,0.0178473,-0.0676489,-0.0539084,15,636,오리엔트정공,-0.048
3587,20250602,052860,-0.057,0.032,-0.057,0.027,470,0,27043,7589,16670,241,361,1885,0.004,0.005,-0.052,5,39,11124,6798,4326,33,53,453,131730,1856,0.0173966,0.000155172,0.000155172,5,246,아이앤씨,0.000155172
3586,20250602,004920,0.011,0.011,-0.022,-0.013,0,737,96531,67209,25585,153,129,1115,0.005,0.088,0.005,11,0,83062,27115,51165,87,138,12,93700,1178,0.0107334,-0.0215246,-0.002,351,561,씨아이테크,-0.002
3585,20250602,014970,-0.021,0.219,-0.048,-0.003,26,677,8564233,4394955,3789265,42503,45207,7530,0.061,0.12,0.021,3,49,624613,349207,275406,4313,4109,56,95900,8070,0.00543494,-0.0453705,-0.0305006,82,254,삼륭물산,-0.0305006
3584,20250602,011080,0.033,0.035,-0.073,-0.072,0,756,3742576,2353125,1226556,5346,4458,1671,-0.035,-0.024,-0.08,32,9,898514,504119,394395,1269,1107,16,93900,1587,0.0477795,-0.0996686,-0.0536698,82,618,형지I&C,-0.048
3583,20250602,001290,0.123,0.299,0.003,0.028,34,746,44962668,23640759,19876510,28448,34488,704,0.088,0.199,0.068,6,21,7393992,3728635,3488521,4728,5391,18,94000,789,0.000534854,-0.0653714,-0.0222788,2,61,상상인증권,-0.048
3582,20250530,419530,0.003,0.028,-0.001,0.023,10,71,90865,49312,37452,1944,1124,70000,0.037,0.137,0.036,46,0,58874,19204,39670,477,892,0,93100,77000,0.00319481,-0.0604416,-0.0253766,0,418,SAMG엔터,-0.048
3581,20250530,418620,0.011,0.135,-0.021,0.081,555,237,471666,221188,229403,1516,1820,3810,-0.021,0.012,-0.054,16,33,39193,24011,15182,184,186,24,94300,3765,-0.002,-0.0365286,-0.00731208,0,36,E8,-0.00731208
3580,20250530,307750,-0.008,0.3,-0.028,0.186,733,198,12669208,6576707,5903918,37663,42243,4295,0.164,0.22,0.129,26,5,4285306,2342297,1943009,12453,14860,12,93700,5090,-3.53635e-05,-0.10809,-0.091391,0,424,국전약품,-0.048
3579,20250530,255220,0.017,0.061,0.015,0.048,272,6,1392431,606374,774067,2487,3239,2420,-0.016,-0.006,-0.072,15,11,175487,129860,41393,260,210,77,100930,2390,0.00846025,-0.00827615,0.00427615,748,377,SG,0.00427615
3578,20250530,322000,0.02,0.042,0.001,0.037,465,8,592061,302483,280714,6385,5263,40700,0.118,0.169,0.086,21,14,1250280,679530,570750,14057,14944,507,134430,46350,0.0713549,-0.00847249,0.019575,40,121,HD현대에너지솔루션,0.019575
3577,20250530,246960,0,0.012,-0.01,-0.005,236,191,2801,1389,1407,28,27,7990,0.299,0.299,0.13,25,37,806572,605121,201451,3711,2980,7,93430,9900,0.00608081,-0.176747,-0.176747,1,692,SCL사이언스,-0.048
3576,20250530,114450,-0.042,0.229,-0.094,0.047,531,229,19885814,10649316,8726939,30656,32894,3860,-0.036,0.166,-0.05,34,5,4562285,2367075,2090508,7861,8720,24,94300,4145,0.00161882,-0.0755826,-0.0466321,102,575,그린생명과학,-0.048
3575,20250530,095910,0.03,0.05,0,0.046,718,183,523826,253689,251009,629,890,1661,0.014,0.086,0.014,17,0,360748,213959,146789,588,568,324,121300,1753,0.000852253,-0.0293816,-0.0179726,1,158,에스에너지,-0.0179726
3574,20250530,072770,0.004,0.117,-0.039,0.087,134,4,4758268,2239034,2408507,3225,3888,735,-0,0.094,-0,15,0,1762197,1018950,743247,1616,1706,80,101100,774,0.0199638,-0.0614315,-0.0588475,16,539,율호,-0.048
3573,20250530,067370,0,0.004,-0.016,-0.011,1,128,7641,2186,5351,82,184,7530,0.005,0.005,-0.054,0,45,2300,2080,220,42,7,398,125000,7510,0.00598935,-0.0166471,0.00332623,242,158,선바이오,0.00332623
3572,20250530,067290,0.04,0.093,0,0.006,0,544,2188368,1269038,815334,4683,4241,1685,-0.008,0.079,-0.021,39,0,1016831,462534,554297,1483,1832,31,94630,1742,0.00546269,-0.0324248,-0.0174994,6,448,JW신약,-0.0174994
3571,20250530,025530,0.009,0.086,-0,0.068,273,5,122293,34648,84369,419,613,3600,0.003,0.003,-0.06,0,29,9060,8394,666,82,29,16,93900,3560,0.00783146,-0.0230674,0.000808989,183,104,SJM홀딩스,0.000808989
3570,20250530,054180,-0,0.043,-0.102,-0.067,2,277,24577322,13420770,9355465,25596,34780,237,-0.097,0.013,-0.101,32,0,7267718,3601271,3068620,4424,4207,9,93530,230,0.0762609,-0.0628696,-0.0498261,7,466,메디콕스,-0.048
3569,20250530,009810,0.017,0.298,-0.007,0.298,199,40,25111942,12092389,12440630,17284,22979,392,-0.005,0.025,-0.056,4,25,3290164,2140874,1108467,1533,1395,55,95830,391,0.00823018,-0.0991867,-0.0710537,2,492,플레이그램,-0.048
3568,20250530,036630,0.028,0.242,-0.03,0.043,314,70,2623966,1381407,1199298,15325,16645,5520,0.016,0.11,-0.004,43,2,296668,132111,146905,1057,1306,3,93230,5870,0.146211,-0.0224429,0.0559216,556,405,세종텔레콤,0.09
3567,20250530,00499K,0,0.298,0,0.298,726,0,68775,28098,38060,1016,1750,37200,0.051,0.09,0.005,4,48,29149,16097,10741,646,909,229,112530,39250,0.054051,-0.0491338,0.0196561,425,224,롯데지주우,-0.048
3566,20250530,032940,0.015,0.142,-0.009,0.132,598,12,2033860,831320,1130835,4015,4831,4620,0.062,0.1,0.011,7,32,581906,369338,212568,1565,1227,10,93600,4885,0.0102825,-0.0736479,-0.0593183,2,564,원익,-0.048
3565,20250530,003090,0.005,0.3,-0.005,0.3,752,18,1167162,534479,600201,9962,11239,25050,0.002,0.002,-0.056,0,18,198037,122319,75718,2207,1252,25,94330,24600,0.0671057,-0.0202927,0.0142602,13,122,대웅,0.0142602
3564,20250530,014970,0.179,0.299,0.16,0.299,17,7,1788046,1094976,395735,4014,2771,7550,0.101,0.219,0.086,16,0,3504959,1790525,1654538,15116,15503,2,93200,8810,-0.00427015,-0.183612,-0.147289,0,615,삼륭물산,-0.048
3563,20250530,010170,0.01,0.133,0.01,0.107,479,0,3259199,1310405,1773306,1637,2513,673,0.046,0.058,-0.01,0,35,290775,194054,96721,302,268,2,93200,693,0.0571631,-0.023645,0.0571631,695,9,대한광통신,0.0571631
3562,20250530,001290,0.002,0.3,-0.025,0.3,173,47,16019980,9211799,6609614,9210,11317,685,0.131,0.299,0.117,24,7,15055269,7428907,7441284,7338,9319,16,93900,835,0.0423114,-0.17685,-0.158886,17,662,상상인증권,-0.048
3561,20250529,459510,0.018,0.199,0.009,0.088,66,0,8333430,4238840,3927766,67894,72330,30400,0.076,0.077,0.005,0,38,880851,593680,287171,8573,6620,79,101030,31550,-0.000415214,-0.0574675,-0.0447892,1,598,나우로보틱스,-0.048
3560,20250529,365900,0,0.069,0,0.006,285,0,19696,5122,13921,53,59,3370,0,0.077,0,10,0,4242,2162,1824,25,36,50,95600,3510,0.0578291,-0.016245,-0.016245,74,649,브이씨,-0.016245
3559,20250529,351320,0.002,0.087,-0.014,0.043,597,5,341910,158891,177110,464,572,2680,-0.017,-0.013,-0.136,0,44,164287,99256,55087,231,221,35,94830,2535,-0.002,-0.112454,-0.0118619,0,521,넥사다이내믹스,-0.048
3558,20250529,340440,0,0.015,-0.01,0.011,716,20,106683,21317,26135,90,155,1282,0.13,0.275,0.128,22,0,4327642,2107671,2145913,6755,8392,17,93930,1566,0.00246999,-0.125883,-0.125883,1,682,세림B&G,-0.048
3557,20250529,317120,-0.063,-0.015,-0.105,-0.082,39,172,2173473,1166769,741657,4682,4494,2790,0.036,0.07,-0.047,2,32,372673,223278,149395,1198,989,353,122730,2855,-0.00375131,-0.0720525,-0.0492855,0,67,라닉스,-0.048
3556,20250529,012170,-0.008,0.001,-0.041,-0.041,10,760,68078,48703,16808,282,255,4195,-0.013,0.039,-0.023,29,0,5166,2375,2791,35,52,137,103930,4265,0.00620633,-0.0348253,-0.019585,0,416,아센디오,-0.019585
3555,20250529,053350,0,0.129,0,0.093,416,0,350463,111744,229843,1170,1668,9730,-0.003,0.007,-0.07,1,39,45933,27412,18521,290,176,227,112430,9520,0.0221597,-0.0198571,-0.0114538,316,133,이니텍,-0.0114538
3554,20250529,037230,0,0.006,-0.016,-0.01,9,52,79932,36673,26328,172,148,1917,0.026,0.119,0.026,7,0,726819,367344,359475,1407,1677,6,93400,2070,0.00766184,-0.0367826,-0.0189082,43,301,한국팩키지,-0.0189082
3553,20250529,027040,0,0.239,-0.01,0.107,195,66,3431982,1528728,1737262,908,2476,227,0.026,0.044,-0.018,2,34,154750,107052,41375,79,200,531,135630,233,-0.002,-0.0277511,-0.0277511,0,23,서울전자통신,-0.0277511
3552,20250529,019570,0.099,0.207,-0.017,-0.017,25,758,46727662,25596362,19123408,25094,30525,347,0.02,0.035,-0.052,1,23,1274044,829983,444061,458,386,125,103330,345,0.163217,-0.0077971,0.0211884,37,547,플루토스,0.09
3551,20250529,001390,0.003,0.132,0.003,0.126,744,0,1642919,586485,957036,2762,3847,4250,-0.019,0.027,-0.032,27,5,263844,130481,133363,648,650,7,93430,4265,0.0237913,-0.012551,0.0237913,602,60,KG케미칼,0.0237913
3550,20250529,001290,0,0.299,0,0.133,164,0,12241286,6703962,5364587,17270,18592,527,0.061,0.068,-0.025,0,37,649598,431719,217879,603,577,68,100500,546,0.252579,0.027304,0.252579,44,0,상상인증권,0.09
3549,20250528,457550,-0.022,0.009,-0.043,-0.002,125,15,538311,287159,239050,4089,4219,22250,0.02,0.025,-0.04,4,48,176743,129762,46981,1089,844,114,102800,22250,-0.00424719,-0.0941348,-0.0739101,0,448,우진엔텍,-0.048
3548,20250528,389260,0.009,0.049,-0.002,0.002,107,756,273115,154559,114572,2305,2237,21550,-0.012,0.009,-0.051,0,27,74824,49349,25475,726,420,37,94930,21150,0.0121844,-0.0303688,0.00272813,644,70,대명에너지,0.00272813
3547,20250528,331920,0.012,0.088,-0.009,0.062,235,13,99573,43739,51767,421,542,3495,0.001,0.003,-0.056,4,36,18112,15487,2625,104,63,611,143630,3425,-0.000540146,-0.0268175,-0.0209781,0,76,셀레믹스,-0.0209781
3546,20250528,299660,-0.003,0.299,-0.165,0.299,753,414,10677638,5043737,4560842,24111,23905,8350,0.068,0.098,-0.024,0,46,2304697,1446004,858693,7574,6260,230,112600,8710,0.135773,-0.0261102,0.00718485,251,6,셀리드,0.09
3545,20250528,240550,0.006,0.044,-0.046,-0.04,56,724,1475817,885657,550591,6981,6244,11030,0.014,0.085,0.008,17,49,925773,424255,501518,3733,4241,192,110700,11620,0.00918761,-0.0398657,-0.0278176,13,371,동방메디컬,-0.0278176
3544,20250528,219750,-0.019,-0.019,-0.215,-0.159,0,70,3616953,2184748,1305777,4930,4447,1384,-0.017,0.019,-0.053,30,47,337374,168845,168529,1095,1514,59,100030,1369,0.00384368,-0.0363316,-0.0231833,2,574,한국비티비,-0.0231833
3543,20250528,137940,-0.009,0.084,-0.075,-0.046,402,19,19112858,10533586,8162019,7515,10542,522,-0.084,-0.067,-0.126,1,39,3044065,1770392,1273673,934,974,3,93230,475,0.0464211,-0.0272632,-0.0188421,46,678,넥스트아이,-0.0188421
3542,20250528,115530,-0.028,0.004,-0.034,-0.009,87,2,675104,391805,263451,293,261,464,0.006,0.095,-0,29,50,301832,123632,178200,188,189,444,131300,488,0.0123443,-0.0204426,-0.00814754,54,153,씨엔플러스,-0.00814754
3541,20250528,18064K,-0.023,0.107,-0.08,0.024,253,30,305860,171646,126565,6542,6285,44100,0,0.063,-0.002,8,0,33212,17248,15964,1467,1460,17,93930,45550,0.255958,-0.000902305,0.106672,49,0,한진칼우,0.09
3540,20250528,101730,-0.007,0.023,-0.012,-0.003,0,75,34435,16986,13000,225,334,5950,0.064,0.151,0.054,16,1,256580,118812,133770,1219,1598,42,95200,6610,0.0116157,-0.0262057,-0.0110772,285,875,위메이드맥스,-0.0110772
3539,20250528,090080,0.001,0.013,-0.08,-0.076,170,715,5895262,3351707,2358759,6337,6384,1458,-0.005,-0.005,-0.066,0,12,963955,592213,371742,1233,736,29,94530,1409,0.0164528,-0.0616167,-0.0509709,38,625,평화산업,-0.048
3538,20250528,083660,-0,-0,-0.062,-0.032,0,318,178842,105325,72251,199,304,815,0.01,0.104,0.01,31,0,120868,34368,68182,122,224,13,93730,869,0.130336,-0.00660299,0.0578389,206,7,CSA 코스믹,0.09
3537,20250528,066910,0.037,0.037,-0.049,-0.02,0,598,414470,343499,65640,403,257,804,0.003,0.003,-0.099,0,34,207239,131930,65122,212,158,84,101300,775,0.128323,-0.00716129,0.115419,582,2,손오공,0.09
3536,20250528,066790,-0.007,0.248,-0.015,0.154,251,9,25746265,13628054,11518833,30632,33555,1575,0.063,0.072,0.001,1,47,2459615,1601834,857781,4243,4033,219,112030,1640,0.00409756,-0.056878,-0.0562683,0,468,씨씨에스,-0.048
3535,20250528,046210,-0.002,0.096,-0.009,0.05,520,3,356438,143230,206882,949,1215,2405,0.116,0.143,0.058,6,47,542494,348631,193863,2066,1861,4,93300,2655,-0.00764972,-0.0792128,-0.0679134,0,348,HLB파나진,-0.048
3534,20250528,010770,0.009,0.033,-0.117,-0.103,225,651,3851213,2131570,1591421,11936,13661,8940,-0.024,-0.01,-0.092,0,48,566893,304677,262216,1921,1530,31,94630,8560,0.0400561,-0.111813,-0.103636,39,550,평화홀딩스,-0.048
3533,20250528,037370,0.016,0.017,-0.017,-0.003,1,756,13869,10375,2523,87,67,5790,0.052,0.105,0.021,27,11,60081,28228,31853,310,393,21,94130,6240,0.0172308,-0.038859,-0.0180256,29,250,EG,-0.0180256
3532,20250528,037030,0,0,-0.017,-0.002,0,238,45154,25481,14855,134,155,2335,0.15,0.233,0.146,6,27,3178659,1625586,1407958,5920,6282,11,93630,2770,0.0250758,-0.0579567,-0.0326859,285,221,파워넷,-0.048
3531,20250528,036630,-0.001,0.299,-0.02,0.299,520,8,2219346,1063000,1131110,6015,6480,5840,-0.055,0.134,-0.058,9,0,911390,416117,446763,3747,4455,4,93300,6140,0.0761759,-0.146951,-0.140436,5,682,세종텔레콤,-0.048
3530,20250528,021880,-0.004,0.152,-0.016,0.024,149,107,36110944,19957002,15569015,18357,20190,505,0.012,0.071,0.01,12,0,2802505,1441805,1360700,2349,2381,120,103100,530,0.0130943,-0.0303019,-0.0170943,241,147,메이슨캐피탈,-0.0170943
3529,20250527,338840,0.024,0.161,0.019,0.105,729,3,698650,281976,403585,3661,5612,10140,0.083,0.134,0.036,22,38,396939,202946,193993,2499,2151,98,102000,11130,0.0483145,-0.0226649,0.00518778,50,844,와이바이오로직스,0.00518778
3528,20250527,308100,0,0.042,-0.052,-0.034,1,506,818596,497489,278088,2957,2469,4870,0.068,0.09,0.02,0,49,387197,253316,133881,1825,1264,458,132000,5150,0.00576699,-0.0495728,-0.040835,1,236,형지글로벌,-0.048
3527,20250527,251630,0.018,0.299,0.013,0.299,29,0,1408413,708356,661346,3828,3793,5130,0.096,0.191,0.059,6,33,2042541,1104741,937800,7082,6574,288,115500,5830,-0.002,-0.108346,-0.0706106,2,217,브이원텍,-0.048
3526,20250527,239340,-0.002,0.055,-0.085,-0.06,357,16,1747452,1054940,662900,3542,3549,2210,0.066,0.161,0.041,32,19,1655245,836863,818382,3205,3609,12,93700,2440,-0.00404918,-0.0511803,-0.0429836,14,320,이스트에이드,-0.048
3525,20250527,219750,-0.01,0.028,-0.037,0.009,490,59,242169,146166,89333,614,579,1646,-0.051,-0.046,-0.206,0,34,1105669,714650,304660,1159,1075,305,120330,1458,0.0254348,-0.0637284,-0.0527545,0,315,한국비티비,-0.048
3524,20250527,133820,-0.005,0,-0.022,-0.01,72,621,269137,181986,27157,166,128,792,0.201,0.299,0.181,3,16,4610133,2836452,1723660,3899,4001,6,93400,996,0.0311325,-0.0843293,-0.0582249,15,678,화인베스틸,0.029759
3523,20250527,106080,-0.019,-0.019,-0.125,-0.102,0,235,417334,318004,91742,788,575,2650,-0.042,-0.023,-0.083,3,44,63305,40980,22325,114,93,114,102800,2505,0.0319321,-0.0239561,0.0159641,160,76,케이이엠텍,0.0159641
3522,20250527,080470,-0.002,0,-0.021,-0.001,35,311,9345,5990,2738,94,71,4275,-0.002,0.06,-0.018,25,19,2608,883,1623,30,34,68,100500,4415,0.00366251,-0.0563601,-0.0371076,62,428,성창오토텍,-0.048
3521,20250527,056730,0,0,-0.03,-0.007,0,306,105226,53590,16832,132,98,819,0.266,0.266,0.12,0,49,1533912,903791,555995,2346,2160,14,93800,991,0.00607265,-0.125108,-0.119053,0,683,CNT85,-0.048
3520,20250527,010770,0.038,0.1,-0.058,-0.037,14,686,4529842,2623072,1748341,18093,17928,9970,-0.01,-0.002,-0.074,1,38,398293,253578,144715,1345,1335,97,101930,9700,0.0598557,-0.0937526,-0.0803505,67,493,평화홀딩스,-0.048
3519,20250527,021320,0.002,0.009,-0.055,0.002,444,28,26262,13865,12104,209,255,4945,0,0.005,-0.062,31,49,2436,2083,353,62,46,2,93200,4845,0.0227678,-0.0133519,-0.0133519,5,697,KCC건설,-0.0133519
3518,20250527,011080,-0.022,0.037,-0.07,-0.07,2,745,4454652,2840176,1364360,7874,5272,1780,0.118,0.146,0.051,0,24,3391143,2058240,1332903,4491,3904,457,131930,1973,0.00915053,-0.0704237,-0.0389995,1,227,형지I&C,-0.048
3517,20250526,461300,-0.012,0.009,-0.037,-0.024,94,642,59239,44425,13251,960,721,16530,0.002,0.018,-0.056,0,19,25301,13086,5979,235,110,45,95330,16360,0.00472372,-0.0160587,-0.0111687,279,834,아이스크림미디어,-0.0111687
3516,20250526,377030,0.002,0.162,-0.032,0.128,593,25,4554542,1907325,2488067,6999,7801,2820,0.051,0.135,0.046,36,0,1390078,614939,735093,2330,2574,0,93100,3105,0.076905,-0.0358164,0.0608019,601,9,비트맥스,0.0608019
3515,20250526,335870,-0.006,0.058,-0.085,0.038,725,489,259630,133906,123966,512,630,2490,-0.048,-0.014,-0.07,10,0,12600,8237,4363,48,20,67,100430,2405,0.214216,-0.006158,0.189268,601,16,윙스풋,0.09
3514,20250526,331920,-0.022,-0.007,-0.09,-0.07,1,28,64492,41038,19239,294,362,3165,0.011,0.068,-0,26,19,11480,4544,6936,76,70,71,100630,3300,0.0131515,-0.032303,-0.0050303,231,537,셀레믹스,-0.0050303
3513,20250526,309930,0,0.148,0,0.129,681,0,353583,138390,198366,738,1041,2750,0,0.018,-0.044,6,49,43539,31759,11780,109,90,39,95030,2755,0.0724102,-0.00562976,0.0724102,653,5,오하임앤컴퍼니,0.0724102
3512,20250526,287840,1.182,1.203,0.812,0.953,1,616,14562947,7516394,5763695,200552,116438,33200,0.038,0.098,0.029,16,1,1404966,622508,782458,10941,13244,1,93130,35500,0.213493,-0.0442535,0.198,633,10,인투셀,0.09
3511,20250526,239340,-0.011,0.112,-0.017,-0.004,664,5,5610180,3069997,2381598,14497,15129,2350,0,0,-0.085,0,6,197120,118725,78395,321,233,54,95800,2310,0.04129,-0.0474545,-0.04529,243,627,이스트에이드,-0.04529
3510,20250526,232830,0.025,0.034,-0.054,-0.025,1,8,61840,39876,19050,208,262,2160,-0.025,0.023,-0.037,5,0,5481,2727,2754,28,47,45,95330,2165,0.0187852,-0.0666651,-0.0643557,291,410,아이티센피엔에스,-0.048
3509,20250526,206400,0,0.009,-0.076,-0.074,0,748,276550,191633,83065,573,736,2000,0.015,0.045,-0.04,2,29,247979,161441,68326,502,396,110,102600,2010,0.00297512,-0.0617015,-0.0617015,0,589,베노티앤알,-0.048
3508,20250526,189860,0.025,0.192,0.015,0.144,361,2,1275771,567595,665661,4212,5156,4650,0.041,0.041,-0.031,0,17,137902,96842,41060,809,376,183,110230,4675,-0.000930481,-0.0479893,-0.0405027,0,453,서전기전,-0.0405027
3507,20250526,180400,-0.014,0.014,-0.029,-0.014,614,2,215622,127021,81655,335,344,2180,0.005,0.05,-0.009,8,5,76494,30692,45802,99,158,19,94030,2250,0.109111,-0.00866667,0.0757778,258,13,DXVX,0.09
3506,20250526,109820,-0.022,-0.019,-0.141,-0.124,0,727,1817347,1022198,665909,3364,3334,2930,-0.029,0.089,-0.032,15,0,497443,297041,200402,1583,1120,116,102900,3020,0.00131126,-0.0268344,-0.0135894,60,347,진매트릭스,-0.0135894
3505,20250526,101140,-0.029,-0.029,-0.106,-0.096,0,4,67203,34813,28712,813,741,11170,0.035,0.088,0.02,4,47,9325,4024,4903,125,151,227,112430,11870,0.051075,-0.0255889,0.0342258,194,3,인바이오젠,0.0342258
3504,20250526,089150,0.008,0.298,-0.011,0.298,723,81,25062943,13546843,11367726,50342,52369,3415,0.141,0.157,0.048,0,9,4049838,2295786,1754052,9989,9473,237,112930,3795,0.0691462,-0.085004,-0.0744638,140,455,케이씨티,-0.048
3503,20250526,084650,-0.026,-0.026,-0.103,-0.08,0,11,14494924,7545859,5604050,13841,14944,2870,-0.019,0.075,-0.021,15,0,7527509,3859918,3667591,9211,9333,115,102830,2990,0.0063612,-0.043806,-0.0421338,5,518,랩지노믹스,-0.0421338
3502,20250526,064240,0.016,0.033,0,0,171,683,49004,26102,21066,124,179,2460,0.028,0.157,0.016,16,1,92714,52353,38711,440,866,54,95800,2665,0.0261426,-0.0301426,0.0111332,195,17,홈캐스트,0.0111332
3501,20250526,060230,0.002,0.049,-0.013,0.004,404,295,920928,425352,487228,423,776,471,-0.002,-0,-0.106,0,46,637598,444133,193465,357,331,350,122600,450,-0.002,-0.0397778,-0.0353333,22,136,소니드,-0.0353333
3500,20250526,054180,0.158,0.199,-0.104,-0.104,6,760,74802833,40754878,30598377,26816,45396,216,0.157,0.199,0.093,16,2,12625257,7057981,5567276,6327,7102,6,93400,250,0.078,-0.022,-0.01,86,649,메디콕스,-0.01
3499,20250526,011330,0.001,0.012,-0.02,-0.018,3,547,158427,85038,62488,399,315,1465,0.148,0.154,0.028,0,12,265190,156942,101392,585,470,534,135800,1593,0.0519862,-0.0522197,-0.0453145,2,35,유니켐,-0.048
3498,20250526,042940,0.056,0.14,-0.035,-0.029,14,678,2408377,1416045,927408,16811,18730,26650,-0.069,0.006,-0.096,12,0,346502,179456,167046,3140,3684,24,94300,25850,-0.00393424,-0.137397,-0.118054,0,663,상지건설,-0.048
3497,20250526,038530,0.003,0.086,-0.086,-0.083,0,334,8118986,5424798,2466301,3747,3541,278,-0.018,0.043,-0.032,27,2,1341068,655079,685989,356,492,122,103200,283,-0.002,-0.0585371,-0.05147,0,515,케이바이오,-0.048
3496,20250526,033100,0.017,0.068,-0.013,0.03,303,57,434042,183155,245928,3889,4246,32700,0.081,0.086,0.02,0,40,218397,159930,58467,2778,1653,169,105530,34500,0.00669565,-0.0135942,-0.00634783,14,156,제룡전기,-0.00634783
3495,20250526,021880,-0.005,0.084,-0.023,0.02,547,1,9867481,5276791,4458403,2988,6323,402,0.122,0.132,0.047,0,1,2437375,1480771,956604,1311,1185,28,94500,436,0.163138,-0.0111743,0.128734,646,8,메이슨캐피탈,0.09
3494,20250526,019990,0.021,0.299,0.018,0.299,216,0,3734899,1809811,1833507,13407,14554,7960,0.234,0.239,0.118,0,33,3049095,1730229,1267562,10608,10223,162,105200,9370,-0.00306724,-0.116194,-0.100186,0,440,에너토크,-0.048
3493,20250526,000157,0.015,0.086,-0.003,0.02,188,53,10625,5153,5341,838,929,331500,0.041,0.05,-0.011,0,20,1900,1321,579,150,102,12,93700,341000,0.0375894,-0.0137302,0.024393,361,55,두산2우B,0.024393
3492,20250523,476040,-0.027,0.067,-0.054,-0.054,56,759,4785985,2616630,2086423,58935,56542,45550,-0.022,0.021,-0.045,5,34,217756,131880,85876,3081,2398,6,93400,45250,0.00573481,-0.0970276,-0.0970276,0,693,오가노이드사이언스,-0.048
3491,20250523,464500,-0.003,0.299,-0.013,0.118,112,3,11860211,6037504,5556003,27716,26941,3500,0.027,0.031,-0.037,1,24,417245,299437,117808,2770,839,156,104900,3515,0.0833485,-0.00342248,0.0477866,336,0,아이언디바이스,0.0477866
3490,20250523,459510,-0.019,0.153,-0.044,0.01,214,18,9842274,5153642,4514670,66352,73942,28800,0.047,0.059,-0.01,0,35,479623,325101,154522,4150,3147,24,94300,29550,0.0183046,-0.0832183,-0.0832183,4,675,나우로보틱스,-0.048
3489,20250523,453860,0.007,0.039,-0.014,-0.014,35,522,44416,28678,13876,629,461,20450,-0,-0,-0.071,0,34,12841,9020,3821,177,110,21,94130,20250,0.0128148,-0.00940741,0.000469136,295,1,에이에스텍,0.000469136
3488,20250523,462870,0.025,0.112,0.007,0.058,653,25,1688660,768113,905654,18234,20988,58500,-0.109,-0.096,-0.168,0,15,622785,330910,265170,7065,4647,149,104530,51400,-0.002,-0.0555019,-0.0525837,6,1032,시프트업,-0.048
3487,20250523,388050,-0.018,0.264,-0.028,0.191,423,64,25111206,12672239,12212382,87137,96850,9470,0.002,0.051,-0.013,17,49,2140751,1199063,941688,8542,8575,157,104930,9700,0.00418557,-0.0349897,-0.0236495,39,369,지투파워,-0.0236495
