,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
1595,20250103,277810,0.297,0.3,0.272,0.3,5,5,728153,443020,133708,18677,230,211500,0.009,0.035,-0.033,9,16,734745,392054,342691,15638,15592,27,94430,213500,0.112754,-0.00902576,0.0893349,114,1,레인보우로보틱스,0.09
1594,20250103,276040,-0.007,0.08,-0.007,0.08,26,0,29157,9439,16931,141,412,3245,0.015,0.079,0.006,19,26,27178,14145,12615,124,172,71,100630,3410,0.0273255,-0.00346628,0.00239883,50,1,스코넥,0.00239883
1593,20250103,210120,0,0.07,-0.097,0.046,593,41,57300,19100,33335,350,446,23800,0.048,0.092,0.01,4,35,22298,10252,12046,139,144,120,103100,25050,0.0239481,-0.143717,-0.139725,193,574,빅텐츠,-0.048
1592,20250103,130740,0.034,0.163,0.018,0.127,185,0,799908,348485,420706,1626,2286,2175,-0.025,-0.002,-0.062,13,42,99850,71135,28715,151,122,88,101500,2130,0.000347418,-0.0325164,-0.0231268,0,87,티피씨글로벌,-0.0231268
1591,20250103,101670,-0.001,-0.001,-0.087,-0.024,0,129,704274,402693,202953,1534,1148,1825,0.004,0.065,0.004,26,0,458506,216734,241772,606,882,312,120700,1891,0.00223057,-0.0332004,-0.0136341,0,327,하이드로리튬,-0.0136341
1590,20250103,101170,0.061,0.174,0.042,0.134,568,2,1677335,623841,732076,2800,3765,5400,0.026,0.032,-0.028,0,19,162577,109045,53532,519,273,30,94600,5470,0.0473601,-0.0111408,-0.0111408,28,466,우림피티에스,-0.0111408
1589,20250103,065370,0.039,0.188,0.005,0.134,278,14,502144,242433,244461,1850,1851,6340,-0.022,-0.014,-0.074,0,14,84869,47508,37361,251,312,6,93400,6140,0.00614332,-0.036202,-0.00851466,0,493,위세아이텍,-0.00851466
1588,20250103,025950,0.06,0.3,0.02,0.3,539,23,1801525,794675,973925,19548,24666,58300,-0.053,-0.048,-0.103,0,8,525751,283360,227515,4570,5505,1,93130,54200,0.0570406,-0.0499705,-0.002,90,495,동신건설,-0.048
1587,20250103,018500,0.087,0.299,0.084,0.299,32,0,15373832,9314815,5488451,9765,7327,2475,0.042,0.048,-0.042,0,34,7329394,3747096,3582298,4771,5615,5,93330,2505,0.0638683,-0.0199641,-0.00599202,72,490,동원금속,-0.00599202
1586,20250103,001380,-0.006,0.072,-0.027,0.047,361,14,7512108,3867666,3380825,8057,8645,3475,0.047,0.119,0.043,10,0,6634678,3207456,3427222,14127,18544,32,94700,3795,0.0348906,-0.0481133,-0.0402082,38,628,SG글로벌,-0.048
1585,20241230,361390,-0.028,0,-0.083,-0.028,0,5,31415,17143,10978,641,370,13070,0.073,0.148,0.061,11,32,119235,69866,49369,1037,1158,30,94600,14530,0.11087,-0.0192058,-0.000623538,5,633,제노코,0.09
1584,20241230,129890,-0.001,0.012,-0.007,-0.004,16,385,34525,16428,17625,124,97,990,-0.004,0.05,-0.01,34,13,6783,4529,2254,31,20,40,95100,1016,0.0157165,-0.0275906,-0.0236535,0,180,앱코,-0.0236535
1583,20241230,123010,0.047,0.235,0.045,0.077,328,2,8774660,4492590,3972441,11366,12974,1039,0.037,0.1,0.032,16,3,1178964,510969,608693,1593,1916,1,93130,1117,0.0839445,-0.0199051,0.0221719,135,89,아이윈플러스,0.0221719
1582,20241230,115500,0.079,0.3,0.055,0.3,497,3,9450221,4952005,4415601,41117,40679,12610,0.11,0.168,0.094,36,9,4584233,2400000,2184233,30481,32845,94,101800,14360,0.049532,-0.0173203,-0.00269638,212,550,케이씨에스,-0.00269638
1581,20241230,110020,0,0.037,-0.049,0.037,748,295,36233,20054,15627,104,246,2635,0.167,0.3,0.125,12,0,765447,382467,250864,1597,1146,18,94000,3245,-0.0158675,-0.277809,-0.277809,233,681,전진바이오팜,-0.048
1580,20241230,095190,-0.02,0.036,-0.02,0,9,0,145823,77052,63736,282,422,2250,0.118,0.124,0.022,0,38,547868,360345,181595,1148,667,62,100200,2420,0.086843,-0.0949752,-0.0949752,75,612,이엠코리아,-0.048
1579,20241230,065570,0.006,0.3,-0.02,0.3,755,176,1222872,412265,473913,1232,1673,1990,-0.011,0.038,-0.055,0,27,341671,210768,130903,702,538,336,121900,1985,0.000518892,-0.128448,-0.125426,1,283,삼영이엔씨,-0.048
1578,20241230,45014K,-0.053,0.299,-0.067,0.257,536,19,1545403,809110,624635,7993,8695,9200,-0.065,-0.054,-0.138,0,8,108289,75151,32328,600,384,128,103500,8310,0.1051,-0.0453213,-0.0152371,127,89,코오롱모빌리티그룹우,0.09
1577,20241230,298690,0.002,0.013,-0.018,-0.002,3,354,51813,30056,21246,148,308,2230,0.213,0.256,0.087,3,40,4054828,2225213,1694277,6677,7105,12,93700,2625,0.00180952,-0.129619,-0.12581,1,650,에어부산,-0.048
1576,20241230,204210,-0.027,-0.027,-0.099,-0.069,0,18,116113,55960,58876,474,319,2580,-0.01,0.002,-0.066,28,49,25017,21234,3783,119,35,30,94600,2520,0.00593651,-0.0238254,-1.5873e-05,666,646,스타에스엠리츠,-1.5873e-05
1575,20241230,034120,-0.084,-0.054,-0.148,-0.132,33,721,1104499,703753,331198,8889,9256,21700,0.014,0.018,-0.046,0,31,166295,103484,62811,616,670,355,122830,21600,0.023463,-0.0205185,0.023463,344,272,SBS,0.023463
1574,20241230,006490,-0.018,0.04,-0.018,0.025,660,0,854961,407917,417383,1250,1462,1450,-0.01,0.096,-0.019,17,0,1022405,548362,394230,1210,1218,60,100100,1527,0.00978782,-0.0249208,-0.00985855,19,315,인스코비,-0.00985855
1573,20241230,001210,0.002,0.216,0.002,0.109,17,0,2739394,1302039,1303252,4492,4868,897,-0.01,0.059,-0.02,25,1,300689,157032,143657,863,895,498,134000,918,0.0317691,-0.000910675,0.0219651,78,0,금호전기,0.0219651
1572,20241227,476060,-0.017,0.038,-0.09,-0.09,17,760,1800576,1066642,623382,12282,12530,16480,0.016,0.096,0.001,23,1,599252,291852,307400,4074,4529,4,93300,17450,0.0220688,-0.110883,-0.101713,44,671,온코닉테라퓨틱스,-0.048
1571,20241227,389470,0.003,0.144,0.002,0.112,728,1,1617697,737010,844469,12350,15618,19300,0.008,0.041,-0.021,8,48,247879,146062,101817,2062,1573,625,144330,19630,0.0143016,-0.000981151,0.00360367,22,3,인벤티지랩,0.00360367
1570,20241227,389140,-0.009,0.01,-0.019,-0.016,1,602,40852,14270,25291,173,257,4795,0.021,0.021,-0.039,0,9,2650,1931,719,32,27,78,101000,4815,0.00526895,-0.0373063,-0.0123842,25,157,포바이포,-0.0123842
1569,20241227,387570,1.53,1.7,0.584,0.6,390,207,31854990,17350638,13874097,276352,248245,16000,0.131,0.21,0.094,0,18,1984780,1059872,848109,14621,14603,25,94330,18760,0.0278507,-0.231744,-0.231744,11,674,파인메딕스,-0.048
1568,20241227,356680,0.019,0.049,-0.046,-0.029,143,599,2759381,1600349,1084822,10990,10571,9300,0.087,0.105,0.037,2,38,1684327,975499,708828,8167,7479,128,103500,10030,0.0309013,-0.0508534,-0.0319103,29,509,엑스게이트,-0.048
1567,20241227,322780,-0.011,0,-0.03,-0.03,68,760,63238,39091,13315,140,111,800,-0.001,0,-0.06,7,49,21774,13757,8017,61,18,16,93900,788,0.00180711,-0.0464162,-0.037533,0,310,코퍼스코리아,-0.037533
1566,20241227,310210,0.006,0.055,-0.004,0.024,507,1,369883,174292,187068,3264,4719,84000,-0.002,0.016,-0.043,9,34,58978,39070,19908,682,577,83,101230,83300,0.00040096,-0.0608235,-0.0476182,3,332,보로노이,-0.048
1565,20241227,250930,0,0.163,0,0.017,736,0,522041,230519,235777,429,621,411,0.036,0.068,0.007,11,14,90296,68298,21998,100,79,69,100530,431,0.0119211,-0.0460835,-0.0460835,60,630,예선테크,-0.0460835
1564,20241227,232830,0.002,0.036,-0.038,0.015,152,599,1453869,769165,512223,3691,4339,2650,0.128,0.162,0.04,0,27,913752,529873,383879,1830,1691,28,94500,2925,0.121077,-0.019094,-0.0037094,216,35,시큐센,0.09
1563,20241227,193250,0,0.299,-0.019,0.211,715,2,10340484,5237193,3758875,4434,5068,579,-0.035,-0.024,-0.097,1,8,841589,581094,260495,1088,1267,75,100830,552,0.166478,-0.0364203,0.0505362,488,128,링크드,0.09
1562,20241227,172670,0.023,0.054,-0.01,-0.01,184,760,516715,289594,209677,2232,2082,7890,0.113,0.215,0.087,17,9,1135812,601730,513769,5787,6229,101,102130,9200,0.0143043,-0.0498261,-0.00852174,466,226,에이엘티,-0.048
1561,20241227,166480,0.012,0.033,-0.095,-0.086,5,715,2270776,1492386,680472,4374,6248,4020,-0.007,-0.003,-0.062,9,42,467291,284874,182417,748,1140,18,94000,3925,0.0731592,-0.00582166,0.0234777,162,1,코아스템켐온,0.0234777
1560,20241227,158430,0.005,0.037,-0.006,0.016,315,103,823109,439230,319442,2428,2126,5540,0.052,0.076,0.005,1,33,1085773,698695,387078,4614,4880,142,104200,5810,0.0238176,-0.0983855,-0.0570775,323,186,아톤,-0.048
1559,20241227,123010,0.017,0.017,-0.044,-0.034,0,54,830377,485484,329714,1232,1393,965,0.15,0.174,0.056,1,30,1524027,926333,430661,1622,1798,119,103030,1085,0.0883226,-0.0628295,-0.0443963,147,540,아이윈플러스,-0.048
1558,20241227,115530,0,0,-0.049,-0.031,0,742,71612,42885,26453,68,70,412,0.002,0.019,-0.087,0,23,51448,41478,6437,41,32,358,123000,404,0.0400792,-0.0292277,0.0128515,336,327,씨엔플러스,0.0128515
1557,20241227,115500,0.015,0.029,-0.012,-0.002,143,609,700056,414740,244994,3117,2342,9700,0.142,0.176,0.098,1,30,1424921,835580,589341,7515,6615,90,101600,11080,0.136087,-0.0164404,0.136087,346,8,케이씨에스,0.09
1556,20241227,091440,0.036,0.036,-0.011,-0.01,0,659,28051,16813,9162,154,100,5000,0.064,0.142,0.046,13,2,95652,38584,53732,384,424,95,101830,5460,0.0804176,-0.034967,0.00349451,442,225,한울소재과학,0.00349451
1555,20241227,066310,0,0.062,-0.015,0.014,166,48,177046,85018,86357,836,1024,7500,0.068,0.147,0.051,32,3,288087,145370,142717,1540,1628,115,102830,8300,0.0233012,-0.0682651,-0.0405542,45,199,큐에스아이,-0.048
1554,20241227,060380,0.033,0.033,-0.009,-0.008,0,733,21537,14581,6001,79,44,1417,-0.039,0.041,-0.039,10,0,2620,20,2533,2,37,91,101630,1432,-0.002,-0.0313296,-0.029933,0,352,동양에스텍,-0.029933
1553,20241227,039240,-0,0.031,-0.09,-0.068,15,742,2565881,1602852,787027,4196,4046,4790,0.012,0.015,-0.058,0,21,467176,307275,159901,856,734,35,94830,4725,0.100646,-0.0570265,-0.028455,2,287,경남스틸,0.09
1552,20241227,016920,0,0.169,-0.005,0.033,71,2,2140867,1099254,998850,3883,4513,2020,-0.002,0.047,-0.012,14,3,158477,101554,56923,281,266,14,93800,2065,0.0173705,-0.033477,-0.002,68,181,카스,-0.002
1551,20241227,035510,-0.018,0.057,-0.039,-0.016,29,681,5690933,2974777,2209903,27848,26175,15060,0.082,0.088,0.013,14,50,1758668,1058467,700201,10656,9098,75,100830,15890,0.108132,-0.0504581,-0.0466822,243,563,신세계 I&C,0.09
1550,20241227,001210,0,0.024,-0.026,0.013,278,16,233259,101311,107980,199,288,809,0.085,0.216,0.079,7,33,943489,425192,397551,1127,1138,11,93630,942,0.00224628,-0.0826794,-0.0497707,0,29,금호전기,-0.048
1549,20241226,900100,-0.025,0.034,-0.026,-0.023,17,103,59043,42655,13856,132,108,1001,0.007,0.026,-0.051,1,32,21647,18664,2983,62,30,257,113930,1012,0.0128221,-0.0276917,-0.0257154,1,440,애머릿지,-0.0257154
1548,20241226,398120,-0.001,0.122,-0.022,0.056,293,33,2326982,1177929,881403,6451,7218,4280,0.044,0.089,0.009,2,50,336320,199688,136632,1430,1262,247,113430,4475,0.050514,-0.0366369,0.0102905,272,48,에스지헬스케어,0.0102905
1547,20241226,389500,-0.003,0.116,-0.008,0.078,252,9,126932,62509,62017,2071,2046,15550,0.038,0.086,0.016,15,35,54363,28601,25762,593,584,9,93530,16400,0.0223902,-0.0202927,-0.00931707,417,40,에스비비테크,-0.00931707
1546,20241226,348340,0.009,0.211,0,0.16,253,3,1928404,852244,1033531,15775,18334,26450,0.076,0.1,0.036,8,40,390623,222543,168080,4796,4155,279,115030,28450,0.00678735,-0.028362,-0.0107873,124,391,뉴로메카,-0.0107873
1545,20241226,321820,-0.062,-0.04,-0.155,-0.085,660,2,1031914,545128,407494,8797,7234,16590,0.034,0.036,-0.046,0,12,150877,92560,58317,1425,926,165,105330,16630,0.130892,-0.018837,0.114055,450,22,아티스트유나이티드,0.09
1544,20241226,303030,0.01,0.299,0.01,0.299,21,0,12126680,7137362,4795161,12543,14945,1133,0.092,0.095,0.001,0,10,1342718,839007,449341,2331,2124,325,121330,1193,0.0977485,-0.0388818,-0.0296614,273,127,지니틱스,0.09
1543,20241226,206560,-0.009,0.193,-0.07,0.177,663,10,7643940,3527389,3301540,25905,28597,10190,0.077,0.094,0.017,2,28,2107659,1245041,758966,11444,8754,175,105830,10790,0.00263392,-0.0603874,-0.0399981,99,468,덱스터,-0.048
1542,20241226,200350,-0.074,-0.017,-0.151,-0.083,658,5,2175817,1239586,847920,15588,16362,24250,-0.01,-0.006,-0.08,1,10,262016,168481,93535,2060,1711,30,94600,23350,0.0622398,-0.0790878,-0.0405439,265,622,아티스트스튜디오,-0.048
1541,20241226,199430,0.005,0.034,-0.019,-0.019,202,760,102673,48529,52293,714,542,6150,0.065,0.13,0.057,21,11,109078,51573,47820,522,624,22,94200,6790,-0.00347275,-0.0726922,-0.0550191,0,638,케이엔알시스템,-0.048
1540,20241226,176750,-0.005,0.013,-0.065,-0.043,47,511,820647,522449,260442,3771,5008,7940,0.009,0.142,0.009,43,0,648010,273359,344012,2080,2560,1,93130,8620,0.0386032,-0.0600046,-0.0182413,253,121,듀켐바이오,-0.048
1539,20241226,106080,0.008,0.02,-0.052,0.002,10,58,446962,264620,175130,908,739,2505,0.018,0.018,-0.056,0,46,66662,57771,8891,181,52,61,100130,2480,-0.002,-0.0826452,-0.0705484,0,575,하이소닉,-0.048
1538,20241226,085810,-0,0.191,-0.017,-0.011,373,0,2581892,1278709,1231567,10016,10269,1153,0.075,0.139,-0.001,8,37,716025,393680,288365,1418,1371,575,141830,1233,-0.002,-0.0433625,-0.0303861,1,84,알티캐스트,-0.0303861
1537,20241226,056360,-0.004,0.178,-0.015,0.013,244,115,3562391,1903695,1537337,15083,15742,5530,0.052,0.099,0.033,16,4,304586,167608,136978,1029,1193,89,101530,5930,0.0789444,-0.0357268,-0.0104317,40,156,코위버,-0.0104317
1536,20241226,043590,-0.002,0.033,-0.058,-0.041,4,157,379609,226079,123524,458,388,611,0.036,0.272,0.033,30,0,2678711,1312908,1256505,2566,3198,1,93130,723,0.0962019,-0.0310456,-0.0310456,518,698,웰킵스하이텍,0.09
1535,20241226,45014K,0.015,0.138,-0.129,-0.054,6,459,521565,275864,191567,3017,2983,8480,-0.058,-0.057,-0.139,3,41,77198,59115,18083,390,284,18,94000,7740,0.0225478,-0.0678915,-0.0562636,531,308,코오롱모빌리티그룹우,-0.048
1534,20241226,000230,0.02,0.3,0,0.103,101,65,867581,483578,333905,6111,6781,7360,0.06,0.063,-0.009,0,50,38211,26970,11241,318,194,110,102600,7570,0.134063,-0.0389881,0.0957543,432,143,일동홀딩스,0.09
1533,20241224,356680,0.041,0.083,-0.005,0.03,108,47,3824351,2124253,1542924,16057,16661,9330,-0.016,0.038,-0.023,36,4,525228,278828,246400,2092,2305,61,100130,9470,0.0317909,-0.0157276,0.00961563,129,439,엑스게이트,0.00961563
1532,20241224,354320,0.002,0.299,-0,0.299,668,613,1309639,593417,652214,9833,11667,30850,-0.021,-0.018,-0.097,0,19,248608,162291,86317,2039,2129,418,130000,29350,-0.002,-0.0565145,-0.0445894,3,276,알멕,-0.048
1531,20241224,313760,-0.007,0.013,-0.052,-0.019,5,659,62972,33324,28193,281,311,5290,-0.055,-0.045,-0.139,1,28,28834,21058,7776,151,143,1,93130,4830,0.0166335,-0.233884,-0.233884,4,692,캐리,-0.048
1530,20241224,244460,0.014,0.014,-0.172,-0.124,0,687,91550,59877,29387,523,408,5080,0.067,0.067,-0.014,0,24,3097,2345,725,32,13,107,102430,5270,0.0226679,-0.0532334,-0.0532334,8,592,올리패스,-0.048
1529,20241224,106080,-0.233,-0.215,-0.259,-0.259,33,717,2140243,964909,1003704,1784,2263,2500,0.02,0.02,-0.052,0,48,125568,82178,43390,213,149,191,110630,2485,0.0161087,-0.0281569,0.00604829,441,314,하이소닉,0.00604829
1528,20241224,062970,0.097,0.279,0.049,0.049,10,760,11091374,6027648,4628660,27840,29852,3200,-0.034,-0.003,-0.073,13,26,681887,452578,229309,1819,1886,64,100300,3110,0.0398006,-0.0775627,-0.0630932,108,591,한국첨단소재,-0.048
1527,20241224,052020,0.008,0.012,-0.055,-0.055,3,755,487022,299332,103204,888,518,7200,0.004,0.008,-0.061,1,50,115431,83381,32050,231,184,617,143930,7090,0.0290296,-0.000589563,-0.000589563,28,82,에스티큐브,-0.000589563
1526,20241224,049120,0.004,0.041,-0.006,-0.001,2,91,60884,27247,33044,67,85,993,0.072,0.097,0.015,0,33,38680,26633,12047,96,53,617,143930,1056,0.00178788,-0.0199924,-0.00768182,0,32,파인디앤씨,-0.00768182
1525,20241224,009620,0,0.13,0,0.089,180,0,366238,655,342,4,4,2505,0.03,0.098,0.022,7,0,437120,212432,202044,991,1058,6,93400,2680,0.0856866,-0.0467761,-0.00759701,52,617,삼보산업,-0.00759701
1524,20241224,018500,0.021,0.3,0.021,0.3,700,0,19592286,9270022,9951735,28684,33876,1820,0.076,0.137,0.002,18,0,8176311,4507702,3668609,10358,11346,1,93130,1976,0.136664,-0.121433,-0.121433,37,698,동원금속,0.09
1523,20241223,476060,-0.056,0.272,-0.064,0.237,736,2,20293845,10497883,9252057,125288,135148,21400,-0.023,0.037,-0.054,18,45,1260512,650235,610277,7718,8323,142,104200,21350,0.0237611,-0.0717892,0.00034192,42,368,온코닉테라퓨틱스,-0.048
1522,20241223,389470,0.018,0.191,0.003,0.145,186,57,2484724,1265366,1151935,18359,18178,17420,0.028,0.053,-0.016,2,50,243695,158128,85567,2144,1321,56,95900,17790,0.0379101,-0.0233603,0.0238572,406,93,인벤티지랩,0.0238572
1521,20241223,358570,0.003,0.009,-0.056,-0.054,6,759,539134,356171,168090,1832,2893,9220,-0.106,-0.059,-0.113,7,48,495491,258207,237284,1292,1207,311,120630,8490,0.0156678,-0.026735,-0.00788928,210,160,지아이이노베이션,-0.00788928
1520,20241223,355390,-0.003,0.024,-0.045,-0.03,26,331,81080,46260,32879,921,643,16240,0.003,0.01,-0.055,1,33,36323,24593,11730,331,158,80,101100,16090,0.0116731,-0.00759354,-0.00635053,486,5,크라우드웍스,-0.00635053
1519,20241223,232830,-0.015,-0.015,-0.092,-0.082,0,536,226504,162647,54312,576,653,2190,0.078,0.128,0.055,18,37,140460,62259,78201,354,486,47,95430,2400,0.183417,-0.0103333,0.1105,76,18,시큐센,0.09
1518,20241223,227100,0.018,0.299,-0,0.146,17,1,10408510,6088350,4111092,7648,15783,698,-0.079,-0.017,-0.095,5,0,193141,111127,82014,253,189,177,105930,664,0.00101205,-0.0456747,-0.0351325,261,486,퀀텀온,-0.0351325
1517,20241223,223310,0.009,0.012,-0.083,-0.044,0,32,118152,84434,29010,414,287,2085,0.072,0.072,0.002,0,50,32488,19274,9500,171,70,27,94430,2190,0.0345297,-0.0156986,0.0185479,97,25,딥마인드,0.0185479
1516,20241223,215790,0,0.011,-0.053,-0.053,13,634,176016,83536,69776,126,146,450,0.022,0.102,0.022,24,0,64529,26799,37730,116,169,271,114630,484,0.0227934,-0.0391901,0.0103967,6,69,이노인스트루먼트,0.0103967
1515,20241223,196300,0,0.078,-0.065,-0.048,15,694,243085,119330,116028,1302,2238,12800,0.027,0.045,-0.022,13,50,31460,22071,9389,212,195,86,101400,13060,0.0117825,-0.0333936,-0.0157825,1,240,애니젠,-0.0157825
1514,20241223,131090,0,0.008,-0.025,-0.001,113,731,53259,40329,11587,162,193,880,-0.003,0.078,-0.003,12,0,43012,10482,14680,169,145,399,125030,918,0.00562527,-0.0216078,-0.0216078,7,285,시큐브,-0.0216078
1513,20241223,115610,-0.007,-0.005,-0.106,-0.072,4,508,363106,247410,101140,451,350,2630,-0.013,-0.013,-0.074,0,37,83675,67846,15829,118,90,615,143830,2545,-0.002,-0.023611,-0.0118232,0,42,이미지스,-0.0118232
1512,20241223,101680,-0.192,-0.101,-0.276,-0.271,17,388,3290201,1700493,1249996,6709,8004,3465,-0.009,0.009,-0.074,26,46,233725,138631,95094,565,688,128,103500,3375,0.0187407,-0.0642222,-0.0434815,5,450,한국정밀기계,-0.048
1511,20241223,085810,-0,0.149,-0,0.077,196,0,3574990,1750958,1610259,4580,5009,1185,-0.042,-0.003,-0.068,0,49,142044,81268,60665,234,177,9,93530,1152,0.0570278,-0.03325,0.0101528,666,22,알티캐스트,0.0101528
1510,20241223,067000,0,0.006,-0.028,-0.025,3,758,180443,138616,37234,346,189,1598,0.01,0.012,-0.05,12,8,27553,19423,3520,78,42,15,93830,1578,0.0385577,-0.00706971,0.0258834,371,11,조이시티,0.0258834
1509,20241223,066910,-0.007,0.019,-0.06,-0.028,0,23,105128,46463,32233,217,181,1283,-0.183,-0.133,-0.186,0,28,229954,116035,91801,281,203,526,135400,1089,0.00718274,-0.032303,-0.0194472,25,156,손오공,-0.0194472
1508,20241223,065370,0.024,0.097,-0.075,0.011,499,276,575563,340436,220529,1946,1812,5530,-0.033,-0.033,-0.099,0,21,77476,47988,29488,226,166,233,112730,5220,0.112943,-0.0211571,0.109111,464,311,위세아이텍,0.09
1507,20241223,062970,0.05,0.276,-0.029,0.057,17,1,19240888,10256129,8099887,40349,41084,3050,0.23,0.279,0.11,0,44,2336646,1365354,971292,5330,5329,100,102100,3640,-0.000626374,-0.122879,-0.122879,19,599,한국첨단소재,-0.048
1506,20241223,060260,-0.04,-0.02,-0.107,-0.075,2,396,1033571,690355,295592,1090,1013,1147,0.018,0.072,0.007,3,0,193120,79642,113478,183,281,34,94800,1193,0.0264996,-0.0128969,0.013088,635,167,뉴보텍,0.013088
1505,20241223,056360,-0.024,-0.015,-0.092,-0.082,0,570,380273,283124,79646,1456,1103,4940,0.067,0.081,0.014,4,37,75759,47934,27825,285,245,60,100100,5230,0.137579,-0.00391205,0.0419771,191,8,코위버,0.09
1504,20241223,048530,0.015,0.053,-0.029,-0.013,46,375,131053,83334,46673,393,324,5390,0.032,0.091,0.022,26,3,85157,36125,49032,127,151,18,94000,5720,0.0014965,-0.0142378,-0.002,17,630,인트론바이오,-0.002
1503,20241223,038870,0.04,0.299,0.028,0.182,33,1,12422696,6883503,5203445,34666,35032,4250,0.058,0.074,-0.012,0,50,658743,434508,224235,2560,1693,238,113000,4410,0.013873,-0.0632245,-0.0144717,7,431,에코바이오,-0.048
1502,20241223,028080,-0.05,-0.044,-0.148,-0.148,0,760,300534,203188,83927,783,557,2640,0.017,0.083,0.017,16,0,103591,62056,41535,315,287,14,93800,2790,-0.000207885,-0.0772688,-0.0772688,0,685,휴맥스홀딩스,-0.048
1501,20241223,450140,-0.072,-0.061,-0.282,-0.227,6,500,7847765,4719427,2780841,10216,10769,2740,0.042,0.047,-0.027,0,1,722231,409998,312233,823,822,134,103800,2780,0.0231799,-0.059554,-0.0559568,6,415,코오롱모빌리티그룹,-0.048
1500,20241223,36328K,0,0.299,-0.017,0.299,686,323,247593,86653,105946,1076,1316,5580,-0.1,-0.052,-0.152,17,9,132212,65533,66679,594,506,34,94800,5070,0.023641,-0.0513097,-0.0355306,173,640,티와이홀딩스우,-0.048
1499,20241223,031440,0,0.028,-0.013,0.006,6,476,5311,3200,1997,251,213,32000,0.261,0.3,0.131,2,50,330138,212869,117269,3755,2879,531,135630,39500,0.0347089,-0.023519,-0.000734177,137,22,신세계푸드,-0.000734177
1498,20241223,018500,0.011,0.132,-0.023,0.069,301,100,7295456,3824935,3263946,7974,10099,1400,0.104,0.149,0.057,9,27,1954004,1061727,892277,2732,3175,13,93730,1550,0.172194,-0.00780645,0.172194,630,163,동원금속,0.09
1497,20241220,476060,0.385,1.008,0.288,0.331,104,10,33939536,18193181,14878160,244529,263307,17300,0.016,0.096,-0.027,15,42,1904045,1052762,810261,12501,12034,94,101800,18150,0.204612,-0.0130193,0.177063,581,213,온코닉테라퓨틱스,0.09
1496,20241220,475660,-0.042,0.02,-0.042,-0.001,57,0,112681,54134,50171,706,597,6950,0.006,0.006,-0.06,0,15,14825,10522,4303,119,64,7,93430,6870,0.012556,-0.0413013,-0.0311121,8,511,에스켐,-0.0311121
1495,20241220,464080,-0.035,0.012,-0.047,-0.044,131,421,6261687,3029586,2215243,22957,23453,11610,0.08,0.147,0.078,21,49,8284838,4314636,3970202,43917,42907,29,94530,12980,0.0126379,-0.0921387,-0.0713374,13,632,에스오에스랩,-0.048
1494,20241220,445090,-0.057,-0.02,-0.067,-0.052,11,172,900318,488852,341426,8424,7848,35600,-0.011,0.049,-0.015,24,0,477471,237217,240254,3492,4980,259,114030,36400,0.0144835,-0.0308462,-0.0157363,356,260,에이직랜드,-0.0157363
1493,20241220,398120,0.175,0.19,-0.147,-0.138,5,711,10304256,5686490,3896229,30988,37788,4980,-0.046,0.02,-0.069,4,30,344467,243743,100724,1538,1460,1,93130,4820,0.128705,-0.0995104,-0.0995104,474,698,에스지헬스케어,0.09
1492,20241220,377450,-0.028,-0.013,-0.053,-0.05,3,740,91564,67246,21475,402,404,11010,-0.004,0.003,-0.064,2,25,29386,19995,9391,223,125,38,95000,10720,0.0427761,-0.00666418,0.0343806,659,1,리파인,0.0343806
1491,20241220,340360,-0.007,0.028,-0.072,-0.046,497,666,2728694,1501454,1060907,2069,2375,2055,-0.012,0.041,-0.028,11,1,689356,335064,344286,905,1841,277,114930,2085,0.0195827,-0.0259808,-0.0115923,51,168,다보링크,-0.0115923
1490,20241220,288330,-0.054,-0.015,-0.127,-0.117,38,733,2832745,1722608,998408,7198,4112,4060,-0.03,-0.01,-0.084,4,35,467601,268880,198721,683,470,7,93430,3920,0.0400918,-0.0377143,0.00310204,222,441,브릿지바이오테라퓨틱,0.00310204
1489,20241220,284620,0.028,0.298,-0.03,0.298,192,3,1551016,804717,721146,3937,4741,3265,-0.002,0.064,-0.074,2,41,559567,291196,258256,2187,2305,51,95630,3300,0.0419394,-0.052,0.0146667,111,200,카이노스메드,-0.048
1488,20241220,277410,-0.007,0.031,-0.028,0.022,748,85,84855,35912,42440,231,311,1369,-0.011,-0.003,-0.073,4,50,15230,12635,2595,76,25,38,95000,1329,0.0393845,-0.00952445,0.0363747,641,70,인산가,0.0363747
1487,20241220,224110,-0.018,-0,-0.082,-0.064,11,759,160343,115548,32699,1379,871,18060,0.013,0.013,-0.05,0,47,21838,17615,4223,242,74,250,113600,17860,0.0948645,-0.00423964,0.0366338,188,5,에이텍모빌리티,0.09
1486,20241220,200670,-0.019,0.062,-0.031,0.035,660,13,342324,131463,202965,3151,14163,42850,0.036,0.036,-0.023,0,44,65981,41820,24161,935,1282,24,94300,43250,0.0222775,-0.0332139,-0.0309017,127,499,휴메딕스,-0.0309017
